faced each and every day 51
faced his men about and 68
faced men and women and 49
faced men and women who 304
faced men and women with 46
faced with cut stone and 103
faced with new tasks and 83
faced with red brick and 217
faces are too steep for 43
faces may not blush with 181
faces that she could not 90
faces that they could not 203
faces that they might not 183
faces with his ashes and 46
facts and see which you 96
facts and things rather than 65
facts and things which bring 77
facts are not known and 96
facts are not known with 43
facts are out about you 51
facts are too strong for 171
facts did not agree with 132
facts did not prove that 46
facts does not imply that 41
facts does not prove that 127
facts nor any others can 115
facts set out above and 73
facts set out above are 44
facts that are known and 194
facts that are known are 92
facts that are known may 42
facts that are known with 205
facts that are staring them 58
facts that are within his 50
facts that his father was 45
facts that his voice was 51
facts that she could not 49
facts that they could not 117
facts you are looking for 74
faded and she shook her 96
faded with each passing day 108
fails and war breaks out 41
fails for any reason and 45
faint old man shall lean 106
faint that she could not 94
faint that they could not 195
fairy who had saved her 47
falling and going round and 89
falling and they cried too 45
falling beam had shown him 46
falling day and night for 43
falling earth and stone had 48
falling off his horse and 149
falls off his horse and 194
false and that basic was 105
false and that jesus was 58
false does not imply that 108
famed for her beauty and 968
famed for his cunning and 101
famed for his learning and 611
famed for his piety and 166
famed for his skill and 86
famed for his skill with 64
famed for its beauty and 586
fancy how may would deal 81
fancy how things would end 48
fancy she was looking for 109
fancy she was running her 47
fancy that any trick was 49
fancy that can beset man 68
fancy that his mother did 45
fancy that our lives are 105
fancy that she could not 43
fancy that she could see 102
fancy that she would not 124
fancy that she would one 43
fancy that they could not 136
fancy that they could see 47
fancy that they might both 42
fancy that they would not 49
fancy that you would not 57
fancy they can please god 103
farming with his father and 177
farms are too small and 138
farms are too small for 165
farms for you while you 88
fasting and with weeping and 99
fatal and that barer sky 49
fatal for both mother and 105
fatal that they could not 117
fated that you shall not 57
father and are mother too 54
father and dear mother now 74
father and has taken his 99
father and her father had 56
father and her mother and 1561
father and her mother are 107
father and her mother both 80
father and her mother for 117
father and her mother had 428
father and her mother now 107
father and her mother she 41
father and her mother that 103
father and her mother was 89
father and her mother who 145
father and her uncle and 70
father and her uncle had 113
father and his adult son 113
father and his child and 46
father and his child are 75
father and his elder son 105
father and his father and 1025
father and his father are 48
father and his father did 285
father and his father had 557
father and his father was 77
father and his grown son 86
father and his minor son 59
father and his mother and 10665
father and his mother are 272
father and his mother being 49
father and his mother both 305
father and his mother can 128
father and his mother did 77
father and his mother for 251
father and his mother had 1429
father and his mother his 40
father and his mother lay 539
father and his mother that 1380
father and his mother too 45
father and his mother was 455
father and his mother who 339
father and his mother with 83
father and his party had 48
father and his people and 57
father and his small son 279
father and his uncle and 173
father and his uncle are 60
father and his uncle both 41
father and his uncle had 565
father and his uncle that 42
father and his uncle who 48
father and our mother and 96
father and she could not 114
father and she loved him 86
father and she would not 41
father and son broke out 41
father and son could not 381
father and son faced each 176
father and son lived and 60
father and son loved each 187
father and son never ate 42
father and son never met 132
father and son never saw 59
father and son rather than 204
father and son which had 44
father and son which was 82
father and son would not 243
father and son would sit 40
father and you would not 40
father beat her mother and 42
father beat his mother and 65
father but she could not 54
father can not abide you 57
father can not force his 40
father can not trust his 84
father did not agree with 320
father did not allow any 55
father did not allow her 281
father did not allow him 250
father did not allow his 87
father did not argue with 58
father did not blame him 45
father did not change his 115
father did not marry her 87
father did not marry his 45
father did not press him 40
father did not raise his 72
father did not raise you 54
father did not really die 44
father did not really mean 55
father did not scold him 46
father did not share her 109
father did not share his 150
father did not share this 48
father did not trust her 56
father did not trust him 115
father did not trust our 61
father did not visit his 120
father does not agree with 127
father does not allow her 77
father does not allow him 95
father does not change his 40
father does not debar her 53
father does not trust his 54
father for her child and 46
father for his child and 47
father got his first job 57
father had had built for 61
father had not asked for 42
father had not asked her 44
father had not asked him 54
father had not drawn out 60
father had not given her 163
father had not given him 289
father had not given his 97
father had not known how 53
father had not known that 145
father had not lived long 96
father had not lived with 45
father had not loved her 76
father had not loved him 65
father had not taken her 58
father had not taken him 73
father had not taken his 86
father had set aside for 124
father had two wives and 114
father has not given any 55
father nor her mother had 163
father nor her mother was 51
father nor his mother had 220
father nor his mother nor 43
father nor his mother was 262
father saw this change with 134
father she had loved and 95
father she had never had 151
father she had never met 75
father she has never met 50
father sky and mother earth 210
father that her mother had 77
father that her mother was 77
father that his mother had 120
father that his mother was 87
father that she could not 995
father that she loved him 114
father that she loves him 67
father that she might not 43
father that she would not 377
father that they could not 87
father that they would not 101
father that you could not 50
father that you would not 101
father was all right and 41
father was being cared for 46
father was long since dead 94
father was not aware that 139
father was not getting any 43
father was not happy with 214
father was not liable for 95
father was not looking for 61
father was not really dead 87
father was not really his 54
father was not willing that 40
father was now looking for 86
father was out looking for 63
father was then holding one 44
father was too quick for 59
father was two pound ten 64
father who had beaten him 40
father who had cared for 102
father who had given all 101
father who had given her 110
father who had given him 228
father who had given his 61
father who had lived with 257
father who had loved her 102
father who had loved him 125
father who had never had 55
father who had spent all 48
father who had spent his 59
father who had taken her 42
father who had taken his 71
father who has given his 43
father who has lived and 56
father who has never had 54
father who has taken his 44
father who was waiting for 68
fault and she hopes you 67
fault can you point out 57
fault for not knowing how 105
fault for not telling her 58
fault for not telling him 54
fault for not telling you 149
fault for not warning you 42
fault our law calls death 109
fault that has thrown you 52
fault that her father had 69
fault that her father was 63
fault that her mother had 84
fault that her mother was 70
fault that his father and 56
fault that his father had 75
fault that his father was 63
fault that his mother had 56
fault that his mother was 53
fault that she could not 571
fault that they could not 344
fault that was found with 49
fault that you could not 147
fault was not theirs but 116
fault with for letting him 54
fault with our girls and 54
fault with that which has 56
fault with that which they 54
fault with them rather than 40
