falling much 47 fancy able 40
farming life 61 father truth 40
fault find 330 fault your 67
feeling edge 102 feeling anger 135
feeling love 58 feeling pain 803
feeling envy 144 feeling loss 42
feeling pain 69 feeling pity 62
feeling envy 44 feeling living 47
feeling only 147 feels anger 41
feels pain 48 feels great 720
fetch four 63 field same 83
fight best 45 fight iraq 169
fight korea 95 fight self 108
fight their 55 fight three 70
fight free 163 fight gain 60
fight keep 80 fight make 64
fight save 93 filling wine 136
filling their 85 fills their 48
finch other 140 finding soon 44
finding their 135 finding your 72
finding just 43 finding very 52
finding your 41 finding fill 89
finding love 84 finding take 109
finding gold 520 finding bringing 92
finding dealing 101 finding giving 73
finding life 288 finding living 318
finding making 340 finding saying 62
finding break 276 finding come 91
finding cope 145 finding cure 71
finding feed 91 finding feel 52
finding fill 82 finding free 204
finding fund 48 finding gain 110
finding give 349 finding grow 49
finding have 296 finding help 659
finding hide 43 finding hold 125
finding india 120 finding join 102
finding keep 755 finding kill 116
finding leave 143 finding link 105
finding live 736 finding look 63
finding love 74 finding make 2853
finding meet 338 finding move 239
finding open 130 finding pass 73
finding play 81 finding pull 40
finding reach 298 finding save 253
finding sell 57 finding send 95
finding show 79 finding speak 170
finding stay 161 finding stop 336
finding take 285 finding talk 200
finding teach 75 finding tell 224
finding test 43 finding their 55
finding think 99 finding treat 80
finding turn 211 finding work 368
finding good 74 finds idiot 72
finds great 664 finds gold 186
finds hope 69 finds bringing 57
finds dealing 60 finds giving 60
finds life 82 finds making 230
finds saying 51 finds break 147
finds come 127 finds cope 92
finds free 93 finds gain 48
finds give 167 finds have 109
finds help 316 finds keep 256
finds kill 41 finds leave 53
finds live 177 finds make 2616
finds meet 106 finds move 82
finds open 93 finds play 58
finds reach 141 finds save 189
finds send 43 finds show 93
finds sneak 44 finds speak 84
finds stop 163 finds take 167
finds talk 60 finds tell 87
finds turn 165 finds work 111
fired anger 257 fired their 194
fired years 60 fired your 51
fired were 41 fired call 98
fired give 76 fired warn 44
fired daring 57 first pews 53
first life 43 first best 46
first know 115 first tell 64
first mind 46 first other 54
first call 145 first clear 93
first find 1257 first give 103
first have 348 first help 47
first know 108 first learn 265
first look 102 first make 345
first meet 46 first pass 71
first stop 65 first take 424
first talk 70 first tell 221
first wait 58 first work 40
first what 50 first well 62
first down 145 first arms 611
first life 52 first these 42
first heard 110 first lord 489
first moon 60 first face 342
first eyes 145 first great 47
first some 40 first angry 87
first much 260 first only 177
first take 55 fitting girl 70
fitting data 217 fixed spring 74
focus their 70 focus lens 139
force give 183 force hold 42
force join 86 force leave 52
force live 135 force love 187
force make 64 force sell 57
force stay 43 force swear 44
force take 1223 force think 373
force work 370 force angle 49
force mass 116 force time 104
force work 40 force same 79
forcing steam 45 forge iron 678
forge life 56 forging iron 110
forming four 45 forming three 44
forming life 51 forms thick 87
forms four 89 forms lost 269
forms life 41 forms fill 167
forty more 129 found gold 382
found nuts 41 found seed 42
found gold 151 found soap 129
found clay 133 found sand 110
found wild 44 found bread 85
found food 49 found gold 114
found iron 55 found wood 78
found gold 138 found wine 48
found take 52 found take 239
found beans 53 found beer 108
found soup 133 found tuna 183
found take 79 found young 49
found their 96 found these 301
found those 115 found whom 64
found john 67 found gold 126
found cook 48 found last 82
found some 46 found town 66
found work 53 found next 46
found help 42 found much 70
found open 50 found wood 78
found food 71 found gold 643
found good 239 found great 42
found lace 41 found mail 41
found other 274 found their 51
found these 94 found those 46
found time 217 found very 65
found ways 89 found what 80
found work 139 found young 58
found like 107 found talk 191
found last 94 found work 117
found whom 109 found good 47
found great 165 found such 87
found their 72 found true 162
found whom 51 found fill 46
found help 60 found hold 40
found love 306 found make 49
found suit 114 found take 225
found whom 181 found north 42
found gold 1349 found hope 253
found coal 115 found once 106
found miss 103 found some 105
found eggs 57 found five 51
found four 106 found keys 372
found three 100 found young 62
found last 45 found last 324
found length 64 found acting 120
found adding 52 found asking 50
found beating 49 found bringing 379
found coming 131 found coping 505
found dealing 695 found earning 127
found ending 44 found fixing 80
found giving 384 found having 114
found leaving 68 found life 1864
found living 1062 found making 2513
found moving 90 found paying 75
found reading 52 found saving 525
found saying 263 found seeing 106
found taking 235 found their 64
found back 51 found bend 58
found bind 62 found blow 72
found break 1228 found burn 71
found bury 53 found call 196
found calm 110 found care 48
found cash 179 found cast 64
found cheat 156 found clean 142
found clear 200 found come 815
found cope 613 found copy 81
found curb 45 found cure 209
