near likely 92 near whether 361
new broken 66 new portion 58
new created 58 new purses 75
new opened 298 new rogues 191
new nature 107 new created 46
new formed 185 new opened 49
new raised 112 new created 75
new formed 66 new direct 47
new placed 72 new cuttings 96
new raised 43 new effect 80
new effect 317 new effect 42
new effect 47 new opened 72
new effect 55 new effect 351
new issued 163 new learned 45
new carved 42 new created 259
new formed 276 new opened 95
new effect 159 new effect 500
new effect 149 new opened 153
new opened 203 nor whether 49
nor opinion 76 nor forget 48
nor submit 81 nor better 165
not anyone 70 not anyone 120
not before 108 not public 247
not before 190 not better 105
not whether 239 not sacred 64
not clearly 40 not wisely 83
not clearly 44 not chosen 40
not served 198 not treated 63
not enough 55 not counts 42
not should 141 not called 62
not better 45 not errors 52
not disease 40 not clearly 64
not exempt 40 not obvious 50
not strange 44 not choice 50
not effect 57 not access 119
not advice 63 not causes 73
not whether 167 not whether 258
not attack 44 not advice 266
not cargoes 46 not drawings 47
not suited 121 not whether 45
not marked 51 not design 61
not letter 151 not letter 339
not weight 41 not strength 59
not something 43 not merely 136
not public 383 not briggs 41
not wisdom 60 not before 69
not ladies 53 not recent 41
not except 51 not through 53
not enough 50 not actions 120
not custom 55 not former 49
not chance 50 not memory 44
not selves 85 not friend 66
not course 120 not nature 70
not groups 104 not heathens 48
not hindus 55 not peoples 46
not fellow 56 not normal 48
not already 1004 not caused 114
not higher 97 not stated 55
not without 168 not existing 42
not another 159 not earlier 173
not modern 57 not normal 75
not slaves 49 not across 48
not except 50 not letter 47
not itself 47 not native 48
not changes 78 not better 127
not before 80 not prison 56
not shells 57 not unless 68
not market 98 not unless 94
not without 88 not changes 42
not causes 105 not anyone 178
not beyond 83 not further 107
not nature 44 not advice 76
not notice 112 not escape 77
not friend 48 not laughing 40
not judges 123 not changes 48
not rights 81 not rights 42
not without 42 not little 46
not source 120 not anyway 148
not except 46 not whether 2183
not reasons 54 not without 51
not feelings 62 not another 124
not fathers 106 not orders 78
not needle 43 not brains 58
not always 45 not wheels 126
not before 51 not crimes 131
not further 43 not height 42
not habits 48 not degree 77
not happen 46 not little 68
not opinion 63 not across 50
not spoken 62 not thought 41
not anyone 93 not anyone 124
not before 176 not before 58
not before 461 not intake 62
not weight 55 not school 41
not station 64 not places 59
not shares 52 not school 77
not before 47 not knives 55
not whether 54 not before 42
not disease 143 not famine 91
not nature 86 not demand 51
not course 71 not native 109
not bottom 57 not boston 63
not doubts 50 not faction 146
not faults 45 not humbug 40
not italian 58 not something 200
not effect 166 not points 60
not reasons 77 not fighting 217
not effect 68 not points 44
not reasons 72 now circle 44
now common 169 now common 79
now widely 43 now silesia 55
now native 97 now advise 59
now thinned 48 now revolt 59
now seemed 88 now greece 76
now effect 77 now without 54
now africa 69 now figure 131
now toward 54 now passed 43
