nap by somebody treading on 40
near as possible equal to 191
near as possible under the 217
near as possible within the 110
near as possibly could be 83
near or actually within the 46
near or slightly above the 512
near or slightly below the 341
near the advanced posts of 43
near the arkansas river in 108
near the atlantic coast in 361
near the atlantic coast of 291
near the atlantic coast to 52
near the barracks where the 51
near the beautiful falls of 55
near the beautiful plain of 45
near the boundary lines of 142
near the boundary where the 110
near the caribbean coast of 122
near the cemetery where the 135
near the colorado river at 42
near the colorado river in 228
near the converging point of 61
near the critical point as 175
near the critical point at 79
near the critical point by 55
near the critical point in 194
near the critical point is 417
near the critical point of 2101
near the critical point the 258
near the critical point we 49
near the critical value of 296
near the delaware river in 124
near the detection limit of 581
near the dovecote doors of 49
near the ecliptic plane of 140
near the entrance gates of 46
near the entrance point of 51
near the entrance until the 42
near the entrance where he 51
near the entrance where it 42
near the entrance where the 217
near the entrance while the 50
near the expected value of 223
near the external opening of 302
near the fountain where the 113
near the galactic plane in 55
near the galactic plane is 89
near the gigantic total of 46
near the highland light in 41
near the hospital where he 90
near the hospital where the 53
near the immediate scene of 58
near the imminent verge of 52
near the insertion sites of 42
near the intended point of 80
near the internal opening of 62
near the klondike river in 56
near the locality known as 93
near the locality where the 271
near the locations where the 57
near the magnetic poles of 122
near the missouri river at 42
near the missouri river in 518
near the mountain where the 63
near the northwest coast of 253
near the northwest comer of 59
near the northwest point of 78
near the northwest shore of 199
near the opposite shore of 152
near the original point of 94
near the parallel ridge of 60
near the platform where the 75
near the posterior angles of 111
near the posterior limit of 113
near the posterior region of 51
near the premises where the 116
near the promoter region of 60
near the railroad depot in 75
near the railroad yards in 51
near the savannah river in 84
near the southwest coast of 446
near the southwest comer of 142
near the southwest point of 49
near the southwest shore of 163
near the steamboat landing at 47
near the supports where the 50
near the supposed place of 81
near the supposed point of 48
near the terminal point of 78
near the threshold value of 57
near to absolute beauty as 53
net of deferred taxes of 89
new or absolute forms or 74
new or improved forms of 56
new or improved goods or 408
new or improved method of 318
new or improved types of 117
new or increased taxes on 59
new or increased taxes or 51
new or modified forms of 106
new or modified types of 42
new or original about it 40
new or original about the 78
new or surprising about the 48
nor an education which is 165
nor an extension which is 43
nor an impartial judge of 71
nor be eligible until the 72
nor do isolated sales in 87
nor is therefore author of 176
nor so concealed which he 63
nor the absolute value of 61
nor the adjusted basis of 56
nor the cheerful visit of 57
nor the combined price of 44
nor the commanding force of 45
nor the cultured moors of 63
nor the delicate grace of 51
nor the district court is 50
nor the dominions could be 139
nor the economic power to 57
nor the expenses which he 48
nor the fortress which he 73
nor the fragrant smell of 150
nor the fruitful river in 732
nor the gloomier grave of 196
nor the governor shall be 61
nor the hundredth place to 51
nor the immediate cause of 40
nor the immortal beauty of 177
nor the increased value of 51
nor the literary skill to 55
nor the military glory of 45
nor the military power of 46
nor the military power to 119
nor the military skill of 73
nor the mournful cries of 61
nor the perfumed warmth of 40
nor the physical power to 78
nor the probable state of 75
nor the purchasing power of 40
nor the received forms of 43
nor the servants would be 75
nor the smallest trace of 44
nor the vivacious grace of 53
nor to describe where it 86
nor to tolerate error so 311
not an abnormal state of 42
not an absolute breach of 100
not an absolute change of 55
not an absolute check to 42
not an absolute denial of 108
not an absolute guide to 155
not an absolute index of 112
not an absolute level of 52
not an absolute method of 44
not an absolute offer of 45
not an absolute owner of 64
not an absolute power in 42
not an absolute power of 67
not an absolute power to 56
not an absolute proof of 314
not an absolute right in 123
not an absolute right of 240
not an absolute right to 473
not an absolute state of 63
not an absolute value in 123
not an absolute value of 52
not an abstract notion of 135
not an abstract notion or 45
not an abstract state of 52
not an academic study of 68
not an accepted method of 88
not an accident waiting to 41
not an accident within the 131
not an accident worthy of 51
not an accurate count of 47
not an accurate gauge of 296
not an accurate guide to 752
not an accurate image of 72
not an accurate index of 972
not an accurate index to 92
not an accurate judge of 48
not an accurate method of 339
not an accurate method to 44
not an accurate model of 125
