nations by what comes forth 50
nations in their first days 66
nations in their hands have 58
nations of other lands have 50
nations to keep watch upon 62
nature as mine would turn 46
nature as those which form 91
nature as those which give 63
nature as those which have 286
nature as those which more 88
nature as those which take 64
nature as those which were 61
nature of fire would have 61
nature of foul weather lies 101
nature of most human beings 50
nature of other human beings 93
nature of their daily life 63
nature of their daily work 134
nature of their entry into 69
nature of their march from 58
nature of their social life 134
nature of their social role 53
nature of their social ties 45
nature of those goods will 145
nature of those which have 175
nature of those which were 67
nature or other human beings 71
nature the hawk would lose 64
nature to pass easily into 49
nature to those which have 161
nature to those which were 43
nature to throw light upon 96
nature we call human upon 41
needed at some later date 75
needed at some later time 57
needed by some human beings 50
needed in areas where there 45
needed in their daily life 131
needed to come right away 43
needed to draw water from 56
needed to gain entry into 189
needed to help people cope 52
needed to help people make 40
needed to keep costs down 103
needed to keep dough from 88
needed to keep order among 58
needed to keep people from 106
needed to know about faith 84
needed to know about life 609
needed to know about living 106
needed to know about love 54
needed to know about making 64
needed to know about such 146
needed to know about their 452
needed to know about these 172
needed to know about those 105
needed to know about what 833
needed to know about your 91
needed to know anything else 40
needed to know right away 126
needed to know where their 61
needed to learn about life 49
needed to learn about their 82
needed to learn about what 89
needed to leave right away 155
needed to look after their 141
needed to make money from 46
needed to move goods from 55
needed to pump water from 70
needed to take place during 49
needed to talk about some 89
needed to talk about their 245
needed to talk about these 60
needed to talk about what 987
needed to think about some 40
needed to think about their 68
needed to think about these 51
needed to think about what 1435
needed to throw light upon 150
needle as mine never took 74
needle in your right hand 381
needle is most often used 89
neither do their hearts think 45
neither do your hands ache 42
neither is their voice heard 102
neither is there anything like 236
neither is there anything more 167
neither of these cases have 144
neither of these cases were 754
neither of these cases will 198
neither of these could have 349
neither of these plans will 89
neither of these works will 73
neither of these would have 451
neither of those cases were 52
neither of whom could ever 53
neither of whom could form 65
neither of whom could have 598
neither of whom could speak 475
neither of whom could swim 107
neither of whom shall hold 94
neither of whom would break 154
neither of whom would ever 187
neither of whom would give 113
neither of whom would have 1060
neither the thief shall steal 51
neither to pull wires like 55
nephew of pope urban viii 309
nephew to cast straw into 53
nephew to look after lady 60
nicely to some fixed mark 42
nights in those times over 64
nights of these later days 73
nights the rain would fall 55
nights we three never left 65
nobody in their right mind 2162
nobody is ever really well 67
nobody to hate since dick 44
nobody to look after their 82
notice at least seven days 118
notice at least sixty days 49
notice at least thirty days 320
notice of sale after said 76
notice of such action must 48
notice of such appeal must 71
notice of such meeting having 46
notice of such meeting must 58
notice of their jokes till 90
notice of those facts upon 105
notice of those which come 64
notice of those which were 59
notice of those whose duty 66
notice of those whose high 47
notice of trial shall have 54
notice of what might have 43
notice or other paper upon 390
notice or such longer time 77
notice the tears running down 48
notice to quit shall have 80
notice to quit would have 105
notify the other party well 45
notions of fair trading among 84
notions of life which were 51
notions of other people were 51
notions of those times were 86
notions of what might have 52
notions of what women were 45
novels in their spare time 91
novels of those happy days 76
nuclei of these cells have 103
nuclei of these cells show 60
nuclei of these cells were 207
number in their ranks many 80
number in their ranks some 79
number in your phone book 68
number is very small when 81
number of acts which have 72
number of acts which were 72
number of aids cases among 535
number of aids cases have 65
number of aids cases will 160
number of areas where more 116
number of areas where such 50
number of areas where there 299
number of areas where these 47
number of areas which have 213
number of areas which need 91
number of areas which were 182
number of areas which will 58
number of bits which must 92
number of cars passing over 58
number of cars which pass 94
number of cars which were 75
number of cars which will 54
number of cell lines from 67
number of cell lines have 173
number of cell lines were 45
number of cell types from 42
number of cell types have 121
number of cell types such 56
number of cows which have 62
number of cows whose milk 50
number of data items from 65
number of data pairs used 52
number of data which have 55
number of data which must 53
number of days after birth 185
number of days after date 687
number of days after june 66
number of days after sowing 70
number of days after such 62
number of days after their 130
number of days every month 66
number of days every week 77
number of days since last 183
number of days since noon 40
number of days since your 40
number of days spent away 53
number of days taken from 53
number of days until their 42
number of days until your 42
number of days varying from 47
number of days which come 86
number of days which have 371
number of days which must 182
number of days which were 119
number of days which will 91
number of days would have 79
number of deaths arising from 116
number of deaths could have 44
number of deaths might have 41
number of deaths occur among 69
number of deaths occur from 47
number of deaths ranged from 56
number of deaths under five 50
number of deaths which have 237
number of deaths which take 78
number of deaths which took 93
number of deaths which were 72
number of deaths which will 47
number of deaths would have 314
number of deep wells have 104
number of dogs which were 51
number of eggs ranged from 50
number of eggs ranges from 74
number of eggs which have 61
number of eggs which were 92
number of fine books have 45
number of finger pairs just 60
number of fish taken from 59
number of food items eaten 59
number of free chain ends 46
number of free throws made 246
number of free white male 160
number of full months from 55
number of full working days 66
number of gold coins were 77
number of good books have 175
number of good people have 42
number of good people were 102
number of great works were 42
number of guns which were 83
number of guns would have 46
number of hard facts upon 48
number of heads which were 53
number of ideas about what 442
number of ideas drawn from 64
number of ideas which have 369
number of ideas which were 270
number of ideas which will 71
number of idle fingers among 50
number of jews fleeing from 42
number of jews still living 44
number of jews under nazi 85
number of jews would have 45
number of jobs which have 88
number of jobs which must 57
number of jobs which were 70
number of jobs which will 97
number of jobs would have 66
number of late fetal deaths 71
number of laws which have 145
number of laws which were 163
number of live births among 131
number of live births during 659
number of live births fell 59
number of live births from 106
number of live births plus 91
number of live stock kept 67
number of living human beings 110
number of loan words from 241
number of lost working days 163
