near what have been already 50
new areas have been opened 155
new birth into some higher 57
new code went into effect 110
new gold from south africa 78
new ideas coming from europe 57
new ideas into their existing 81
new jobs have been created 2485
new jobs have been opened 44
new lady what miss taylor 100
new laws came into effect 74
new laws have been created 46
new laws have been passed 643
new laws have done little 111
new laws went into effect 196
new mine having been already 56
new ones have been created 703
new ones have been formed 379
new ones have been opened 145
new ones have been raised 59
new ones having been formed 50
new ones must have become 58
new ones take their places 417
new ones taking their places 155
new ones took their places 312
new paths have been opened 48
new plan went into effect 280
new rate went into effect 62
new rule went into effect 166
new ties have been formed 56
new trial having been denied 117
new ways from just decent 45
nor body have been spared 63
nor even from hope itself 193
nor even from their brother 69
nor have been shot through 41
nor have even free passes 42
nor heard your name without 47
nor rain these years except 42
nor will cease from yielding 57
nor wind will ever strive 43
not acting upon those claims 51
not away from their smiles 194
not back down from anyone 177
not been away from london 45
not been born many nights 55
not been done here before 42
not been done into english 48
not been done well enough 107
not been down here before 56
not been free from serious 60
not been free from singular 91
not been giving much thought 48
not been gone from blooms 51
not been heard from before 122
not been heard from lately 112
not been here these twelve 53
not been home from france 40
not been home from school 49
not been home much lately 171
not been like last winter 63
not been made clear enough 180
not been made clear whether 222
not been making much headway 61
not been many days ashore 50
not been many years before 55
not been moving fast enough 115
not been much used except 44
not been open wide enough 65
not been paid their salary 72
not been reading much lately 97
not been seen here before 181
not been seen there before 119
not been taking much notice 43
not been there much lately 49
not been there these twenty 42
not been till very lately 83
not been trying hard enough 337
not been used during training 88
not been used more widely 204
not been used much before 47
not been used much lately 106
not been used very widely 132
not been very good lately 487
not been very kind before 50
not been very much better 121
not been very much changed 59
not been very much greater 44
not been very well lately 1780
not been very well myself 44
not been very well pleased 90
not been very well served 40
not been very well thought 45
not been very well treated 115
not been very well worked 55
not blow till most plants 84
not break into such houses 48
not call even your graves 84
not care from what source 40
not care less what anyone 95
not care much what became 74
not care very much whether 1192
not care what will happen 144
not care what your brother 43
not care what your excuse 48
not care what your family 56
not care what your opinion 92
not care what your oracle 62
not care what your orders 47
not care what your reasons 126
not caring much what became 46
not caring very much whether 104
not cast their eyes behind 48
not clear from their report 124
not clear from their writings 54
not clear from these findings 50
not clear from what source 99
not clear from your letter 106
not clear just what effect 40
not clear upon many points 47
not clear what will happen 603
not come along fast enough 48
not come back from england 55
not come back from europe 45
not come back from france 62
not come back from london 50
not come back from school 90
not come back here before 42
not come back here unless 82
not come back here without 146
not come back into fashion 57
not come back soon enough 95
not come back till called 90
not come back till dinner 65
not come back till monday 107
not come down fast enough 112
not come down from london 81
not come down hard enough 49
not come down here merely 41
not come down late enough 72
not come from high enough 151
not come from south africa 52
not come from your cravings 89
not come here taking honest 44
not come home from school 1237
not come home some nights 47
not come home till eleven 74
not come into full effect 191
not come into full flower 139
not come into play before 76
not come into play except 98
not come into play merely 87
not come into play unless 511
not come into play without 74
not come into such direct 58
not come into their houses 47
not come into your cities 174
not come into your office 59
not come into your opinion 54
not come only from without 53
not coming back till monday 43
not coming home from school 58
not date from much before 41
not done very well lately 43
not draw evil upon myself 40
not early lose their effect 55
not even been here twenty 63
not even been laid before 41
not even feel like drinking 56
not even feel like myself 66
not even from your friend 60
not even have been called 128
not even have been created 55
not even have been dreamed 67
not even have been enough 64
not even have been raised 103
not even have been thought 251
not even have high school 84
not even have said whether 41
not even have their bodies 55
not even have time enough 71
not even having felt afraid 56
not even know their fathers 55
not even know their rights 59
not even know well enough 95
not even know what became 81
not even know what caused 141
not even know what causes 112
not even know what church 48
not even know what clothes 70
not even know what course 40
not even know what effect 59
not even know what killed 48
not even know what marble 173
not even know what normal 118
not even know what number 81
not even know what planet 60
not even know what school 90
not even know what street 358
not even know what virtue 107
not even know when someone 42
not even know your brother 55
not even know your family 61
not even know your middle 60
not even know your sister 61
not even leave their houses 75
not even look like anyone 46
not even look like myself 61
not even make clear whether 46
not even speak good english 359
not even talk good english 41
not even their most ardent 40
not even your aunt pullet 50
not even your best friend 221
not ever been done before 70
not ever been here before 54
not ever been there before 40
not ever know what degree 42
not face what lies before 43
not fall into such errors 67
not fall into these errors 50
not fall into these groups 98
not fare very much better 196
not feel like facing anyone 42
not feel like hanging around 666
not feel like having another 67
not feel like having dinner 71
not feel like making another 53
not feel like making dinner 57
not feel like moving around 120
not feel like seeing anyone 371
not feel like taking another 61
not feel like wading through 45
not feel much like drinking 57
not feel much like fighting 54
not feel much like laughing 490
not feel much like partying 67
not feel much like shooting 47
not feel much like sleeping 168
not feel much like swimming 83
not feel very loving toward 44
not feel very well myself 108
not feel very well pleased 86
not felt very well lately 43
not find many more shrewd 77
not find some other victim 84
not find some rude engraving 44
not find their main retreat 44
not find time hanging heavily 62
not find upon your memory 45
not find your last letter 87
not find your unix system 71
not five feet five inches 55
not fold your arms across 60
not free from some degree 75
not free from these faults 48
not from some other source 227
not from their very nature 231
not give away their honest 50
not give away their secret 41
not give away your secret 165
not give much more thought 129
not give their best effort 98
not give three good reasons 66
not give very much thought 48
not give very much weight 61
not give your best effort 48
not gone into great detail 189
not gone into much detail 221
not gone past high school 45
not gone very much farther 44
not gone very much further 44
not half such good judges 94
not hate brings great reward 48
not have been able without 49
not have been best pleased 434
not have been bold enough 190
not have been born before 1037
not have been born earlier 232
not have been born except 70
not have been born without 458
not have been clear before 44
not have been clear enough 122
not have been clear whether 66
not have been deep enough 172
not have been done anyway 47
not have been done before 1703
not have been done better 1922
not have been done earlier 345
not have been done except 372
not have been done openly 76
not have been done simply 49
not have been done sooner 56
not have been done through 114
not have been done unless 458
not have been done without 9048
not have been duly served 43
not have been dumb enough 105
not have been during school 89
not have been even better 137
not have been even greater 103
not have been even thought 59
not have been fast enough 376
not have been fine enough 85
not have been fool enough 293
not have been gone through 64
not have been good enough 2296
not have been good policy 280
not have been great enough 501
not have been great without 82
not have been hanging around 178
not have been hard enough 42
not have been heard anyway 48
not have been heard before 121
not have been heard beyond 92
not have been heard twenty 59
not have been heavy enough 60
not have been held before 81
not have been held guilty 48
not have been held sacred 106
not have been held without 375
not have been here before 266
not have been here unless 40
not have been here without 92
not have been high enough 601
not have been high treason 45
not have been just another 65
not have been kept afloat 54
not have been kept intact 46
not have been kept secret 932
not have been laid before 165
not have been laid without 144
not have been left behind 833
not have been left standing 143
not have been left undone 106
not have been left without 312
not have been less afraid 98
not have been less severe 53
not have been less suited 171
not have been lost without 105
not have been loud enough 44
not have been made absent 304
not have been made before 3148
not have been made better 280
not have been made clearer 456
not have been made earlier 847
not have been made except 715
not have been made mortal 116
not have been made public 1658
not have been made safely 45
not have been made simply 41
not have been made solely 49
not have been made sooner 44
not have been made through 154
not have been made unless 693
not have been made without 5798
not have been mere chance 152
not have been more abrupt 48
not have been more absurd 133
not have been more active 70
not have been more adroit 97
not have been more afraid 69
not have been more aghast 45
not have been more alarming 139
not have been more alluring 52
not have been more amazed 1674
not have been more amiable 142
not have been more amused 158
not have been more anxious 405
not have been more appealing 127
not have been more ardent 62
not have been more becoming 105
not have been more bitter 130
not have been more brutal 60
not have been more candid 83
not have been more casual 122
not have been more charming 824
not have been more clearly 1228
not have been more clever 56
not have been more clumsy 54
not have been more cordial 855
not have been more curious 79
not have been more damaging 120
not have been more decent 122
not have been more deeply 352
not have been more direct 746
not have been more dismal 84
not have been more eagerly 51
not have been more earnest 343
not have been more elated 190
not have been more evenly 41
not have been more exacting 129
not have been more exciting 204
not have been more fearful 61
not have been more filled 332
not have been more finely 44
not have been more firmly 96
not have been more formal 78
not have been more freely 101
not have been more furious 224
not have been more gentle 185
not have been more gloomy 86
not have been more greatly 78
not have been more hardly 60
not have been more highly 205
not have been more honest 213
not have been more humane 148
not have been more humble 147
not have been more ideally 40
not have been more intent 44
not have been more inviting 117
not have been more ironic 143
not have been more joyful 56
not have been more justly 45
not have been more keenly 41
not have been more kindly 133
not have been more lavish 62
not have been more likely 278
not have been more lonely 58
not have been more lovely 143
not have been more marked 1518
not have been more matter 43
not have been more modest 103
not have been more nicely 67
not have been more normal 67
not have been more obliging 176
not have been more obvious 1281
not have been more pained 135
not have been more pleased 10213
not have been more polite 284
not have been more poorly 238
not have been more potent 56
not have been more prompt 101
not have been more proper 131
not have been more public 168
not have been more readily 52
not have been more remote 272
not have been more revealing 107
not have been more sacred 51
not have been more savage 126
not have been more scared 162
not have been more secure 103
not have been more serene 41
not have been more serious 547
not have been more severe 391
not have been more shaken 192
not have been more shocking 110
not have been more silent 180
not have been more simple 385
not have been more simply 106
not have been more solemn 164
not have been more strange 72
not have been more strict 66
not have been more striking 945
not have been more struck 61
not have been more stunning 75
not have been more stupid 67
not have been more sudden 187
not have been more suited 81
not have been more surely 44
not have been more tender 732
not have been more thrilling 188
not have been more timely 1508
not have been more tragic 136
not have been more trivial 44
not have been more united 87
not have been more unjust 93
not have been more unlike 825
not have been more urgent 47
