new born fire stood before 57
new ideas were gaining ground 42
new male cult whose founding 61
new uses have since arisen 40
nor break their ranks without 137
nor cast your pearls before 228
nor ever wind blows loudly 142
nor evil days could lessen 43
nor upon those whose mental 44
nor were there lacking houses 41
nor were there wanting joyous 49
not been born under proper 83
not been here since before 55
not been home since before 57
not been home since friday 70
not been kept quite secret 51
not been kept under proper 42
not been made large enough 55
not been made legal tender 56
not been made often enough 40
not been made strong enough 72
not been made under section 65
not been paid since august 55
not been paying close enough 146
not been said often before 41
not been said often enough 145
not been seen often enough 40
not been seen since before 415
not been seen since dinner 56
not been seen since eleven 42
not been seen since friday 66
not been seen since monday 42
not been seen since sunday 74
not been their first choice 98
not been there since before 143
not been told often enough 125
not been used often enough 117
not been used since before 171
not been very happy lately 71
not been very strong lately 41
not break into small pieces 64
not care less about anyone 97
not care less about clothes 57
not care less about school 99
not care less about sports 41
not care less about whether 208
not care much about anyone 45
not care much about clothes 130
not care much about gossip 40
not care much about myself 50
not care much about public 76
not care much about school 256
not care much about whether 89
not care what might become 55
not care what might happen 271
not care what others thought 854
not care what people called 49
not care what people thought 1910
not care what would happen 321
not caring what might happen 109
not caring what others thought 111
not caring what people thought 135
not caring what would happen 61
not cast their pearls before 48
not cast your pearls before 456
not clad your whole family 56
not clear what might happen 40
not clear what value should 46
not clear what would happen 641
not clear when grand juries 63
not come along often enough 145
not come away empty handed 117
not come back again unless 53
not come back empty handed 237
not come back until almost 58
not come back until dinner 53
not come back until eleven 43
not come back until monday 162
not come back until sunday 106
not come back until winter 74
not come down after dinner 40
not come down until dinner 59
not come from jesus christ 42
not come half often enough 90
not come here again unless 57
not come here again without 43
not come here often enough 136
not come home after school 187
not come home often enough 50
not come home until almost 115
not come home until around 50
not come home until eleven 42
not come home until monday 40
not come home until sunday 64
not come into action before 55
not come into close enough 48
not come into court before 41
not come into force before 477
not come into force except 59
not come into force unless 675
not come into force without 171
not come till after dinner 72
not come till quite lately 68
not coming back until monday 72
not done many times before 40
not even been close enough 73
not even been found guilty 75
not even boil water without 70
not even care about myself 67
not even come close enough 52
not even give social station 41
not even have money enough 98
not even have sense enough 377
not even hope could soften 55
not even joke about something 76
not even know about before 41
not even know about myself 89
not even know where babies 65
not even look after myself 66
not even make sense unless 59
not even make sense without 42
not even move about without 63
not even think about another 71
not even think about anyone 70
not even think about applying 45
not even think about becoming 63
not even think about building 86
not even think about checking 46
not even think about climbing 44
not even think about crossing 52
not even think about deviant 64
not even think about drinking 106
not even think about dropping 44
not even think about entering 59
not even think about escaping 48
not even think about fighting 49
not even think about marrying 50
not even think about myself 72
not even think about offering 113
not even think about quitting 62
not even think about shooting 64
not even think about skipping 93
not even think about sleeping 111
not even think about spending 59
not even think about starting 208
not even think about stopping 121
not even think about swimming 42
not even think about touching 307
not even think about visiting 54
not even think about whether 266
not even think twice before 58
not fall much below freezing 45
not fall upon stony ground 74
not feed upon flesh itself 43
not feel good about itself 55
not feel good about myself 1082
not feel good about something 68
not feel like cooking dinner 82
not feel like fooling around 67
not feel like getting killed 41
not feel like killing myself 49
not feel like meeting anyone 75
not feel like messing around 65
not feel like running around 117
not feel like sitting around 370
not feel like sitting through 61
not feel like staying around 45
not feel like talking anyway 54
not feel like telling anyone 85
not feel like waiting around 299
not feel like walking around 197
not feel like walking through 53
not felt like writing before 416
not find game large enough 188
not forth good fruit should 42
not free from doubt whether 75
not free from grave faults 70
not free from gross errors 112
not give away anything without 42
not give such extra proofs 41
not give your elder brother 60
not give your phone number 48
not gone five miles before 97
not gone five steps before 75
not gone four miles before 47
not gone many miles before 351
not gone many paces before 373
not gone many steps before 351
not gone many steps farther 86
not gone many yards before 963
not gone three miles before 82
not gone three steps before 124
not have been above twelve 41
not have been above twenty 73
not have been acted before 51
not have been anything except 61
not have been anything serious 94
not have been anything special 122
not have been anything without 68
not have been asked before 190
not have been asked without 46
not have been based solely 117
not have been begun before 354
not have been begun without 128
not have been brave enough 244
not have been built before 459
not have been built earlier 84
not have been built except 74
not have been built unless 50
not have been built without 1456
not have been civil enough 119
not have been close enough 198
not have been cured better 41
not have been dense enough 41
not have been drawn before 49
not have been drawn without 96
not have been earned without 40
not have been easily passed 103
not have been fitting unless 43
not have been fooling around 59
not have been found amongst 44
not have been found another 47
not have been found before 84
not have been found entire 47
not have been found except 45
not have been found guilty 744
not have been found through 47
not have been found without 322
not have been fully formed 74
not have been fully obeyed 61
not have been fully tested 79
not have been fully worked 73
not have been getting enough 100
not have been given access 61
not have been given before 133
not have been given credit 68
not have been given enough 223
not have been given except 76
not have been given proper 48
not have been given serious 44
not have been given unless 97
not have been given without 572
not have been happy unless 58
not have been happy without 193
not have been hired without 54
not have been human nature 104
not have been known before 589
not have been known beyond 75
not have been known except 109
not have been known through 49
not have been known unless 60
not have been known without 246
not have been large enough 3142
not have been lucky enough 76
not have been money enough 62
not have been moved without 150
not have been naive enough 46
not have been nearly enough 488
not have been quick enough 125
not have been quite enough 177
not have been quite proper 58
not have been quite without 79
not have been rather pleased 69
not have been rather singular 48
not have been reared without 54
not have been reason enough 151
not have been running around 209
not have been saved unless 56
not have been saved without 287
not have been sharp enough 41
not have been silly enough 50
not have been sitting around 46
not have been slain unless 42
not have been smart enough 107
not have been sneaking around 41
not have been still better 244
not have been still greater 84
not have been strong enough 5406
not have been taken before 171
not have been taken earlier 151
not have been taken except 80
not have been taken notice 118
not have been taken through 40
not have been taken unless 100
not have been taken without 1080
not have been thinking clearly 171
not have been timed better 469
not have been tried before 195
not have been valid without 44
not have been viable without 143
not have been waged without 68
not have been walking around 66
not have been water enough 70
not have been worse chosen 125
not have been worse placed 43
not have been worse treated 55
