oath act 55 off and 57
off for 46 oil for 45
old lion 42 old was 50
old not 52 old things 76
old her 45 old was 43
old are 77 old had 59
old was 73 old two 70
old new 40 old one 120
old death 52 old death 125
old was 50 old going 45
old her 43 old had 96
old was 44 old not 60
one was 55 one with 50
one each 60 one that 189
one for 83 one not 75
one its 157 one not 62
one not 73 one own 45
one two 41 one any 44
one are 50 one are 41
one are 91 one one 53
one that 45 one two 52
one then 46 one with 76
one had 196 one has 48
one was 99 one can 43
one one 43 one had 80
one way 142 one day 49
one each 43 one this 79
one that 157 one her 49
one his 87 one its 66
one not 43 one this 815
one each 51 one this 117
one that 226 one not 47
one can 73 one day 73
one beat 131 one one 47
one one 73 our our 60
our this 102 our its 52
our our 209 our and 67
our head 44 our not 57
our and 91 our own 52
our get 45 our are 71
our can 43 our lay 291
our are 242 our that 41
our our 54 our not 54
our new 82 our can 56
our our 85 our our 76
our you 112 our each 53
our are 66 our how 69
our our 159 our that 127
our thus 41 our not 55
our they 54 our our 52
our our 68 our that 185
our his 107 our due 223
our all 43 our his 45
our due 51 our all 78
our her 44 our his 82
our this 48 our they 42
our any 44 our being 106
our our 84 our set 75
our bear 238 our our 61
our for 68 our our 666
our our 58 our our 45
our our 54 our met 87
our our 80 our him 86
our them 44 our our 53
our things 57 our our 57
our not 63 our our 47
our had 41 our you 55
our any 83 our her 41
out not 88 own had 43
own own 131 own own 59
own own 76 own own 120
own not 55 own own 43
own and 58 own they 329
own you 109 own they 47
own that 45 own she 42
own things 72 own for 116
own that 321 own him 115
own them 61 own its 41
own her 132 own that 139
own any 50 own that 121
own own 57 own that 41
own not 103 own our 52
own not 89 own not 512
own for 177 own not 183
