taco seasoning and water 121
tags around our necks 66
tags before and after 141
tail around his waist 108
tail banded with black 60
tail barred with black 272
tail barred with brown 247
tail barred with dusky 48
tail barred with white 122
tail begins and where 51
tail behind him spread 80
tail feathers and upper 107
tail feathers and white 80
tail feathers are black 1440
tail feathers are brown 156
tail feathers are dusky 79
tail feathers are edged 174
tail feathers are green 104
tail feathers are light 52
tail feathers are longer 155
tail feathers are often 71
tail feathers are short 188
tail feathers are spread 77
tail feathers are stiff 210
tail feathers are still 52
tail feathers are white 1216
tail feathers with black 44
tail feathers with white 392
tail fibers are added 46
tail lashed his sides 52
tail marked with black 108
tail marked with white 53
tail raised and spread 89
tail tipped with black 439
tail tipped with white 1258
take actions for which 116
take actions that allow 47
take actions that appear 54
take actions that cause 105
take actions that change 100
take actions that could 930
take actions that create 101
take actions that might 660
take actions that raise 63
take actions that serve 70
take actions that would 3841
take actions they might 49
take actions they would 109
take advice and grant 117
take almost any action 144
take almost any shape 320
take almost any small 45
take almost any steps 70
take almost any value 61
take almost six months 65
take almost two hours 224
take almost two months 115
take almost two weeks 107
take another and longer 136
take another and still 55
take another few hours 47
take another few months 94
take another few steps 82
take another few weeks 88
take another job until 61
take another long drink 94
take another math class 61
take another six hours 55
take another six months 651
take another six weeks 161
take another two hours 311
take another two months 270
take another two steps 53
take another two weeks 333
take anyone who comes 55
take anyone who could 48
take anyone who wants 78
take anyone who would 48
take around six hours 121
take around six months 157
take around two hours 167
take around two weeks 148
take before and after 719
take before she could 157
take before she would 89
take before they begin 48
take before they could 455
take before they start 51
take before they would 95
take before you begin 457
take before you could 94
take before you start 205
take before you would 65
take berlin and quick 42
take brandy and water 156
take cattle and sheep 49
take charge and begin 100
take charge and build 69
take charge and carry 266
take charge and change 114
take charge and create 93
take charge and drive 53
take charge and fight 43
take charge and guide 65
take charge and order 60
take charge and solve 69
take charge and start 99
take coffee and smoke 41
take credit and blame 50
take credit for anything 681
take credit for breaking 55
take credit for creating 273
take credit for either 47
take credit for every 236
take credit for finding 155
take credit for first 83
take credit for forcing 62
take credit for getting 204
take credit for helping 365
take credit for keeping 90
take credit for killing 112
take credit for knowing 50
take credit for others 168
take credit for passing 47
take credit for pushing 55
take credit for putting 145
take credit for raising 47
take credit for setting 51
take credit for solving 133
take credit for teaching 121
take credit for thinking 53
take credit for winning 63
take credit for writing 131
take dinner and spend 52
take dipper and ladle 43
