tabby church was filled 91
table barely big enough 41
table before him without 61
table before his guests 101
table before his master 114
table before she turned 67
table before them become 105
table beside her coffee 41
table beside his coffee 140
table beside his master 122
table beside his pillow 50
table drawer and handed 90
table drawer and pulled 175
table drinking her coffee 62
table drinking his coffee 77
table drinking our coffee 42
table filled with globes 260
table filled with papers 171
table filled with plates 43
table gleamed with silver 52
table grapes for export 138
table groans with costly 50
table inlaid with silver 40
table linens and silver 45
table linens and towels 94
table loaded with costly 58
table loaded with dishes 149
table loaded with drinks 43
table loaded with fruits 56
table loaded with papers 126
table loaded with silver 180
table reveals that almost 48
table reveals that except 47
table should not exceed 149
table smiled and nodded 47
table strewn with papers 1480
table strewn with sheets 52
table tennis and soccer 43
table tennis and squash 42
table tennis and swimming 162
table tennis and tennis 185
table through all weathers 377
table titles and column 40
table topped with marble 40
table toward his brother 62
table turned and looked 90
table turned and stared 63
table without any further 109
table without being called 71
table without being tasted 170
table without going through 51
table without its origin 44
taboo groves and beheld 44
tacit assent has always 42
tails across his humped 94
tails sticking out behind 51
tails streaming out behind 144
taken aboard and stowed 58
taken another long stride 44
taken around any closed 463
taken ashore and buried 451
taken ashore and forced 104
taken ashore and placed 144
taken ashore and stored 43
taken before any further 165
taken before any notary 148
taken before any person 1557
taken before his judges 63
taken before sir elijah 43
taken before sir robert 46
taken before sir william 115
taken before they became 58
taken before they become 76
taken before they reached 69
taken bodily and without 52
taken closer and closer 746
taken credit for someone 53
taken credit for something 48
taken deeper and deeper 134
taken dozens and scores 69
taken effect and become 50
taken except for public 100
taken farther and farther 409
taken flight and hidden 74
taken freely and without 46
taken fright and bolted 153
taken further and further 660
taken greater and greater 74
taken hardly any notice 148
taken higher and higher 92
taken inside and placed 85
taken larger and larger 163
taken orders and become 97
taken purely and simply 89
taken refuge was almost 40
taken refuge with another 50
taken shells for stones 44
taken shipping for dunbar 78
taken shipping for england 47
taken shipping for france 57
taken should not exceed 176
taken something that belongs 100
taken sooner than ninety 50
taken through all stages 62
taken through and through 56
taken weight for weight 40
taken without any effect 43
taken without any fighting 40
taken without any formal 57
taken without any further 518
taken without any notice 64
taken without any regard 176
taken without any serious 116
taken without any special 144
taken without any thought 136
taken without due course 80
taken without due regard 130
taken without going through 48
taken without his advice 194
taken without his orders 41
takes actions that affect 57
takes charge and begins 52
takes credit for another 56
takes credit for something 52
takes deeper and deeper 42
takes effect and before 104
takes effect are hereby 40
takes effect with regard 76
takes effort and energy 95
takes effort and planning 135
takes energy and effort 138
takes greater and greater 134
takes hardly any notice 92
takes height and weight 44
takes higher and higher 69
takes larger and larger 214
takes planning and effort 59
takes refuge with another 53
takes refuge with buddha 78
takes something that belongs 129
takes survey with curious 70
takes thought and effort 124
takes thought and planning 344
tales imbued with german 50
talking apples and oranges 186
talking around and around 66
talking eagerly and pointing 40
talking faster and faster 1393
talking faster and louder 84
talking faster than normal 40
talking filled all places 42
talking freely and openly 91
talking freely and without 51
talking french and german 91
talking gently and watching 67
talking louder and faster 275
talking louder and louder 454
talking louder than anyone 40
talking louder than normal 47
talking loudly and angrily 119
talking loudly and carrying 40
talking loudly and drinking 104
talking loudly and eagerly 57
talking loudly and laughing 1043
talking loudly and shouting 40
talking loudly and wildly 41
talking openly and freely 53
talking slowly and clearly 74
talking softly and carrying 51
talking softly and laughing 56
talks faster and faster 106
talks french and english 47
talks french and italian 484
talks louder and faster 40
talks louder and louder 61
talks slowly and clearly 46
tanks filled with liquid 174
tanks should not exceed 76
tardy return and wishes 53
tared filter and washed 145
tasks better and faster 63
tasks beyond her strength 50
tasks beyond his powers 65
tasks beyond his strength 218
tasks beyond its strength 60
tasks beyond our strength 69
tasks faster and better 158
tasks follow one another 42
taste better and better 133
taste better than canned 41
taste formed for catching 74
taste pungent and bitter 159
taste reached its lowest 49
taste through and through 53
taste whether you prefer 52
tasting better and better 52
tawny glints and sparks 47
tawny streaks and shades 76
taxed beyond her strength 83
taxed beyond his strength 83
taxed beyond its limits 88
taxed beyond its powers 112
taxed beyond its strength 91
taxed higher than another 214
taxed through his person 114
taxes already being levied 44
taxes dollar for dollar 376
taxes except real estate 43
taxes higher and higher 42
taxes levied and raised 68
taxes levied for county 161
taxes levied for public 48
taxes levied for school 300
taxes levied for special 103
taxes should not affect 41
taxes should not exceed 182
teaching arabic and persian 126
teaching career and became 82
teaching career that lasted 108
teaching english and civics 83
teaching english and coaching 132
teaching english and english 53
teaching english and french 614
teaching english and german 204
teaching english and studying 76
teaching french and english 497
teaching french and german 844
teaching french and italian 180
teaching german and english 153
teaching german and french 372
teaching grades one through 149
teaching hebrew and jewish 89
teaching lasted him through 46
teaching majors and minors 167
teaching methods and better 45
teaching methods and course 476
teaching methods and lesson 118
teaching methods and methods 51
teaching methods and models 58
teaching methods and modern 51
teaching methods and school 706
teaching methods and skills 334
teaching methods and styles 492
teaching methods and teacher 411
teaching methods and theories 69
teaching methods and training 179
teaching methods are better 46
teaching methods are likely 125
teaching methods are needed 142
teaching methods for adults 65
teaching methods for various 41
teaching methods that should 55
teaching morals and values 143
teaching persian and arabic 57
teaching priest and without 65
teaching pupils with special 291
teaching school and preaching 78
teaching school and studying 248
teaching school and taught 91
teaching school this winter 41
teaching skills and methods 296
teaching skills and values 106
teaching skills are needed 48
teaching styles and methods 768
teaching styles and models 44
teaching styles and school 40
teaching styles and teacher 42
teaching theories and methods 67
teaching through that medium 40
teeming flocks and granges 76
telling anyone and without 40
telling myself how stupid 54
telling myself that something 85
telling someone that something 161
tells without any manner 51
tempo faster and faster 43
tending across its course 63
tending cattle and horses 41
tending cattle had picked 44
tending farther and farther 78
tending horses and cattle 49
tending slowly but surely 74
tending upward for advice 87
tends slowly but surely 42
tends toward this result 49
tense moment had passed 63
tenths pounds per square 63
tents filled with divine 60
tents struck and packed 63
terms affect and emotion 59
terms brother and sister 281
terms cancel one another 227
terms client and server 639
terms cranial and caudal 108
terms demand and supply 519
terms denoting his intent 66
terms except that relating 51
terms export and import 44
terms figure and ground 198
terms higher than second 690
terms learned and define 48
terms lessor and lessee 74
terms matter and energy 45
terms matter and spirit 132
terms person and nature 48
terms prefix and suffix 44
terms server and client 45
terms should not exceed 53
terms simple and direct 64
terms singular and plural 208
terms stress and strain 415
terms summer and winter 68
terms supply and demand 562
terms winter and summer 53
terms without any further 42
terms without any regard 43
terms without going through 40
testing before they become 83
testing device for measuring 100
testing ground for aspiring 117
testing ground for atomic 229
testing ground for further 109
testing ground for future 490
testing ground for german 115
testing ground for measuring 40
testing ground for methods 139
testing ground for models 185
testing ground for modern 230
testing ground for nuclear 438
testing ground for public 94
testing ground for soviet 141
testing ground for studying 55
testing ground for theories 1559
testing ground for various 589
testing ground for weapons 126
testing ground for whether 155
testing metals and alloys 186
testing methods are needed 136
testing methods for measuring 78
testing models and theories 41
testing should not exceed 177
testing theories and models 112
testing trends and methods 40
tests passed and failed 112
tests should not differ 53
tests should not exceed 160
tests showed that almost 56
tests showed that neither 196
texts follow one another 59
thanking someone for something 58
thawed before being cooked 55
thawed before his gentle 42
theater groups are active 66
theirs beyond all bounds 95
theirs without any garbling 45
themes follow one another 88
thence follow that silver 125
thence issued his orders 55
thence onward and upward 75
thence sailed for england 149
thence sailed for europe 50
thence sailed for france 54
thence shaped his course 50
thence strain her dimmed 211
thence through icy strait 40
thence through new jersey 95
thence without any answer 51
theorem stated and proved 43
thereof before any police 67
thereof should not exceed 123
thereof whether they cancel 54
thereof without any further 58
thereon before any amount 209
thinking before they answer 59
thinking behind this policy 149
thinking better and better 143
thinking calmly and clearly 49
thinking clearly and calmly 78
thinking harder and harder 112
thinking person can ignore 79
thinking powers are laboring 55
thinking reached its apogee 43
thinking skills and active 48
thinking skills and habits 78
thinking skills and higher 48
thinking skills are learned 59
thinking skills are needed 292
thinking skills are taught 197
thinking skills that enable 262
thinking skills that should 61
thinking thereby they pleased 46
thinking through and beyond 141
thinking through and planning 345
thinking through and through 46
thinking through her options 44
thinking through his actions 50
thinking through his options 66
thinking whether she should 247
thinking without being called 59
thinks clearly and writes 63
thinks proper for securing 56
thinly coated with silver 185
thinly peopled and almost 41
thinly peopled and little 61
thinly peopled and poorly 60
thinly peopled and silent 68
thinly plated with silver 171
thinly sliced and cooked 115
thinly sliced and seeded 332
thinly sliced and served 193
thinly sliced red pepper 56
thirds filled with liquid 44
thirst before they reached 49
thirty cantos are enough 40
thirty cubits its height 79
thirty cycles per second 286
thirty english and twenty 90
thirty frames per second 1758
thirty francs for cigars 55
thirty french and indians 40
thirty horses and ponies 50
thirty horses and twenty 41
thirty images per second 106
thirty inches per second 55
thirty killed and eighty 93
thirty meters per second 260
thirty owners who signed 89
thirty pounds for tucker 48
thirty pounds per person 40
thirty pounds per square 1255
thirty pupils per teacher 196
thirty rounds per minute 176
thirty states and canada 51
thirty states had already 48
thirty states had passed 237
thorns around his bleeding 59
thorny bushes and cactus 100
thorny bushes and shrubs 89
thorny plants and shrubs 51
thorny shrubs and bushes 187
thorny shrubs and plants 43
though afraid that someone 74
though allied with france 50
though always with caution 91
though anyone who wanted 40
though austria and prussia 40
though backed with swords 63
though before they hasted 59
though better than almost 40
though better than before 41
though blacks and whites 161
though bronze was freely 44
though brother and sister 191
though castor and pollux 427
though caught doing something 64
though chairs and sticks 44
though chairs and tables 58
though christ had taught 168
though clearly not always 90
though clearly not without 96
though coarse and homely 63
though coarse and rustic 73
though coarse and vulgar 48
though copious and varied 44
though curious and highly 56
though custom may render 41
though darkly and through 84
though decent men refuse 62
though dogmas may hamper 82
though double his number 57
though england and france 393
though england had claims 75
though english and french 148
though english has become 74
though europe was rocked 51
though fatter and duller 57
though filled with picked 46
though filled with proofs 110
though filled with terror 46
though filled with wonder 89
though framed for virtue 73
though france and england 295
though french and english 224
though french and german 139
though gilded and golden 80
though gloomy and sullen 54
though greatly and indeed 44
though greece and turkey 41
though handling her corner 66
though higher than before 114
though ideally they should 65
though indeed not before 44
though indeed not without 96
though indeed our friend 41
though indeed she wanted 104
though indeed this friend 69
though ingenious and learned 50
though joined with plural 69
though ladies may justly 80
though larger and heavier 44
though larger and thicker 66
though learned and ingenious 142
though little can entice 57
though little had changed 106
though little has changed 69
though lively and clever 49
though loaded with chains 171
though loaded with infamy 102
though mainly for actual 50
though matter and energy 53
though measure for measure 42
though modest and retiring 48
though mothers and fathers 61
though muscle and tissue 135
though naples and sicily 46
though narrow and gloomy 110
though nature had created 89
though nature was almost 62
though neither had spoken 183
though nobody but myself 75
though nobody had called 48
though nobody was around 99
though nobody was killed 44
though ornate and imposing 72
though output per worker 45
though perils did abound 92
though philip was termed 69
though places and french 101
though poised for flight 142
though prices are higher 249
though prices had fallen 47
though prussia and austria 103
though pursuing one object 100
though rarely see something 127
though scales had fallen 254
though scarce big enough 53
