take coffee immoderately ? 59
take rectal temperatures . 81
taking rectal temperatures . 86
talk without interruptions . 239
talk without preconditions . 75
tall silver candlesticks . 142
task already accomplished . 54
task without interference . 72
tears flowed unrestrained . 130
teeth varies considerably . 41
tend toward conservatism . 115
tend toward universality . 44
term client relationships . 391
term credit requirements . 306
term energy requirements . 198
term forest productivity . 105
term memory consolidation . 259
term memory difficulties . 191
term memory indefinitely . 46
term sexual relationships . 447
term stable relationships . 135
term without complications . 136
term without qualification . 54
test causal relationships . 165
their abiotic environments . 57
their absurd interference . 174
their actions appropriately . 86
their active collaboration . 129
their active consideration . 55
their active constituents . 181
their active counterparts . 347
their active entertainers . 40
their active interference . 92
their active participation . 2387
their active vocabularies . 56
their actual achievements . 564
their actual capabilities . 208
their actual concentration . 61
their actual consequences . 259
their actual contributions . 138
their actual counterparts . 169
their actual expenditures . 102
their actual independence . 55
their actual intelligence . 41
their actual manifestation . 68
their actual participation . 199
their actual performances . 249
their actual productivity . 70
their actual relationships . 117
their actual requirements . 294
their actual significance . 470
their actual temperatures . 47
their aerobic counterparts . 56
their afghan counterparts . 51
their agency counterparts . 41
their agency relationships . 46
their allied counterparts . 255
their analog counterparts . 536
their analog predecessors . 90
their angular distributions . 93
their animal counterparts . 300
their animal propensities . 119
their annual appropriations . 111
their annual contributions . 186
their annual expenditures . 107
their annual requirements . 90
their annual subscriptions . 140
their arabic counterparts . 47
their astral counterparts . 47
their athenian counterparts . 93
their atomic constituents . 203
their babies successfully . 89
their belgian counterparts . 139
their bengali counterparts . 60
their benign counterparts . 400
their better accommodation . 139
their better acquaintance . 323
their better comprehension . 50
their bigger counterparts . 128
their binary counterparts . 90
their bitter consequences . 47
their bodies respectively . 77
their bodily constitutions . 51
their bodily counterparts . 67
their bodily requirements . 49
their bonded indebtedness . 334
their boston counterparts . 73
their bounds respectively . 72
their broken relationships . 69
their bronze counterparts . 49
their budget requirements . 48
their building requirements . 49
their canine counterparts . 62
their canned counterparts . 49
their career achievements . 86
their career trajectories . 136
their casual conversations . 63
their causal consequences . 73
their causal determinants . 43
their causal interrelation . 42
their causal relationships . 334
their causal significance . 146
their celtic counterparts . 49
their celtic neighborhood . 61
their celtic predecessors . 44
their charge distributions . 84
their chilean counterparts . 172
their chosen environments . 41
their church certificates . 76
their church organizations . 137
their claims individually . 133
their claims successfully . 40
their client organizations . 217
their client relationships . 171
their clinic appointments . 93
their closer acquaintance . 139
their combat capabilities . 150
their common acquaintance . 90
their common consciousness . 103
their common constituents . 430
their common deliberations . 75
their common denominators . 179
their common difficulties . 204
their common disadvantage . 49
their common independence . 135
their common participation . 351
their common predecessors . 47
their common requirements . 63
their common significance . 53
their common signification . 83
their common stockholders . 79
their cooked counterparts . 41
their copper counterparts . 68
their cordial reconciliation . 84
their cosmic counterparts . 84
their cosmic significance . 122
their cotton manufactures . 47
their couple relationships . 96
their course requirements . 391
their credit requirements . 360
their crowning achievements . 40
their damaging consequences . 64
their danish counterparts . 159
their darker counterparts . 88
their deeper significance . 586
their degree requirements . 503
their demand elasticities . 89
their dental appointments . 58
their design capabilities . 89
their design philosophies . 44
their design requirements . 151
their design specification . 44
their devout supplications . 56
their dinner conversations . 43
their direct beneficiaries . 50
their direct consequences . 82
their direct contributions . 55
their direct counterparts . 74
their direct participation . 334
their direct predecessors . 75
their direct subordinates . 85
their divine counterparts . 86
their divine significance . 95
their dogged determination . 49
their double consciousness . 45
their dublin counterparts . 42
their duties appropriately . 45
their duties successfully . 151
their earlier achievements . 85
their earlier acquaintance . 240
their earlier confrontation . 69
their earlier contributions . 73
their earlier conversations . 104
their earlier counterparts . 1478
their earlier difficulties . 67
their earlier disagreement . 49
their earlier independence . 58
their earlier performances . 69
their earlier predecessors . 163
their earlier ratifications . 84
their earlier relationships . 65
their earlier significance . 179
their earnest consideration . 278
their earnest solicitations . 67
their eastern counterparts . 1170
