tabs to align columns 49
tact is quite perfect 61
tail in heaven tonight 46
tail in lower animals 64
tail in organ culture 87
tail is often carried 49
tail is rather shorter 58
tail is still present 151
tail of lower animals 59
take an action against 913
take an action because 72
take an action research 44
take an appeal against 75
take an enemy position 74
take an equal delight 94
take an equal pleasure 58
take an equal position 81
take an erect position 67
take an exact account 1701
take an extra blanket 63
take an extra fifteen 68
take an extra subject 167
take an extra vacation 53
take an inner journey 74
take as given certain 57
take as joint tenants 1907
take in equal portions 124
take in every country 47
take in human affairs 95
take in large amounts 637
take in large numbers 360
take in large volumes 47
take in latin america 84
take in round numbers 69
take in small amounts 378
take in stray animals 103
take in whole luscious 73
take in whole phrases 40
take in world affairs 194
take it again because 70
take it amiss against 46
take it amiss because 40
take it first because 133
take it under control 88
take it under protest 70
take it would require 132
take me about fifteen 164
take me forty minutes 45
take me thirty minutes 134
take me thirty seconds 57
take my final decision 51
take my first example 79
take my first lessons 54
take my first vacation 59
take my place because 81
take my place between 80
take my place forthwith 302
take my place tonight 53
take my short stories 47
take my stage passage 51
take my stand against 425
take my stand between 59
take my stand outside 110
take my words lightly 61
take no action affecting 62
take no action against 8035
take no action because 374
take no action himself 42
take no action hostile 55
take no action regarding 230
take no action towards 53
take no final decision 200
take no small comfort 233
take no small delight 43
take no small pleasure 112
take no stand against 53
take no steps against 599
take no steps himself 46
take no steps towards 571
take no strong measures 260
take of human affairs 45
take of working together 53
take on added stature 41
take on added urgency 269
take on board certain 70
take on board everything 54
take on board several 88
take on cases involving 74
take on empty stomach 1223
take on every occasion 44
take on every problem 48
take on extra burdens 97
take on extra workers 147
take on flesh rapidly 82
take on forms similar 48
take on human features 60
take on large amounts 95
take on large numbers 139
take on older workers 55
take on roles similar 112
take on social opinions 50
take on tasks outside 99
take on varying degrees 434
take on women workers 83
take or avoid certain 44
take or catch oysters 846
take the above example 394
take the above extract 54
take the above factors 137
take the above figures 124
take the above measures 65
take the above passage 84
take the above results 45
take the abuse anymore 71
take the action against 88
take the action because 58
take the action desired 265
take the action forward 51
take the angles between 66
take the awful liberty 57
take the basic concept 93
take the basic courses 58
take the basic position 42
take the basic science 51
take the bending moments 42
take the blame because 182
take the blame herself 94
take the blame himself 327
take the blood samples 124
take the blows blindly 88
take the broad position 49
take the cable railway 42
take the cards against 42
take the chair because 46
take the chair between 58
take the chair closest 53
take the chair himself 105
take the chair offered 49
take the chair vacated 68
take the chief command 3030
take the chief control 60
take the chief justice 67
take the chief poetical 78
take the chief position 52
take the child because 129
take the child herself 59
take the child himself 62
take the child outside 577
take the civil service 2684
take the class because 109
take the class outside 363
take the cross against 398
take the cross himself 88
take the cross product 336
take the crown himself 177
take the crown subject 68
take the crude material 45
take the devil himself 95
take the drugs because 73
take the eight hundred 57
take the empty bottles 58
take the enemy between 73
take the enemy lightly 155
take the enemy position 98
take the evening express 103
take the evening service 401
take the exact position 78
take the extra trouble 357
take the facts alleged 54
take the facts exactly 41
take the fancy captive 61
take the fatal decision 71
take the field against 19570
take the field because 100
take the field forthwith 116
take the field glasses 65
take the field herself 53
take the field himself 1636
take the field together 965
take the fifty dollars 105
take the fifty thousand 100
take the fight against 190
take the fight outside 140
take the final curtain 68
take the final decision 3017
take the final position 87
take the final question 82
take the first article 74
take the first carriage 42
take the first cautious 42
take the first chapter 144
take the first creature 77
take the first division 72
take the first element 275
take the first equation 116
take the first example 852
take the first express 107
take the first faltering 202
take the first fifteen 119
take the first holiday 42
take the first hundred 160
take the first leisure 123
take the first lessons 50
take the first letters 212
take the first measures 195
take the first mouthful 138
take the first occasion 639
take the first occurring 52
take the first official 105
take the first passage 171
take the first picture 234
take the first position 696
take the first priority 68
take the first problem 115
take the first quarter 162
take the first question 805
take the first service 60
take the first shuttle 45
take the first solution 89
take the first subject 208
take the first tottering 93
take the first turnoff 66
take the first vacation 72
take the first variation 68
take the first vehicle 43
take the floor against 111
take the floor because 50
take the floor himself 80
take the floor together 101
take the force threatening 41
take the front bedroom 41
take the front position 92
take the glowing passage 76
take the golan heights 109
take the goods offered 44
take the goods subject 557
take the grave decision 64
take the gross national 43
take the harsh measures 50
take the heathen writers 44
take the hotel shuttle 61
take the human element 562
take the human function 54
take the human species 40
take the human subject 109
take the inner journey 66
take the inner passage 75
take the inner product 431
take the issue forward 77
take the issue outside 47
take the kingdom himself 46
take the large vessels 53
take the learning process 91
take the legal measures 77
take the loads imposed 62
take the longer circuit 103
take the longer journey 100
take the longer southern 51
take the lower classes 83
take the lower position 97
take the money because 446
take the money herself 50
take the money himself 160
take the money offered 362
take the moral position 54
take the morning express 174
take the morning service 172
take the mother outside 643
take the mother together 106
take the motion picture 69
take the motor vehicle 64
take the mound against 65
take the nation forward 177
take the newly arrived 77
take the night express 468
take the novel position 41
take the offer because 89
take the opening stanzas 41
take the order because 42
take the paper because 48
take the paper dollars 49
take the parts wherein 97
take the party forward 45
take the penis between 44
take the people captive 50
take the people forward 113
take the period between 131
take the phone numbers 41
take the pills because 114
take the place between 41
take the place himself 120
take the place hitherto 68
take the place largely 46
take the place offered 104
take the place quickly 47
take the place usually 77
take the place vacated 709
take the plunge because 151
take the plunge himself 80
take the plunge together 58
take the point position 103
take the power between 59
take the price offered 203
take the prime example 71
take the privy council 44
take the prone position 78
take the puppy outside 278
take the queen herself 96
take the rather extreme 48
take the rather unusual 49
take the reader forward 63
take the reader outside 87
take the rebel capital 73
take the reins herself 87
take the reins himself 232
take the right amounts 84
take the right channel 46
take the right classes 61
take the right courses 193
take the right decision 1912
take the right measures 277
take the right position 204
take the right subject 46
take the risks against 41
take the risks because 74
take the risks implied 57
take the roman catholic 450
take the route towards 183
take the royal pleasure 54
take the sharp measures 50
take the short account 45
take the short circuit 52
take the short journey 95
take the small trouble 131
take the social context 211
take the social history 47
take the social position 69
take the social problem 46
take the space shuttle 53
take the spade finesse 203
take the spare bedroom 47
take the staff college 44
take the stage herself 40
take the stage himself 58
take the stage together 46
take the stand against 562
take the stand because 191
take the stand himself 347
take the stand infringed 112
take the state licensing 375
take the state medical 87
take the steps forward 50
take the steps towards 102
take the stern measures 50
take the stock example 127
take the story forward 367
take the stream subject 79
take the strong measures 137
take the strong position 178
take the stump against 285
take the sweet content 97
take the sword against 284
take the teaching position 68
take the terms offered 216
take the tests because 63
take the thirty thousand 49
take the throne because 43
take the throne himself 177
take the title subject 177
take the tolls granted 122
take the total capital 62
take the total picture 48
take the total revenue 52
take the tough measures 75
take the train because 129
take the train between 74
take the train himself 41
take the train together 168
take the train tonight 120
take the trash outside 94
take the treaty between 44
take the upper position 51
take the usual example 50
take the usual liberty 59
take the usual measures 70
take the usual payment 77
take the usual pleasure 93
take the usual position 40
take the vague position 61
take the vital decision 54
take the wages offered 128
take the water between 126
take the wheel himself 358
take the whole account 96
take the whole benefit 78
take the whole british 124
take the whole chapter 45
take the whole command 92
take the whole company 279
take the whole complex 212
take the whole concept 57
take the whole concern 147
take the whole conduct 67
take the whole context 126
take the whole control 130
take the whole country 1074
take the whole current 124
take the whole episode 48
take the whole expense 269
take the whole history 243
