tail hairs streamed white 54
tail never stopped wagging 66
take about fifteen hours 54
take about sixteen hours 43
take action against anything 41
take action against banks 47
take action against china 92
take action against crime 116
take action against dumping 77
take action against egypt 63
take action against either 159
take action against enemy 75
take action against every 63
take action against false 84
take action against firms 71
take action against human 81
take action against israel 119
take action against italy 86
take action against japan 217
take action against jesus 95
take action against local 107
take action against luther 66
take action against others 100
take action against people 519
take action against racial 133
take action against russia 111
take action against serbia 253
take action against social 85
take action against spain 46
take action against state 42
take action against threats 69
take action against women 45
take civil service exams 153
take civil service tests 44
take every prudent method 59
take newly hatched brine 131
take place against which 43
take place anytime after 74
take place because people 192
take place between about 47
take place between adult 49
take place between april 188
take place between atoms 185
take place between banks 143
take place between black 58
take place between blood 151
take place between cells 131
take place between child 112
take place between china 162
take place between clans 71
take place between close 221
take place between david 89
take place between earthly 55
take place between egypt 51
take place between eight 99
take place between either 101
take place between equal 80
take place between every 55
take place between father 256
take place between firms 392
take place between first 40
take place between group 77
take place between henry 40
take place between human 236
take place between israel 91
take place between japan 97
take place between jesus 55
take place between labor 142
take place between large 72
take place between light 45
take place between lines 42
take place between local 114
take place between major 53
take place between males 153
take place between march 458
take place between metal 44
take place between mother 501
take place between nation 171
take place between pairs 132
take place between parts 85
take place between peers 111
take place between people 3769
take place between races 65
take place between rival 159
take place between roman 40
take place between russia 150
take place between senior 95
take place between seven 120
take place between small 177
take place between social 247
take place between spain 45
take place between staff 83
take place between state 111
take place between strong 45
take place between unions 52
take place between units 90
take place between users 68
take place between water 104
take place between white 119
take place between women 138
take place between words 57
take place chiefly within 49
take place largely within 739
take place locally within 67
take place outside rather 42
take place outside working 300
take place quickly after 68
take place rapidly after 62
take place rapidly under 89
take place rapidly within 63
take place roughly every 113
take place several hours 115
take place several months 470
take place several times 2992
take place several weeks 203
take place shortly after 3580
take place usually after 59
take quick evasive action 71
take quick remedial action 104
take rapid shallow breaths 42
take shape shortly after 107
take short shallow breaths 52
take sides against either 51
take sides against russia 139
take sides against spain 51
take sixty pontoon boats 40
take steps against serbia 60
take swift evasive action 47
take swift remedial action 46
taking action against local 52
taking action against people 76
taking action against serbia 188
taking blood samples every 47
taking civil affairs under 73
taking civil service exams 63
taking place between april 47
taking place between china 78
taking place between egypt 61
taking place between father 55
taking place between firms 43
taking place between heaven 48
taking place between human 97
taking place between israel 201
taking place between japan 82
taking place between jesus 46
taking place between march 46
taking place between mother 92
taking place between people 347
taking place between rival 55
taking place between russia 55
taking place between sending 42
taking place between small 45
taking place between social 42
taking place between women 59
taking place largely within 143
taking place several times 109
taking place shortly after 357
taking quick shallow breaths 54
taking rapid shallow breaths 47
taking short shallow breaths 41
talk about african unity 44
talk about ancient times 105
talk about captain isaiah 80
talk about certain kinds 143
talk about certain parts 42
talk about certain types 42
talk about climate change 210
talk about culture shock 115
talk about everything later 153
talk about everything under 1632
talk about everything which 85
talk about happier times 42
talk about herself rather 101
talk about himself after 180
talk about liberty while 204
talk about lightning though 44
talk about marriage again 133
talk about marxism apart 46
talk about material facts 53
talk about matters which 848
talk about medical ethics 44
talk about national honor 62
talk about national unity 248
talk about objects which 89
talk about popular music 45
talk about problem solving 252
talk about student writing 45
talk about suicide never 161
talk about surplus value 43
talk about tainted money 42
talk about virginia woolf 119
talk every language under 40
talk quite frankly about 171
talk quite happily about 45
talk rather loosely about 239
talk which brought about 77
talk within massive walls 42
tall rider appeared close 46
tape winding systems which 58
task force members began 52
task force members could 67
task force members would 104
task force operating under 40
teams whose members share 49
tears which napoleon shall 46
teeth under nitrous oxide 129
teeth which project above 55
tell amazing stories about 55
tell amusing stories about 195
tell dirty stories about 40
tell funny stories about 1507
tell george willard about 46
tell judge douglas again 66
tell people everything about 44
tell queer stories about 118
tell scary stories about 63
tell short stories about 54
tend rather towards forms 56
tenth grade geometry class 93
tent whose curtain never 172
term loans between banks 45
term notes payable total 126
term social advance which 62
term which expired march 49
term which strongly marks 249
term working capital loans 815
term working capital needs 413
test cases against which 56
test gives results which 90
test takes several hours 61
test which anybody could 48
text aloud several times 69
text makes perfect sense 59
text whose content could 146
their adult plumage until 51
their antic gambols tried 44
their array towards joining 63
their awful majesty would 131
their backs against trees 131
their backs against walls 47
their backs appeared alike 99
their balmy breezes eddying 49
their basic beliefs about 462
their basic material needs 1422
their basic medical needs 70
their basic minimum needs 270
their berths between decks 54
their black shadows gliding 43
their blind millions fleet 152
their blood alcohol level 294
their blood glucose level 1739
their boiling talents within 46
their brick shrines under 52
their broad lateral lines 53
their broad popular appeal 45
their broad shadowy brims 57
their broad shields under 98
their bulls trodden under 81
their buzzing outside would 45
their camps several times 41
their canoes several times 43
their cause against israel 41
their chief concern seems 57
their chief function seems 90
their chief function would 47
their chief stumbling block 113
their child shortly after 49
their civil service posts 49
their class position which 44
their class position within 135
their class position would 56
their close friends would 86
their coats several times 61
their court becomes every 122
their daily affairs which 70
their daily caloric needs 73
their daily language about 43
their daily material needs 41
their daily routine which 62
their daily routine while 94
their daily routine would 67
their danger chiefly arose 82
their dirty laundry aired 55
their doors against pride 70
their dreary journey since 91
their drive towards raising 72
their dusky figures until 52
their elder sisters might 60
their equal natural right 47
their exact location could 67
their exact location within 138
their exact position could 67
their exact position while 40
their exact position within 128
their faces against anything 73
their faces against change 69
their faces against every 220
their faces certain lines 69
their faces exactly alike 60
their faces painted black 1355
their faces painted green 104
their faces painted white 512
their faces pressed close 186
their faces several times 41
their faces steadily while 76
their faces towards delhi 54
their faces towards heaven 198
their faces towards mecca 1371
their false beliefs about 157
their father abraham about 49
their father married again 233
their father several times 70
their fight against crime 924
their fight against drugs 73
their fight against hunger 87
their fight against islam 95
their fight against israel 259
their fight against japan 117
their fight against racial 121
their fight against russia 81
their fight against social 121
their fight against spain 143
their fight against white 84
their final decision about 199
their final decision after 68
their final decision until 135
their final decision would 67
their final position after 58
their final position within 55
their final regular season 70
their fingers crossed about 57
their fingers several times 59
their first adopted child 61
their first anxiety about 73
their first attempt fails 49
their first attempt would 67
their first balance sheet 41
their first birthday party 64
their first broaching could 123
their first cabinet meeting 177
their first cautious steps 50
their first concern would 59
their first contact since 66
their first council meeting 89
their first division title 341
their first efforts after 42
their first efforts would 59
their first episode after 43
their first estrous cycle 59
their first excited singlet 101
their first excited state 141
their first faltering steps 397
their first faltering words 59
their first fateful meeting 49
their first general meeting 506
their first general synod 47
their first holiday season 51
their first holiday since 64
their first impulse would 109
their first invasion under 40
their first language could 48
their first language either 41
their first language often 40
their first language rather 80
their first language until 61
their first language which 42
their first language while 483
their first language would 88
their first lessons about 172
their first letters spell 55
their first loyalty would 63
their first marriage ended 53
their first married night 70
their first meaningful words 113
their first national league 361
their first national meeting 193
their first national synod 161
their first national title 114
their first official action 44
their first official meeting 569
their first official visit 297
their first pennant since 481
their first plenary meeting 42
their first position after 71
their first postwar meeting 74
their first priority after 44
their first priority would 103
their first private meeting 267
their first prophet moses 42
their first question about 65
their first question would 147
their first regular meeting 715
their first regular season 99
their first research paper 78
their first seizure within 59
their first sessions after 42
their first several months 156
their first several weeks 60
their first shelter under 400
their first surviving child 128
their first thirteen games 68
their first thoughts about 136
their first tottering steps 225
their first unsteady steps 57
their first urinary tract 66
their first vacation since 80
their first victory since 100
their first wartime meeting 85
their fixed exchange rates 268
their fixed medical units 48
their fixed operating costs 61
their flesh consume above 53
their forms eternal exist 179
their frank opinions about 50
their fresh heavenly water 46
their gates against caesar 77
their getting together again 83
their glass display cases 51
their glory remains fresh 179
their grave concern about 203
their gross estates under 64
their gross incomes under 125
their growing anxiety about 69
their growing concern about 209
their growing numbers would 49
their guard against anything 102
their guard against every 185
their guard against falling 103
their guard against false 255
