tabetic optic atrophy . 68
table grape growers . 188
table leaned forward . 76
table might suggest . 55
table peeling potatoes . 156
table playing dominoes . 80
table talking quietly . 40
table which follows . 1426
table within minutes . 43
table would suffice . 68
table would suggest . 108
table writing letters . 218
taken aback himself . 54
taken after flowering . 63
taken after surgery . 70
taken blood samples . 53
taken close together . 140
taken dancing lessons . 43
taken eight minutes . 67
taken every liberty ? 45
taken forty minutes . 73
taken music lessons . 41
taken nearly everything . 45
taken opium largely . 63
taken place hitherto . 87
taken place locally . 85
taken place outside . 238
taken place overseas . 55
taken place rapidly . 195
taken place smoothly . 53
taken place together . 71
taken place tonight . 65
taken quite lightly . 41
taken rapid strides . 59
taken rather lightly . 82
taken seven minutes . 93
taken sweet counsel . 114
taken thirty minutes . 78
taken thirty seconds . 58
taken under control . 288
taken under custody . 49
taken under protest . 41
taken under torture . 94
taken voice lessons . 47
takes dancing lessons . 48
takes eight minutes . 67
takes fifty minutes . 63
takes first priority . 241
takes forty minutes . 146
takes lines unknown . 155
takes music lessons . 49
takes place indoors . 336
takes place locally . 170
takes place onstage . 51
takes place outside . 399
takes place overseas . 56
takes place quickly . 626
takes place quietly . 44
takes place rapidly . 2090
takes place rightly . 40
takes place smoothly . 207
takes place somehow . 78
takes place tonight . 91
takes seven minutes . 89
takes thirty minutes . 182
takes thirty seconds . 58
tales about animals . 161
tales about himself . 155
talking about abortion . 173
talking about adoption . 173
talking about alcohol . 72
talking about america . 429
talking about animals . 215
talking about anybody . 80
talking about anymore . 185
talking about balance . 64
talking about battles . 90
talking about behavior . 136
talking about beliefs . 45
talking about billions . 42
talking about buildings . 45
talking about careers . 53
talking about charity . 51
talking about charles . 46
talking about charlie . 89
talking about chicago . 72
talking about choices . 51
talking about college . 276
talking about condoms . 88
talking about content . 44
talking about control . 98
talking about courage . 66
talking about cricket . 94
talking about culture . 210
talking about deserts . 46
talking about dessert . 47
talking about details . 60
talking about divorce . 622
talking about doctors . 47
talking about dollars . 45
talking about economy . 50
talking about emotions . 268
talking about enlisting . 45
talking about everything . 740
talking about exactly ? 168
talking about failure . 56
talking about fantasy . 49
talking about finance ? 48
talking about florida . 58
talking about flowers . 143
talking about forever . 93
talking about freedom . 370
talking about friends . 73
talking about gardening . 103
talking about gardens . 45
talking about germany . 163
talking about grammar . 60
talking about herself . 2540
talking about himself ! 7101
talking about history . 369
talking about holland . 73
talking about honesty . 79
talking about illness . 70
talking about insects . 42
talking about ireland . 120
talking about jealousy . 41
talking about justice . 252
talking about kashmir . 42
talking about language . 560
talking about liberty . 58
talking about lincoln . 44
talking about loyalty . 53
talking about lydgate . 68
talking about marriage ! 2294
talking about millions . 101
talking about montana . 48
talking about niggers . 90
talking about numbers . 194
talking about objects . 108
talking about oneself . 317
talking about paintings . 43
talking about parents . 55
talking about persons . 67
talking about physics . 91
talking about pleasure . 52
talking about poverty . 134
talking about privacy . 51
talking about process . 40
talking about quality . 86
talking about recipes . 41
talking about religion . 1688
talking about research . 82
talking about resigning . 90
talking about respect . 73
talking about results . 83
talking about richard . 73
talking about romance . 80
talking about schools . 88
talking about science . 354
talking about slavery . 132
talking about society . 105
talking about spinosa . 44
talking about spirits . 56
talking about stories . 75
talking about success . 73
talking about suffering . 51
talking about suicide . 889
talking about surgery . 48
talking about symbols . 53
talking about systems . 48
talking about tactics . 46
talking about together . 44
talking about tonight . 554
talking about torture . 40
talking about trifles . 45
talking about trouble . 47
talking about victory . 50
talking about vietnam . 325
talking about violence . 217
talking about witches . 46
talking about worries . 44
talking gaily together . 44
talking motion picture . 573
talking under torture . 42
talking until bedtime . 47
talks about anymore . 202
talks about everything . 377
talks about freedom . 71
talks about herself . 514
talks about himself . 2120
talks about marriage . 64
talks about numbers . 41
talks about religion . 366
talks about suicide . 212
talks about surgery . 112
talks could proceed . 48
talks would succeed . 61
tanks moved forward . 80
tanquam ignem divinum . 72
tardy steps withdrew . 48
targeting niche markets . 63
targets within germany . 46
targets within minutes . 42
taste could require . 51
taste could suggest . 153
taste might dictate . 135
taste would approve . 42
taste would suggest . 59
taxable savings account . 41
taxes every quarter . 55
taxes taken together . 62
taxes under control . 52
taxes under protest . 97
taxes would increase . 124
teachers could provide . 43
teachers teaching teachers . 57
teachers within schools . 157
teachers working together . 543
teaching about baptism . 97
teaching about divorce . 42
teaching about himself . 117
teaching about language . 222
teaching about marriage . 378
teaching about religion . 1060
teaching about science . 40
teaching adult classes . 42
teaching adult learners . 98
teaching after marriage . 151
teaching bible classes . 72
teaching black history . 57
teaching evening classes . 61
teaching every subject . 71
teaching helen language . 54
teaching human anatomy . 43
teaching large classes . 222
teaching latin grammar . 42
teaching learning process . 1330
teaching local history . 63
teaching moral behavior . 45
teaching moral lessons . 180
teaching social science . 69
teaching social studies . 1643
teaching staff members . 414
teaching which follows . 123
teaching world history . 125
teaspoon dijon mustard . 150
teaspoon dried oregano . 96
teaspoon lemon extract . 171
telling about herself . 63
telling about himself . 167
telling amusing stories . 124
telling bawdy stories . 71
telling bible stories . 327
telling dirty stories . 328
telling fairy stories . 85
telling funny stories . 727
telling ghost stories . 1197
telling hunting stories . 68
telling scary stories . 128
telling short stories . 45
telling silly stories . 51
tells about herself . 73
tells about himself . 197
tells funny stories . 165
tells large stories . 53
tempers under control . 140
tempio della pittura . 86
tempore regis edwardi . 243
tense facial muscles . 54
tensile testing machine . 2518
tensions still existed . 41
tensions under control . 138
tensions within himself . 43
tensions within society . 245
tentans durch ecdyson . 85
tenured teaching position . 191
teres major muscles . 1566
teres minor muscles . 1918
teres minor tendons . 187
terms added together . 44
terms anded together . 42
terms belong together . 43
terms might suggest . 144
terms often overlap . 57
terms rather loosely . 68
terms taken together . 42
terms would suffice . 42
terms would suggest . 149
ternary alloy systems . 58
ternary phase diagrams . 233
ternary solar systems . 41
ternary solid solution . 121
terra cotta figures . 271
terra cotta trimmings . 246
terra cotta warriors . 58
terra firme forests . 309
terrace above terrace . 146
terrace after terrace . 100
terreno utens corpore . 40
tertiary alkyl halides . 125
tertiary butyl alcohol . 894
testing liver function . 49
testing renal function . 43
testing water quality . 105
tests taken together . 95
tests which suffice . 43
textile floor coverings . 175
texts might suggest . 62
texts taken together . 49
texts would suggest . 73
thalamic relay neurons . 412
thalamic relay nucleus . 219
theatre could provide . 60
thecal plate formulae . 61
theism could justify . 41
themes which emerged . 54
theologian thomas aquinas . 264
theorem proving machine . 345
theorem proving systems . 161
theorists would predict . 91
theorists would suggest . 67
thereof shall require . 431
therewith thirty strokes . 100
thesis about language . 47
thesis would predict . 194
thesis would suggest . 242
thesis writing process . 148
thighs close together . 93
thighs rubbing together . 67
thinking about abortion . 183
thinking about adoption . 146
thinking about alcohol . 53
thinking about america . 256
thinking about animals . 198
thinking about behavior . 383
thinking about buffalo . 57
thinking about careers . 283
thinking about celeste . 47
thinking about charles . 68
thinking about charlie . 92
thinking about choices . 83
thinking about college . 686
thinking about conduct . 46
thinking about content . 83
