tail stood hovering a 52
take action before a 252
take action through a 169
take action toward a 364
take action unless a 73
take action unless i 50
take action without a 511
take anything except a 156
take anything unless i 48
take cover behind a 2309
take every chance i 194
take fifty pounds a 194
take months before a 169
take months before i 106
take people through a 124
take place aboard a 423
take place across a 2254
take place almost a 59
take place amidst a 179
take place amongst a 60
take place around a 2225
take place before a 14238
take place before i 484
take place behind a 744
take place beyond a 150
take place except a 43
take place inside a 3497
take place should a 52
take place through a 16781
take place through e 110
take place toward a 49
take place unless a 2499
take place unless i 56
take place whether a 42
take place without a 30295
take power through a 111
take power without a 86
take risks without a 44
take shape around a 466
take shape through a 440
take shape without a 55
take steps toward a 745
take turns choosing a 480
take turns spinning a 50
take under convoy a 83
take water through a 68
take weeks before a 63
take weeks before i 44
taking action before a 52
taking action toward a 74
taking action without a 69
taking cover behind a 957
taking every chance i 79
taking people through a 54
taking place across a 795
taking place amidst a 85
taking place around a 725
taking place before a 644
taking place before i 47
taking place behind a 275
taking place inside a 2052
taking place through a 3094
taking place toward a 66
taking place without a 507
taking power through a 64
taking shape around a 88
taking shape through a 78
taking steps toward a 409
taking water through a 71
tale draws toward a 47
talk about adopting a 189
talk about arranging a 89
talk about becoming a 1006
talk about before a 209
talk about before i 482
talk about building a 2588
talk about catching a 41
talk about choosing a 219
talk about entering a 102
talk about fighting a 131
talk about founding a 142
talk about myself a 208
talk about myself i 182
talk about planning a 115
talk about planting a 42
talk about shooting a 91
talk about something a 623
talk about something i 1250
talk about spending a 86
talk about starting a 1074
talk about sticks o 159
talk about training a 150
talk about whether a 524
talk about whether i 316
talk about without a 49
talk again before i 135
talk given before a 143
tall grass beside a 84
tall grass toward a 76
tall masts became a 53
tall tower called a 51
tall trees formed a 51
tank flows through a 52
tape running through a 93
tape wound around a 56
task could become a 40
task force became a 70
task force called a 45
task force created a 97
task force issued a 356
task force reached a 88
task would become a 41
task would demand a 62
task would entail a 55
teach would puzzle a 51
tears flowing before ea 47
tears while watching a 52
teeth showing through a 90
tell anything without a 42
tell which island a 66
term basis through a 40
term basis without a 44
term shift toward a 105
term trend toward a 836
term which became a 74
term which covers a 2516
term would become a 54
test group showed a 151
test items measure a 55
test rooms feature a 109
test shows whether a 90
test which allows a 62
test which showed a 109
test which yields a 129
test would become a 66
test would detect a 41
test would permit a 40
text could become a 61
text flows around a 154
text which offers a 105
text would become a 118
text wraps around a 166
their action through a 114
their armed forces a 125
their ashes through a 55
their author became a 44
their backs before a 142
their backs formed a 41
their backs through a 55
their backs without a 87
their bidding without a 93
their bills without a 44
their black gorges a 61
their blood through a 115
their boats through a 54
their books showed a 65
their books through a 62
their calling through a 47
their canoes across a 89
their cards through a 45
their cases before a 692
their cases showed a 53
their cause became a 50
their cause before a 282
their cause through a 100
their cause without a 57
their child attend a 82
their child became a 42
their child become a 139
their child becoming a 77
their child through a 145
their child without a 51
their claim before a 87
their claim through a 68
their costs through a 59
their craft through a 117
their crops through a 55
their debts through a 59
their debut before a 43
their defeat became a 83
their doors without a 80
their dreams become a 85
their dreams through a 49
their dress beside a 44
their dress without a 166
their drive toward a 86
their earnings exceed a 56
their earnings through a 40
their entry through a 66
their faces almost a 47
their faces assume a 54
their faces became a 67
their faces before a 85
their faces before i 59
their faces behind a 211
their faces looked a 46
their faces showed a 188
their faces through a 59
their faces toward a 277
their faces turned a 42
their faces without a 96
their farms without a 78
their father became a 145
their father bought a 63
their father through a 45
their feasting caused a 126
their fingers across a 47
their fingers around a 44
their fingers through a 73
their first aspect a 42
their fishing without a 42
their focus toward a 56
their force through a 56
their forms without a 98
their fruit through a 50
their funding through a 47
their funds through a 79
their gates without a 85
their glare across a 57
their goals through a 294
their goals without a 79
their goods through a 193
their goods without a 67
their growth beyond a 45
their growth through a 67
their growth toward a 69
their guide through a 82
their guilt before a 139
their guilt beyond a 127
their hands around a 230
their hands became a 261
their hands before a 310
their hands before i 69
their hands behind a 94
their hands formed a 56
their hands through a 303
their hands toward a 66
their hands without a 779
their hearts through a 58
their hearts toward a 60
their hearts without a 79
their heels around a 50
their heels before a 45
their homes around a 92
their homes became a 66
their homes before a 101
their homes before i 83
their homes created a 45
their homes through a 271
their homes without a 1177
their hoofs touching a 44
their hopes without a 57
their house became a 414
their house before i 64
their house through a 81
their house without a 151
their ideals through a 42
their indian allies a 68
their judge without a 91
their juice through a 58
their kingdom became a 50
their knees around a 63
their knees before a 1042
their knees behind a 47
their knees beside a 40
their knees scouring a 47
their knees through a 44
their labor supply a 117
their labor through a 69
their lands became a 85
their lands becoming a 56
their lands except a 135
their lands through a 134
their lands without a 264
their leader became a 72
their leader called a 46
their leader carrying a 42
their leader created a 40
their leader through a 52
their learning through a 164
their legal system a 61
their light behind a 73
their light through a 85
their lines across a 68
their lines before a 67
their lines through a 60
their lines without a 76
their lives across a 68
their lives around a 742
their lives became a 357
their lives become a 324
their lives before a 383
their lives before i 117
their lives behind a 157
their lives building a 48
their lives except a 41
their lives fighting a 87
their lives filled a 43
their lives follow a 62
their lives inside a 99
their lives reveals a 49
their lives seemed a 42
their lives studying a 40
their lives through a 1183
their lives toward a 175
their lives without a 1658
their loans through a 42
their march became a 45
their march before a 41
their march roused a 43
their march through a 554
their march toward a 160
their meanings through a 73
their midst stands a 72
their midst walked a 85
their midst without a 97
their minds around a 64
their minds become a 51
their minds before a 109
their minds before i 64
their minds beyond a 43
their minds merely a 47
their minds through a 167
their minds toward a 61
their minds whether a 85
their minds whether i 127
their minds without a 99
their money before i 49
their money behind a 48
their money through a 234
their money without a 188
their mother became a 70
their mother through a 95
their mother without a 54
their motion through a 165
their mouths through a 97
their mouths without a 64
their music through a 41
their music without a 41
their naked bodies a 42
their names became a 79
their names become a 56
their names before a 87
their names before i 89
their names through a 91
their names without a 167
their necks through a 41
their necks without a 63
