tack ship several times 52
tags from previous trips 82
tail held stiffly erect 40
take arms against either 91
take arms against writs 606
take away everything which 193
take birth control pills 7110
take early remedial action 49
take even minimal steps 58
take even stronger action 88
take five minutes longer 42
take from seventy springs 494
take from several hours 241
take from several months 817
take from several weeks 321
take good lecture notes 411
take great britain alone 41
take into account about 213
take into account above 169
take into account added 61
take into account adult 128
take into account after 108
take into account again 59
take into account anything 696
take into account asset 48
take into account basic 482
take into account bending 93
take into account biases 85
take into account births 42
take into account black 104
take into account blood 92
take into account books 42
take into account broad 301
take into account cases 446
take into account change 422
take into account changing 2947
take into account child 208
take into account china 218
take into account class 486
take into account color 124
take into account costs 1422
take into account cross 609
take into account daily 161
take into account damping 47
take into account delay 66
take into account earnings 111
take into account either 7110
take into account error 176
take into account ethnic 339
take into account every 5404
take into account extra 495
take into account facts 600
take into account field 149
take into account final 44
take into account firms 48
take into account first 1084
take into account fixed 191
take into account fluid 114
take into account forms 180
take into account fresh 47
take into account freud 66
take into account fully 872
take into account funds 45
take into account gains 146
take into account goals 52
take into account goods 109
take into account gross 67
take into account group 516
take into account growing 72
take into account growth 463
take into account hedging 51
take into account hours 44
take into account housing 137
take into account human 4024
take into account image 40
take into account indian 231
take into account inner 46
take into account input 152
take into account inter 908
take into account israel 118
take into account italy 40
take into account items 230
take into account japan 221
take into account jesus 44
take into account joint 71
take into account known 691
take into account labor 383
take into account large 867
take into account later 497
take into account latin 57
take into account learning 162
take into account legal 513
take into account level 55
take into account light 266
take into account linear 96
take into account loading 42
take into account local 9532
take into account longer 404
take into account lower 127
take into account macro 50
take into account major 993
take into account micro 46
take into account minor 263
take into account missing 66
take into account mixed 42
take into account model 122
take into account money 265
take into account moral 240
take into account motion 64
take into account nearly 104
take into account needs 424
take into account newer 65
take into account newly 103
take into account noise 254
take into account older 66
take into account others 830
take into account party 107
take into account people 2441
take into account phase 129
take into account plant 185
take into account plato 47
take into account power 529
take into account price 948
take into account pupil 70
take into account quite 255
take into account racial 276
take into account rapid 94
take into account rates 97
take into account rather 124
take into account risks 329
take into account rules 211
take into account rural 104
take into account russia 158
take into account sales 246
take into account savings 113
take into account scale 60
take into account serial 89
take into account seven 60
take into account short 748
take into account since 110
take into account skill 52
take into account small 854
take into account social 6583
take into account solar 48
take into account sound 106
take into account space 229
take into account speed 75
take into account staff 87
take into account state 748
take into account still 125
take into account stock 255
take into account strong 214
take into account table 67
take into account taxes 475
take into account teaching 45
take into account terms 499
take into account though 42
take into account threats 55
take into account times 43
take into account today 421
take into account total 611
take into account trade 449
take into account types 81
take into account under 824
take into account urban 152
take into account usage 105
take into account users 315
take into account value 237
take into account varying 626
take into account views 337
take into account vital 61
take into account wages 124
take into account waste 80
take into account water 480
take into account weather 272
take into account where 1906
take into account which 1337
take into account while 491
take into account white 60
take into account whole 216
take into account wider 946
take into account within 192
take into account woman 101
take into account women 2965
take into account words 45
take into account working 216
take into account works 185
take into account world 222
take into account would 139
take into custody every 72
take less storage space 179
take less trouble about 62
take many diverse forms 191
take many hundred loads 100
take more careful stock 45
take more complex forms 126
take more creative risks 52
take more decided steps 315
take more drastic action 2705
take more drastic steps 807
take more extreme action 52
take more extreme forms 68
take more liberal views 70
take more radical action 162
take more radical steps 202
take more storage space 64
take more stringent action 117
take more stringent steps 87
take more trouble about 250
take much stronger action 69
take much trouble about 1473
take only limited action 61
take only shallow breaths 84
take other adverse action 118
take other evasive action 57
take other measures which 171
take other remedial action 492
take over certain parts 51
take over certain tasks 161
take over command until 40
take over foreign firms 46
take over private firms 48
take over routine tasks 99
take over supreme power 117
take part against either 178
take part against israel 44
take piano lessons again 65
take some careful thinking 49
take some central point 45
take some comfort knowing 42
take some creative thinking 124
take some creative writing 41
take some decided action 123
take some decided stand 56
take some decided steps 232
take some desired action 83
take some drastic action 672
take some drastic steps 307
take some evasive action 126
take some extreme cases 41
take some familiar story 55
take some forward steps 59
take some general views 59
take some hostile action 59
take some limited action 40
take some limited steps 47
take some meaningful action 49
take some measures which 154
take some minimal steps 45
take some official action 87
take some present order 70
take some radical action 44
take some radical steps 62
take some remedial action 317
take some remedial steps 66
take some similar action 56
take some trouble about 291
take some unusual forms 42
take such adverse action 63
take such chances again 80
take such decided steps 52
take such diverse forms 177
take such drastic action 3073
take such drastic steps 473
take such extreme action 135
take such extreme forms 68
take such extreme steps 54
take such extreme views 40
take such measures about 83
take such measures thereon 50
take such measures under 72
take such measures which 100
take such measures within 72
take such official action 60
take such outward signs 46
take such radical action 84
take such radical steps 67
take such remedial action 306
take such remedial steps 69
take such trouble about 132
take their baggage thither 40
take their capital gains 60
take their chances alone 40
take their chances rather 63
take their chances under 224
take their chances until 43
take their chances where 51
take their chances while 45
take their country under 57
take their curtain calls 228
take their enemies alive 86
take their fullest share 55
take their natural level 54
take their natural place 574
take their natural shape 79
take their pleasure sadly 228
take their pleasure where 138
take their present shape 183
take their promise rather 81
take their regular sleep 62
take their regular turns 165
take their religion quite 52
take their worship under 57
take these drastic steps 60
take these extreme cases 51
take these general terms 44
take these matters under 68
take these measures under 40
take those courses which 93
take those measures which 824
take three general forms 220
take three hundred cakes 47
take three primary forms 67
take upon himself alone 270
take upon himself every 88
take upon himself human 244
take very careful notes 55
take very careful steps 50
take very careful stock 40
take very diverse forms 157
take very drastic action 210
take very drastic steps 81
take very shallow breaths 94
take what germany could 47
take what measures might 47
take what remains after 62
take your example rather 58
take your picture while 66
take your pleasure where 70
take your request under 99
take your strangling fingers 45
taking birth control pills 7303
taking down lecture notes 89
taking down license plate 89
taking from private banks 53
taking good lecture notes 215
taking into account about 59
taking into account above 177
taking into account action 109
taking into account again 45
taking into account anything 239
taking into account basic 197
taking into account bending 87
taking into account births 50
taking into account black 43
taking into account broad 60
taking into account cases 74
taking into account change 91
taking into account changing 375
taking into account child 102
taking into account china 131
taking into account class 130
taking into account costs 1294
taking into account cross 277
taking into account daily 115
taking into account damping 65
taking into account earnings 86
taking into account eight 59
taking into account either 1772
taking into account error 48
taking into account ethnic 138
taking into account every 1045
taking into account extra 123
taking into account facts 272
taking into account field 118
taking into account final 48
taking into account first 614
taking into account fishing 964
taking into account fixed 182
taking into account fully 68
taking into account funds 56
taking into account gains 255
taking into account given 42
taking into account goods 48
taking into account grain 42
taking into account gross 52
taking into account group 284
taking into account growing 42
taking into account growth 120
taking into account housing 72
taking into account human 1300
taking into account image 96
taking into account input 120
taking into account inter 950
taking into account israel 60
taking into account items 144
taking into account japan 188
taking into account joint 60
taking into account known 343
taking into account labor 199
taking into account large 178
taking into account later 308
taking into account learning 78
taking into account legal 145
taking into account level 48
taking into account light 151
taking into account linear 128
taking into account loading 42
taking into account local 2906
taking into account logic 160
taking into account longer 185
taking into account lower 90
taking into account major 291
taking into account minor 64
taking into account model 107
taking into account money 109
taking into account moral 203
taking into account motor 40
taking into account needs 198
taking into account newly 48
taking into account noise 106
taking into account others 181
taking into account party 42
taking into account people 345
taking into account phase 144
taking into account plans 95
taking into account plant 156
taking into account power 245
taking into account price 953
taking into account racial 53
taking into account radial 86
taking into account rates 59
taking into account rather 41
taking into account risks 207
taking into account rules 283
taking into account rural 72
taking into account russia 114
taking into account sales 132
taking into account savings 114
taking into account scale 98
taking into account shape 99
taking into account short 444
taking into account small 221
taking into account social 2103
taking into account solar 54
taking into account sound 150
taking into account space 305
taking into account speed 227
taking into account staff 59
taking into account state 402
taking into account still 42
taking into account stock 110
taking into account strong 67
taking into account study 64
taking into account table 53
taking into account taxes 181
taking into account terms 333
taking into account today 46
taking into account total 621
taking into account trade 335
taking into account under 252
taking into account urban 119
taking into account usage 90
taking into account users 103
taking into account value 150
taking into account varying 260
taking into account views 258
