tabs and paragraph marks 150
tact and diplomacy might 47
tact and diplomacy which 181
tact and diplomacy would 56
tact and discretion about 67
tact and discretion which 196
tact and discretion would 49
tact and exquisite sense 44
tact and faultless taste 45
tact and foresight which 42
tact and political skill 93
tags and attribute names 98
tags are contained within 84
tail and distended claws 94
take all available steps 190
take all effective steps 93
take all executive steps 46
take all medicinal herbs 146
take all necessary action 2229
take all necessary legal 258
take all necessary steps 18028
take all political power 41
take all practical steps 986
take all reasonable action 167
take all reasonable pains 242
take all reasonable steps 12052
take all requisite steps 141
take all telephone calls 87
take any additional action 190
take any additional risks 43
take any additional steps 278
take any advantage which 83
take any alcoholic drink 89
take any allowance above 90
take any arbitrary action 40
take any arbitrary point 43
take any arbitrary value 142
take any collection action 72
take any collection which 65
take any concerted action 201
take any corporate action 343
take any defensive action 46
take any effective action 3717
take any effective steps 1135
take any effectual steps 118
take any efficient steps 66
take any energetic action 58
take any energetic steps 75
take any executive action 900
take any fractional value 75
take any important action 268
take any important group 73
take any important place 46
take any important share 47
take any important steps 154
take any impression which 91
take any industrial action 43
take any initiative which 84
take any medication while 55
take any necessary action 3194
take any necessary steps 1092
take any numerical value 155
take any offensive action 386
take any personnel action 93
take any political action 579
take any political risks 56
take any political stand 56
take any practical action 91
take any practical shape 149
take any practical steps 512
take any proceedings under 120
take any prominent place 42
take any reasonable action 175
take any reasonable offer 57
take any reasonable steps 265
take any resolution either 80
take any spiritual power 80
take any telephone calls 216
take her appointed place 58
take her intestate share 141
take her someplace where 183
take her somewhere quiet 49
take her somewhere where 177
take her statutory share 225
take him someplace where 94
take him somewhere quiet 43
take him somewhere where 130
take his amusement where 52
take his appointed place 164
take his available quota 314
take his customary cuffs 95
take his customary place 115
take his departure after 91
take his departure until 156
take his departure within 40
take his intestate share 71
take his statement about 44
take his telephone calls 100
take its appointed place 129
take its important place 55
take its permanent place 121
take its perpetual tenor 41
take long maternity leaves 94
take off necessary items 127
take our appointed place 43
take our departure about 55
take our departure until 66
take our transport right 46
take out additional loans 101
take out insurance cover 621
take out insurance under 66
take out insurance which 43
take that advantage which 41
take that important first 137
take that important place 81
take them literally would 40
take them someplace where 50
take them somewhere where 80
take this definition apart 49
take this precaution after 115
take this sentiment under 55
take thou whichever horse 40
take too literally women 55
take two additional steps 132
take two different forms 1576
take two different kinds 93
take two different lines 52
take two different roads 58
take two different types 83
take two different views 79
take two important steps 251
take two principal forms 558
take you someplace where 211
take you somewhere really 45
take you somewhere where 256
taking all available steps 163
taking all necessary action 76
taking all necessary steps 1350
taking all practical steps 68
taking all reasonable steps 943
taking and commercial lending 130
taking any additional action 49
taking any additional steps 67
taking any collection action 41
taking any concerted action 82
taking any effective action 391
taking any effective steps 224
taking any effectual steps 40
taking any executive action 57
taking any important action 233
taking any important steps 80
taking any initiative which 42
taking any medication which 47
taking any medication while 54
taking any necessary action 175
taking any necessary steps 114
taking any offensive action 163
taking any political action 107
taking any practical action 48
taking any practical steps 156
taking any proceedings under 66
taking any specified action 48
taking far different shape 60
taking his afternoon sleep 200
taking his alternate sides 48
taking his appointed place 45
taking his customary morning 47
taking his customary place 60
taking his doctorate under 42
taking long afternoon walks 54
taking long horseback rides 56
taking mao inhibitor drugs 77
taking our afternoon walks 83
taking out insurance cover 154
taking two different forms 55
taking two different kinds 87
taking two different roads 41
taking you somewhere where 41
tale with admirable skill 48
tale with excellent action 52
talk all afternoon about 87
talk and cigarette smoke 87
talk and discussion about 229
talk and discussion which 101
talk and interview shows 233
talk and reminisce about 219
talk and senseless words 46
talk and speculate about 213
talk that geologists ought 211
talk this afternoon about 122
talk was altogether above 46
talk was naturally about 50
talk with assurance about 135
talk with certainty about 178
talk with colleagues about 290
talk with conviction about 169
talk with customers about 178
talk with different people 399
talk with employees about 358
talk with gladstone about 52
talk with interesting people 183
talk with ministers about 97
talk with neighbors about 112
talk with outsiders about 127
talk with president nixon 212
talk with president reagan 46
talk with reporters about 154
talk with residents about 41
talk with roosevelt about 117
talk with teenagers about 89
tall and continued hedge 53
tall and dignified woman 52
tall and extremely strong 40
tall and faultless trees 55
tall and immensely strong 72
tall and massively built 385
tall and ponderous stems 42
tall and slenderly built 131
tall and umbrageous trees 40
tall and venerable looking 46
tall and venerable trees 100
tall old gentleman walking 52
tank and absorption field 154
tank and artillery duels 44
tank and artillery units 591
tank and associated forming 56
tank and motorized rifle 872
tank and motorized units 88
task not completed until 108
task that confronts every 104
task two faculties which 139
task was completed after 56
task was completed under 57
task was completed within 150
task was difficult since 57
task was performed alone 259
task was performed first 85
task was performed twice 53
task was performed under 189
task was presented first 117
task with admirable skill 167
teach and encourage others 126
teach and encourage people 40
teach and enlighten others 53
teach and influence others 75
teach and reinforce basic 47
teach his disciples about 273
teach his followers about 77
teach new employees about 71
teach our daughters about 48
teach them ourselves every 42
teach this important skill 61
teams are currently working 54
teams that undermine learning 54
tearing its component parts 67
tears and entreaties could 144
tears and entreaties would 46
tears and incessant cries 44
tears nor entreaties could 102
tears nor entreaties would 67
teasing and barbarous sport 96
teasing and practical jokes 336
teem with countless rills 66
teeth and artificial limbs 49
teeth and associated parts 68
teeth and digestive tract 79
teeth and maxillary sinus 53
teeth and surrounding parts 91
teeth are especially liable 51
teeth are extremely sharp 73
teeth are extremely small 71
teeth are generally large 58
teeth are generally small 45
teeth are perfectly sound 174
teeth are perfectly white 45
teeth are sometimes found 119
teeth are thoroughly dried 41
teeth are typically human 54
teeth are unusually large 55
teeth that duchesses might 68
teeth with composite resin 73
teeth with divergent roots 48
teeth with fractured roots 111
tell her boyfriend about 101
tell her neighbors about 68
tell her unwelcome truths 64
tell him precisely where 120
tell him unpleasant truths 115
tell his colleagues about 161
tell his companions about 62
tell his customers about 67
tell his disciples about 145
tell his followers about 57
tell his listeners about 80
tell his neighbors about 53
tell his relatives about 46
tell his wonderful story 44
tell our listeners about 42
tell that everybody wants 45
tell them precisely where 81
tell them unpleasant truths 56
tell this important story 132
tell this wonderful story 69
tell with certainty where 171
tell with certainty which 350
tell you precisely where 372
tell you precisely which 108
tell you unpleasant truths 62
tell you wonderful tales 53
tell you yesterday about 137
term are discussed below 96
term for different forms 66
term for different kinds 101
term for different types 136
term for phenomena which 79
term for president grant 242
term for published works 53
term for situations where 70
term had different meanings 59
term has different meanings 665
term that describes people 80
term with different meanings 307
test and evaluation period 55
test and evaluation phase 419
test and evaluation plans 109
test and evaluation sites 49
test and reference cells 53
test and slaughter method 78
test any hypotheses about 65
test any hypothesis about 85
test are described below 118
test are discussed below 171
test are presented below 141
test are satisfied would 41
