tabs and hard returns 72
tack and save several 42
tack was made shorter 81
tact and fine manners 45
tact and good conduct 41
tact and good fortune 44
tact and good manners 1074
tags are very similar 67
tags had been removed 106
tail and came forward 42
tail and fled towards 56
tail and mane stained 91
tail and nothing happens 40
tail and tail coverts 165
tail being worn upwards 40
tail had been chopped 51
tail had been clipped 56
tail had been cropped 42
tail had been removed 79
tail had been severed 55
tail had been stepped 86
tail had been trodden 69
tail had been visible 57
tail has been chopped 80
tail has been reduced 58
tail has been removed 175
tail has been stepped 111
tail has been trodden 79
tail off into silence 94
tail out from between 52
tail than your fellows 44
tail was much shorter 95
take age into account 578
take all into account 126
take all other european 61
take all other measures 314
take all such factors 150
take all such matters 83
take all such measures 2213
take all their baggage 50
take all their belongings 286
take all their classes 130
take all their courses 112
take all their movable 86
take all their opinions 64
take all their produce 41
take all their vacation 84
take all their vessels 54
take all their worldly 43
take all these aspects 251
take all these courses 75
take all these details 65
take all these effects 99
take all these factors 4694
take all these features 69
take all these matters 516
take all these measures 93
take all these stories 46
take all these together 125
take all those courses 53
take all those factors 60
take all those measures 321
take all three aspects 40
take all three courses 63
take all three factors 74
take all three together 69
take all upon himself 273
take all your belongings 199
take all your bishops 84
take all your courage 80
take all your friends 67
take all your luggage 55
take all your measures 81
take all your pedants 55
take all your worries 53
take and dash against 44
take and give account 50
take and give pleasure 144
take and hold certain 70
take and hold several 67
take and hold together 62
take and keep control 526
take and what results 93
take any clear position 42
take any fair occasion 91
take any firm decision 63
take any firm position 47
take any form depending 49
take any form desired 55
take any great account 47
take any great delight 127
take any great insight 52
take any great pleasure 184
take any great stretch 42
take any great trouble 95
take any high position 50
take any more because 123
take any more chances 2927
take any more courses 91
take any more drastic 40
take any more insults 59
take any more lessons 219
take any more pleasure 80
take any more suffering 48
take any more tonight 218
take any more trouble 876
take any open measures 65
take any other country 105
take any other courses 81
take any other decision 102
take any other example 41
take any other husband 117
take any other measures 1134
take any other position 968
take any other similar 95
take any other subject 96
take any part against 376
take any part towards 107
take any risk because 48
take any step against 463
take any step forward 139
take any step hostile 45
take any step involving 43
take any step towards 1171
take any such chances 190
take any such decision 102
take any such drastic 71
take any such extreme 42
take any such liberty 128
take any such measures 181
take any such message 49
take any such position 162
take any such species 193
take any such trouble 49
take any three numbers 44
take any time between 63
take any very decided 110
take any wild chances 42
take are more needful 186
take both into account 1087
take both these aspects 96
take both these factors 105
take both these together 44
take but five minutes 261
take death into account 219
take each great division 77
take each into account 71
take each step forward 66
take far more account 79
take far more drastic 69
take far more pleasure 115
take far more trouble 103
take for anger against 57
take for their example 43
take for their fulcrum 44
take for their journey 55
take for their pattern 188
take for their service 56
take for their subject 717
take for their support 62
take for their vehicle 111
take for your husband 158
take for your purpose 48
take for your subject 151
take god into account 699
take her along because 60
take her away against 55
take her away because 196
take her away forever 157
take her away quickly 90
take her back because 410
take her back himself 40
take her birth control 196
take her case against 48
take her face between 221
take her five minutes 155
take her from country 61
take her good fortune 46
take her hand because 44
take her hand between 46
take her home because 305
take her home himself 92
take her home quickly 43
take her home tonight 268
take her into account 314
take her into custody 1548
take her into himself 89
take her into service 115
take her into society 465
take her into surgery 72
take her life because 116
take her many minutes 55
take her part against 718
take her side against 509
take her some flowers 351
take her there because 82
take her there himself 95
take her true position 56
take her unto himself 225
take her word against 278
take him along because 70
take him away because 211
take him away forever 146
take him away quickly 62
take him away quietly 47
take him back because 600
take him down soundly 41
take him five minutes 338
take him from ireland 60
take him home because 274
take him home quickly 44
take him home tonight 167
take him into account 1696
take him into counsel 46
take him into custody 8922
take him into herself 61
take him into instant 172
take him into service 266
take him into shelter 223
take him into slavery 109
take him into society 71
take him into surgery 57
take him many minutes 102
take him over together 69
take him some flowers 86
take him there because 57
take him three hundred 74
take him three minutes 112
take him unto himself 133
take him unto torment 212
take his case against 100
take his face between 243
take his five hundred 65
take his five thousand 44
take his good fortune 94
take his hand between 69
take his last journey 202
take his leave because 40
take his life because 369
take his life himself 44
take his part against 1511
take his side against 869
take his side because 45
take his task lightly 55
take his time answering 67
take his time because 82
take his trial according 95
take his true position 93
take his very removal 40
take his wearing apparel 54
take his word against 581
take his work lightly 40
take its case against 65
take its last forfeit 437
take its part against 90
take its side against 52
take its true position 81
take man into account 59
take nor give quarter 302
take not into account 54
take off five minutes 56
take off from british 54
take off from kennedy 95
take off from runways 42
take off great britain 59
take off like rockets 101
take off more quickly 76
take off their blouses 120
take off their bonnets 325
take off their bridles 44
take off their collars 84
take off their corsets 71
take off their dresses 161
take off their fetters 91
take off their foolish 74
take off their footwear 75
take off their garment 107
take off their glasses 358
take off their helmets 439
take off their jackets 888
take off their jewelry 71
take off their mittens 51
take off their outdoor 61
take off their panties 50
take off their pattens 51
take off their saddles 74
take off their sandals 420
take off their scarves 65
take off their several 106
take off their stockings 105
take off their sweaters 77
take off their thoughts 117
take off their turbans 333
take off their uniform 137
take off their watches 93
take off these burdens 71
take off those glasses 210
take off very quickly 68
take off your bandage 47
take off your bonnets 66
take off your costume 57
take off your drawers 117
take off your glasses 1136
take off your goggles 87
take off your helmets 54
take off your jackets 93
take off your jewelry 75
take off your mittens 67
take off your pajamas 97
take off your panties 317
take off your rubbers 53
take off your sandals 285
take off your sneakers 67
take off your stockings 188
take off your thoughts 50
take off your traveling 50
take off your uniform 632
take one baby aspirin 159
take one clear example 49
take one early example 43
take one five hundred 54
take one good example 56
take one last example 302
take one last glimpse 96
take one last picture 74
take one more careful 40
take one more example 4777
take one more glimpse 72
take one more passage 61
take one more picture 102
take one more question 490
take one other example 511
take one pace forward 362
take one side against 71
take one single example 99
take one step against 63
take one step forward 8783
take one step outside 473
take one step towards 1875
take one such example 215
take our fate together 101
take our good fortune 92
take our last example 70
take our love together 87
take our luck together 48
take our meals together 719
take our nose between 90
take our part against 155
take our side against 84
take our time because 41
take our true position 41
take our wearing apparel 70
take out five dollars 98
take out five hundred 111
take out four hundred 40
take out some letters 45
take out such letters 151
take out such license 242
take out their cameras 65
take out their capital 81
take out their freedom 50
take out their garbage 57
take out their letters 118
take out their license 45
take out their pardons 68
take out their patents 131
take out their pencils 105
take out their pistols 46
take out their profits 72
take out their science 51
take out their treasure 48
take out their vengeance 84
take out their wallets 101
take out their watches 163
take out three hundred 181
take out three thousand 104
take out your compass 40
take out your garbage 67
take out your journal 192
take out your letters 61
take out your pencils 195
take out your picture 51
take out your pleasure 67
take out your tonsils 70
take sex into account 161
take ten more minutes 47
take that back because 63
take that dream vacation 57
take that five dollars 118
take that five hundred 43
take that five thousand 113
take that from anybody 200
take that into account 22955
take that last comment 43
take that last journey 76
take that much trouble 517
take that risk because 394
take that same position 150
