tack together torn bits 41
tact touches fees from 101
tail between their legs 617
tail between your legs 2102
tail extending away from 44
tail pointed away from 68
tail rapidly from side 62
tail swiftly drew back 76
tail swished from side 81
tail switching from side 57
tail twitching from side 76
tail whipped from side 63
take account from time 325
take affairs into their 385
take america away from 48
take america back from 84
take awfully good care 87
take capital away from 81
take chances when there 56
take clients away from 81
take comfort from having 179
take comfort from hearing 102
take comfort from some 55
take comfort from such 247
take comfort from their 542
take comfort from these 328
take comfort from those 78
take comfort from what 389
take comfort from your 144
take comfort only from 78
take command once more 161
take control away from 2722
take control back from 249
take control into their 113
take control once more 244
take control over life 41
take control over many 46
take control over other 73
take control over some 76
take control over such 40
take control over their 6023
take control over these 120
take control over those 97
take control over what 228
take control over your 639
take counsel from more 101
take counsel from such 45
take counsel from their 359
take counsel from those 116
take counsel from your 130
take counsel only from 113
take courage from such 64
take courage from their 395
take courage from these 215
take courage from those 57
take courage from what 261
take courage from your 90
take courage once more 88
take courses from other 63
take courses ranging from 60
take custody away from 155
take decision making away 41
take depends upon what 41
take depends very much 234
take destiny into their 163
take dollars away from 44
take equally good care 118
take especial care lest 85
take especial care when 44
take eugenie back into 48
take everything away from 5597
take everything back from 48
take everything else away 120
take everything else from 59
take everything from life 42
take everything from those 74
take everything from your 51
take everything into their 247
take everything into your 55
take example from their 180
take example from these 143
take example from what 102
take example from your 86
take exceeding good care 95
take extreme care when 535
take fancies into their 98
take freedom away from 180
take herself away from 183
take highest rank among 44
take himself away from 605
take himself back into 103
take history into their 321
take however much time 42
take justice back into 102
take justice into their 4238
take justice into your 268
take lessons from miss 64
take lessons from other 69
take lessons from some 227
take lessons from such 47
take lessons from their 293
take lessons from these 158
take lessons from those 138
take lessons from what 109
take lessons from your 101
take liberty away from 85
take markets away from 223
take matters back into 53
take matters from there 121
take matters into hand 66
take matters into their 41674
take matters into your 5353
take matters more into 53
take matters very much 47
take measures into their 66
take medical leave when 80
take members away from 148
take minimum wage jobs 58
take occasion from such 49
take occasion from their 118
take occasion from these 345
take occasion from what 186
take offense when none 261
take offense when their 80
take parents away from 57
take parents into their 46
take passage from there 52
take pattern from ours 512
take pleasure from life 41
take pleasure from seeing 63
take pleasure from such 231
take pleasure from their 365
take pleasure from what 56
take pleasure from your 49
take pleasure into their 57
take precious good care 1375
take precious time away 160
take precious time from 100
take priority even over 239
take priority over even 83
take priority over food 82
take priority over health 53
take priority over more 252
take priority over most 200
take priority over other 3607
take priority over some 54
take priority over such 138
take priority over their 1105
take priority over these 56
take priority over those 2571
take priority over what 339
take priority over work 65
take priority over your 469
take profits away from 69
take quarter from such 90
take redress into their 259
take religion away from 63
take religion into their 47
take revenue away from 43
take several days even 73
take several days more 85
take several days over 42
take several more days 366
take several more years 1908
take several slow deep 49
take several very deep 60
take several years even 43
take several years from 199
take several years just 40
take several years more 265
take shelter among their 51
take shelter from rain 87
take shelter from their 157
take shelter here from 50
take shelter once more 88
take shelter there from 112
take stronger hold upon 77
take support away from 101
take teachers away from 120
take traffic away from 294
take tribute from their 82
take trouble over their 69
take ulysses away from 55
take vacation time from 40
take vengeance into their 236
take vengeance into your 201
take vengeance upon their 393
take vengeance upon these 40
take vengeance upon those 448
take vengeance upon your 68
take voltage drop into 62
take workers away from 117
taking affairs into their 71
taking behavior among young 95
taking capital away from 106
taking clients away from 59
taking comfort from their 68
taking control away from 665
taking control back from 47
taking control over their 1539
taking control over what 87
taking control over your 164
taking counsel from their 85
taking counsel only from 146
taking courage from their 162
taking courage from these 122
taking dollars away from 106
taking everything away from 501
taking everything else away 65
taking everything else into 139
taking everything into their 80
taking example from their 85
taking example from those 69
taking freedom away from 63
taking general ideas only 76
taking herself away from 64
taking himself away from 155
taking himself back into 71
taking history into their 67
taking implies having good 49
taking inferior land into 75
taking justice into their 1301
taking justice into your 42
taking lessons from miss 60
taking lessons from some 51
taking lessons from their 82
taking lessons from your 62
taking markets away from 103
taking matters into their 9227
taking matters into your 480
taking members away from 41
taking objects away from 64
taking occasion from some 141
taking occasion from their 73
taking occasion from these 41
taking occasion from what 55
taking pleasure from their 45
taking precious good care 84
taking precious time away 137
taking precious time from 99
taking priority over other 151
taking priority over their 47
taking priority over those 60
taking redress into their 67
taking revenue away from 41
taking samples from time 55
taking several days over 46
taking several sums from 44
taking traffic away from 139
taking vengeance into their 72
taking vengeance into your 41
taking vengeance upon their 151
taking vengeance upon those 119
taking workers away from 75
tale becomes even more 99
tale sounded like true 106
talk against their will 46
talk because there were 100
talk drifted away from 291
talk drifted away into 100
talk drifted into other 119
talk himself back into 217
talk matters over like 86
talk matters over more 54
talk together when their 43
tall buildings have been 226
tall candles sank into 260
tall chimney rising from 42
tall fellows skip like 187
tall grasses grew over 41
tall grasses hide tiny 63
tall parents have tall 90
tall parents will have 60
tall poplars rising over 51
tall sinners down upon 157
tall stories were told 50
tall stranger coming from 41
tall windows facing south 109
tall windows were open 126
tall wrought iron gate 60
tank divided into three 108
tank systems have been 128
tape recording made during 112
tape recording made from 170
tape systems have been 100
task because there were 182
task becomes clear when 59
task becomes even more 3213
task becomes ever more 50
task becomes much less 52
task becomes much more 1556
task becomes very much 105
task demands have been 54
task depends very much 50
task imposed upon pure 41
task requiring great care 60
task requiring great tact 56
task requiring many years 49
task requiring more time 44
task requiring much care 42
task requiring much time 183
taxi drivers have been 170
taxi drivers speak some 41
taxi drivers will know 45
taxi drivers will take 43
tbsp chinese rice wine 737
tbsp toasted pine nuts 55
teams develop over time 73
tearing herself away from 1090
tearing herself free from 40
tearing himself away from 2995
tearing himself away once 84
tearing himself free from 197
tearing himself from their 194
tearing oneself away from 292
tears because there were 42
tears coursed down over 55
tears coursed down their 406
tears dropped down upon 68
tears dropped fast from 89
tears dropped fast upon 99
tears dropped from their 43
tears dropped like rain 72
tears herself away from 496
tears herself free from 52
tears himself away from 1706
tears himself free from 95
tears spilled over onto 154
tears started coming down 151
tears started from their 63
tears streamed down from 129
tears streamed down into 43
tears streamed down like 95
tears streamed down many 52
tears streamed down over 64
tears streamed down their 1151
tears streamed down upon 43
tears streamed down your 46
tears streamed fast down 90
tears streamed from their 376
tears trickle down from 61
tears trickle down their 100
tears trickle fast from 113
tears trickling down from 138
tears trickling down their 446
tears trickling down your 170
teeth against dark skin 56
teeth clamped down hard 185
teeth exactly like those 45
teeth fossils will there 92
teeth knocked down your 74
teeth relaxed their hold 50
teeth usually make their 47
tell anybody else what 379
tell anybody just what 55
tell because there were 107
tell exactly from what 116
tell exactly what form 46
tell exactly what kind 406
tell exactly what part 275
tell exactly what sort 277
tell exactly what their 589
tell exactly what these 93
tell exactly what time 122
tell exactly what took 50
tell exactly what type 150
tell exactly what went 74
tell exactly what will 178
tell exactly what your 89
tell friends back home 51
tell parents what their 55
tell parents when their 46
tell poetical lies only 69
tell stories from their 331
tell stories from your 44
tell stories just like 42
tell stories late into 40
tell stories like these 159
tell stories like those 57
tell stories very well 67
tend towards some form 44
tend towards some kind 62
tend towards zero when 80
tenth century have been 233
tenth century must have 167
tenth century there came 43
tenth century there were 1154
term absence from work 213
term applied when there 95
term applies only when 55
term average cell rate 145
term because there were 62
term becomes clear when 51
term becomes even more 69
term becomes much more 100
term becomes zero when 86
term benefit from oral 105
term benefit from such 43
term benefit from their 108
term benefit from these 43
term capital gain even 255
term capital gain from 3806
term capital gain into 719
term capital gain less 195
term capital gain must 153
term capital gain only 227
term capital gain over 9530
term capital gain rate 1103
term capital gain upon 282
term capital gain when 379
term capital gain will 684
term capital have been 128
term capital loss even 91
term capital loss from 1399
term capital loss into 243
term capital loss must 150
term capital loss over 1032
term capital loss when 107
term capital loss will 238
term carried over from 182
term control over their 165
term courses have been 100
term credits have been 254
term depends only upon 67
term derived from their 124
term differs from other 131
term differs from zero 64
term differs more from 42
term effects from these 91
term effects have also 85
term effects have been 1836
term effects were also 95
term effects were even 90
term effects were less 43
term effects were more 177
term exceeding five years 887
term exceeding four years 93
term exceeding three years 763
term exceeds five years 67
term exceeds three years 67
term exchange rate risk 104
term factors were also 40
term federal rate plus 488
term following their fifth 48
term implies much more 122
term infants during their 102
term infants from birth 246
term infants have been 297
term measures have been 498
term phantom limb pain 253
term primary health care 54
term profits from such 89
term results have been 2786
term results were good 156
term results were less 106
term results were poor 99
term storage have been 44
term studies have also 374
term studies have been 2958
term treasury bill rate 308
term treasury bond rate 246
term usually used when 100
test animals have been 139
test animals were kept 48
test anxiety have been 173
test applies only when 76
test battery have been 61
test because there were 137
test becomes even more 144
test becomes much more 76
test criteria have been 210
test depends upon what 94
test depends very much 68
test devices have been 204
test flights have been 73
test flights were made 295
test formats have been 41
test material have been 87
