tags obtained by partial 54
tail consists of twelve 425
tail consists of twenty 91
take children to church 53
take children to places 44
take children to school 954
take communion on sunday 47
take decisions by simple 60
take decisions in regard 146
take decisions on behalf 2103
take decisions on issues 131
take decisions on policy 241
take decisions on various 62
take decisions on whether 98
take delivery of another 60
take delivery of something 79
take delivery or refuse 326
take dictation in french 43
take eighteen or twenty 91
take eighteen to twenty 123
take einstein to figure 99
take entirely on myself 113
take everyone to dinner 66
take evidence in detail 42
take evidence in public 160
take evidence in regard 54
take evidence in secret 49
take evidence on behalf 70
take examples at random 315
take exception to almost 46
take exception to another 59
take exception to anyone 61
take exception to something 191
take exception to various 42
take extracts or copies 348
take freights of cotton 54
take furlough to england 61
take hannibal to pursue 50
take hundreds of photos 65
take hundreds of pounds 42
take interest in public 392
take interest in something 100
take interest in various 45
take interest on arrears 40
take joyfully the spoiling 1871
take judgment of assets 43
take medicine at stated 334
take medicine if someone 58
take medicine or submit 45
take medicine to lessen 63
take pictures in public 104
take pictures of anyone 70
take pictures of babies 51
take pictures of clouds 62
take pictures of events 49
take pictures of family 57
take pictures of myself 121
take pictures of nature 44
take pictures of places 117
take pictures of something 98
take pictures of various 132
take positions in stocks 54
take positions in various 43
take positions on ballot 95
take positions on behalf 43
take positions on issues 2133
take positions on policy 355
take positions on public 915
take positions on various 56
take practice to become 64
take practice to master 148
take presents or bribes 49
take problems in stride 49
take products to market 124
take property by devise 358
take property of another 50
take recourse to another 158
take recourse to direct 148
take recourse to methods 44
take recourse to modern 50
take recourse to public 43
take recourse to section 133
take recourse to various 261
take recourse to violent 193
take rejection in stride 49
take richmond the moment 271
take seriously the actions 45
take seriously the actual 105
take seriously the advice 336
take seriously the belief 179
take seriously the burden 87
take seriously the charge 326
take seriously the church 130
take seriously the claims 1976
take seriously the common 168
take seriously the dangers 108
take seriously the degree 44
take seriously the demand 153
take seriously the desire 51
take seriously the dictum 74
take seriously the divine 54
take seriously the doubts 64
take seriously the duties 48
take seriously the effect 76
take seriously the effort 41
take seriously the ethical 180
take seriously the extent 280
take seriously the feelings 44
take seriously the findings 145
take seriously the formal 48
take seriously the gospel 68
take seriously the impact 250
take seriously the issues 273
take seriously the jewish 55
take seriously the lesson 54
take seriously the limits 44
take seriously the matter 144
take seriously the mission 48
take seriously the modern 55
take seriously the nature 228
take seriously the notions 69
take seriously the obvious 62
take seriously the opinion 61
take seriously the phrase 47
take seriously the plight 85
take seriously the policy 42
take seriously the public 235
take seriously the reality 419
take seriously the reasons 98
take seriously the recent 71
take seriously the remark 70
take seriously the report 80
take seriously the rights 113
take seriously the second 126
take seriously the simple 74
take seriously the soviet 152
take seriously the special 47
take seriously the stated 42
take seriously the status 110
take seriously the teachings 106
take seriously the theories 61
take seriously the thought 800
take seriously the tragic 44
take seriously the training 45
take seriously the unique 58
take seriously the values 140
take seriously the vanity 42
take seriously the various 193
take seriously the voices 85
take seriously the warnings 186
take seriously the writings 44
take setbacks in stride 83
take sixpence in earnest 273
take surprise to myself 60
take therefore no thought 157
take therefore the talent 79
take therefrom the entire 41
take thousands of pounds 53
take vacations in europe 56
take visitors on guided 43
take whatever he dished 61
take whatever he needed 193
take whatever he offers 49
take whatever he pleased 188
take whatever he pleases 214
take whatever he should 44
take whatever he wanted 1144
take whatever he wished 193
take whatever he wishes 48
take whatever is dished 72
take whatever is handed 62
take whatever is needed 101
take whatever is useful 47
take whatever it wanted 59
take whatever the doctor 60
take whatever the market 71
take whatever we wanted 243
taking articles in common 145
taking children at random 44
taking children to church 53
taking children to foster 48
taking children to public 48
taking children to school 1806
taking children to various 48
taking decisions on behalf 255
taking decisions on issues 55
taking decisions on policy 109
taking decisions on various 40
taking decisions on whether 50
taking evidence in london 43
taking evidence in public 98
taking evidence or ordering 79
taking exception to something 44
taking hostages to ensure 51
taking hundreds of photos 45
taking interest in public 81
taking joyfully the spoiling 242
taking meanwhile so little 91
taking pictures of anyone 44
taking pictures of babies 130
taking pictures of family 50
taking pictures of houses 61
taking pictures of indians 50
taking pictures of little 47
taking pictures of something 52
taking pictures of various 80
taking positions on issues 354
taking positions on public 90
taking prisoner in battle 52
taking prisoner the french 41
taking products to market 100
taking property of another 63
taking recourse to direct 48
taking recourse to various 67
taking seriously the advice 47
taking seriously the claims 147
taking seriously the impact 52
taking seriously the issues 49
taking seriously the reality 79
taking seriously the various 63
taking thousands of rupees 45
taking whatever he needed 44
taking whatever he wanted 184
tale complete in itself 84
tale complete of saints 44
tale concerning the manner 51
tale concerning the origin 59
tale explaining the origin 141
tale explains the origin 79
tale inclines the gentle 40
talk business at dinner 47
talk business on sunday 42
talk concerning the matter 43
talk directly to another 204
talk directly to anyone 46
talk directly to someone 111
talk fluently in english 107
talk overmuch of myself 205
talk politics by actual 42
talk politics in england 50
talk politics in public 122
talk seriously on serious 52
talk whenever it suited 58
tall regiment of guards 62
tame imitation of nature 52
tank containing the liquid 397
tank containing the molten 41
tank treatment of sewage 106
tape cassette or floppy 46
tape involved in applying 40
tape involved in securing 88
tape machines to record 108
tape recorder be turned 167
tape recorder is always 40
tape recorder is another 167
tape recorder is broken 40
tape recorder is needed 54
tape recorder is placed 169
tape recorder is turned 336
tape recorder is useful 171
tape recorder or camera 244
tape recorder or record 552
tape recorder or something 94
tape recorder to another 173
tape recorder to assist 47
tape recorder to enable 40
tape recorder to ensure 111
tape recorder to listen 213
tape recorder to obtain 120
tape recorder to record 4541
tape recorder to school 96
tape recordings of actual 466
tape recordings of family 209
tape recordings of meetings 417
tape recordings of police 57
tape recordings of sounds 137
tape recordings of speech 90
tape recordings of therapy 147
tape recordings of various 123
tape recordings of voices 75
tape required to record 57
task analysis is needed 52
task analysis is useful 41
task analysis of skills 58
task analysis to ensure 41
task assigned to another 53
task assigned to hamlet 47
task consists in defining 47
task consists in releasing 57
task depicted in figure 66
task designed to assess 228
task designed to elicit 171
task designed to measure 302
task exceeded the powers 42
task involved in building 127
task involved in securing 40
task involved the creation 49
task involves the creation 51
task requires the animal 84
task requires the creation 64
task requires the learner 81
task requires the person 57
taxing authority to assess 46
taxing district of shelby 156
taxing property or income 44
teach children at school 46
teach children in grades 63
teach children in groups 83
teach children in public 40
teach children in school 293
teach children in sunday 45
teach children or adults 58
teach children the basics 176
teach children the dangers 50
teach children the proper 123
teach children the skills 479
teach children the sounds 62
teach children the values 174
teach children to accept 206
teach children to attend 41
teach children to become 511
teach children to behave 271
teach children to choose 62
teach children to decode 88
teach children to expect 63
teach children to follow 229
teach children to handle 80
teach children to listen 199
teach children to manage 84
teach children to notice 47
teach children to regard 49
teach children to resist 60
teach children to strike 75
teach concerning the nature 114
teach evolution or creation 134
teach literacy to adults 60
teach patients the skills 60
teach patients to become 65
teach patients to manage 47
teach students in grades 64
teach students the basics 182
teach students the methods 44
teach students the proper 95
teach students the skills 755
teach students to accept 138
teach students to assess 51
teach students to assume 47
teach students to attend 52
teach students to become 687
teach students to behave 78
teach students to deploy 48
teach students to design 49
teach students to follow 114
teach students to handle 69
teach students to listen 118
teach students to manage 111
teach students to master 88
teach students to revise 46
teach students to select 58
teach whatever he pleases 52
teach yourself the basics 50
teach yourself to become 52
teach yourself to forget 52
teach yourself to listen 40
teach yourself to regard 42
tearing scotland to pieces 89
tearing sparrows in pieces 46
tearing yourself to pieces 182
tears exceeded the emotion 63
tears increased my sorrow 53
teeth affected by caries 259
teeth affected by dental 101
teeth attacked by caries 107
teeth chattering in terror 44
teeth chattering so loudly 40
teeth clenched or ground 96
