the abject emperor prepared 51
the ablest british officials 48
the ablest college students 41
the ablest engineer officers 43
the access control database 112
the access control decisions 62
the access control functions 47
the access control policies 532
the access control protocol 53
the access control software 133
the acidic gastric contents 189
the acidic stomach contents 245
the actions counted religious 48
the actions resulting therefrom 193
the active capital employed 152
the active chapter attended 50
the active chinese liberals 53
the active circuit elements 82
the active deposit obtained 44
the active deposit produced 109
the active general practice 100
the active insulin molecule 68
the active lateral pressure 120
the active material consists 68
the active members numbered 52
the active monitor receives 53
the active primary partition 103
the active process involved 53
the active protein synthesis 41
the active species involved 74
the active species produced 66
the active storage capacity 169
the active support extended 54
the active support provided 95
the active support rendered 55
the active tubular secretion 118
the active warriors returned 49
the actual amounts consumed 69
the actual amounts expended 178
the actual amounts incurred 257
the actual amounts invested 74
the actual amounts involved 266
the actual amounts produced 74
the actual amounts received 338
the actual amounts reported 47
the actual amounts required 76
the actual arterial pressure 68
the actual average distance 106
the actual average pressure 50
the actual average thickness 53
the actual average velocity 180
the actual behavior involved 196
the actual behavior observed 141
the actual behavior patterns 252
the actual behavior required 47
the actual benefit payments 67
the actual benefit received 165
the actual capital employed 238
the actual capital expended 48
the actual capital formation 41
the actual capital invested 909
the actual capital involved 43
the actual capture required 48
the actual charges incurred 140
the actual chinese situation 43
the actual circuit elements 64
the actual colonial situation 47
the actual compass direction 68
the actual complex situation 46
the actual contact pressure 96
the actual contact surfaces 46
the actual content analysis 63
the actual counted quantity 56
the actual criteria employed 45
the actual crystal potential 67
the actual cubical contents 67
the actual current direction 137
the actual current expenses 67
the actual current practice 41
the actual current required 47
the actual current situation 166
the actual current waveform 55
the actual damages incurred 337
the actual damages involved 42
the actual damages suffered 2510
the actual decision concerning 60
the actual decision situation 85
the actual deficit exceeded 43
the actual density gradient 119
the actual details involved 40
the actual dollars expended 50
the actual dollars involved 109
the actual dollars received 72
the actual dynamic response 83
the actual dynamic situation 43
the actual effects produced 352
the actual election campaign 292
the actual election outcomes 45
the actual exchange relations 85
the actual exhaust pressure 48
the actual exhaust velocity 88
the actual expense incident 57
the actual expense incurred 747
the actual expense involved 172
the actual factors involved 374
the actual figures indicate 46
the actual figures involved 184
the actual figures obtained 318
the actual figures recorded 81
the actual figures reported 84
the actual foreign currency 86
the actual foreign minister 41
the actual foreign policies 87
the actual forward movement 79
the actual funeral ceremony 104
the actual funeral expenses 68
the actual governing authority 52
the actual impulse response 108
the actual incomes received 52
the actual language employed 210
the actual language situation 91
the actual lateral pressure 296
the actual lattice constant 69
the actual machine operation 87
the actual machining operation 99
the actual marriage ceremony 1640
the actual marriage contract 107
the actual material condition 117
the actual material distance 66
the actual material universe 57
the actual maximum capacity 42
the actual maximum fiduciary 103
the actual maximum pressure 104
the actual maximum stresses 195
the actual maximum velocity 58
the actual measured distance 116
the actual measured pressure 104
the actual measured response 69
the actual measures employed 44
the actual measures proposed 52
the actual medical condition 77
the actual medical diagnosis 56
the actual medical expenses 130
the actual medical practice 85
the actual medical services 58
the actual medical treatment 156
the actual message contents 66
the actual message conveyed 44
the actual message received 53
the actual message transfer 48
the actual minimum distance 92
the actual network hardware 41
the actual network topology 141
the actual neutron spectrum 43
the actual nominal interest 64
the actual numbers assigned 73
the actual numbers employed 268
the actual numbers enrolled 54
the actual numbers involved 1036
the actual numbers observed 106
the actual numbers obtained 178
the actual numbers recorded 83
the actual numbers reported 57
the actual objects involved 68
the actual objects referred 50
the actual operating capacity 55
the actual operating condition 211
the actual operating decisions 54
the actual operating expenses 463
the actual operating policies 206
the actual operating pressure 106
the actual operating situation 81
the actual orbital velocity 53
the actual osmotic pressure 363
the actual outbreak occurred 58
the actual outputs produced 53
the actual overhead expenses 227
the actual overhead incurred 444
the actual parties involved 102
the actual pattern observed 45
the actual payment received 88
the actual penalty attached 44
the actual pensions payments 43
the actual persons involved 200
the actual position occupied 131
the actual present condition 236
the actual present operation 71
the actual present practice 49
the actual present situation 254
the actual private property 40
the actual problem involved 51
the actual problem involves 44
the actual problem situation 273
the actual process employed 91
the actual process followed 114
the actual process involved 1047
the actual process involves 129
the actual process situation 98
the actual process variables 42
the actual produce adequate 59
the actual profits received 41
the actual program execution 103
the actual project schedule 53
the actual protein synthesis 89
the actual purpose underlying 174
the actual question involved 48
the actual radiation exposure 63
the actual radiation received 45
the actual reactions involved 45
the actual relation subsisting 46
the actual research activity 45
the actual research practice 43
the actual research projects 71
the actual research questions 61
the actual research situation 122
the actual results achieved 3058
the actual results attained 323
the actual results compared 97
the actual results observed 107
the actual results obtained 2492
the actual results produced 290
the actual results reported 97
the actual returns obtained 45
the actual returns received 58
the actual revenue obtained 41
the actual revenue receipts 61
the actual revenue received 190
the actual sensory elements 48
the actual sensory feedback 72
the actual service activity 75
the actual service delivery 311
the actual service provided 328
the actual service provider 157
the actual service provision 68
the actual service received 48
the actual service rendered 528
the actual service required 40
the actual soldering operation 69
the actual solution proposed 60
the actual species involved 106
the actual storage capacity 146
the actual storage locations 62
the actual success achieved 40
the actual support provided 88
the actual support received 101
the actual surface potential 121
the actual surface pressure 73
the actual tactics employed 51
the actual tangible property 61
the actual textual evidence 63
the actual theoretic situation 90
the actual traffic situation 161
the actual traveling expenses 143
the actual voltage required 70
the actual voltage waveform 49
the actual written document 59
the admiring crowded audience 131
the admiring glances directed 47
the aerosol optical thickness 1688
the affair becomes tragical 49
the affair between lancelot 68
the affair quietly adjusted 58
the affair touched politics 49
the affect remains attached 57
the afghan foreign minister 686
the afghan foreign ministry 109
the afghan freedom fighters 777
the afghan interim authority 293
the afghan national assembly 73
the afghan refugee situation 58
the afghan taliban movement 42
the africa research bulletin 150
the agency creative director 46
the agency providing services 60
the agency relation standard 621
the agents usually employed 87
the agouti obesity syndrome 129
the airway diameter decreases 41
the alarming reports received 63
the alaska central railroad 240
the alaska highway pipeline 614
the alaska national interest 2405
the alaska national wildlife 423
the alaska northern railroad 184
the albany general hospital 62
the alkali content increases 50
the alkali solution required 43
the allied advance northward 71
the allied command atlantic 210
the allied control authority 1200
the allied control councils 116
the allied control officers 66
the allied species inhabiting 54
the allied supreme commands 53
the allied supreme economic 109
the allied victory possible 52
the allies invaded normandy 542
the almost bigoted fondness 70
the almost certain collapse 43
the almost certain collision 146
the almost certain disaster 57
the almost certain exception 42
the almost certain infection 48
the almost certain presence 171
the almost certain prospect 1549
the almost certain rejection 70
the almost chaotic condition 46
the almost endless variations 136
the almost equally beautiful 167
the almost equally dangerous 79
the almost equally dramatic 67
the almost equally ignorant 45
the almost equally notorious 47
the almost equally numerous 171
the almost equally powerful 181
the almost equally refreshing 52
the almost equally renowned 67
the almost equally terrible 46
the almost equally valuable 70
the almost fanatic enthusiasm 46
the almost general massacre 42
the almost general practice 99
the almost hostile attitude 70
the almost leafless branches 87
the almost magical capacity 49
the almost magical efficacy 51
the almost passive subjects 82
the almost pathetic eagerness 94
the almost perfect condition 55
the almost perfect gradation 187
the almost perfect identity 155
the almost perfect skeleton 85
the almost perfect symmetry 131
the almost periodic functions 59
the almost precise parallel 88
the almost ruinous condition 54
the almost tangible darkness 48
the almost tangible presence 124
the almost totally negative 67
the almost uncanny accuracy 54
the almost uniform practice 352
the almost uniform rejection 46
the almost uniform tendency 96
the almost unknown district 46
the almost unvarying practice 48
the almost visible presence 67
the already chaotic situation 101
the already complex problems 134
the already complex situation 301
the already confusing situation 42
the already cramped quarters 65
the already crowded condition 70
the already crowded quarters 42
the already crowded vehicles 50
the already deepening shallows 44
the already defeated spaniards 42
the already excited condition 41
the already fragile economic 60
the already fragile relations 65
the already fragile situation 68
the already hostile relations 44
the already intense conflict 43
the already intense pressure 47
the already limited autonomy 93
the already limited capacity 88
the already limited financial 48
the already plastic tumblers 40
the already present tendency 128
the already rampant inflation 43
the already settled colonies 43
the already tenuous relations 58
the already weakened condition 52
the always recurring troubles 45
the always sickening confusion 60
the amending process provided 76
the amount claimed exceeded 65
the amount depending somewhat 48
the amount depends entirely 46
the amount finally received 74
the amount including interest 44
the amount legally required 80
the amount payable annually 214
the amount payable pursuant 213
the amount present increases 50
the amount present initially 88
the amount realized consists 61
