tax will reduce consumption 60
team from oxford university 122
team must clearly understand 63
tear down existing structures 61
ten days before bankruptcy 65
ten days before definitive 56
ten days before publication 80
ten most common occupations 60
ten years before publication 104
ten years before retirement 583
ten years before shakespeare 172
ten years unless terminated 43
ten years without experiencing 82
than among english barristers 47
than among english solicitors 44
than even direct observation 49
than ever before confronted 44
than ever before determined 110
than ever before recognized 109
than five million households 57
than five million immigrants 114
than five million signatures 54
than five million unemployed 123
than four million immigrants 93
than four million unemployed 73
than four square kilometers 40
than from actual experience 216
than from actual observation 280
than from direct experience 231
than from direct instruction 61
than from direct measurement 51
than from direct observation 985
than from formal instruction 61
than from innate incapacity 42
than high income households 75
than high school mathematics 68
than high school principals 44
than just another application 41
than just another management 40
than just gathering information 51
than make further concessions 64
than mere parish assistance 56
than mere tawdry journalism 89
than mere verbal description 77
than more formal approaches 41
than more recent immigrants 107
than most english schoolboys 51
than most modern dramatists 67
than much softer expressions 100
than once almost determined 53
than once passed resolutions 44
than other market structures 50
than other recent presidents 72
than some vaster unthinkable 60
than such verbal recitations 45
than their actual experience 99
than their actual importance 75
than their actual membership 45
than their actual occurrence 76
than their actual percentage 62
than their actual proportions 47
than their english equivalent 110
than their english prototypes 84
than their english successors 74
than their family connections 61
than their fellow countrymen 499
than their female classmates 152
than their former classmates 47
than their former employment 47
than their former prosperity 44
than their initial investment 281
than their mighty solicitude 45
than their modern successors 413
than their muslim compatriots 59
than their mutual confidence 53
than their native liberality 40
than their nearest competitor 82
than their normal complement 88
than their poorer compatriots 58
than their public statements 139
than their public utterances 63
than their sexual orientation 435
than their sexual preference 43
than their speedy destruction 51
than their younger classmates 144
than these latter physically 66
than these simple statements 46
than these trivial relaxations 43
than those already considered 914
than those already discovered 166
than those already enumerated 793
than those already identified 243
than those already introduced 64
than those already prescribed 55
than those already recognized 78
than those already undertaken 57
than those deemed acceptable 47
than those deemed appropriate 43
than those earlier cultivated 41
than those herein enumerated 80
than those herein prescribed 47
than those treated surgically 57
than those without dependents 61
than those without experience 121
than those without psychiatric 44
than three million households 43
than three million immigrants 114
than three million signatures 99
than three million unemployed 124
than three million vietnamese 49
than three standing committees 83
than upon actual experience 51
than upon actual observation 54
than upon direct observation 141
than very minute quantities 41
than were barely sufficient 115
than were earlier generations 203
than when larger quantities 55
than when viewed separately 137
than your doctor prescribed 72
than your doctor prescribes 391
than your doctor recommends 113
than your initial investment 184
than your modest resolutions 42
than your silken tapestries 53
that also appears frequently 42
that also sundry slaughters 62
that among existing landowners 43
that arid plateau terminated 50
that bears closer examination 89
that bears further examination 92
that bears further exploration 47
that bears little similarity 46
that bears striking similarity 51
that blow almost constantly 75
that blow pretty constantly 42
that body passed resolutions 77
that bone marrow suppression 115
that bone marrow transplant 239
that came almost immediately 81
that city without resistance 40
that cuts across boundaries 217
that cuts across generations 131
that cuts across ideological 105
that cuts across individual 135
that cuts across industries 44
that cuts across traditional 858
that defy simple description 91
that defy simple explanation 103
that defy verbal description 97
that dread disease consumption 98
that during muscle contraction 207
that during sexual excitement 123
that early family experience 49
that early modern philosophy 95
that early modern scientists 87
that early sexual experience 222
that early visual experience 245
that even casual observation 87
that even fairly substantial 84
that even future generations 40
that even greater concessions 42
that even greater importance 45
that even greater quantities 40
that even higher proportions 44
that even highly successful 121
that even larger quantities 119
that even minute quantities 260
that even modern technology 44
that even slight alterations 104
that even slight departures 86
that even vastly dissimilar 40
that even without government 152
that even without legislation 81
that ever played basketball 104
that form across generations 102
that form around particular 129
that free market capitalism 741
that free market competition 413
that free market mechanisms 115
that free market principles 124
that free speech guarantees 122
that free speech principles 94
that from actual experience 119
that from actual observation 41
that from another standpoint 109
that from bitter experience 337
that gave formal recognition 40
that gave greater importance 50
that gave greater prominence 89
that gave hitler dictatorial 86
that gave special privileges 109
that give direct information 54
that give further information 104
that give greater importance 45
that give little information 69
that give special advantages 40
that give special privileges 68
that give useful information 116
that goethe became acquainted 61
that good forest management 200
that good thermal conductors 89
that great nations contribute 59
that great russian chauvinism 117
that grew without cultivation 68
that grow without cultivation 59
that have almost completely 180
that have almost disappeared 268
that have already astonished 185
that have already determined 109
that have already disappeared 211
that have already germinated 84
that have already identified 67
that have already influenced 55
that have already instituted 305
that have already introduced 152
that have already manifested 123
that have already penetrated 121
that have already progressed 60
that have already recognized 68
that have already registered 109
that have already terminated 131
that have already transpired 314
that have already undertaken 110
that have always confronted 193
that have always determined 51
that have always fascinated 249
that have always influenced 75
that have always interested 468
that have always maintained 40
that have always preoccupied 222
that have always surrounded 274
that have arisen subsequent 63
that have become abnormally 50
that have become absolutely 55
that have become acceptable 91
that have become accessible 143
that have become acclimated 70
that have become accustomed 1020
that have become antiquated 99
that have become attractive 45
that have become autonomous 242
that have become burdensome 82
that have become celebrated 196
that have become completely 271
that have become conditioned 394
that have become culturally 115
that have become discolored 128
that have become dissociated 55
that have become emblematic 103
that have become emotionally 51
that have become entrenched 1028
that have become essentially 45
that have become fashionable 378
that have become formalized 49
that have become fossilized 120
that have become fragmented 85
that have become habitually 40
that have become habituated 285
that have become hereditary 95
that have become historical 232
that have become hopelessly 49
that have become identified 421
that have become impossible 126
that have become inadequate 92
that have become influential 131
that have become integrated 639
that have become interested 80
that have become interwoven 78
that have become intimately 52
that have become inveterate 43
that have become irrelevant 205
that have become mechanical 87
that have become normalized 87
that have become operational 68
that have become oppressive 263
that have become physically 62
that have become radioactive 44
that have become recognized 199
that have become refractory 61
that have become relatively 700
that have become ritualized 112
that have become routinized 155
that have become sensitized 76
that have become sentiments 44
that have become solidified 43
that have become specialized 766
that have become stabilized 95
that have become stereotyped 277
that have become stereotypes 47
that have become successful 165
that have become surrounded 73
that have become synonymous 650
that have become trademarks 42
that have become traditional 749
that have become ubiquitous 201
that have become unconscious 246
that have better properties 55
that have caused difficulty 131
that have caused particular 62
that have caused substantial 47
that have changed relatively 57
that have clearly identified 58
that have clearly influenced 46
that have common attributes 124
that have common boundaries 46
that have common properties 263
that have common structural 41
that have created successful 56
that have deeply influenced 230
that have direct application 454
that have direct connections 155
that have double consonants 150
that have enough information 66
that have formed connections 41
that have gained acceptance 373
that have gained admittance 267
that have gained ascendancy 155
that have gained experience 67
that have gained importance 79
that have gained popularity 421
that have gained prominence 793
that have gained recognition 145
that have greater experience 53
that have greater resistance 91
that have greatly appreciated 46
that have greatly diminished 107
that have greatly influenced 759
that have greatly multiplied 40
that have greatly simplified 43
that have greatly strengthened 98
that have heavily influenced 107
that have helped constitute 48
that have higher proportions 80
that have highly specialized 288
that have issued securities 88
that have larger populations 61
that have lately transpired 44
that have little application 106
that have little correlation 66
that have little educational 43
that have little experience 245
that have little historical 40
that have little importance 146
that have little information 45
that have little interaction 103
that have little likelihood 181
that have little nutritional 147
that have little resistance 50
that have little scientific 71
that have little similarity 44
that have mostly disappeared 47
that have narrow therapeutic 194
that have neither chronicles 100
that have passed generations 195
that have passed legislation 210
that have passed resolutions 106
that have proved acceptable 58
that have proved attractive 97
that have proved disastrous 56
that have proved efficacious 101
that have proved impossible 51
that have proved inadequate 112
that have proved influential 76
that have proved invaluable 293
that have proved productive 109
that have proved profitable 184
that have proved refractory 75
that have proved relatively 69
that have proved remarkably 89
that have proved serviceable 43
that have proved successful 4187
that have proven efficacious 105
that have proven inadequate 58
that have proven invaluable 168
that have proven refractory 54
that have proven remarkably 44
that have proven successful 3295
that have severe limitations 94
that have shaped educational 52
that have shaped government 88
that have shaped historical 47
that have shaped particular 40
that have shaped perceptions 48
that have shaped traditional 43
that have signed agreements 151
that have sinned heretofore 77
that have special adaptations 68
that have special advantages 40
that have special application 126
that have special facilities 60
that have special importance 412
that have special properties 219
that have stably integrated 139
that have unique attributes 40
that have unique properties 133
that have useful information 100
that have useful properties 71
that having become acquainted 58
that having become instructed 242
that help ensure management 82
that help readers understand 606
that help reduce dependence 128
that high church principles 151
that high energy consumption 50
that high energy physicists 53
that high income households 144
that high income inequality 54
that high mental cultivation 100
that high school attendance 497
that high school authorities 195
that high school basketball 53
that high school counselors 480
that high school enrollment 174
that high school instruction 58
that high school mathematics 67
that high school principals 648
that huge scenic background 233
that india should contribute 65
that india should immediately 70
that jews should assimilate 54
that lack proper ventilation 54
that land reform legislation 164
that last hoarse apostrophe 82
that leads almost inevitably 73
that less direct insinuation 54
that lies behind appearances 206
that lies beyond appearances 64
that lies beyond experience 122
that lies beyond individual 51
that life became impossible 116
that life exists everywhere 97
that life itself originated 43
that life without government 94
that living matter originated 47
that lord edward fitzgerald 418
that lost through evaporation 251
that made belief impossible 46
that made escape impossible 217
that made little concealment 53
that made little difference 3862
that made little distinction 261
that made school attendance 133
that made speech impossible 183
that made travel impossible 113
that make direct comparison 57
that make little difference 193
that make sexual harassment 47
that male sexual orientation 226
that many adults experience 117
that many animal populations 47
that many common assumptions 65
that many common substances 41
that many family businesses 50
that many family caregivers 51
that many flight attendants 57
that many former supporters 43
that many french politicians 42
that many french technicians 44
that many future generations 45
that many german immigrants 54
that many german scientists 47
that many highly specialized 97
that many highly successful 266
that many italian immigrants 143
that many jewish immigrants 59
that many mental defectives 44
that many modern architects 45
that many modern economists 139
that many modern scientific 41
that many modern scientists 47
that many mothers experience 151
that many peasant households 57
that many policy initiatives 43
that many purely mechanical 227
that many recent immigrants 310
that many school authorities 54
that many school counselors 191
that many school principals 57
that many thought impossible 104
that mario looked distressed 47
that marx justly considered 51
that means almost everywhere 51
that means became acquainted 71
that meant honest government 43
that mere animal propagation 64
that mild mental retardation 414
that more clearly identifies 42
that more clearly represents 95
that more formal procedures 154
that more highly specialized 122
that more highly structured 46
that more modern techniques 96
that more recent approaches 83
that more recent experience 131
that more recent generations 147
that more recent historical 43
that more recent immigrants 328
that more recent information 169
that more severe afflictions 88
that more severe punishment 262
that more subtle mechanisms 53
that more useful information 386
that most adults experience 156
that most bloody instrument 46
that most clearly highlights 45
that most clearly identified 86
that most clearly identifies 298
that most clearly illustrate 153
that most clearly represents 371
that most curious phenomenon 47
that most deeply influenced 90
that most deeply interested 176
that most dismal experience 60
that most fierce destruction 194
that most heavily influenced 113
that most humans experience 48
that most italian immigrants 51
that most jewish immigrants 127
that most likely contribute 66
that most likely influenced 95
that most likely originated 151
that most likely represents 386
that most mission statements 44
that most modern economists 164
that most modern literature 62
that most modern scientists 67
that most peasant households 85
that most potent instrument 66
that most recent immigrants 174
that most school counselors 51
that most school principals 52
that most sexual harassment 120
that most singular description 53
that most singular phenomenon 78
that most useful institution 285
that most useful instrument 811
that most violent instrument 58
that move beyond traditional 162
that much better information 43
that much further information 135
that much greater advantages 106
that much greater efficiency 63
that much greater importance 226
that much greater quantities 375
that much greater sacrifices 44
that much higher proportions 170
that much higher velocities 44
that much larger proportions 240
that much larger quantities 956
that much mental retardation 85
that much modern literature 114
that much needed information 47
that much useful information 1490
that must almost inevitably 124
that must commit substantial 53
that must follow resistance 46
that must remain absolutely 96
that must remain consistent 47
that must remain operational 70
that must remain unanswered 328
that must remain unresolved 44
that name existing immediately 78
that need closer examination 147
that need further assessment 195
that need further elaboration 613
that need further elucidation 166
that need further examination 594
that need further explanation 968
that need further exploration 1493
that need further refinement 186
that need little explanation 71
that need special explanation 68
that noah should disinherit 98
that nothing beyond impressions 47
that nothing exists absolutely 182
that nothing seemed impossible 380
that once seemed hopelessly 41
that once seemed impossible 560
that once seemed invincible 44
that only actual attendance 99
that only actual experience 223
that only actual purchasers 47
that only arises indirectly 84
that only binary encounters 52
that only direct experience 121
that only direct government 45
that only direct negotiations 213
that only direct purchasers 92
that only divine providence 41
that only future generations 229
that only highly specialized 126
that only minute quantities 406
that only modern technology 104
that only partial information 192
that only public authorities 100
that only someone intimately 87
that only source calculated 69
that only through acceptance 43
that only through collective 489
that only through competition 109
that only through continuous 130
that only through cooperation 552
that only through discipline 91
that only through experience 275
that only through government 210
that only through individual 145
that only through integration 120
that only through legislation 47
that only through negotiations 92
that only through renunciation 40
that only through repentance 118
that only through scientific 130
that only through systematic 94
that other causes contribute 99
that other reducing substances 94
that other system components 47
that pass through sympathetic 44
that peer review committees 65
that peer sexual harassment 50
that poor german bookseller 128
that poor school attendance 42
that prior became ambassador 156
that prior sexual experience 106
that reach beyond individual 41
that reach beyond traditional 112
that rise almost vertically 65
that rising income inequality 152
that root something profoundly 51
that rose almost vertically 50
that runs through discussions 43
that runs through shakespeare 121
that same learned fraternity 88
that same mutual dependence 109
that saving equals investment 852
that seem almost impossible 200
that seem almost incredible 206
that seem almost inevitable 41
that seem almost miraculous 79
that seem almost superhuman 40
that seem hardly accidental 44
that seem likely candidates 44
that show little difference 60
that single mothers experience 51
that single parent households 115
that soil almost everywhere 47
that some adults experience 42
that some authors considered 93
that some better arrangement 164
that some better chancellor 50
that some common principles 42
that some crucial information 40
that some earlier experience 101
that some ethical principles 48
that some fairly improbable 63
that some farther punishment 69
that some french privateers 64
that some further amendments 50
that some further assistance 41
that some further description 48
that some further elaboration 48
that some further explanation 900
that some further information 156
that some further legislation 47
that some further refinement 55
that some future accidental 48
that some future government 116
that some groups experience 64
that some guilty defendants 253
that some highly specialized 121
that some highly successful 71
that some income inequality 52
that some lawful sovereigns 47
that some little alterations 56
that some little annoyances 42
that some little difference 60
that some little difficulty 86
that some mental defectives 42
that some modern scientists 51
that some person acquainted 42
that some places instituted 192
that some placid comparison 65
that some public declaration 59
that some public institution 77
that some public recognition 103
that some school authorities 40
that some school principals 116
that some secret impediment 88
that some secret inequality 93
that some secret information 67
that some serious misfortune 72
that some severe punishment 50
that some severe strictures 43
that some should deliberate 77
that some signal punishment 50
that some simple explanation 51
that some slight difference 89
that some slight restoration 43
that some soviet economists 50
that some soviet scientists 45
that some special arrangement 139
that some special distinguishing 54
that some special explanation 150
that some special preparation 116
that some stable government 48
that some striking experience 51
