tact carried him through 47
tail adapted for swimming 52
tail broader and heavier 49
tail covered with scales 190
tail coverts and flanks 117
tail coverts are barred 139
tail coverts are bright 55
tail coverts are tipped 119
tail hollowing and cheering 42
tail streamed out behind 172
take account not merely 798
take account not simply 100
take against that member 103
take america and france 65
take between two points 61
take candide and martin 47
take careful aim before 60
take castles and cities 42
take chances and assume 48
take chances with something 64
take classes and attend 46
take classes for credit 57
take comfort and strength 87
take command and direct 71
take control and assume 82
take control and become 199
take control and decide 78
take control and direct 253
take control and impose 49
take control and manage 126
take counsel and advice 117
take counsel and advise 64
take counsel and decide 65
take counsel with anyone 46
take counsel with itself 142
take counsel with myself 368
take counsel with someone 61
take counsel with thyself 54
take courage and attack 125
take courage and double 46
take courage and follow 166
take courage and repent 177
take courage and return 394
take courage and strength 102
take courses and attend 85
take courses for credit 846
take delight and solace 65
take everything its nature 46
take everything off except 49
take everything that belongs 99
take everything they needed 75
take everything they wanted 81
take friends and family 61
take himself and family 78
take himself for better 944
take himself off ashore 67
take himself off before 64
take himself off without 131
take illusion for reality 65
take lessons and become 42
take matters any further 105
take measures for altering 75
take measures for assuring 44
take measures for avoiding 80
take measures for carrying 723
take measures for checking 132
take measures for ensuring 435
take measures for entering 59
take measures for erecting 52
take measures for exciting 44
take measures for further 51
take measures for guarding 71
take measures for insuring 57
take measures for opposing 54
take measures for public 61
take measures for pursuing 51
take measures for quieting 69
take measures for reducing 123
take measures for relief 45
take measures for removing 188
take measures for rescuing 55
take measures for safety 47
take measures for securing 2564
take measures for settling 224
take measures for stopping 100
take measures that reduce 53
take measures with regard 146
take montreal and quebec 59
take occasion for satire 81
take offense and become 48
take offense and refuse 47
take passage for boston 43
take passage for canada 47
take passage for england 462
take passage for europe 124
take passage for france 86
take passage for london 50
take regular and severe 57
take service this sunday 44
take service with another 141
take service with anyone 43
take shelter and repose 60
take silence for assent 67
take thursday and friday 97
take trouble and suffer 125
take trumpet and herald 74
take vengeance and forget 78
take vengeance for medusa 109
taking classes and studying 56
taking counsel with itself 70
taking counsel with myself 81
taking counsel with street 91
taking courses for credit 157
taking degrees and choosing 44
taking effects for causes 53
taking everything they wanted 62
taking jeremiah and baruch 49
taking lessons was absurd 46
taking material and useful 114
taking measures for carrying 150
taking measures for erecting 60
taking measures for securing 421
taking measures for thwarting 45
taking passage for england 60
taking perhaps one million 48
taking present and future 93
taking silence for assent 54
talk between them became 43
talk between them seemed 46
talk between them turned 45
talk between two stress 146
talk finally got around 42
talk frankly and freely 401
talk frankly and openly 474
talk frankly and without 47
talk quietly and calmly 66
talk together and decide 120
tall buildings all around 201
tall buildings and bustling 42
tall buildings and narrow 158
tall buildings and towers 230
tall buildings that looked 47
tall buildings that seemed 49
tall figures that lifted 259
tall flowers and plants 62
tall glasses and silver 126
tall grasses and bushes 138
tall grasses and rushes 96
tall grasses and sedges 212
tall grasses and shrubs 183
tall mirrors and tables 70
tall parents are likely 67
tall stature and imposing 84
tall stature and robust 48
tall willows and elders 109
tall windows and looked 73
tall windows are placed 41
tall windows that looked 436
tall windows that opened 142
tall windows that reached 50
tame animals and plants 42
tame animals are better 382
tame rabbits are turned 41
tank crowded with doomed 47
tank forward and caused 52
tape measures and rulers 727
tape punches and readers 359
tape recording was played 453
tape squeaked and someone 91
task because they lacked 43
task exceeds her powers 49
task quickly and without 42
taut against her breasts 52
taut between two points 155
taxi drivers and street 120
taxi drivers are honest 64
teach content and skills 47
teach doctors and nurses 55
teach history and english 174
teach letters and sounds 48
teach manners and morals 88
teach patient and family 102
teach religion and morals 69
teach spanish and french 127
teach workers new skills 46
teams against one another 419
teams unyoked and driven 118
tears abjured his errors 96
tears because she thought 81
tears because she wanted 45
tears channel her cheeks 45
tears coursed one another 399
tears covered her cheeks 159
tears dampening her cheeks 72
tears escaped and rolled 63
tears eternal that embalm 80
tears flooded her cheeks 106
tears following one another 46
tears scalded her cheeks 104
tears stained her cheeks 146
tears stained his cheeks 50
tears streaked her cheeks 238
tears streaked his cheeks 71
teen hundred and eighty 151
teen hundred and ninety 45
teen hundred and twenty 57
teeth adapted for crushing 142
teeth adapted for grinding 142
teeth against his tanned 73
teeth against one another 379
teeth between her parted 47
teeth between his parted 41
teeth chatter with fright 56
teeth checked and cleaned 118
teeth clenching and grinding 93
teeth covered with tartar 104
teeth prayers for another 84
teeth together and forced 60
teeth together and fought 52
teeth together and glared 45
teeth together and learned 65
teeth together and looked 57
teeth together and stared 64
teeth together and turned 84
teeth together and waited 41
teeth together with something 56
teeth worried her bottom 180
tell between each stroke 156
tell everything that occurs 50
tell everything that passed 68
tell everything that passes 41
tell friends and family 1156
tell herself she should 113
tell stories and convey 56
tell stories and listen 160
tell stories and recite 119
tell stories and relate 61
tell stories and unfold 48
tell wherein they differ 82
tend towards one another 555
tend towards this result 41
tenth century and became 147
tenth century and before 140
tenth century and beyond 250
tenth century and earlier 223
tenth century and lasted 60
tenth century and reached 82
tenth century had already 59
tenth century had become 130
tenth century had little 49
tenth century they became 82
tenth century was called 41
tenth century was marked 113
term allergy was coined 50
term borrowing and equity 147
term capital and errors 117
term courses for training 43
term credits and grants 108
term defined may happen 42
term denotes not merely 49
term ecology was coined 85
term effects and safety 112
term effects are likely 420
term effects are unclear 199
term effects may differ 63
term effects may result 170
term efforts are needed 99
term factors that affect 146
term fractal was coined 68
term general and special 403
term hormone was coined 41
term implies that something 44
term infants and adults 226
term infants fed various 116
term infants with normal 54
term infants with severe 422
term measures are needed 145
term national and global 43
term natural gas supply 108
term neonates with severe 53
term outlook for energy 140
term patient and family 451
term private and public 236
term process that occurs 89
term profits and losses 46
term profits and market 101
term profits and return 40
term research and planning 51
term research and training 99
term results are better 235
term results are likely 155
term results are needed 127
term results with vacuum 50
term revenue and profit 116
term solution was needed 111
term storage and backup 60
term storage and recall 42
term studies are needed 2882
term success with weight 94
term support and follow 98
term vitamin was coined 42
term winners and losers 181
test animals and humans 422
test anxiety and school 91
test anxiety and stress 312
test applied was whether 99
test battery for adults 91
test battery for measuring 50
test between two groups 68
test booklet and answer 657
test bottles are placed 63
test carried out before 158
test circuit for measuring 202
test content and format 261
test devices for modems 194
test ensures that courts 47
test matches are played 110
test material was placed 62
test objects are placed 52
test program that creates 192
test question and answer 46
test results and actual 511
test results and design 155
test results and disease 102
test results and findings 143
test results and follow 131
test results and grades 133
test results and normal 55
test results and report 81
test results and school 400
test results and scores 82
test results and should 342
test results and teacher 414
test results and values 197
test results are almost 83
test results are already 52
test results are always 262
test results are better 115
test results are clearly 57
test results are common 74
test results are fairly 47
test results are higher 86
test results are highly 353
test results are likely 486
test results are listed 768
test results are needed 373
test results are normal 1787
test results are placed 52
test results are posted 43
test results are rarely 115
test results are shared 95
test results are stored 127
test results are unclear 48
test results are useful 182
test results are viewed 40
test results for future 61
