tack without saying something 64
take advice from another 54
take advice from anyone 636
take advice from nobody 90
take advice from someone 623
take another breath before 82
take another breath without 49
take another cold shower 85
take another drop without 58
take another hour before 81
take another look around 2181
take another look before 153
take another look inside 157
take another look through 236
take another month before 71
take another pass through 52
take another step before 76
take another step beyond 85
take another step closer 232
take another step further 175
take another step onward 40
take another step toward 1650
take another step upward 66
take another step without 319
take another trip around 104
take another trip through 41
take another turn around 328
take another turn before 58
take another very simple 58
take another walk around 146
take another walk through 78
take another week before 81
take another wife without 188
take canada from france 62
take credit card orders 361
take cuttings from plants 65
take effect even before 155
take effect from august 150
take effect just before 61
take effect more slowly 65
take effect only through 217
take effect upon becoming 48
take effect upon expiry 220
take effect very slowly 139
take effect when signed 110
take equals from equals 922
take flight from pressing 65
take flight from reality 113
take little more credit 58
take orders from abroad 50
take orders from another 231
take orders from anyone 2193
take orders from berlin 132
take orders from bosses 48
take orders from higher 62
take orders from london 45
take orders from moscow 1182
take orders from nobody 313
take orders from someone 694
take pretty high ground 77
take refuge among aliens 46
take refuge from arrest 63
take refuge from reality 343
take refuge from storms 123
take refuge there without 55
take repose were unable 116
take revenge upon felice 57
take revenge upon whoever 61
take shower baths before 40
take slaves from africa 97
take solemn vows without 41
take someone very special 43
take something else instead 104
take something from another 424
take something from nature 41
take something from someone 869
take something into itself 101
take something very special 52
take special care before 50
take twenty years before 286
take without giving something 73
taking advice from anyone 124
taking advice from someone 191
taking another look around 260
taking another look through 47
taking another step closer 248
taking another step toward 896
taking canada from france 45
taking credit card orders 47
taking cuttings from plants 53
taking equals from equals 55
taking flight into regions 46
taking mutual hold pulled 61
taking myself from myself 65
taking notice what effect 51
taking orders from abroad 50
taking orders from another 174
taking orders from anyone 750
taking orders from berlin 66
taking orders from higher 81
taking orders from london 58
taking orders from moscow 1066
taking orders from nobody 45
taking orders from someone 562
taking orders from stalin 45
taking orders from whites 40
taking slaves from africa 77
taking something from another 403
taking something from someone 539
taking special care around 47
tale handed down through 58
tale itself grew richer 73
tale passed down through 44
tale passed from fiction 49
tale proves such habits 40
talk became more serious 64
talk english well enough 129
talk myself into building 45
talk myself into something 46
talk pretty good english 200
talk should have proved 45
talk someone into something 205
talk through their feelings 583
talk through their issues 40
talk through these issues 157
talk through your feelings 106
tall barbed wire fences 67
tall fellow drew something 59
tall female very poorly 42
tall figure bent almost 41
tall figure came around 52
tall figure came striding 72
tall figure came through 50
tall figure came toward 48
tall figure coming toward 69
tall figure gave another 63
tall figure pacing slowly 60
tall flower urns standing 57
tall shadow fell across 145
tame beside these earlier 40
tank battle ever fought 136
tank versus tank battle 223
tank versus tank combat 99
tape measure from around 50
tape measure hanging around 42
tart granny smith apples 114
task became more urgent 82
task beyond their powers 276
task beyond their strength 364
task beyond your powers 45
task beyond your strength 80
task forces were already 41
task forces were created 339
task forces were formed 522
task groups were formed 103
task should have fallen 317
taxi should cost around 77
teach someone else something 46
teams report their findings 49
teams should have access 40
teams visiting south africa 61
tearing itself into pieces 42
tears become three rivers 40
tears flowed even faster 41
tears flowed like rivers 43
tears flowed more freely 254
tears gushed from albert 52
tears gushed from linton 63
tears streaming down cheeks 46
teeth except third molars 71
tell anyone else before 90
tell anyone else except 61
tell anyone your secret 225
tell fairly well whether 53
tell pretty well whether 58
tell someone else something 89
tell whether lady hester 57
tell whether these changes 191
tell whether these methods 96
tell whether these titles 71
tell whether what appears 201
tell whoever will listen 66
tend toward some degree 40
tenth should give notice 370
term assets held abroad 119
term became more common 50
term became more widely 65
term credit from abroad 87
term credit into medium 181
term credit more readily 110
term limits take effect 46
term limits took effect 298
term passed away without 44
term relief from stress 86
term sickle cell disease 189
term spinal cord injury 361
test anxious high school 93
test blanks were scored 41
test methods have become 81
test papers were scored 93
test pieces were placed 78
test pieces were tested 49
test pilots were killed 42
test scores from school 109
test scores have become 124
test scores have fallen 81
test scores have little 188
test scores into grades 61
test scores were better 153
test scores were higher 1021
test scores were highly 129
test section mach number 310
test showed very little 53
test whether there exists 306
test whether these findings 82
test whether these values 93
test yields three scores 51
text copied from another 44
text covers such topics 113
text quoted from another 47
text should flow around 49
text should wrap around 257
theft losses from income 122
theft occurs when someone 195
their actions from public 68
their actions from simple 41
their actions have already 81
their actions have always 59
their actions have become 116
their actions have caused 199
their actions have created 45
their actions have helped 49
their actions have little 145
their actions have proved 70
their actions just before 41
their actions more clearly 48
their actions more gentle 46
their actions must always 53
their actions must depend 49
their actions soon united 229
their actions speak louder 292
their actions upon entering 74
their actions went beyond 43
their actions were almost 70
their actions were always 200
their actions were beyond 217
their actions were caused 59
their actions were clearly 106
their actions were deemed 75
their actions were driven 63
their actions were guided 259
their actions were highly 74
their actions were indeed 57
their actions were judged 50
their actions were lawful 215
their actions were likely 215
their actions were marked 53
their actions were merely 68
their actions were neither 52
their actions were purely 49
their actions were rooted 45
their actions were shaped 58
their actions were simply 98
their actions were viewed 64
their actions were wholly 79
their actions will affect 656
their actions will always 135
their actions will become 56
their actions will depend 79
their actions will follow 53
their actions will remain 45
their actions will result 185
their actual body weight 77
their actual fair market 96
their actual food intake 45
their actual health status 79
their actual show seemed 87
their actual test scores 48
their actual voting strength 88
their advice what should 75
their advice when called 52
their agency will effect 41
their agents were active 67
their agents were already 42
their agents were killed 60
their allies from beyond 87
their allies have become 47
their allies have sought 69
their allies were already 229
their allies were called 47
their allies were driven 96
their allies were engaged 106
their allies were fighting 177
their allies were forced 131
their allies were killed 103
their allies were routed 89
their allies were unable 64
their almost nude bodies 41
their already heavy burden 135
their already high levels 196
their altars upon twelve 76
their always wearing gloves 43
their annual base salary 53
their annual camp meetings 46
their annual cash income 303
their annual fish dinner 43
their annual food supply 94
their annual town meetings 339
their appeals were denied 75
their arches like vermin 43
their armies from greece 45
their armies have passed 45
their armies into attica 72
their armies into battle 338
their armies into france 133
their armies into winter 67
their armies were already 81
their armies were always 123
their armies were better 91
their armies were driven 61
their armies were engaged 50
their armies were fighting 70
their armies were forced 78
their armies were greatly 40
their armies were marching 92
their armies were routed 42
their armies were united 51
their armies were unpaid 61
their armies will starve 52
their arrest were issued 152
their arrows from behind 320
their arrows were tipped 120
their assets held abroad 40
their assets more liquid 135
their assets were frozen 99
their assets were seized 91
their assets were valued 45
their atomic mass number 83
their attack just before 62
their attack upon england 41
their attack upon france 76
their attack upon nantes 52
their authors have already 41
their authors have failed 51
their authors have fallen 45
their authors were neither 143
their authors were unable 67
their babies even before 48
their babies home through 49
their babies live inside 91
their barbed wire fences 104
their becoming free should 61
their better days should 48
their bodies bent almost 84
their bodies bent double 83
their bodies even closer 82
their bodies from becoming 69
their bodies from disease 354
their bodies from freezing 63
their bodies from touching 65
their bodies have already 81
their bodies have become 681
their bodies have changed 138
their bodies have failed 407
their bodies have shrunk 44
their bodies have turned 72
their bodies into little 162
their bodies into pieces 198
their bodies into shapes 42
their bodies into something 49
their bodies into strange 103
their bodies into various 229
their bodies just touching 55
their bodies left behind 142
their bodies left without 45
their bodies like sleepy 86
their bodies like snakes 60
their bodies more slowly 75
their bodies soon become 40
their bodies well enough 44
their bodies were almost 404
their bodies were already 159
their bodies were always 112
their bodies were asleep 62
their bodies were barely 45
their bodies were becoming 65
their bodies were better 93
their bodies were bloody 59
their bodies were broken 115
their bodies were buried 1522
their bodies were burned 1897
their bodies were changed 74
their bodies were clothed 99
their bodies were coated 60
their bodies were created 45
their bodies were daubed 55
their bodies were denied 41
their bodies were doomed 41
their bodies were draped 46
their bodies were dumped 237
their bodies were filled 136
their bodies were forced 44
their bodies were formed 114
their bodies were frozen 62
their bodies were hacked 162
their bodies were handed 47
their bodies were hidden 233
their bodies were hurled 70
their bodies were joined 470
their bodies were locked 119
their bodies were mangled 432
their bodies were marked 165
their bodies were merely 59
their bodies were picked 60
their bodies were placed 361
their bodies were pulled 65
their bodies were racked 50
their bodies were ripped 52
their bodies were rolled 44
their bodies were rubbed 73
their bodies were shaped 81
their bodies were simply 89
their bodies were smeared 203
their bodies were soaked 54
their bodies were strewn 66
their bodies were tossed 117
their bodies were touching 456
