tack they unanimously steer 104
tact and gentlemanly feeling 45
tact and understanding which 53
take all practicable steps 1773
take all preliminary steps 67
take any affirmative action 959
take any affirmative steps 128
take any enforcement action 561
take any independent action 375
take any intermediate value 55
take any irrevocable steps 40
take any legislative action 107
take any opportunity which 116
take any precipitate action 432
take any precipitous action 191
take any preliminary steps 40
take any prescription drugs 154
take any provocative action 77
take any refreshment until 60
take any significant action 347
take any significant steps 172
take any substantive action 84
take any unnecessary risks 1919
take her temperature again 52
take her temperature daily 65
take her temperature every 189
take her temperature twice 50
take his temperature after 61
take his temperature again 56
take his temperature every 111
take law enforcement action 46
take that opportunity which 73
take that satisfaction which 48
take this opportunity again 171
take this opportunity first 43
take this opportunity today 116
take this opportunity while 97
take this transformed scalp 153
take two alternative forms 59
take two preliminary steps 51
taking all practicable steps 304
taking any affirmative action 69
taking any affirmative steps 59
taking any commodities within 79
taking any enforcement action 91
taking any independent action 150
taking any irrevocable steps 67
taking any legislative action 42
taking any precipitate action 228
taking any precipitous action 96
taking any prescription drugs 226
taking any significant action 135
taking any significant steps 43
taking any unnecessary risks 361
taking her temperature every 83
taking his temperature every 70
taking our refreshment under 83
taking out unnecessary words 42
taking this organization where 45
talk was exclusively about 53
talk was principally about 46
talk with adolescents about 41
talk with individuals about 117
talk with intelligent people 113
tall and athletically built 213
tall and distinguished looking 790
tall and exquisitely noble 58
tame and commonplace after 63
tame and uninteresting after 48
tape and bureaucratic delay 51
task and maintenance goals 104
task and maintenance needs 392
task and maintenance roles 801
teach and spiritually guide 42
teams and individuals within 82
teams and individuals working 48
tears and lamentations could 66
tears and lamentations moved 107
tears and lamentations which 52
tears and lamentations would 58
tears and pilgrimages shall 40
tease him mercilessly about 50
teem with publications tending 104
teeth are congenitally missing 241
teeth are occasionally found 108
tell him disagreeable truths 113
tell them disagreeable truths 54
tell them unpalatable truths 60
tell you particulars about 46
term and intermediate goals 460
term and intermediate loans 213
term and perspective plans 149
term and sustainable basis 47
term and sustainable growth 46
term tax anticipation notes 161
test and achievement tests 189
test and remorseless logic 155
test for differences within 117
test for unreasonable danger 98
test its explanatory power 81
test its performance under 40
test this possibility would 120
test was constructed which 62
test was interrupted after 51
text and explanatory notes 140
text that anticipates every 122
text that facilitates frame 100
text with explanatory notes 91
their being combustible would 77
their due remuneration while 109
their ill inclinations under 56
their job descriptions would 70
their job performance would 57
their law enforcement needs 160
their long established homes 41
their low maintenance costs 66
their new environment after 57
their new environment rather 41
their new environment which 56
their new environment while 87
their new environment would 69
their new equilibrium after 70
their new equilibrium level 141
their new organization would 44
their new professional roles 45
their new relationship would 54
their new settlements after 57
their old constitution would 62
their old distinctive names 65
their own accumulated funds 70
their own accumulated savings 94
their own achievement goals 40
their own achievement level 58
their own achievement needs 100
their own achievement tests 74
their own advancement rather 102
their own advancement within 69
their own advancement would 53
their own affirmative action 234
their own alternative plans 55
their own alternative vision 46
their own ambivalence about 668
their own arrangements about 331
their own arrangements which 40
their own arrangements within 88
their own assessments about 112
their own bureaucratic power 120
their own calculations about 91
their own calculations based 40
their own centrifugal force 140
their own civilization which 79
their own comfortable homes 261
their own comfortable house 46
their own comfortable lives 94
their own commodities under 494
their own commonplace books 72
their own communities about 62
their own communities after 142
their own communities based 56
their own communities could 83
their own communities might 51
their own communities rather 256
their own communities under 104
their own communities until 51
their own communities where 310
their own communities which 227
their own communities while 134
their own communities within 228
their own communities would 113
their own complicated lives 50
their own conjectures about 74
their own consciences about 69
their own consciences alone 43
their own consciences could 44
their own consciences either 97
their own consciences fully 265
their own consciences might 59
their own consciences rather 210
their own consciences shall 77
their own consciences which 70
their own consciences would 146
their own constituent parts 109
their own constitution which 124
their own constricted lives 47
their own construction crews 51
their own construction firms 47
their own continental shelf 254
their own convenience rather 418
their own conversation about 103
their own conversation apart 63
their own cooperative banks 44
their own cooperative store 78
their own departments rather 70
their own departments which 56
their own descendants would 44
their own descriptive names 52
their own descriptive terms 71
their own descriptive words 49
their own development after 49
their own development costs 64
their own development funds 96
their own development goals 209
their own development model 43
their own development needs 1260
their own development plans 1090
their own development rather 154
their own development under 53
their own development where 40
their own development which 61
their own development while 136
their own development within 131
their own development would 71
their own discoveries about 264
their own distempered sight 47
their own distinctive beauty 43
their own distinctive brand 185
their own distinctive charm 46
their own distinctive clothing 48
their own distinctive color 84
their own distinctive dress 377
their own distinctive ethnic 86
their own distinctive forms 526
their own distinctive goals 58
their own distinctive group 58
their own distinctive legal 43
their own distinctive lines 93
their own distinctive local 65
their own distinctive marks 114
their own distinctive meanings 57
their own distinctive modes 88
their own distinctive music 91
their own distinctive names 447
their own distinctive needs 150
their own distinctive norms 74
their own distinctive place 61
their own distinctive roles 83
their own distinctive rules 53
their own distinctive sense 52
their own distinctive shape 52
their own distinctive signs 42
their own distinctive social 230
their own distinctive sound 254
their own distinctive stamp 212
their own distinctive style 1774
their own distinctive terms 87
their own distinctive touch 42
their own distinctive types 157
their own distinctive views 149
their own distinctive vision 60
their own distinctive voice 157
their own distinctive world 50
their own distribution costs 45
their own eligibility rules 100
their own enlightened views 50
their own enterprises rather 51
their own enterprises within 41
their own environment could 92
their own environment rather 81
their own environment where 41
their own environment which 86
their own environment while 46
their own environment within 48
their own established modes 53
their own established rules 58
their own established views 41
their own ethnocentric biases 45
their own expectations about 637
their own expectations rather 41
their own experiences about 190
their own experiences after 54
their own experiences could 57
their own experiences growing 100
their own experiences might 44
their own experiences rather 311
their own experiences under 139
their own experiences where 63
their own experiences which 287
their own experiences while 199
their own experiences within 379
their own experiences working 72
their own experiences would 138
their own experiential learning 64
their own experiential world 57
their own explanations about 67
their own extravagant false 64
their own frustrations about 43
their own fundamental needs 105
their own geographical region 113
their own governments after 68
their own governments could 76
their own governments might 42
their own governments rather 45
their own governments under 102
their own governments which 117
their own governments while 54
their own governments within 43
their own governments would 183
their own grammatical rules 109
their own illustrated books 46
their own imaginations rather 52
their own imaginative lives 63
their own imaginative vision 42
their own imaginative world 49
their own improvement plans 65
their own inalienable right 189
their own inclinations might 64
their own inclinations rather 135
their own inclinations would 206
their own independent action 323
their own independent bases 80
their own independent basis 82
their own independent class 90
their own independent firms 49
their own independent force 61
their own independent forms 70
their own independent goals 76
their own independent group 96
their own independent homes 87
their own independent kingdom 179
their own independent label 63
their own independent labor 60
their own independent learning 116
their own independent legal 137
their own independent lines 170
their own independent lives 1354
their own independent local 79
their own independent logic 44
their own independent moral 67
their own independent nation 393
their own independent party 162
their own independent place 48
their own independent plans 49
their own independent power 763
their own independent reason 43
their own independent rhythm 43
their own independent right 168
their own independent social 107
their own independent space 51
their own independent state 5094
their own independent study 181
their own independent thinking 373
their own independent trade 169
their own independent unions 199
their own independent units 67
their own independent value 113
their own independent views 265
their own independent voice 61
their own independent world 104
their own independent writing 93
their own inequitable deeds 44
their own inhabitants which 74
their own inheritance taxes 44
their own instinctual needs 46
their own institutions could 67
their own institutions rather 111
their own institutions under 73
their own institutions until 41
their own institutions which 163
their own institutions while 45
their own institutions within 86
their own institutions would 77
their own jurisdiction shall 45
their own legislative power 82
their own longitudinal study 53
their own maintenance costs 58
their own maintenance needs 53
their own maintenance staff 48
their own maintenance while 69
their own manufacture which 74
their own manufacturing firms 41
their own manufacturing needs 96
their own manufacturing plant 72
their own manufacturing units 115
their own mathematical learning 53
their own mathematical thinking 257
their own metaphysics might 140
their own observations about 422
their own observations rather 52
their own occupational goals 56
their own occupational group 211
their own occupational level 84
their own opportunity costs 70
their own organization after 52
their own organization based 52
their own organization could 51
their own organization known 40
their own organization rather 110
their own organization under 131
their own organization which 263
their own organization while 58
their own organization within 155
their own organization would 59
their own performance after 89
their own performance based 56
their own performance goals 357
their own performance level 85
their own performance rather 149
their own performance under 75
their own performance while 71
their own performance within 69
their own performance would 75
their own personality needs 444
their own personality rather 49
their own personality style 72
their own personality types 72
their own personality which 107
