tack and starboard tack 95
tact and diplomacy must 48
tact and diplomacy were 242
tact and diplomacy when 137
tact and diplomacy will 108
tact and discretion were 123
tact and discretion when 61
tact and discretion will 52
tact and practical good 58
tact for reverence among 57
tact with wonderful truth 56
tags are available from 71
tags are generally used 66
tags are typically used 53
tail and scampered away 50
tail are converted into 41
tail are separated from 45
tail with remainder over 109
take all available means 66
take all distastes from 42
take all interests into 68
take all necessary care 216
take all necessary means 273
take all reasonable care 1025
take all reasonable means 493
take and subscribe said 77
take and subscribe such 252
take any additional time 40
take any advantage from 298
take any advantage over 85
take any artillery along 66
take any beneficial part 62
take any criticism from 59
take any desperate step 104
take any different view 99
take any effective part 515
take any effective step 229
take any effectual step 523
take any efficient part 47
take any equivocal step 46
take any important part 450
take any important step 740
take any leadership role 56
take any medication during 76
take any necessary step 78
take any political step 83
take any practical part 69
take any practical step 111
take any premature step 48
take any principle upon 57
take any prisoners from 69
take any proceedings upon 44
take any prominent part 1236
take any reasonable means 70
take any reasonable part 44
take any reasonable risk 64
take any statement from 44
take any substance from 57
take any suggestion from 62
take any territory from 79
take any unmarried girl 111
take both dimensions into 72
take but imperfect note 255
take but reasonable toll 573
take for ourselves what 59
take for themselves from 45
take for themselves what 223
take her afternoon rest 42
take her daughters into 41
take her departure from 417
take her horseback riding 88
take her interests into 50
take her maternity leave 51
take her medicines from 47
take her proffered hand 85
take her someplace else 105
take her someplace nice 70
take her someplace safe 65
take her somewhere else 1003
take her somewhere nice 90
take her somewhere safe 105
take him instantly back 57
take him literally when 135
take him someplace else 77
take him somewhere else 1151
take his afternoon walk 616
take his allowance from 66
take his amiability upon 45
take his appointed part 54
take his character away 41
take his character from 229
take his character only 49
take his cigarette case 40
take his colleagues into 70
take his commission from 92
take his customary rest 41
take his customary walk 98
take his daughters away 50
take his daughters back 46
take his daughters home 158
take his departure from 2134
take his departure till 113
take his departure when 161
take his directions from 278
take his discharge from 61
take his dishonest turn 53
take his dismissal from 66
take his existence upon 70
take his followers back 45
take his followers into 60
take his happiness away 52
take his interests into 56
take his knowledge from 46
take his ministers from 81
take his political life 66
take his proffered hand 149
take his provisions from 64
take his standards from 64
take its character from 974
take its complexion from 187
take its definition from 44
take its departure from 1228
take its destinies into 43
take its directions from 190
take its existence away 55
take its existence into 83
take its influence into 66
take its interests into 147
take its occupation away 82
take its reference from 50
take its standards from 101
take its structure from 41
take long afternoon naps 110
take off passengers from 72
take one additional step 365
take one important step 124
take our daughters unto 427
take our definition from 70
take our departure from 1436
take our destinies into 59
take our different ways 40
take our directions from 73
take our interests into 99
take our knowledge from 68
take our prisoners from 73
take our standards from 75
take out additional life 55
take out insurance when 47
take that additional step 145
take that happiness away 49
take that important step 363
take that knowledge away 82
take that knowledge back 58
take that knowledge from 65
take that knowledge into 105
take that momentous step 45
take that necessary step 102
take that privilege away 120
take that privilege from 70
take that prominent part 74
take that reasonable care 365
take that resolution from 69
take that statement back 115
take that statement into 43
take them horseback riding 41
take them someplace else 216
take them somewhere else 1314
take them somewhere safe 41
take this additional gift 66
take this additional step 515
take this assumption into 57
take this character from 52
take this connection into 46
take this contingency into 97
take this correction into 42
take this courageous step 79
take this criticism into 63
take this definition from 99
take this desperate step 223
take this difficult step 74
take this discussion into 56
take this diversity into 242
take this expedient into 46
take this expression from 152
take this frightful form 77
take this gentleman down 40
take this gentleman home 41
take this gentleman into 61
take this grievance into 53
take this important fact 129
take this important post 43
take this important step 1419
take this important work 79
take this influence into 211
take this influence very 51
take this knowledge back 90
take this knowledge from 49
take this knowledge into 309
take this leadership role 66
take this limitation into 170
take this momentous step 428
take this necessary step 140
take this objective into 48
take this obligation upon 43
take this paragraph from 56
take this parameter into 63
take this precaution when 78
take this precaution will 44
take this principle into 267
take this principle more 148
take this privilege away 70
take this privilege from 118
take this reasonable step 42
take this reasonable view 42
take this reference from 88
take this resolution were 68
take this somewhere else 77
take this statement from 158
take this statement into 76
take this statement very 64
take this structure into 109
take this suggestion from 67
take this suggestion into 142
take this suggestion very 69
take too literally what 153
take two additional years 88
take two different paths 239
take two electrons from 45
take two instances from 113
take two instances only 59
take two quotations from 49
take was different from 192
take with gratitude what 85
take you horseback riding 68
take you someplace else 227
take you someplace nice 117
take you someplace safe 102
take you somewhere else 1484
take you somewhere more 91
take you somewhere nice 207
take you somewhere safe 228
take you somewhere very 52
taking all conditions into 74
taking all interests into 72
taking all necessary care 69
taking all qualities into 73
taking all reasonable care 150
taking all reasonable means 43
taking and cultivating fish 66
taking and subscribing such 55
taking any advantage from 53
taking any effective part 126
taking any effectual step 79
taking any important part 165
taking any important step 481
taking any medication during 88
taking any microsoft exam 56
taking any practical part 45
taking any prominent part 620
taking any territory from 49
taking for themselves what 65
taking her afternoon rest 75
taking her afternoon walk 292
taking her departure from 241
taking her nightgown from 41
taking her proffered hand 179
taking her reluctant hand 104
taking her somewhere else 56
taking her unresisting hand 206
taking him somewhere else 77
taking his afternoon rest 85
taking his afternoon ride 47
taking his afternoon walk 316
taking his character from 40
taking his cigarette from 105
taking his commission from 138
taking his customary walk 321
taking his daughters home 88
taking his departure from 1726
taking his departure when 105
taking his directions from 76
taking his discharge from 65
taking his doctorate from 40
taking his listeners into 40
taking his political life 144
taking his proffered hand 252
taking its character from 385
taking its complexion from 73
taking its departure from 645
taking its substance from 65
taking long afternoon naps 54
taking old democrats into 60
taking our departure from 496
taking that energetic step 71
taking that important step 81
taking them somewhere else 86
taking this additional step 93
taking this desperate step 103
taking this important step 1333
taking this influence into 51
taking this knowledge into 55
taking this medication have 72
taking this momentous step 284
taking this necessary step 101
taking too literally what 44
taking two different paths 41
taking two electrons from 42
taking was performed when 128
taking you somewhere else 85
tale had doubtless been 42
tale that herodotus heard 40
tale was collected from 96
talk and criticism fell 41
talk and discourse went 58
talk and discussion among 68
talk and foreigner talk 231
talk and household life 97
talk and reflection over 43
talk and sometimes even 54
talk and wholesome wine 225
talk was different from 151
talk with quotations from 45
talk with secretary hull 49
tall and dignified form 61
tall and exceedingly good 60
tall and exceedingly well 306
tall and extremely good 71
tall and extremely well 103
tall and overgrown ones 43
tall and perfectly well 81
tall and venerable form 56
tall but exceedingly lank 49
tall but shattered pole 176
tame and tractable only 44
tame this rebellious heart 52
tank and artillery fire 1284
tank and associated piping 93
tank was converted into 80
tape are available from 115
taps are sometimes used 41
task are different from 63
task far different from 73
task for political theory 53
task had previously been 85
task has generally been 100
task has sometimes been 43
task his abilities anew 60
task that confronts those 50
task too difficult even 42
task was commenced amid 61
task was completed during 106
task was completed only 87
task was completed when 199
task was different from 201
task was exceedingly great 84
task was fulfilled when 82
task was performed during 65
task was performed more 122
task with admirable care 99
task with admirable tact 74
task with exquisite good 70
teach and encourage their 87
teach and encourage your 44
teach and enlighten their 86
teach and propagate their 46
teach and reinforce reading 70
teach and reinforce these 70
teach and themselves teach 237
teach and transform beings 78
teach and transform living 247
teach his disciples what 108
teach that christians must 42
teams are different from 165
teams are generally more 122
teams are organized into 101
teams are recruited from 49
teams had completed their 128
tears and collapsed into 61
tears and entreaties from 46
tears and entreaties must 52
tears and entreaties were 274
tears and swallowed hard 162
tears ran unchecked down 225
tears run unchecked down 54
teasing and practical joking 79
teem with countless living 107
teem with excellent fish 51
teem with quotations from 116
teeth and associated oral 75
teeth and bloodshot eyes 64
teeth and contracting jaws 73
teeth and flattened nose 76
teeth and harvested fleas 51
teeth and permanent teeth 504
teeth and sometimes even 121
teeth and surrounding bone 141
teeth and surrounding soft 42
teeth and swallowed hard 207
teeth and wholesome breath 40
teeth are available from 41
teeth are developed from 205
teeth are developed into 63
teeth are different from 200
teeth are divisible into 58
teeth are extracted from 68
teeth are extremely fine 45
teeth are generally more 161
teeth are generally used 73
teeth are generally very 42
teeth are gradually lost 45
teeth are permanent teeth 43
teeth are prevented from 170
teeth are protected from 45
teeth are separated from 288
teeth are sometimes seen 52
teeth are sometimes used 96
teeth had previously been 69
teeth that protruded from 69
teeth with artificial ones 55
teeth with artificial teeth 49
teeth with permanent teeth 46
tell and advertise what 43
tell for precisely what 304
tell her boyfriend what 40
tell her precisely what 165
tell him precisely what 677
tell him privately what 79
tell his assistant what 40
tell his audiences what 40
tell his colleagues what 271
tell his companions what 382
tell his customers what 108
tell his disciples what 297
tell his employees what 64
tell his followers what 98
tell his granaries were 112
tell his listeners what 210
tell his neighbors what 48
tell how effective these 157
tell one character from 106
tell our customers what 113
tell our listeners what 52
tell that everybody knew 41
tell them precisely what 399
tell this gentleman what 161
tell this matchless dame 51
tell with certainty from 156
tell with certainty just 81
tell with certainty what 1941
tell with certainty when 182
tell you abundance more 46
tell you afterward what 43
tell you basically what 40
tell you correctly what 40
tell you faithfully what 67
tell you generally what 102
tell you gentlemen what 66
tell you instantly what 58
tell you precisely what 1643
tell you precisely when 192
tell you presently what 260
tell you privately what 96
tell you sincerely what 74
tell you truthfully what 71
tell you virtually nothing 40
tens and sometimes even 57
tent for protection from 62
tenth and fourteenth days 467
tenth and fourteenth years 133
tent was converted into 41
tent was stretched over 74
term and difficult task 100
term and especially during 40
term and permanent life 85
term and predicate term 247
term and sometimes even 43
term and temporary work 55
term are different from 81
term being generally used 47
term can logically only 45
term for automatic data 67
term for equipment used 43
term for filaments made 45
term had previously been 237
term has generally been 1359
term has generally come 57
term has gradually been 60
term has gradually come 83
term has increasingly been 80
term has previously been 365
term has reference only 76
term has sometimes been 1046
term has typically been 58
term not generally used 86
term now generally used 238
term that aristotle uses 71
term that basically means 99
term that describes many 77
term that describes some 43
term that describes such 53
term that describes their 76
term that describes these 50
term that describes those 76
term that describes what 407
term that describes when 55
term that describes your 45
term that generally means 96
term that indicates their 44
term that indicates what 43
term that literally means 1165
term was certainly used 40
term was developed from 48
term was different from 88
term was especially used 65
term was generally used 513
term was increasingly used 118
term was popularly used 64
term was previously used 93
term was primarily used 81
term was regularly used 47
term was shortened from 74
term was sometimes used 657
tern that fluttered very 46
test and evaluation cost 57
test and evaluation data 218
test and evaluation plan 225
test and evaluation work 63
test and inspection data 145
test and interpret your 135
test and interview data 412
test and production data 70
test and reference beams 256
test and reference drug 70
test and reinforce your 346
test and validation data 63
test and validation sets 240
test are available from 161
test are converted into 65
test are dependent upon 143
test are different from 133
test are presented here 66
test are sometimes used 60
test for congestive heart 50
test for departure from 294
test for dependent means 1840
test for determining such 53
test for determining their 80
test for determining what 1018
test for determining when 2576
test for empirical truth 43
test for functional form 625
test for identifying these 45
test for identifying those 65
test for lubricating oils 85
test for salicylic acid 577
test for themselves what 83
test had previously been 147
test has generally been 249
test has previously been 101
test has sometimes been 153
test our sincerity even 40
test out different ways 171
test this hypothesis among 40
test this hypothesis from 93
test this hypothesis have 844
test this hypothesis here 54
test this hypothesis more 693
test this hypothesis were 681
test this hypothesis when 112
test this hypothesis will 178
test was conducted among 62
test was conducted during 221
test was conducted from 110
test was conducted only 54
test was conducted over 400
test was conducted when 43
test was developed during 84
test was developed from 177
test was developed over 52
test was different from 116
test was especially hard 46
test was especially meant 56
test was performed during 128
test was performed from 51
test was performed only 144
test was performed over 151
test was performed three 74
test was performed upon 55
test was performed when 63
test was satisfied when 48
text and additional poems 53
text and footnotes have 104
text and footnotes will 50
text and graphical data 65
text and multimedia data 65
text and numerical data 501
text and paragraph text 52
text and quotations from 43
