take among european nations 56
take arms against another 69
take arms against england 95
take arms against france 225
take arms against murray 47
take arms against philip 65
take away certain rights 128
take away natural causes 141
take away natural rights 122
take away private rights 93
take fair correct copies 103
take five hundred copies 126
take five hundred francs 45
take five hundred pounds 208
take five minutes before 158
take five shekels apiece 131
take five thousand francs 76
take five thousand pounds 67
take four hundred pounds 49
take from general orders 84
take giant strides toward 95
take great delight therein 54
take great strides toward 97
take into account access 101
take into account actions 120
take into account active 70
take into account actual 1976
take into account agency 42
take into account almost 158
take into account already 193
take into account angular 40
take into account annual 134
take into account another 2323
take into account anyone 61
take into account assets 74
take into account atomic 40
take into account before 4138
take into account better 46
take into account beyond 48
take into account building 163
take into account canada 46
take into account carbon 50
take into account causal 65
take into account causes 47
take into account chance 161
take into account changed 224
take into account changes 15909
take into account charge 47
take into account claims 120
take into account client 207
take into account common 575
take into account coupling 113
take into account credit 155
take into account crucial 95
take into account damage 115
take into account degree 68
take into account delays 269
take into account demand 447
take into account design 287
take into account direct 649
take into account disease 97
take into account domain 40
take into account double 133
take into account earlier 444
take into account effect 66
take into account emerging 176
take into account energy 777
take into account english 82
take into account enough 370
take into account equity 120
take into account erosion 47
take into account errors 575
take into account ethical 354
take into account europe 85
take into account events 1039
take into account evolving 46
take into account existing 3282
take into account expert 64
take into account export 42
take into account factor 46
take into account family 1215
take into account feelings 77
take into account female 162
take into account findings 278
take into account finite 324
take into account fiscal 58
take into account forces 341
take into account formal 82
take into account france 47
take into account french 242
take into account further 993
take into account future 3680
take into account gender 1398
take into account german 66
take into account global 360
take into account greater 109
take into account ground 108
take into account groups 70
take into account hidden 262
take into account higher 1135
take into account highly 72
take into account hitler 58
take into account impact 117
take into account import 173
take into account income 1349
take into account initial 244
take into account inputs 51
take into account israeli 50
take into account issues 2782
take into account jewish 129
take into account larger 272
take into account latent 89
take into account learner 113
take into account levels 371
take into account likely 624
take into account limits 41
take into account losses 718
take into account mainly 112
take into account market 1379
take into account memory 150
take into account mental 124
take into account merely 367
take into account methods 73
take into account mexico 49
take into account models 45
take into account modern 1020
take into account motive 171
take into account muscle 44
take into account mutual 284
take into account native 44
take into account nature 117
take into account neither 1069
take into account normal 722
take into account notions 93
take into account nuclear 90
take into account number 79
take into account object 94
take into account obvious 107
take into account opposing 64
take into account output 147
take into account partial 166
take into account peoples 41
take into account periods 211
take into account planning 95
take into account points 120
take into account policy 408
take into account polish 45
take into account prices 155
take into account profit 41
take into account proper 75
take into account public 2057
take into account pupils 90
take into account purely 85
take into account random 198
take into account reaction 47
take into account readers 56
take into account reality 100
take into account reasons 75
take into account recent 3542
take into account remote 86
take into account rights 101
take into account russian 118
take into account safety 185
take into account salary 44
take into account sample 281
take into account sampling 226
take into account school 189
take into account second 386
take into account section 175
take into account serious 61
take into account severe 45
take into account sexual 119
take into account shared 89
take into account shares 45
take into account shifting 76
take into account shifts 582
take into account should 58
take into account signal 154
take into account simple 66
take into account simply 44
take into account slight 54
take into account solely 106
take into account someone 54
take into account something 714
take into account source 56
take into account soviet 373
take into account spatial 1114
take into account special 2725
take into account stages 40
take into account stalin 45
take into account states 191
take into account stocks 45
take into account strain 101
take into account stress 239
take into account subtle 145
take into account sudden 46
take into account supply 207
take into account system 362
take into account teacher 153
take into account theories 171
take into account thermal 496
take into account through 150
take into account tissue 82
take into account training 111
take into account travel 186
take into account trends 288
take into account tribal 56
take into account unique 329
take into account united 48
take into account unpaid 63
take into account unused 43
take into account usages 116
take into account values 466
take into account varied 72
take into account various 8752
take into account vested 43
take into account visual 60
take into account volume 98
take into account weight 113
take into account whether 16384
take into account widely 58
take into account without 107
take into account worker 75
take into custody anyone 96
take into custody without 429
take many decades before 310
take many minutes before 72
take many sessions before 87
take more drastic actions 89
take only certain values 202
take only integer values 794
take over british orders 52
take over certain duties 240
take over foreign policy 55
take over general motors 58
take over private houses 47
take over western europe 241
take part against austria 42
take part against england 111
take part against france 86
take sole medical charge 51
take some advance planning 97
take some aspirin before 48
take some careful planning 154
take some careful thought 90
take some decades before 59
take some decided course 101
take some digital photos 41
take some drastic actions 57
take some drastic measure 47
take some gracious notice 43
take some lessons before 59
take some occasion without 101
take some official notice 60
take some present course 41
take some sapient friend 48
take such drastic actions 98
take such dreadful revenge 61
take such interim measure 147
take such measures therein 102
take such measures without 72
take such strides before 82
take their arduous voyage 49
take their chances before 92
take their chances without 175
take their company public 141
take their courses direct 46
take their deceased parent 77
take their default values 86
take their degrees without 53
take their general course 40
take their journey through 55
take their maximum values 215
take their natural course 7076
take their natural places 186
take their passage through 64
take their pastime therein 45
take their pleasure without 57
take their position before 55
take their position behind 75
take their present course 89
take their private advice 51
take their regular course 136
take their regular places 82
take their several places 122
take their stations around 49
take their stations behind 49
take their studies further 161
take their subject matter 264
take their youngest brother 61
take these diverse routes 58
take these several arches 42
take those measures without 40
take three hundred pounds 83
take three thousand pounds 233
take unto herself another 248
take unto himself another 378
take upon himself another 42
take upon himself before 85
take upon himself duties 63
take upon himself without 114
take what measures seemed 62
take what rightly belongs 65
take when fortune smiled 47
take your chances without 50
take your company public 526
take your digital camera 65
take your letters kindly 40
take your medical duties 77
take your nervous system 41
take your picture before 48
take your position behind 49
take your rounded pebble 46
take your useless diamond 40
taking five hundred athenian 185
taking five hundred francs 74
taking four thousand pounds 48
taking giant strides toward 60
taking great pleasure therein 52
taking great strides toward 89
taking into account access 65
taking into account actions 64
taking into account actual 563
taking into account advice 42
taking into account almost 61
taking into account already 136
taking into account always 51
taking into account angular 40
taking into account annual 80
taking into account another 379
taking into account assets 139
taking into account atomic 49
taking into account budget 57
taking into account changed 60
taking into account changes 5373
taking into account charge 171
taking into account client 108
taking into account common 367
taking into account coupling 123
taking into account credit 49
taking into account damage 74
taking into account degree 87
taking into account delays 139
taking into account demand 325
taking into account design 154
taking into account direct 270
taking into account disease 42
taking into account double 98
taking into account earlier 245
taking into account effect 52
taking into account emerging 70
taking into account energy 606
taking into account equity 191
taking into account errors 170
taking into account ethical 219
taking into account europe 54
taking into account events 179
taking into account existing 1648
taking into account export 149
taking into account family 940
taking into account feelings 42
taking into account female 44
taking into account figure 53
taking into account findings 59
taking into account finite 322
taking into account forces 139
taking into account formal 49
taking into account france 49
taking into account french 60
taking into account further 592
taking into account future 1516
taking into account gender 769
taking into account global 195
taking into account ground 60
taking into account height 71
taking into account higher 777
taking into account import 92
taking into account income 847
taking into account inertia 119
taking into account initial 369
taking into account inputs 46
taking into account issues 1069
taking into account jewish 44
taking into account larger 72
taking into account latent 42
taking into account levels 138
taking into account likely 431
taking into account losses 522
taking into account mainly 141
taking into account market 933
taking into account memory 53
taking into account mental 49
taking into account merely 103
taking into account models 46
taking into account modern 240
taking into account mutual 132
taking into account nature 72
taking into account nearest 40
taking into account neither 233
taking into account normal 369
taking into account nuclear 74
taking into account number 118
taking into account obvious 41
taking into account options 100
taking into account partial 137
taking into account periods 110
taking into account points 124
taking into account policy 156
taking into account prices 123
taking into account proper 74
taking into account public 816
taking into account random 121
taking into account reaction 44
taking into account reality 46
taking into account recent 1056
taking into account rights 128
taking into account russian 46
taking into account safety 147
taking into account sample 101
taking into account sampling 194
taking into account school 92
taking into account second 282
taking into account section 191
taking into account shares 58
taking into account shifting 41
taking into account shifts 114
taking into account shipping 54
taking into account simple 53
taking into account simply 45
taking into account skills 41
taking into account slight 43
taking into account solely 91
taking into account something 151
taking into account source 53
taking into account soviet 110
taking into account spatial 359
taking into account special 632
taking into account static 62
taking into account strain 79
taking into account strength 51
taking into account stress 172
taking into account subtle 45
taking into account supply 153
taking into account system 167
taking into account thermal 588
taking into account training 51
taking into account travel 159
taking into account trends 212
taking into account turkey 49
taking into account unique 86
taking into account values 347
taking into account various 3142
taking into account visual 49
taking into account volume 94
taking into account weight 91
taking into account whether 2291
taking only integer values 89
taking over western europe 116
taking such judicial notice 71
taking their company public 53
taking their journey through 107
taking their natural course 281
taking their noonday siesta 104
taking their subject matter 42
taking unto himself another 46
taking your company public 193
talk five minutes without 217
talk over current events 41
tank fire control system 107
task into smaller chunks 47
task into smaller pieces 154
task upon himself without 57
teach their subject matter 200
teach your drummer better 40
tears were genuine enough 101
tears were trickling through 50
teeth have erupted except 42
teeth were present except 53
teeth were stained yellow 90
teeth were tightly closed 102
tell here several almost 40
tell such history clearly 64
tell their message without 98
tell their stories before 153
tell their stories better 56
tell their stories freely 61
tell their stories orally 65
tell their stories through 423
tell their stories without 503
tell very quickly whether 163
tell what critics thought 63
tell what destiny belongs 69
tell what finally became 40
tell what happens inside 105
tell what thoughts passed 51
tell your closest friend 47
tell your parents something 69
tell your partner something 83
tell your thoughts without 83
