tag question is negative 77
tar creosote is obtained 42
tax affects the relative 48
tax against the property 530
tax against the taxpayer 117
tax applied to imported 54
tax applied to interest 88
tax applies to business 72
tax applies to interest 270
tax applies to payments 68
tax applies to property 74
tax aspects of business 125
tax aspects of property 67
tax because the accounting 40
tax because the interest 93
tax because the proceeds 44
tax because the property 133
tax because the taxpayer 178
tax because the transfer 109
tax benefit is obtained 64
tax benefit of deferral 145
tax benefit of interest 193
tax besides is supposed 68
tax burdens of families 56
tax burdens on business 142
tax burdens on families 54
tax burdens on industry 40
tax burdens on property 42
tax counsel or expenses 138
tax credits on domestic 97
tax credits or vouchers 723
tax credits to business 164
tax credits to eligible 278
tax credits to families 284
tax dollars on education 93
tax dollars on programs 150
tax dollars to maintain 112
tax dollars to purchase 138
tax dollars to religious 44
tax dollars to washington 43
tax effects of everyday 104
tax effects of inflation 54
tax effects of interest 155
tax effects of property 83
tax exceeds the taxpayer 82
tax expense is computed 95
tax expense is recorded 74
tax expense is reported 117
tax imposed by augustus 44
tax imposed by authority 71
tax imposed by maryland 51
tax imposed by subtitle 2344
tax imposed on business 85
tax imposed on domestic 136
tax imposed on gasoline 142
tax imposed on imported 395
tax imposed on interest 253
tax imposed on ordinary 56
tax imposed on personal 110
tax imposed on property 316
tax increase in american 495
tax increase in disguise 87
tax increase is expected 46
tax increase on gasoline 107
tax payable is computed 201
tax payable on interest 113
tax payment is deferred 51
tax payment is required 241
tax persons or property 317
tax profits of domestic 42
tax rebates on imported 49
tax receipt or exemption 63
tax reduces the expected 43
tax reduces the quantity 157
tax reforms in developing 151
tax research is directed 79
tax results in examples 49
tax returns as evidence 52
tax returns as required 182
tax returns or financial 85
tax returns to estimate 99
tax revenue as compared 124
tax revenue as possible 75
tax revenue in developing 196
tax revenue is earmarked 222
tax revenue is expected 249
tax revenue is increased 107
tax revenue is obtained 211
tax revenue is received 48
tax revenue is recycled 107
tax revenue is required 40
tax revenue is returned 128
tax revenue it collects 67
tax revenue to maintain 97
tax revenue to personal 105
tax revenue to purchase 51
tax shelter is required 110
tax subsidy on interest 70
tax subsidy to employer 226
tax support of education 99
tax support of parochial 119
tax systems in developing 146
tax systems of developing 340
tax towards the interest 47
tax violated the commerce 161
tax violates the commerce 98
tax withheld is credited 53
tax withheld on interest 213
tax withheld on payments 99
team arrived in washington 90
team capable of delivering 40
team capable of developing 46
team capable of performing 135
team decided to approach 43
team decided to continue 158
team focused on developing 77
team members as possible 261
team members as required 118
team members in decisions 41
team members in developing 226
team members in performing 93
team members is critical 503
team members is essential 951
team members is required 85
team members to actively 55
team members to challenge 46
team members to complete 951
team members to confront 44
team members to consider 247
team members to continue 237
team members to describe 148
team members to discover 149
team members to document 70
team members to evaluate 503
team members to exercise 64
team members to generate 209
team members to identify 1605
team members to interact 303
team members to maintain 414
team members to maximize 55
team members to minimize 40
team members to organize 50
team members to overcome 54
team members to practice 125
team members to remember 52
team members to specific 61
tear asunder the strongest 40
ten bundles of firewood 209
ten degrees in latitude 59
ten degrees of hardness 154
ten degrees of holiness 163
ten degrees of latitude 5437
ten degrees of longitude 1418
ten dollars in american 198
ten dollars in quarters 87
ten dollars is required 51
ten dollars or whatever 47
ten dollars to purchase 88
ten factors to consider 60
ten gallons of gasoline 638
ten gallons of kerosene 79
ten gallons of molasses 71
ten gallons of paraffin 52
ten microns in thickness 47
ten millions of american 179
ten millions of catholics 51
ten millions of children 73
ten millions of citizens 74
ten millions of currency 69
ten millions of guilders 96
ten millions of property 189
ten millions of quarters 276
ten millions of soldiers 136
ten millions of subjects 288
ten minutes as compared 48
