table also indicates some 67
table from microsoft word 111
table like everybody else 42
table very different from 120
table were collected from 87
table were developed from 44
table were extracted from 103
tails were suspended from 57
taken away altogether from 103
taken away somewhere else 58
taken during pregnancy have 50
taken during pregnancy only 211
taken from alexander pope 88
taken from available data 50
taken from collected poems 491
taken from different ages 103
taken from different areas 653
taken from different lots 56
taken from different media 41
taken from different poems 54
taken from different sets 68
taken from different time 71
taken from different view 51
taken from different years 65
taken from empirical data 75
taken from estimates made 72
taken from petitioner when 56
taken from practical life 231
taken from prisoners were 42
taken from protected areas 106
taken from published data 265
taken from published maps 40
taken from published work 100
taken from selections from 43
taken from somewhere else 716
taken from specimens from 78
taken from suspicious areas 88
taken from umbilical cord 45
taken into captivity along 64
taken into captivity during 57
taken into captivity from 68
taken into intensive care 71
taken many different paths 86
taken many prisoners from 84
taken more effectual means 85
taken over leadership from 74
taken over literally from 132
taken over unaltered from 88
taken over wholesale from 241
taken some effectual step 53
taken some liberties here 46
taken some seventeen years 45
taken such different paths 99
taken such effectual care 54
taken such excellent care 214
taken such wonderful care 53
taken their complexion from 45
taken their departure from 998
taken their departure into 51
taken their departure when 103
taken their destinies into 77
taken their interests into 241
taken these objections into 48
taken these quotations from 66
taken upon themselves many 40
taken upon themselves more 54
taken upon themselves much 41
taken upon themselves such 121
taken upon themselves their 57
taken very carefully into 67
taken very different paths 263
taken when considering these 42
takes away resources from 112
takes only polynomial time 50
takes some additional time 92
takes some detective work 259
takes such excellent care 66
takes their interests into 54
takes these conditions into 52
tales were collected from 107
talking among themselves during 57
talking among themselves when 99
talking like everybody else 48
talks were continued till 53
tanks were approaching from 83
tanks were converted into 46
tanks were destroyed during 87
taper very gradually from 53
tasks have generally been 58
tasks very different from 73
tasks were completed during 40
tasks were different from 54
tasks were performed during 66
tasks were performed more 158
taste much different from 111
taste very different from 724
taxes have generally been 157
taxes have sometimes been 49
taxes like everybody else 272
taxes their credulity less 40
taxes were collected during 81
taxes were collected from 888
taxes were collected more 108
taxes were collected only 117
taxes were converted into 67
taxes were extracted from 47
taxes were extremely high 67
taxes were generally paid 69
taxes were regularly paid 98
taxes were sometimes very 71
teaching also determine what 43
teaching very different from 118
telling other countries what 44
telling their audiences what 44
tells some prodigious fibs 46
tents were scattered over 121
terms have different meaning 43
terms have generally been 248
terms have generally seen 45
terms have previously been 115
terms have reference only 44
terms have sometimes been 377
terms most generally used 117
terms much different from 44
terms very different from 3057
terms were different from 143
terms were extracted from 63
terms were generally used 91
terms were purposely used 40
terms were sometimes used 653
testing these hypotheses were 48
testing these hypotheses will 41
tests have confirmed these 56
tests have generally been 357
tests have previously been 105
tests have sometimes been 209
tests have typically been 89
tests just described were 114
tests were available from 54
tests were carefully made 55
tests were collected from 102
tests were completed during 63
tests were conducted along 65
tests were conducted during 777
tests were conducted from 320
tests were conducted only 163
tests were conducted over 1210
tests were conducted prior 85
tests were conducted there 143
tests were conducted upon 99
tests were conducted were 54
tests were conducted when 101
tests were converted into 99
tests were developed during 103
tests were developed from 81
tests were different from 82
tests were performed along 53
tests were performed also 54
tests were performed during 461
tests were performed from 116
tests were performed only 195
tests were performed over 233
tests were performed prior 118
tests were performed upon 108
tests were performed were 41
tests were performed when 111
tests were sometimes used 51
texts have generally been 110
texts have sometimes been 101
texts lend themselves more 47
texts were available only 49
texts were collected from 97
texts were published during 90
theirs have completed their 317
themes have sometimes been 40
themes were developed from 42
themes were extracted from 79
thence made incursions into 43
thence make incursions into 47
thence sank gloriously into 40
thence threw themselves down 41
thence very naturally their 46
thinking like everybody else 143
thinking very different from 276
thirty most fortunate years 40
thirty years americans have 60
thirty years historians have 55
thirty years previously there 47
thirty years previously were 43
thirty years previously when 110
thirty years residence among 58
thither came messengers from 54
though along different paths 180
though also different from 125
though five centuries have 44
though four centuries have 53
though just recovered from 40
though like everybody else 150
though living conditions were 74
though lord clarendon says 42
though many americans have 142
though many americans were 59
though many centuries have 79
though many christians have 42
though many companies have 128
though many conditions were 43
though many countries have 195
though many historians have 80
though many hypotheses have 57
though many observers have 173
though many overtures have 52
though many privately must 78
though more important even 48
though more insinuating ways 165
though more prevalent among 228
though most americans have 80
though most americans were 83
though most certainly true 43
though most companies have 52
though most countries have 124
though much allowance must 59
though much different from 56
though numb nightmare ride 150
though only descended from 71
though only separated from 146
though only seventeen years 359
though only tolerably good 55
though other conditions were 64
though other countries have 106
though other countries were 60
though other estimates range 53
though other ministers were 56
though other observers have 55
though some allowance must 263
though some certainly were 49
though some christians have 44
though some companies have 147
though some countries have 447
though some countries such 41
though some districts were 54
though some exceptions have 85
though some exceptions must 73
though some exceptions were 104
though some historians call 46
though some historians have 365
though some historians think 51
though some influence from 43
though some invisible hand 209
though some observers have 312
though some observers think 67
though some reference will 63
though some reviewers have 43
though some specimens have 113
though some specimens show 53
though some varieties have 101
though some varieties will 45
though such connection were 48
though such contracts have 42
though such incidents were 66
though such instances were 66
though such limitation adds 40
though such operations were 61
though such practices were 149
though such provisions were 124
though such purchases have 45
though such underhand dealing 56
though their abilities were 40
though their aggregate length 48
though their ancestors came 46
though their ancestors have 70
though their ancestors left 62
though their ancestors were 146
though their appetites were 61
though their arguments were 165
though their attitudes were 84
though their conditions were 76
though their conversion were 57
though their countries were 131
though their creditors were 107
though their departure from 40
though their destinies were 50
though their doctrines were 101
though their economies were 51
though their existence were 72
though their influence over 44
though their influence upon 75
though their intentions were 227
though their interests were 477
though their judgments were 49
though their movements were 233
though their objections were 44
though their obstinacy make 119
though their operations were 127
though their opponents were 87
though their practices were 88
though their principal food 139
though their proposals were 59
though their resources were 221
though their responses were 89
though their sentences were 98
though their successes were 51
though their suspicions were 72
though their sympathies were 171
though their victories were 45
though their withdrawal from 49
though there certainly have 45
though there certainly were 241
though these arguments have 107
though these arguments were 121
though these attitudes were 44
though these certainly have 46
though these certainly were 49
though these commotions were 52
though these companies have 69
though these companies were 91
though these conditions have 48
though these conditions were 212
though these countries have 302
though these countries were 183
though these dignities were 76
though these doctrines were 61
though these documents were 78
though these gentlemen were 68
though these incidents were 69
