tack after another some 92
tact which called forth 41
tail light behind other 54
take about another hour 40
take about another week 52
take about ninety days 57
take about twelve days 86
take about twelve years 89
take about twenty days 160
take about twenty years 732
take action before their 46
take action through their 126
take action toward their 58
take action toward your 103
take action unless there 105
take action without having 140
take action without prior 147
take action without such 103
take ample revenge upon 134
take anything except what 100
take anything without asking 97
take anything without giving 48
take anything without leave 71
take anything without paying 249
take anything without trying 115
take burning brands from 68
take cover behind some 155
take cover behind their 138
take every factor into 140
take every lawful means 84
take every proper means 87
take every proper step 237
take every worker away 49
take extra caution when 58
take extra special care 390
take fresh horses here 93
take goods without paying 62
take heaven except upon 75
take human nature into 456
take human nature upon 115
take human rights into 186
take jesus christ into 82
take legal advice from 135
take months before your 46
take nearly twenty years 156
take negro slaves into 386
take people beyond their 43
take place aboard ship 55
take place across many 45
take place across these 93
take place across time 203
take place almost from 64
take place already during 50
take place amongst those 93
take place around here 109
take place around some 57
take place around such 52
take place around these 124
take place before birth 768
take place before dark 45
take place before data 58
take place before dawn 366
take place before even 110
take place before five 97
take place before full 166
take place before july 172
take place before june 477
take place before late 108
take place before lent 205
take place before making 59
take place before many 146
take place before more 172
take place before moving 48
take place before next 119
take place before nine 186
take place before noon 129
take place before other 96
take place before self 357
take place before some 493
take place before spring 94
take place before such 645
take place before taking 56
take place before their 1413
take place before there 1142
take place before these 282
take place before those 441
take place before three 443
take place before trial 188
take place before very 103
take place before voting 76
take place before work 94
take place before your 764
take place behind their 41
take place behind these 48
take place beyond their 53
take place depend upon 152
take place evenly over 99
take place except during 87
take place except from 97
take place except upon 611
take place except what 68
take place except when 365
take place fairly early 170
take place fairly soon 169
take place farther from 57
take place further away 64
take place further south 48
take place inside living 55
take place inside their 64
take place inside these 67
take place inside your 166
take place mainly along 147
take place mainly among 67
take place mainly during 378
take place mainly from 183
take place merely from 84
take place mostly during 259
take place pretty soon 48
take place readily when 88
take place remote from 51
take place should also 48
take place should have 70
take place simply from 40
take place slowly during 43
take place slowly over 784
take place starting from 102
take place through face 99
take place through four 111
take place through free 76
take place through less 45
take place through many 140
take place through means 70
take place through mere 113
take place through more 167
take place through only 42
take place through open 69
take place through other 510
take place through play 45
take place through reading 113
take place through self 127
take place through some 1195
take place through such 694
take place through their 718
take place through these 915
take place through those 50
take place through three 222
take place through time 827
take place through what 247
take place through your 82
take place twelve years 93
take place twenty days 237
take place twenty years 177
take place unless more 99
take place unless some 877
take place unless such 120
take place unless their 46
take place unless there 2600
take place unless these 267
take place unless those 100
take place unless three 40
take place varies from 102
take place whether there 58
take place without also 47
take place without body 40
take place without bringing 221
take place without cell 110
take place without cost 283
take place without deep 51
take place without even 241
take place without ever 122
take place without face 41
take place without fail 148
take place without faith 46
take place without free 117
take place without full 221
take place without giving 316
take place without good 193
take place without great 669
take place without harm 50
take place without having 659
take place without help 47
take place without laying 95
take place without leading 164
take place without leave 47
take place without leaving 747
take place without losing 154
take place without loss 1243
take place without love 191
take place without making 193
take place without many 318
take place without more 158
take place without moving 79
take place without much 2312
take place without other 72
take place without pain 245
take place without pomp 91
take place without prior 1118
take place without risk 200
take place without self 122
take place without some 7339
take place without such 1781
take place without taking 179
take place without their 2855
take place without there 753
take place without these 253
take place without those 69
take place without trial 42
take place without very 123
take place without what 42
take place without your 904
take price changes into 80
take quite another form 53
take quite another line 145
take quite another turn 149
take quite another view 160
take risks beyond your 83
take shape before their 217
take shape before your 265
take shape through their 53
take snuff except away 46
take steps toward bringing 48
take steps toward ending 43
take steps toward making 115
take steps toward more 102
take steps toward peace 85
take steps toward self 217
take steps toward such 43
take steps toward their 165
take steps toward your 87
take still another form 227
take still another look 97
take still another step 644
take still another turn 47
take still another view 68
take still greater care 41
take turns choosing what 56
take turns cruising over 53
take turns deciding what 45
take turns drinking from 163
take turns flipping over 69
take turns guarding their 49
take turns guessing what 257
take turns sleeping over 41
take turns spending time 54
take turns watching over 375
take turns watching their 47
take would depend upon 107
taking action toward your 47
taking action unless prior 95
taking ample revenge upon 56
taking cover behind some 93
taking cover behind their 85
taking every factor into 61
taking every person whom 41
taking extra special care 55
taking human nature into 248
taking human nature upon 78
taking human rights into 62
taking legal advice from 71
taking place across many 48
taking place across these 40
taking place across time 63
taking place across town 51
taking place amongst these 42
taking place amongst those 42
taking place around here 69
taking place around these 63
taking place before birth 122
taking place before their 1979
taking place before there 50
taking place before your 276
taking place behind their 85
taking place behind those 108
taking place beyond their 194
taking place farther down 49
taking place farther north 164
taking place farther south 105
taking place further down 42
taking place further north 129
taking place further south 148
taking place inside their 131
taking place inside these 65
taking place inside your 166
taking place mainly among 48
taking place mainly during 133
taking place slowly over 87
taking place through other 40
taking place through some 105
taking place through such 46
taking place through their 104
taking place through these 109
taking place through time 583
taking place twenty years 42
taking place unless there 41
taking place without having 45
taking place without making 44
taking place without much 87
taking place without some 86
taking place without such 105
taking place without taking 75
taking place without their 122
taking price changes into 49
taking quite another turn 99
taking shape before their 205
taking shape before your 56
taking steps toward making 84
taking steps toward their 47
taking steps toward your 49
taking still another step 67
taking turns drinking from 68
taking turns watching over 84
tale could hardly have 40
tale loses itself like 70
talk about almost nothing 167
talk about another book 50
talk about another kind 361
talk about another life 112
talk about another time 168
talk about another type 105
talk about anyone else 499
talk about around here 146
talk about becoming more 44
talk about better ways 120
talk about bygone days 51
talk about curious arts 129
talk about entering into 97
talk about escaping from 108
talk about events from 130
talk about except their 131
talk about except what 135
talk about family life 419
talk about feelings when 126
talk about issues like 428
talk about issues other 51
talk about issues such 495
talk about larger ones 49
talk about little else 936
talk about mental health 444
talk about myself like 185
talk about myself much 129
talk about myself when 72
talk about places like 91
talk about police work 157
talk about pretty much 149
talk about prison life 40
talk about public health 153
talk about school work 145
talk about seceding from 94
talk about settling down 83
talk about sexual health 105
talk about shutting down 112
talk about someone else 1605
talk about someone having 237
talk about someone like 125
talk about something during 50
talk about something else 62246
talk about something even 41
talk about something from 118
talk about something good 374
talk about something less 402
talk about something like 1500
talk about something more 4595
talk about something much 194
talk about something nice 295
talk about something other 3280
talk about something very 627
talk about something when 184
talk about something worth 92
talk about speech acts 46
talk about spending more 54
talk about spending time 119
talk about starting over 44
talk about topics like 165
talk about topics other 129
talk about topics such 247
talk about various ways 167
talk about weight loss 141
talk about whether there 332
talk about whether these 103
talk about without having 52
talk again another time 78
talk could hardly have 105
talk never begins till 60
talk often flowed into 75
talk which reaches great 92
talk while someone else 201
tall burly troops from 45
tall frame towering over 46
tall grass traces linger 44
tall masts buckling like 60
tall palms amongst whom 57
tall spare figure pass 42
tall trees without ever 85
tall vault unfold some 52
tall white lilies were 139
tape which passes over 71
tape whose broken ends 51
task could hardly have 252
task force groups were 54
task force meetings were 100
task force report also 104
task force report from 52
task force report made 42
task force report said 58
task force report were 40
task force sailed from 104
task force sailed south 42
task force should also 170
task force should have 282
task force should make 67
task force should meet 63
task force steamed into 52
task quite beyond their 46
task shall extend over 47
task which became more 84
task which called forth 67
task which called into 51
task which events have 240
task which printing came 71
task which should have 347
task would become even 61
task would become more 166
task would become much 61
task would hardly have 60
task would indeed have 151
taxing people without their 46
teach anything except what 69
teach basic skills such 94
teach others faults from 98
teach people better ways 40
teach social skills such 51
tears again rolled down 41
tears again rushed from 87
tears again welled into 44
tears began coursing down 96
tears began streaming down 1517
tears began streaming from 67
tears every little spot 94
tears flowing freely down 539
tears flowing freely from 142
tears rolling freely down 75
tears rolling slowly down 604
tears running freely down 710
tears running slowly down 313
tears shall efface their 85
tears sliding slowly down 58
tears start streaming down 110
tears still coursing down 101
tears still flowed down 100
tears still flowed from 59
tears still rolled down 82
tears still streaming down 1891
tears still streaming from 128
tears stole slowly down 46
tears which flowed down 644
tears which flowed from 560
tears which gushed from 99
tears which poured down 156
tears which poured from 43
tears which rolled down 924
tears which rolled from 40
tears which rushed into 101
tears which seemed ready 50
tears would course down 156
teeth really differ much 93
teeth which forced upon 129
teeth which looked like 57
teeth which should have 66
teeth which showed when 71
teeth would settle hard 48
tell about bunker hill 60
tell about someone else 99
tell about something else 123
tell about something like 51
tell easily enough when 101
tell every farmer more 152
tell people something like 49
tell rocky height from 87
tell tales pretty well 60
tell where nature ends 55
tell where reality ends 75
tell which needed pity 59
tent about twelve feet 65
tent which should have 47
term could hardly have 76
term house member from 45
term human neonate during 88
term money market rate 483
term shall amount unto 204
term still widely used 91
term trend toward less 108
term trend toward more 381
term which appears only 151
term which arises from 719
term which covers many 433
term which enters into 114
term which occurs only 169
term which refers only 54
term which should have 68
term which should only 40
term which simply means 234
term which varies from 186
term would hardly have 43
test based solely upon 67
test could result from 51
test items should also 88
test items should have 194
test lends itself well 43
test light should come 194
test pluck without risk 53
test ranges without prior 90
test really measure what 71
test which should have 195
test would depend upon 43
test would likely have 41
text could hardly have 94
text draws heavily from 44
text draws heavily upon 43
text lends itself well 44
text which appears here 45
text which should have 80
text within existing text 43
text would surely have 41
theft would always steal 64
their action became more 117
their action should have 110
their action should take 66
their action through their 41
their appeal beyond their 58
their appeal should have 47
their appeal through their 62
their aptly titled book 57
their armed forces along 187
their armed forces during 116
their armed forces from 1006
their armed forces have 252
their armed forces into 501
their armed forces made 50
their armed forces more 41
their armed forces must 91
their armed forces over 63
their armed forces there 145
their armed forces were 858
their armed forces when 65
their armed forces will 158
their arrow seldom errs 84
their author should have 90
their backs arched like 40
their backs before their 685
their backs bleeding from 47
their backs looked like 75
their backs toward their 80
their backs turned away 118
their backs turned like 42
their backs turned upon 223
their backs turned when 69
their backs without piling 49
their balls passed over 93
their bases spreads away 53
their basic hourly rate 92
their basic income from 74
their basic rights were 129
their basic rights will 40
their basic training from 66
their basic values were 61
their beasts across such 48
their beauty appears most 149
their beauty arises from 47
their beauty without seeing 49
their bells tinkling most 41
their belly beyond what 52
their belts around their 71
their bending boughs upon 127
their bills before their 113
their bills without having 42
their binding effect upon 63
their black allies were 60
their black bodies were 54
their black cattle some 82
their black scarfs over 41
their black shapes rose 45
their black shawls over 50
their black slaves were 89
their black sunday best 53
their black tongues hanging 40
their black velvet caps 121
their blazing banner from 147
their blood entering into 56
their blood flowed down 58
their blood flowed heavy 96
their blood flowed into 56
their blood flowed like 84
their blood gushed forth 40
their blood issued drop 62
their blood levels were 51
their blood poured into 57
their blood poured over 118
their blood should wash 41
their blood soaked into 41
their blood sugars were 44
their blood supply during 97
their blood supply from 3811
their blood supply will 48
their blood through their 91
their boats across from 96
their boats without even 42
their boiling points were 46
their bones beside those 71
their bones picked clean 201
their bones should rest 78
their bones through their 92
their books before their 41
their books upside down 170
their books without making 43
their boots before coming 60
their breadth varied from 41
their breadth varies from 146
their breast cancer rate 43
their breast cancer risk 346
their breathing became more 129
their breathing images were 50
their brief wedded life 77
their broad arrows clear 103
their broad arrows into 43
their broad shades over 188
their broad webbed feet 88
their brown bodies were 58
their brows swarthy from 73
their bulging shopping bags 50
their burial places were 119
their burning houses were 40
their canes behind their 42
their canoes ashore among 65
their cases before their 76
their cause became more 78
their cause before their 89
their cause little good 64
their cause seemed lost 122
their cause should come 176
their cause should have 103
their cause through their 75
their change through time 197
their changing nature over 64
their charm arises from 40
their chief authors into 86
their chief cities were 74
their chief duties must 66
their chief duties were 113
their chief extent show 57
their chief faults were 64
their chief income from 347
their chief leaders were 108
their chief losses were 40
their chief physic when 40
their chief profit from 44
their chief rivals were 78
their chief should take 44
their chief strength from 224
their chief strength lies 89
their chief stress upon 55
their chief supply from 83
their chief virtue lies 69
their chief weapons were 87
their child become more 54
their child before birth 64
their child should have 314
their child should learn 43
their child should take 49
their child through their 60
their chins tucked into 83
their chops fallen down 41
their civic rights were 113
their civil rights during 201
their civil rights even 52
their civil rights from 125
their civil rights have 333
their civil rights laws 75
their civil rights more 138
their civil rights only 61
their civil rights upon 72
their civil rights were 1107
their civil rights when 128
their civil rights will 61
their civil rights work 236
their claim should have 49
their class seldom fail 56
their class status from 42
their close allies were 42
their close escape from 41
their close family life 65
their close family ties 658
their clothing before leaving 62
their clothing caught fire 90
their clothing except their 98
their clothing except what 52
their coats around their 79
their coats draped over 59
their color changed from 70
their color changes from 283
their color varies from 245
their cooking liquid into 44
their costs exceed their 116
their costs through their 40
their court through such 163
their craft through many 52
their creed taught from 287
their crews hurled into 96
their cries drifting along 60
their cries sounding like 41
their cuban allies were 56
their daily chores were 44
their daily common life 115
their daily duties were 48
their daily energy from 64
their daily escape into 52
their daily family life 120
their daily intake from 43
their daily meetings also 44
their daily meetings there 133
their daily rations from 72
their daily rations were 94
their daily school life 110
their daily school work 77
their daily supply from 46
their danger without bringing 122
their darling little girl 59
their deadly weapons from 113
their debts exceed their 59
their debts scaled down 42
their desks before leaving 48
their digging sticks into 63
their dirty clothes into 85
their dirty dishes into 40
their dizzy height from 57
their doors always open 130
their doors around here 62
their doors firmly shut 51
their doors standing open 122
their doors unless help 98
their drawn swords over 46
their drawn swords slew 72
their dreams become more 41
their dreams through their 125
their dreams turned into 41
their drive toward self 162
their earned income from 132
their earnings before their 41
their earnings depend upon 74
their earthly bodies were 46
their earthly duties were 61
their easily gotten load 46
their elder brother came 61
their elder brother from 78
their elder brother john 59
their elder brother paul 45
their empty coffee cups 254
their empty swimming pool 44
their enemy should come 66
their enemy should have 48
their entry points into 57
their equal station among 295
their error arises from 44
their ethnic groups have 46
their ethnic groups were 71
their evening clothes were 43
their evening stroll along 45
their exact nature must 41
their exact nature will 73
their exact values have 42
their faces around here 128
their faces became more 226
their faces became pale 41
their faces become more 47
their faces becoming more 43
their faces before their 133
their faces behind their 658
their faces changed from 72
their faces changed into 44
their faces except their 62
their faces frozen into 114
their faces heavily made 91
their faces hidden from 165
their faces inches from 64
their faces looked like 596
