tail dark brown above 117
tail lift curve slope 72
tail will never rival 90
take away anything which 83
take away every feeling 44
take away lives which 151
take back goods which 43
take bird walks enjoy 41
take care never again 381
take cell phone calls 45
take cold rather easily 59
take deep breaths every 94
take deep breaths until 97
take deep breaths while 139
take early morning walks 250
take even small risks 49
take even small steps 102
take fire where others 49
take five times longer 143
take form until after 52
take four basic forms 101
take four major forms 112
take four running steps 76
take four times longer 196
take four walking steps 93
take from every grave 81
take from others anything 147
take from under walls 46
take from women aught 65
take good class notes 149
take good notes about 53
take good notes while 48
take great pains about 121
take great pains never 43
take hold until after 233
take home after taxes 57
take home every night 63
take jobs which would 48
take just about anything 525
take just about every 58
take lake shore drive 120
take less floor space 62
take many forms varying 62
take many forms which 193
take many forms within 111
take many months after 65
take many phone calls 51
take many small steps 176
take many steps which 45
take many times longer 420
take more pains about 371
take more risks while 47
take much brain power 86
take much longer until 45
take much looking after 98
take much pains about 212
take naps after lunch 58
take only about eight 114
take only about forty 40
take only about thirty 136
take only short steps 110
take only small steps 211
take other action thereon 58
take other action under 143
take other action which 100
take other legal action 95
take other steps which 234
take over adult roles 46
take over again after 43
take over eight hours 62
take over every phase 51
take over first place 258
take over indian lands 126
take over labor unions 41
take over lands which 65
take over large parts 180
take over looking after 124
take over power after 82
take over saudi arabia 123
take over state debts 217
take over state power 893
take over tasks which 102
take over under state 121
take over until after 64
take part fully aware 158
take post under cover 45
take root until after 72
take root while still 89
take some action about 414
take some action after 132
take some action based 370
take some action looking 83
take some action rather 56
take some action under 65
take some action which 1005
take some action within 397
take some basic steps 117
take some blood tests 70
take some brief notes 46
take some elbow grease 44
take some extra money 52
take some extra steps 256
take some final action 124
take some final order 53
take some first steps 271
take some joint action 64
take some legal action 168
take some legal steps 60
take some liver pills 42
take some looking after 74
take some major steps 55
take some notes about 166
take some notes while 68
take some orange juice 50
take some order about 105
take some overt action 247
take some pains about 164
take some people longer 58
take some phone calls 51
take some privy order 47
take some quick action 55
take some risks which 45
take some short walks 41
take some small action 44
take some small piece 70
take some small pride 49
take some small share 81
take some small steps 243
take some steps about 193
take some steps which 447
take some strong action 153
take some strong steps 66
take some thinking about 156
take such action after 100
take such action again 45
take such action based 346
take such action could 40
take such action either 100
take such action might 48
take such action shall 62
take such action since 46
take such action thereon 1921
take such action under 958
take such action until 92
take such action where 54
take such action which 56
take such action within 243
take such action would 337
take such appeal shall 146
take such grave risks 47
take such harsh views 66
take such joint action 120
take such large doses 52
take such legal action 443
take such legal steps 228
take such order thereon 373
take such pains about 100
take such risks again 135
take such steps under 51
take such steps which 163
take such steps within 108
take such steps would 61
take such strong action 126
take their beaver coats 43
take their chief value 45
take their daily walks 94
take their dirty money 42
take their drink order 267
take their equal place 76
take their equal share 67
take their evening drive 199
take their evening walks 131
take their final exams 185
take their final plunge 40
take their final shape 256
take their final stand 80
take their first bites 46
take their first breaths 53
take their first drink 325
take their first major 43
take their first plunge 122
take their first steps 3088
take their first wives 48
take their fitting place 78
take their fixed point 320
take their lives every 40
take their lives rather 98
take their loading round 42
take their lunch breaks 214
take their lunch money 59
take their manly share 57
take their mother tongue 46
take their names after 94
take their names either 85
take their phone calls 186
take their place above 318
take their place after 198
take their place again 511
take their place below 155
take their place beneath 98
take their place could 59
take their place easily 56
take their place later 76
take their place quite 86
take their place round 78
take their place under 325
take their place until 198
take their place where 97
take their place which 71
take their place while 83
take their place within 2141
take their place would 139
take their right place 252
take their small boats 50
take their social roles 53
take their stand above 53
take their stand either 115
take their stand under 172
take their stand where 44
take their stand within 147
take their turns under 46
take their usual evening 40
take their usual place 93
take their views about 41
take their vital signs 68
take their walks alone 40
take these basic steps 43
take these extra steps 109
take these first steps 211
take these magic herbs 41
take these people under 54
take these pills every 43
take these seven steps 50
take these small steps 42
take these steps which 62
take these steps would 40
take these words quite 45
take those cases where 46
take those drugs which 41
take those extra steps 89
take those final steps 84
take those first steps 711
take those pills every 50
take those risks which 56
take those small steps 51
take those steps which 1013
take three basic forms 502
take three basic steps 61
take three broad forms 76
take three major forms 434
take three major steps 55
take three quick steps 81
take three running steps 107
take three short steps 69
take three times daily 152
take three times longer 493
take three walking steps 98
take time every morning 41
take time which might 66
take took taken shake 42
take took taken write 59
take very large doses 224
take very large risks 74
take very large steps 78
take very short steps 286
take very small bites 58
take very small doses 157
take very small steps 330
take very strong action 157
take what makes sense 44
take what meanings please 85
take what might appear 94
take what might prove 42
take what steps might 66
take what would appear 49
take work which would 45
take your blood sugar 53
take your child aside 60
take your crazy brain 64
take your dirty money 121
take your drink order 153
take your filthy hands 66
take your final exams 49
take your first drink 137
take your first right 800
take your first steps 920
take your fucking hands 43
take your hands apart 98
take your horse round 49
take your lunch money 104
take your money again 49
take your money while 42
take your offer quite 70
take your order please 128
take your phone calls 384
take your pills today 52
take your place after 60
take your place again 266
take your place right 41
take your place under 75
take your place until 93
take your place where 82
take your place while 256
take your place within 101
take your point about 431
take your pulse after 53
take your pulse again 337
take your pulse every 71
take your pulse while 89
take your resting pulse 113
take your right place 87
take your stand where 95
take your vital signs 253
taking away again after 68
taking away money which 84
taking cell phone calls 52
taking deep breaths until 133
taking deep breaths while 97
taking down notes about 45
taking early morning walks 170
taking even small steps 47
taking great pains about 123
taking high daily doses 55
taking many small steps 110
taking only short breaks 80
taking only small steps 58
taking other drugs known 67
taking other drugs which 67
taking other steps which 54
taking over first place 106
taking over indian lands 109
taking over large parts 83
taking over local firms 40
taking over state power 186
taking poor dinah would 96
taking some action based 66
taking some action which 183
taking some first steps 69
taking some large doses 50
taking some pains about 44
taking some small change 42
taking some small steps 87
taking some steps which 74
taking such action shall 197
taking such action under 52
taking such action would 108
taking such final order 43
taking such large doses 47
taking such small steps 40
taking such steps which 44
taking such steps would 182
taking such strong action 41
taking their abode again 47
taking their daily walks 56
taking their evening drive 141
taking their evening walks 40
taking their final exams 97
taking their final shape 80
taking their first drink 97
taking their first plunge 52
taking their first steps 2450
taking their fixed point 166
taking their lunch breaks 139
taking their place under 45
taking their place within 254
taking their stand under 62
taking their usual evening 40
taking their vague uneasy 98
taking these extra steps 44
taking these first steps 137
taking these hints which 67
taking these small steps 46
taking these steps would 43
taking these women about 46
taking those first steps 270
taking those small steps 40
taking those steps which 254
taking those steps would 52
taking three quick steps 68
taking three times longer 110
taking very grave risks 40
taking very large doses 201
taking very short steps 292
taking very short views 53
taking very small bites 83
taking very small doses 53
taking very small steps 289
taking what might appear 41
taking your first steps 361
taking your money under 58
taking your phone calls 44
taking your pulse after 41
taking your vital signs 42
tale their music tells 423
tale told about giotto 42
talk during working hours 163
talk five hours every 47
talk last night about 342
talk last night after 106
talk like henry james 44
talk like white folks 216
talk like white people 223
talk loud while others 58
talk many times about 55
talk more about color 86
talk more about creating 67
talk more about getting 113
talk more about jesus 50
talk more about later 674
talk more about money 61
talk more about people 87
talk more about setting 57
talk more about social 59
talk more about where 119
talk more about working 52
talk more about writing 44
talk more easily about 756
talk more fully about 184
talk more later about 408
talk more often about 415
talk most often about 117
talk much about anything 420
talk much about either 123
talk much about jesus 47
talk much about money 56
talk much about style 49
talk much about where 62
talk much about women 67
talk once again about 373
talk only about money 110
talk only about words 83
talk over every topic 54
talk show hosts would 127
talk show where people 94
talk took place about 62
talk took place while 43
talk very easily about 125
talk very often about 183
tall iron gates which 40
tall palm trees growing 50
tall palm trees swaying 52
tall palm trees which 78
tall pine trees growing 64
tall pine trees stood 73
tall pine trees which 93
tall slim brass lamps 55
tall tree which grows 47
tall tree which stood 85
tall tree while night 204
tall when fully grown 105
tall young woman stood 45
tall young woman whose 67
tank from which water 569
tank into which water 368
taps from house lines 138
task into small parts 74
task into small steps 295
task into small units 43
taut rope parts under 59
taut their slack minds 168
taxing during which jesus 128
taxi ride costs about 59
tbsp dark brown sugar 273
tbsp soft brown sugar 258
tbsp soft light brown 159
teach just about anything 44
teach kids about money 135
teach other people about 236
teach other women about 65
teach their child about 103
teach their mother tongue 92
teach their peers about 79
teach their people about 56
teach these people about 115
teach these people anything 80
teach what falls within 50
teach young girls about 66
teach young people about 1096
teach young women about 63
teach your child about 1257
teach your child anything 64
teach your child first 234
teach your people about 56
teams from nearby towns 109
teams were changing sides 59
teams were named after 96
teams were still working 51
tearing down fruit trees 47
tearing their lives apart 44
tears away scalp after 54
tears from every cheek 45
tears from every weeping 80
tears have given place 40
tears just thinking about 89
tears like water rather 63
tears once again began 50
tears over noble books 176
tears were again flowing 64
tears were falling again 63
tears were falling stars 55
tears were flowing again 211
tears were really flowing 41
tears were still falling 183
tears were still flowing 366
tears were still fresh 40
tears were still pouring 57
tears were still rolling 181
tears were still running 404
tears when asked about 41
tears when talking about 101
tears your light could 66
teeth from which armed 53
teeth from which sprang 74
teeth have sharp edges 57
teeth have short roots 54
teeth having vital pulps 118
teeth into human flesh 56
teeth just missing mason 44
teeth three times daily 40
teeth were filed sharp 52
teeth were gleaming white 81
teeth were pearly white 195
teeth were razor sharp 44
teeth were still bared 51
teeth were still sound 100
teeth were still strong 46
teeth were still white 103
tell into whose hands 122
tell just about anything 48
tell just about where 61
tell lies about others 186
tell lies about people 139
tell lies which seems 113
tell many people about 704
tell many tales about 123
tell more about nouns 70
tell more about people 116
tell more about verbs 54
tell more people about 278
tell most people about 42
tell much about people 52
tell much about where 59
tell other folks about 111
tell other people about 6647
tell other people where 119
tell other women about 109
tell some amusing story 40
tell some facts about 52
tell some funny story 46
tell some people about 94
