tabs every half inch 132
tabu search have been 98
tabu would have been 91
tack would have been 75
tact might have been 57
tact would have been 222
tact would have made 50
tags dangling from their 61
tags still hanging from 41
tags which have been 180
tags would have been 53
tail about three feet 48
tail could have been 205
tail could have made 66
tail forty feet into 86
tail gives some hint 82
tail lashing from side 143
tail might have been 216
tail moves from side 206
tail shall have been 113
tail still keep their 123
tail still sore from 45
tail waved from side 64
tail which hangs down 111
tail which hangs from 101
tail which left three 45
tail would have been 614
tail would only make 140
take about five days 543
take about five more 51
take about five years 2527
take about four days 1079
take about four years 1293
take about half their 55
take about nine days 88
take about nine years 149
take about three days 1973
take about three more 83
take about three years 3146
take action along these 152
take action away from 44
take action even when 523
take action from time 53
take action into their 134
take action once more 89
take action only when 1913
take action upon some 49
take action upon such 104
take action upon their 77
take action upon these 52
take action upon what 110
take action when other 62
take action when some 54
take action when such 56
take action when their 93
take action when there 262
take action when these 60
take action when your 46
take after blue beard 78
take after your poor 128
take after your side 114
take after your wife 41
take again your gift 44
take anything away from 19578
take anything back from 68
take anything else away 106
take anything else from 387
take anything else into 85
take anything from five 174
take anything from four 102
take anything from half 153
take anything from here 108
take anything from other 59
take anything from such 121
take anything from their 235
take anything from there 143
take anything from these 134
take anything from those 102
take anything from three 211
take anything from your 299
take anything into their 61
take anything into your 61
take anything like full 75
take anything more away 47
take anything more from 402
take athena into your 87
take aught away from 266
take awful good care 59
take billy away from 58
take blood away from 585
take blood from their 63
take blood from your 54
take blood meals from 253
take books away from 85
take books down from 49
take books home from 141
take breaks away from 56
take breaks from their 226
take breaks from work 106
take breaks from your 61
take calls from other 43
take candy away from 58
take cases away from 115
take cases like those 61
take child care leave 63
take color from their 102
take color from what 51
take could have been 50
take cover away from 50
take danny away from 66
take david away from 137
take eight more years 75
take either your word 48
take emily into your 46
take every cent from 61
take every evil just 68
take every fact into 62
take every half hour 45
take every last cent 46
take every other means 73
take every other step 65
take every risk into 51
take every single book 43
take every tenth name 91
take extra care during 69
take extra care over 117
take extra care when 1039
take extra good care 535
take extra time when 55
take extra work home 42
take fewer sick days 182
take fifty more years 48
take first rank among 362
take focus away from 148
take forms ranging from 168
take front rank among 137
take funding away from 76
take funds away from 639
take funds from other 61
take girls away from 43
take goods away from 59
take helen away from 62
take hints from these 47
take human beings into 97
take human form when 41
take human life even 43
take human life into 50
take human life when 54
take jesus away from 58
take jesus down from 114
take jesus into their 67
take jesus into your 72
take jokes from their 51
take jolly good care 1756
take labor away from 56
take lands away from 70
take large sums from 61
take laval back into 44
take leaves from their 45
take loans from other 47
take loans from their 129
take longer during busy 84
take longer over their 43
take longer over your 72
take lower paying jobs 150
take might have been 122
take money away from 4723
take money back from 47
take money from here 41
take money from other 380
take money from poor 129
take money from some 208
take money from such 131
take money from their 732
take money from these 163
take money from those 623
take money from your 1543
take money only from 61
take nearly five years 193
take nearly four years 119
take nearly three days 52
take nearly three years 185
take notes during their 127
take notes during these 74
take notes during trial 59
take notes during your 332
take notes from reading 97
take notes from their 100
take notes from these 49
take notes from your 178
take order from time 593
take others into their 154
take others into your 50
take pains over their 47
take people away from 2564
take people from other 50
take people from their 423
take people into their 85
take people into your 83
take peter away from 82
take place along many 55
take place along more 41
take place along other 62
take place along some 99
take place along such 59
take place along their 72
take place along these 440
take place along those 48
take place along three 162
take place also among 121
take place also during 116
take place also from 109
take place also when 221
take place among many 144
take place among more 177
take place among other 143
take place among some 158
take place among such 81
take place among their 297
take place among these 587
take place among those 1656
take place among three 99
take place among young 126
take place away from 5833
take place best when 64
take place came from 51
take place deep down 43
take place down here 48
take place down there 103
take place during birth 50
take place during cell 208
take place during cold 65
take place during curing 108
take place during data 64
take place during deep 48
take place during drying 239
take place during early 807
take place during firing 161
take place during four 85
take place during free 110
take place during heating 368
take place during heavy 95
take place during high 207
take place during holy 137
take place during july 78
take place during june 171
take place during late 327
take place during lent 270
take place during life 772
take place during mass 124
take place during most 152
take place during only 123
take place during other 163
take place during part 41
take place during reading 295
take place during rest 46
take place during slow 43
take place during some 173
take place during spring 126
take place during such 451
take place during their 1579
take place during these 2578
take place during those 633
take place during three 183
take place during time 130
take place during very 44
take place during waking 41
take place during what 212
take place during work 269
take place during your 683
take place early during 106
take place early next 647
take place even among 194
take place even during 499
take place even from 107
take place even more 560
take place even over 59
take place even when 6130
take place five days 438
take place five years 328
take place four days 279
take place four years 162
take place free from 266
take place from among 78
take place from birth 231
take place from early 296
take place from five 144
take place from four 43
take place from here 62
take place from home 105
take place from hour 57
take place from july 254
take place from june 605
take place from late 312
take place from left 501
take place from loss 44
take place from many 98
take place from mere 47
take place from month 72
take place from north 112
take place from other 224
take place from some 254
take place from spring 42
take place from such 552
take place from their 290
take place from there 167
take place from these 624
take place from those 133
take place from three 265
take place from time 7301
take place from very 181
take place from week 56
take place from what 267
take place from your 52
take place give rise 43
take place giving rise 145
take place have been 1308
take place having been 81
take place here also 184
take place here during 155
take place here from 58
take place here when 80
take place here will 67
take place into their 53
take place into these 55
take place just like 100
take place just once 206
take place just over 89
take place just prior 375
take place just three 100
take place just when 375
take place last week 105
take place like those 70
take place many years 425
take place much less 286
take place much more 6045
take place must also 83
take place must have 108
take place next door 48
take place next fall 61
take place next june 82
take place next month 1275
take place next spring 135
take place next week 2614
take place once more 431
take place once only 223
take place once these 43
take place only along 793
take place only among 1360
take place only during 3973
take place only four 60
take place only from 1843
take place only into 47
take place only once 3810
take place only over 643
take place only there 109
take place only three 160
take place only upon 1731
take place only very 883
take place only when 30623
take place over days 139
take place over five 129
take place over four 405
take place over great 183
take place over land 71
take place over many 1712
take place over more 343
take place over most 95
take place over much 414
take place over only 118
take place over some 451
take place over such 411
take place over their 124
take place over there 66
take place over these 183
take place over three 733
take place over time 10637
take place over vast 150
take place over very 549
take place over what 139
take place over wide 137
take place over years 377
take place some days 182
take place some three 44
take place some time 4849
take place some years 238
take place there also 111
take place there during 162
take place there from 69
take place there have 69
take place there must 3304
take place there were 124
take place there when 40
take place there will 555
take place these days 269
take place three days 1463
take place three years 572
take place till early 102
take place till five 207
take place till four 139
take place till half 71
take place till july 192
take place till june 262
take place till late 211
take place till many 200
take place till more 232
take place till much 206
take place till next 204
take place till nine 106
take place till some 939
take place till spring 84
take place till such 117
take place till their 132
take place till there 44
take place till these 55
take place till three 828
take place till very 43
take place till years 44
take place upon heating 157
take place upon some 49
take place upon such 150
take place upon their 134
take place upon these 152
take place vary from 50
take place very early 2188
take place very fast 285
take place very late 77
take place very much 562
take place very soon 5276
take place well ahead 48
take place well away 107
take place well into 210
take place were more 40
take place were only 95
take place were there 140
take place when food 169
take place when high 74
take place when iron 124
take place when least 47
take place when lime 118
take place when many 60
take place when milk 117
take place when more 278
take place when most 140
take place when once 97
take place when only 380
take place when other 181
take place when peace 47
take place when pure 43
take place when some 379
take place when such 829
take place when their 302
take place when there 7157
take place when these 1607
take place when those 222
take place when three 83
take place when time 93
take place when very 66
take place when what 81
take place when work 102
take place when young 137
take place when your 309
take place will also 114
take place will have 474
take place will make 41
take place will meet 334
take place will take 60
take place will vary 267
take plant food from 48
take power away from 6580
take power back from 140
take power from their 67
take power from those 124
take power into their 1591
take power into your 72
take power only when 41
take power over their 128
take quite good care 70
take quite some time 9161
take rather more care 46
take rather more time 73
take really good care 734
take right good care 148
take risks even when 117
take risks only when 68
take risks over laos 64
take risks when making 80
take risks when there 65
take sales away from 1483
take sarah away from 51
take seven more years 89
take seven years from 43
take shape during these 71
take shape from their 53
take shape once more 139
take shape only from 75
take shape only when 136
take shape over time 421
take shape very early 50
take share away from 141
take shell fish from 59
take short cuts over 80
take short cuts when 122
take short naps during 83
take sides even when 43
take sides only when 55
take sitting bull into 50
take small sips from 64
take solid food from 47
take solid food into 41
take space away from 108
take staff away from 143
take steps away from 174
take steps from time 60
take steps like these 46
take still more time 599
take stock from time 352
take stock once more 60
take strong hold upon 159
take texas away from 55
take thirty days from 40
take thirty years from 60
take today will have 43
take tommy away from 74
take trade away from 384
take trips away from 104
take turns asking their 103
take turns bringing food 47
take turns coming over 40
take turns giving their 130
take turns having their 41
take turns making sure 47
take turns making their 82
take turns moving their 100
take turns reading from 576
take turns reading their 1864
take turns reading these 108
take turns reading what 115
take turns reading your 565
take turns saying their 55
take turns saying what 180
take turns taking care 309
take under their care 684
take under your care 172
take until such time 44
take until well into 75
take usury from their 100
take votes away from 1629
take warning from past 130
take warning from such 344
take warning from their 963
take warning from these 222
take warning from those 93
take warning from what 786
take warning from your 102
take water away from 907
take water from lake 108
take water from other 65
take water from said 44
take water from some 42
take water from such 193
take water from their 1135
take water from there 162
take water from these 68
take water from your 76
take water into their 227
take water only from 160
take which will give 65
take which will have 48
take which will help 87
take which will make 40
take within their view 115
take wives from among 497
take wives from other 283
take wives from their 112
take wives only from 95
take women away from 311
take women from their 44
take women into their 92
take would have been 1184
take yours down till 50
taking about five days 103
taking about five years 68
taking about four days 143
taking about four years 55
taking about three days 186
taking about three years 118
taking action along these 40
taking action even when 52
taking action into their 61
taking action only when 226
taking action upon such 71
taking action when there 43
