tail switching over behind 46
take alcohol more freely 47
take britain into europe 163
take certain other actions 99
take charity from anyone 83
take comfort from another 49
take everything upon myself 166
take fifteen years before 90
take finland from sweden 111
take himself away before 40
take lessons from anyone 92
take lessons from madame 62
take lessons from someone 58
take matters even further 96
take matters much further 126
take matters very coolly 61
take minutes when senate 83
take offense when someone 95
take pleasure from something 40
take priority over another 291
take priority over claims 157
take priority over common 107
take priority over earlier 41
take priority over existing 48
take priority over family 269
take priority over further 101
take priority over higher 43
take priority over public 127
take priority over purely 125
take regular rest periods 40
take samples from various 100
take several days before 2332
take several years before 7674
take shelter from another 92
take shelter from storms 52
take towards making myself 78
take warrant upon myself 101
taking britain into europe 88
taking certain other actions 60
taking control means avoiding 40
taking counsel were almost 91
taking finland from sweden 64
taking hitherto over little 57
taking matters very coolly 66
taking priority over sulfur 58
taking samples from various 86
taking several days before 43
taking several years before 100
taking shelter from storms 49
talk appeared less seemly 52
talk himself into something 60
talk matters over before 107
talk spanish well enough 41
talk together very freely 59
tall buildings were closed 103
tall savages were stalking 97
tall soldier came through 41
tall soldier felt called 141
tall soldier went firmly 144
tame animals ever hunted 56
tame animals soon became 72
tank battles were fought 81
task becomes even harder 185
task becomes more urgent 42
task becomes much harder 134
task demands upon memory 59
task requiring high levels 40
taxi drivers speak english 127
teach beginning reading skills 88
teams present their findings 42
tears bewailing their excess 221
tears brought some relief 66
tears furrowing down through 92
tears gathered more thickly 243
teeth against some vessel 40
teeth against these stones 46
tell exactly their nature 161
tell exactly what effect 48
tell exactly what should 41
tell fantasy from reality 222
tell illusion from reality 65
tell madeira from sherry 99
tend towards their proper 42
tend towards those places 94
tenth century there appears 53
term between pure thought 62
term borrowing from abroad 579
term capital from abroad 787
term capital gain assets 104
term capital gain before 50
term capital gain except 95
term capital gain income 765
term capital gain instead 203
term capital gain portion 919
term capital gain should 50
term capital gain through 43
term capital gain unless 206
term capital gain without 46
term contact lens wearers 189
term credits from abroad 240
term credits more readily 272
term depending upon whether 50
term depends upon whether 89
term derived from arabic 131
term derived from french 125
term exchange rate changes 139
term freedom from disease 92
term implies some degree 45
term managed care refers 44
term profits from deviating 125
term stratum means simply 55
term studies have failed 170
term success will depend 285
term treasury bond yields 233
test depends upon whether 86
test results also showed 290
test results came through 48
test results from various 236
test results have already 95
test results have become 162
test results have little 44
test results have proved 42
test results must always 86
test results were always 42
test results were highly 99
test results were normal 909
test results were turned 58
test results will depend 134
test results will remain 65
test samples were placed 72
test several days before 85
text regarding land grants 42
their ability test scores 51
their ability will permit 56
their abortion laws before 48
their absence from church 486
their absence from england 222
their absence from europe 42
their absence from formal 40
their absence from france 51
their absence from london 69
their absence from public 217
their absence from school 849
their account those tracts 54
their adoption into english 47
their advance into england 78
their advance into europe 155
their advance into france 107
their advance into poland 84
their affairs even before 138
their affairs from seattle 43
their affairs have called 60
their affairs into better 75
their affairs more readily 43
their affairs much better 120
their affairs much direct 41
their affairs well enough 54
their affairs were always 49
their affairs were better 44
their affairs were placed 58
their affairs will permit 438
their alleged time travel 69
their alleged trial errors 93
their amounts will exceed 43
their anarchy well buried 53
their ancient herb garden 189
their ancient pomp forgot 42
their animals from straying 45
their animals half enough 181
their animals were killed 48
their answers were almost 46
their answers were always 127
their answers will depend 47
their answers will remain 100
their aquatic life through 54
their arduous task cheering 44
their arrival from abroad 66
their arrival from africa 108
their arrival from england 385
their arrival from europe 279
their arrival from france 129
their arrival from london 94
their arrival having reached 115
their artless tale relate 757
their attacks into england 94
their attacks upon england 110
their attacks upon europe 42
their attacks were always 55
their attacks were feebly 42
their attaining their object 42
their average birth weight 48
their average body weight 143
their average cash income 46
their average cost curves 575
their average test scores 171
their aversion from french 49
their balance when standing 42
their banners were joined 84
their baptism into christ 164
their barrier from france 47
their baskets well filled 42
their baskets were filled 117
their battles were denied 120
their battles were fought 246
their bedroom door before 40
their bedroom door behind 54
their bedroom door closed 80
their bedroom door locked 40
their beginning from christ 122
their behavior during periods 44
their behavior very little 43
their behavior when placed 55
their behavior when treated 53
their behavior will affect 138
their behavior will always 41
their behavior will become 126
their behavior will differ 74
their behavior will likely 52
their behavior will remain 48
their behavior will result 62
their beliefs have changed 59
their beliefs into public 56
their beliefs were formed 40
their bellies like snakes 109
their bellies were filled 180
their belongings into wagons 107
their belongings left behind 41
their belongings onto wagons 44
their belongings were loaded 108
their belongings were looted 49
their belongings were packed 113
their belongings were seized 44
their belongings were stolen 56
their belongings were stored 48
their betters were denied 53
their blessed home through 55
their borders have become 66
their brethren from abroad 64
their brethren from across 85
their brethren from beyond 44
their brethren left behind 124
their brethren were fighting 41
their brethren were pursuing 164
their brethren were treated 108
their brevity when dorothea 72
their bridges were mended 54
their bridles were seized 86
their brothers were fighting 53
their brothers were killed 79
their buildings were burned 109
their buildings were simple 143
their capital base through 84
their capital city should 100
their capital from abroad 66
their capital from shipping 67
their careers have become 55
their careers were almost 44
their careers were ruined 128
their careers will suffer 89
their castles were seized 80
their cavalry were routed 47
their central asian origin 47
their central asian policy 42
their central tail feathers 42
their chances were better 516
their chapels were closed 41
their charges were proved 54
their choices were almost 41
their choices will affect 83
their classes into groups 86
their clients have already 50
their clients have become 73
their clients have little 46
their clients plead guilty 60
their clients were guilty 94
their clients were likely 48
