tail these thirty years 50
take away about half 108
take away about three 46
take away again from 64
take away again what 40
take away anything else 93
take away anything from 2233
take away aught from 159
take away blood from 277
take away either their 72
take away every hope 220
take away every other 64
take away every single 56
take away every vice 85
take away funds from 170
take away human life 442
take away indian boys 59
take away lands from 85
take away money from 295
take away order from 45
take away power from 965
take away sales from 125
take away sound from 50
take away space from 100
take away still more 166
take away trade from 67
take away votes from 167
take away water from 120
take back again into 56
take back again what 80
take back anything from 83
take back every single 52
take back every word 424
take back power from 128
take back spent fuel 55
take base rates into 77
take birth after birth 86
take bite after bite 96
take blow after blow 60
take boat trips from 57
take breath after their 66
take breath after these 48
take care about their 102
take care about what 266
take care about your 71
take care where your 50
take care would know 53
take city after city 43
take crop after crop 52
take deep breaths during 120
take deep breaths from 80
take deep breaths when 131
take deep rooting from 115
take down every word 1459
take down notes from 69
take firm action when 50
take fish after fish 77
take fish within three 88
take five months from 46
take five steps back 57
take five working days 47
take four steps back 78
take from every side 270
take from every tree 123
take from others their 63
take from others what 789
take from people their 48
take from people what 51
take from thence such 65
take full power into 44
take good notes during 133
take good notes from 72
take good notes when 44
take good tidings home 67
take great pains over 566
take great pains when 40
take great pride when 55
take great risks when 130
take great state upon 206
take high place among 166
take hold right away 59
take hold until well 60
take hold where there 49
take holy water from 124
take home books from 58
take into adult life 42
take jobs below their 228
take jobs beneath their 122
take jobs which were 50
take just under three 141
take leave under such 139
take less money from 73
take less total time 50
take many facts into 40
take many forms among 41
take many forms from 585
take many forms like 44
take many forms other 331
take many forms ranging 414
take many forms such 1843
take many forms when 46
take many months more 41
take many short cuts 61
take many times more 155
take more after their 65
take more after your 47
take more blood from 80
take more class time 42
take more dairy work 48
take more fully into 311
take more goods from 67
take more money from 677
take more pains over 287
take more power from 120
take more power into 65
take more risks when 260
take more solid food 171
take more staff time 63
take more votes from 129
take more water from 178
take much amiss what 87
take much extra time 267
take much getting used 93
take much longer over 89
take much longer time 1290
take much longer when 56
take much money from 87
take much pains upon 124
take much solid food 42
take only about five 229
take only about four 209
take only about half 493
take only about three 453
take only eight days 45
take only fluid food 44
take only forty years 48
take only seven days 200
take only seven years 48
take only small sips 52
take only thirty years 43
take other action when 42
take other facts into 45
take other forms such 213
take other people into 396
take other views into 62
take other women into 42
take over after their 48
take over again from 123
take over again when 65
take over cases from 54
take over child care 166
take over eighth army 61
take over eight years 129
take over every part 49
take over every time 58
take over fifty years 100
take over first base 52
take over forty years 68
take over guard duty 257
take over indian land 54
take over large areas 745
take over power from 1834
take over power when 85
take over right away 183
take over still more 169
take over tasks from 81
take over thirty years 83
take over where their 86
take over where your 123
take over whole areas 48
take over would have 95
take page after page 63
take part would have 59
take rank after those 56
take root under your 71
take root where there 107
take shot after shot 136
take snow white into 99
take some action along 45
take some action during 51
take some action even 84
take some action here 69
take some action over 60
take some action soon 75
take some action such 155
take some action upon 226
take some action when 324
take some bearings from 52
take some blood from 562
take some books back 117
take some books from 65
take some books home 43
take some brief view 68
take some class time 97
take some clues from 59
take some dozen mile 66
take some eight years 46
take some extra care 79
take some extra time 1072
take some extra work 136
take some false step 147
take some fifty years 42
take some fluid from 61
take some forty years 43
take some fruit from 103
take some getting over 140
take some getting used 23945
take some goods from 44
take some hasty step 42
take some hints from 220
take some hours youth 91
take some leaves from 66
take some light food 62
take some lines from 81
take some looking into 41
take some merit from 63
take some minor part 46
take some money along 43
take some money away 89
take some money from 952
take some money home 54
take some notes during 87
take some notes from 84
take some people from 44
take some people into 43
take some power away 82
take some power from 45
take some quiet time 489
take some really good 43
take some risks when 70
take some short cuts 155
take some short time 145
take some shots from 148
take some small part 295
take some small step 59
take some solid food 396
take some steps along 67
take some steps back 48
take some steps upon 58
take some thinking over 111
take some thirty tons 49
take some thirty years 89
take some votes away 40
take some water from 467
take some water into 62
take some words from 154
take stem cells from 59
take step after step 545
take such abuse from 57
take such action during 66
take such action even 107
take such action from 80
take such action must 111
take such action only 220
