tags were removed and 43
tail down between his 54
tail hanging between his 53
tail much shorter than 297
tail well knotted with 94
tail went between his 53
tail were covered with 143
tail were crossed with 47
tail will suffice for 43
take acting classes and 41
take acting lessons and 75
take along everything you 50
take arms against any 120
take arms against each 183
take arms against god 44
take arms against her 305
take arms against him 3295
take arms against his 1504
take arms against its 56
take arms against one 244
take arms against our 155
take arms against that 157
take arms against them 1223
take arms against this 197
take arms against you 128
take away everything and 77
take away everything but 67
take away everything she 132
take away everything that 1566
take away everything they 221
take away everything you 322
take away extreme heat 51
take away flowers and 80
take away freedom and 77
take away liberty and 56
take away occasion for 103
take away richard iii 48
take back control and 170
take back everything she 171
take back everything that 366
take back everything they 58
take back everything you 129
take back workers who 56
take baths together and 47
take care because they 115
take care because you 43
take care however not 100
take cold showers and 142
take cold showers for 59
take down everything that 620
take down everything you 76
take early measures for 157
take firm measures for 45
take five courses each 90
take five courses per 86
take five dollars and 60
take five dollars for 136
take five dollars out 71
take five hundred and 165
take five hundred for 84
take five hundred men 247
take five minutes and 594
take five minutes each 159
take five minutes for 471
take five minutes off 426
take five minutes out 292
take five minutes with 44
take five shillings out 65
take five strokes off 88
take five thousand for 68
take five thousand men 103
take flying lessons and 140
take four courses each 68
take four hundred and 92
take four hundred men 166
take from britain are 181
take from edwards any 62
take from germany all 48
take from germany its 40
take from history all 68
take from history its 191
take from marxism all 44
take full account not 54
take full command and 48
take full control and 190
take full vengeance for 131
take good behavior for 143
take good counsel and 81
take good counsel with 74
take good courage and 109
take good cudgels and 73
take good fortune for 53
take good measures for 105
take good measures that 51
take great britain out 43
take great comfort and 122
take great courage and 79
take great courage for 58
take great delight and 133
take great liberty with 62
take great pleasure and 453
take great trouble and 43
take great trouble not 42
take great trouble with 60
take hold because they 149
take hold quickly and 65
take into account age 1928
take into account air 324
take into account all 119889
take into account amt 43
take into account and 18391
take into account any 64265
take into account area 100
take into account are 4708
take into account bad 108
take into account beam 42
take into account bias 47
take into account both 61410
take into account but 866
take into account can 276
take into account day 129
take into account death 98
take into account die 199
take into account due 47
take into account each 5140
take into account ease 89
take into account end 46
take into account far 352
take into account fig 85
take into account for 5217
take into account gas 125
take into account god 494
take into account has 125
take into account heat 585
take into account her 4037
take into account his 21371
take into account how 32387
take into account its 25627
take into account job 266
take into account key 604
take into account lead 113
take into account leap 59
take into account long 1970
take into account low 235
take into account man 1607
take into account may 142
take into account mean 44
take into account men 188
take into account net 138
take into account new 7592
take into account non 3289
take into account nor 59
take into account not 67966
take into account now 222
take into account off 141
