tar derivatives have been 44
tax adjustments have been 51
tax adjustments were made 84
tax arrangements have been 41
tax assessments have been 206
tax assessments were made 225
tax implications have been 83
tax preferences have been 201
team performance over time 153
ten consecutive years from 44
ten consecutive years prior 49
ten experiments were made 51
ten individuals have been 85
ten measurements were made 67
ten observations have been 44
ten observations were made 44
than adolescents from other 61
than alternative land uses 46
than anticipated from their 47
than arrangements were made 84
than connecticut threw hers 70
than conventional hearing aids 50
than conventional spin echo 61
than deliverance from birth 75
than detachments were sent 85
than differences among these 72
than distinctions like these 54
than electricity from coal 132
than governments have been 59
than individuals from other 172
than institutions have come 68
than preparations were made 451
than recommended have been 77
than recompenses their care 58
than respondents from other 210
than voluntarily erring from 87
than westminster hall sees 146
that abbreviations have been 57
that absenteeism from work 55
that accelerates from rest 53
that accompanied their birth 187
that accompanied their rise 44
that accompanied their work 55
that accompanies your text 74
that accountants have been 159
that accumulated over many 111
that accumulated over time 248
that accumulates over time 316
that acquisitions have been 46
that adjustments have been 760
that adjustments were made 563
that adjustments will have 357
that adolescents have been 84
that adolescents have more 129
that adolescents must learn 47
that adolescents need more 114
that adolescents were able 42
that adolescents were less 43
that adolescents were more 392
that adolescents will have 64
that advertisers have been 250
that advertisers will have 41
that agriculture must have 545
that agriculture must play 137
that agriculture will have 257
that agriculture will play 44
that agriculture will soon 90
that alternative health care 120
that ambassadors came from 110
that ambassadors were sent 680
that antagonisms lose their 48
that antiquarians have been 42
that applications have been 1035
that applications were made 605
that approximate those used 60
that arbitrators have been 64
that arbitrators must make 57
that arrangements have been 7291
that arrangements were made 6812
that arrangements were making 144
that arrangements will have 136
that arrangements will soon 50
that assessments have been 241
that assessments were made 270
that assignments have been 78
that assignments were made 51
that assimilated jews were 46
that assimilation will take 122
that astronomers have been 433
that astronomers have made 71
that astronomers were able 207
that automobiles have been 49
that beaumarchais will have 48
that behaviorists have been 48
that blasphemous gaul came 48
that businessmen have been 253
that businessmen were more 132
that businessmen will have 56
that calculations have been 337
that calculations were made 215
that capitalists have been 180
that capitalists were able 48
that capitalists will seek 234
that chimpanzees have been 225
that christianity came from 291
that christianity came into 1030
that christianity ever wore 217
that christianity grew from 186
that christianity must come 54
that christianity must have 1090
that christianity must make 51
that christianity must take 131
that christianity owes much 40
that christianity took over 238
that christianity took root 192
that christianity were true 112
that christianity will ever 334
that christianity will give 41
that christianity will have 476
that christianity will make 42
that christianity will soon 43
that civilization came from 50
that civilization have been 46
that civilization must have 153
that civilization will come 87
that civilization will ever 52
that civilization will have 86
that classically have been 44
that combinations have been 318
that commitments have been 237
that commitments were made 70
that commodities fall into 53
that commodities flow from 74
that commodities have been 69
that commodities were sold 43
that commodities were very 53
that commodities will rise 66
that commonplace fact gets 67
that communicate your ideas 123
that communities have been 465
that communities have their 56
that communities have used 47
that communities must have 89
that communities must take 41
that communities were able 71
that communities will have 87
that comparative data from 41
that comparisons have been 362
that comparisons over time 196
that comparisons were made 501
that compensation must take 54
that compensation will have 93
that compensation will only 45
that competitors from other 123
that competitors have been 157
that competitors will also 46
that competitors will find 333
that competitors will gain 45
that competitors will have 143
that competitors will react 92
that competitors will take 57
that complements your skin 64
that compromises have been 134
that compromises were made 91
that compromises will have 78
that computations have been 51
that condensation will form 43
that condensation will take 140
that conferences have been 104
that conferences were held 322
that conferences were more 193
that conferences were taking 42
that confidences have been 50
that conjuncture have been 123
that consecrated holy fire 67
that consequence must also 47
that conservation means nothing 113
that considerate lady made 47
that constantine must have 119
that constituted nothing less 50
that constitutes nothing less 42
that constitutes their life 81
that constitutes their main 42
that constitutes their most 116
that constitutes their true 54
that constitutes true life 121
that constitution been other 53
that constitution from birth 97
that constitution have been 55
that constitution having been 40
that constitution nothing less 40
that constitution went into 47
that constraints have been 44
that construction must have 88
that construction will have 42
that construction will take 153
that construction work will 217
that consultants have been 106
that consultation will take 100
that contentment must have 100
that continually flow from 96
that contractors have been 79
that contradicts their self 154
that contradicts your theory 53
that contributed even more 53
that contributed very much 136
that conventional laws have 49
that convergence will take 55
that conversation came back 62
that conversation must have 189
that conversation very well 65
that cooperative game theory 126
that corporations also have 85
that corporations have been 505
that corporations have come 61
that corporations have made 60
that corporations have more 117
that corporations have only 100
that corporations have their 58
that corporations have used 53
that corporations must file 55
that corporations must have 80
that corporations must make 44
that corporations must take 43
that corporations will have 264
that corporations will seek 71
that correlations have been 241
that corresponds much more 177
that corresponds very well 98
that countenance from their 99
that customarily have been 159
that declarations have been 162
that degenerated into mere 67
that delinquents come from 233
that delinquents were more 193
that deliverance from evil 138
that deliverance from pain 42
that deliverance must come 56
that deliverance will come 737
that democracies have been 156
that democracies were more 98
that demonstrate such prior 40
that departments have been 85
that departments will have 64
that depredations have been 50
that detachments were sent 54
that deteriorates over time 69
that development along these 193
that development have been 160
that development must come 123
that development must have 318
that development must take 422
that development over time 45
that development will come 244
that development will have 318
that development will only 149
that development will take 738
that development work must 83
that development work will 129
that differences among these 156
that differences have been 646
that differences like these 83
that differences were more 112
that differences were only 44
that differently from most 99
that disclosures have been 58
that disclosures were made 59
that discourages risk taking 41
that discoverers have good 48
that discoveries have been 270
that discoveries were made 281
that disgraceful acts have 151
that dislocations have been 41
that distinctions among these 43
that distinctions have been 216
that distinctions were made 271
that distinguished jews from 235
that distinguished their work 126
that distinguishes among three 99
that distinguishes good from 217
that distinguishes jews from 53
that distinguishes laws from 67
that distinguishes life from 113
that distinguishes living from 157
that distinguishes love from 42
that distinguishes male from 60
that distinguishes mind from 45
that distinguishes self from 71
that distinguishes their turn 51
that distinguishes their work 113
that distinguishes these from 110
that distinguishes these three 73
that distinguishes truth from 73
that distribution over time 142
that disturbance must have 62
that effectively shut down 341
that electricity must have 85
that electricity will flow 110
that electricity will pass 60
that electricity will soon 45
that emancipation must come 120
that emancipation will come 81
that embarrassed young lady 69
that encompassed much more 74
that encompasses many areas 53
that encompasses many other 57
that encompasses much more 374
that encompasses these three 62
that endorsement from other 85
that enterprises have been 131
that enterprises will have 67
that environment have been 79
that environment must have 127
that environment will have 248
that established their truth 74
that evangelicals have been 68
that evolutionary game theory 258
