tax adviser for details 77
tax applies with respect 89
tax because its purpose 56
tax because they believe 47
tax benefit that accrues 43
tax benefit that results 75
tax benefit was derived 152
tax benefit with respect 71
tax bracket and expects 57
tax bracket for federal 62
tax bracket for married 164
tax burdens and service 57
tax burdens are imposed 41
tax burdens are shifted 48
tax charges and credits 68
tax credits and capital 180
tax credits and federal 104
tax credits and foreign 46
tax credits and rebates 261
tax credits and refunds 268
tax credits and research 49
tax credits and voucher 78
tax credits are allowed 553
tax credits are applied 124
tax credits are carried 107
tax credits are claimed 88
tax credits are granted 132
tax credits are limited 77
tax credits are reduced 43
tax credits are subject 60
tax credits for adoption 110
tax credits for capital 368
tax credits for certain 467
tax credits for college 588
tax credits for employing 93
tax credits for foreign 545
tax credits for investing 143
tax credits for parents 1355
tax credits for private 1446
tax credits for research 759
tax credits with respect 691
tax dollars and federal 93
tax dollars and private 97
tax dollars for private 43
tax dollars for schools 55
tax dollars that support 155
tax effects are ignored 149
tax expense and related 93
tax exports and imports 195
tax holiday for foreign 77
tax holiday was granted 91
tax imports and exports 968
tax imposed for failure 108
tax imposed for revenue 59
tax imposed with respect 1681
tax increase for schools 97
tax increase was enacted 64
tax matters are handled 47
tax matters are material 65
tax officer may proceed 83
tax officer may require 289
tax payable with respect 584
tax payment with respect 69
tax rebates and credits 72
tax rebates for exports 322
tax records and returns 174
tax records are located 49
tax refunds and credits 141
tax refunds for exports 202
tax reporting and payment 197
tax reports and returns 172
tax returns and compute 42
tax returns and increase 81
tax returns and notices 138
tax returns and payment 484
tax returns and payroll 66
tax returns and provide 54
tax returns and receive 42
tax returns and records 189
tax returns and related 631
tax returns and reporting 113
tax returns and reports 1509
tax returns and returns 111
tax returns and similar 127
tax returns are audited 573
tax returns are checked 117
tax returns are subject 176
tax returns are usually 216
tax returns being audited 43
tax returns for certain 48
tax returns for clients 165
tax returns for federal 40
tax returns for general 41
tax returns for previous 116
tax returns for several 723
tax returns for taxable 426
tax returns that include 98
tax returns with respect 606
tax revenue and borrowing 52
tax revenue and capital 51
tax revenue and foreign 303
tax revenue and increase 48
tax revenue and increasing 123
tax revenue and national 173
tax revenue and reduced 43
tax revenue and revenue 44
tax revenue for highway 45
tax revenue for schools 201
tax revenue that results 137
tax revenue was derived 355
tax revenue was reduced 96
