tact sometimes directing work 56
take additional factors into 110
take different factors into 103
take effective control over 128
take exclusive control over 81
take necessary measures such 56
take political control over 65
take political factors into 154
take political matters into 57
take precaution against these 46
take proceedings against such 247
take proceedings against those 131
take proceedings against your 53
take reprisals against their 53
take reprisals against those 120
take shipments between most 42
taking additional factors into 46
taking desperate vengeance upon 85
taking effective control over 53
taking indicator diagrams from 69
taking political factors into 55
tall apartment buildings were 43
tell customers exactly when 97
tell different stories from 70
tell employees exactly what 70
tell everybody exactly what 76
tell honorable members what 156
term contracts entered into 1972
term evidently derived from 78
term prognosis remains poor 47
term strategic decision making 148
test distinguish dementia from 95
test hypotheses deduced from 132
test hypotheses derived from 2772
test statistic derived from 72
test themselves against other 100
test themselves against their 127
text retrieval systems have 62
their absorption spectra were 76
their adherents against those 40
their adventuring certain sums 49
their advertising dollars into 51
their advertising revenue from 96
their affections towards their 63
their aggression against india 42
their aggression against other 79
their aggression against south 183
their aggression against their 122
their allegedly wrongful acts 45
their allegiance towards their 51
their alternating opinions into 41
their ambiguous position from 42
their ancestors arrived from 101
their ancestors brought from 313
their ancestors brought over 157
their ancestors derived from 100
their ancestors emerged from 265
their ancestors escaped from 55
their ancestors settled there 114
their ancestors seventy years 49
their ancestors started from 64
their animosity against their 49
their animosity towards their 52
their appearance depends upon 89
their appearance differs from 88
their appointed courses from 93
their approaching triumph over 41
their arbitrary removal from 63
their arguments against such 41
their arguments against taking 99
their arguments against their 45
their arguments against those 61
their arguments chiefly from 52
their arrogance pretend will 62
their artillery appeared much 97
their attitudes regarding race 50
their attitudes regarding their 90
their attitudes towards having 40
their attitudes towards health 209
their attitudes towards india 67
their attitudes towards jews 96
their attitudes towards land 44
their attitudes towards life 413
their attitudes towards love 74
their attitudes towards other 401
their attitudes towards race 81
their attitudes towards reading 146
their attitudes towards risk 545
their attitudes towards some 46
their attitudes towards such 151
their attitudes towards their 2110
their attitudes towards these 300
their attitudes towards those 184
their attitudes towards what 185
their attitudes towards work 823
their attorneys present when 120
their available leisure time 58
their barbarous enemies break 42
their barbarous offspring left 46
their beneficial effects have 158
their beneficial effects upon 295
their beneficial effects were 123
their beneficial effects will 54
their bilateral exchange rate 85
their biological parents also 41
their biological parents during 48
their biological parents early 67
their biological parents have 116
their biological parents more 342
their biological parents were 328
their biological parents when 58
their biological parents will 145
their bitterest enemies have 103
their bitterest enemies must 57
their bitterest enemies were 97
their bloodless victory over 44
their brightest national health 43
their campaigns against other 52
their campaigns against their 76
their carefully dressed hair 52
their carefully groomed heads 47
their character becomes more 163
their character chiefly from 49
their character depending upon 78
their character depends upon 86
their character perhaps more 240
their chieftain wrought amid 57
their chromatin becomes more 91
their commercial affairs have 56
their commercial capital into 57
their commercial destiny there 44
their commercial freedom even 68
their community service work 281
their companies because their 43
their conflicting demands upon 52
their conflicting thoughts will 79
their conquests equably among 46
their continual demands upon 50
their continued absence from 141
their continued control over 295
their continued freedom from 69
their continued loyalty ever 57
their continued reliance upon 112
their continued support during 205
their continued support over 107
their contracts entered into 45
their corporate clients have 44
their countries against their 88
their countries because their 45
their cruelties against those 62
their customary control over 48
their customary division into 48
their customers because their 85
their customers benefit from 58
their cytoplasm becomes more 128
their daughters against their 59
their daughters married into 132
their daughters outside their 41
their defensive efforts will 88
their departure together from 67
their devastating effects upon 56
their different degrees also 153
their different effects upon 191
their different stations have 87
their digestive enzymes into 70
their digestive systems have 67
their digestive systems were 74
their diminishing control over 43
their disciples receiving from 60
their discretion deserve nothing 45
their discretion withhold their 146
their disguised figures came 79
their dismissal results from 163
their doctrines producing such 44
their eccentric orbital paths 55
their economies resulting from 43
their effective control over 489
their effective exchange rate 105
their electoral support base 45
their electoral support from 284
their employees balance work 45
their employees benefit from 48
their employers because their 64
their episcopal function only 62
their estimated arrival time 74
their everlasting descent into 47
their excellent conduct during 51
their excellent support during 41
their excessive reliance upon 59
their exclusive control during 100
their exclusive control over 631
their exclusive reliance upon 65
their exemplary conduct during 68
their existence against their 44
their existence becomes more 105
their existence brought into 60
their existence depends upon 874
their existence derived from 64
their existence derives from 70
their existence follows from 45
their expedition against their 40
their expedition against troy 333
their expensive watches keep 41
their extensive control over 55
their extensive research into 135
their faculties increase also 63
their followers against their 56
their followers withdrew from 51
their footsteps sounded like 54
their formative teenage years 46
their fortunate removal from 42
their frequency depending upon 48
their frequency hinders from 74
their generally smaller size 215
their gentlemen friends were 46
their geographic service areas 50
their gratitude towards their 142
their gratitude towards those 154
their greenwich village home 87
their grievance against their 48
their hairbreadth escapes from 70
their happiness depends upon 466
their hegemonic control over 126
their homelands against their 61
their hostility against their 85
their hostility stemmed from 40
their hostility towards india 48
their hostility towards jews 44
their hostility towards their 146
their hostility towards those 43
their household belongings were 43
their household effects into 51
their household effects were 99
their household incomes were 79
their household members were 47
their imaginary freedom from 131
their immigrant parents were 60
their important offices from 145
their incessant attacks upon 62
their inclusive fitness more 43
their increasingly central role 46
their indelible impress upon 198
their indelible imprint upon 123
their influence against such 159
their influence against their 58
their influence against these 55
their influence becomes more 189
their influence depending upon 45
their influence depends upon 154
their influence derived from 52
their influence derives from 64
their influence extends into 64
their influence extends over 272
their influence extends well 40
their influence outside their 73
their influence stemmed from 42
their influence strongly felt 112
their ingratitude towards their 57
their innermost thoughts from 44
their innocence improve into 42
their insolence towards those 93
their instincts towards their 81
their insurance company will 158
their integrity rescued from 63
their intensity depending upon 58
their intensity depends upon 45
