tags embedded within the 61
tail critical value is 298
tail critical value of 557
take abundant pains to 49
take accurate notes in 42
take accurate notes of 92
take accurate notes on 47
take accurate readings of 65
take accurate stock of 87
take adequate action in 127
take adequate action to 228
take adequate doses of 62
take adequate steps in 185
take adequate steps to 4459
take adequate stock of 74
take benefits under the 62
take business risks in 44
take business trips to 43
take captives until he 52
take cheerful views of 157
take children under the 86
take combined action in 113
take complete notes of 72
take complete notes on 57
take complete stock of 88
take concrete action in 195
take concrete action on 115
take concrete action to 703
take concrete shape as 45
take concrete shape in 454
take concrete steps in 441
take concrete steps to 7504
take conscious action to 94
take conscious pride in 41
take conscious steps to 327
take constant pains to 49
take critical stock of 102
take dangerous risks in 58
take dangerous risks to 45
take decisions about the 1042
take decisions based on 1675
take decisions binding on 383
take decisions under the 98
take decisions which the 97
take decisions within the 328
take decisive action as 172
take decisive action at 169
take decisive action by 97
take decisive action if 137
take decisive action in 1301
take decisive action is 53
take decisive action of 53
take decisive action on 653
take decisive action or 82
take decisive action to 2281
take decisive steps at 61
take decisive steps in 326
take decisive steps on 56
take decisive steps to 1503
take definite action at 40
take definite action in 376
take definite action on 226
take definite action to 344
take definite shape as 236
take definite shape at 51
take definite shape in 877
take definite steps in 295
take definite steps to 1739
take delivery under the 232
take delivery until the 51
take delivery within the 119
take detailed notes as 41
take detailed notes at 42
take detailed notes in 55
take detailed notes of 314
take detailed notes on 427
take detailed notes to 52
take dramatic action to 230
take dramatic steps to 321
take eighteen hours to 63
take eighteen months or 157
take eighteen months to 555
take emotional risks in 46
take emotional stock of 50
take enlarged views of 104
take enormous doses of 95
take enormous pains to 169
take enormous pride in 690
take enormous risks in 132
take enormous risks to 249
take entrance exams to 54
take evidence about the 59
take evidence under the 78
take exercise daily in 77
take exercise under the 41
take exercise within the 54
take explicit action to 192
take explicit steps to 264
take extended leaves of 111
take extended trips to 46
take financial risks in 109
take forceful action in 293
take forceful action on 62
take forceful action to 298
take forceful steps to 127
take forcible action to 53
take forcible steps to 81
take foremost place in 56
take fourteen months to 42
take frequent breaks in 50
take frequent breaks or 45
take frequent breaks to 344
take frequent doses of 128
take frequent readings of 53
take frequent trips to 335
take frequent walks in 58
take generous views of 131
take immediate action as 372
take immediate action at 131
take immediate action by 259
take immediate action if 554
take immediate action in 4038
take immediate action is 45
take immediate action of 55
take immediate action on 1721
take immediate action or 174
take immediate action so 127
take immediate action to 19676
take immediate steps as 114
take immediate steps by 67
take immediate steps if 41
take immediate steps in 911
take immediate steps on 69
take immediate steps so 150
take immediate steps to 58357
take immediate stock of 48
take immediate title to 48
take increased pride in 43
take infinite pains in 375
take infinite pains to 1591
take informed action to 44
take interest again in 43
take interest shall be 124
take linguistic usage as 59
take militant action in 83
take militant action to 77
take military action as 221
take military action at 94
take military action by 85
take military action if 350
take military action in 2991
take military action on 278
take military action or 110
take military action to 1496
take military drill at 71
take military steps to 158
take moderate doses of 50
