tabs to separate columns 46
tail is slightly rounded 272
tail is slightly shorter 107
tail is somewhat shorter 88
tail of separate moveable 43
tail to maintain balance 45
take an absolute minimum 114
take an absolute position 154
take an abstract concept 59
take an abstract question 59
take an academic position 104
take an academic program 55
take an accurate account 152
take an accurate history 167
take an activist position 95
take an adequate account 46
take an adequate history 286
take an adequate medical 71
take an advanced position 372
take an advocacy position 241
take an agnostic position 183
take an american citizen 49
take an american example 93
take an approach similar 349
take an artistic pleasure 116
take an attitude against 44
take an attitude similar 91
take an attitude towards 316
take an eclectic position 87
take an editorial position 242
take an electric current 116
take an elevated position 50
take an enormous variety 51
take an ensemble average 262
take an everyday example 335
take an excursion together 50
take an explicit position 184
take an extended european 47
take an extended example 51
take an extended holiday 285
take an extended journey 48
take an extended vacation 2031
take an immediate benefit 74
take an immediate decision 486
take an immediate delight 88
take an immediate dislike 270
take an immediate example 84
take an impartial position 92
take an inclined position 82
take an infernal delight 40
take an infernal pleasure 68
take an infinite delight 83
take an infinite variety 513
take an informed decision 295
take an informed position 130
take an innocent delight 51
take an innocent pleasure 56
take an interest because 109
take an isolated example 53
take an offsetting position 143
take an opposite example 158
take an opposite position 359
take an ordinary example 69
take an umbrella because 77
take an uncommon pleasure 42
take an unyielding position 54
take in adequate amounts 440
take in american society 92
take in enormous amounts 95
take in provision granted 65
take in religious matters 43
take in whatever relates 229
take it seriously anymore 97
take it seriously because 803
take it seriously himself 41
take me seriously because 252
take no adequate account 45
take no conscious delight 59
take no decisive measures 137
take no explicit account 105
take no immediate measures 42
take no military measures 76
take on american culture 44
take or otherwise acquire 971
take or strengthen measures 41
take the absolute control 48
take the absolute minimum 145
take the abstract citizen 66
take the academic courses 65
take the advanced courses 105
take the advanced position 73
take the american college 177
take the american position 68
take the analysis forward 42
take the argument against 45
take the argument forward 67
take the attitude towards 89
take the attorney general 76
take the benefits offered 125
take the biblical account 102
take the boundary between 54
take the business forward 149
take the campaign against 57
take the cartesian product 144
take the children because 107
take the children outside 1112
take the christian message 237
take the christian religion 157
take the combined efforts 525
take the commanding heights 54
take the commanding position 56
take the communion according 54
take the concrete example 144
take the conflict between 111
take the conscious decision 42
take the contract subject 48
take the contrary position 321
take the contrast between 249
take the covenant himself 212
take the criminal justice 52
take the cultural context 95
take the dangerous journey 48
take the database offline 177
take the decisions regarding 42
take the decisive measures 85
take the definite article 938
take the direction towards 107
take the discount because 47
take the discount offered 59
take the distance between 1763
take the dogmatic conceit 60
take the dominant position 207
take the economic measures 42
take the electric current 48
take the electron density 41
take the elevator because 49
take the emaciated creature 57
take the employee outside 64
take the ensemble average 403
take the essential features 46
take the evidence against 45
take the faintest vestige 40
take the falkland islands 79
take the fingernail scrapings 70
take the finished product 605
take the foremost position 140
take the friendly liberty 67
take the geometric average 103
take the harshest measures 58
take the illinois central 90
take the immediate command 181
take the increased traffic 46
take the integral between 47
take the interval between 134
take the laudable mystery 41
