tabs provide access to 62
tail becomes tenant in 100
tail extending beyond the 149
tail extending toward the 138
tail extends beyond the 167
tail extends toward the 89
tail pointed toward the 64
tail pointer points to 105
tail swished through the 42
tail tightly around the 70
tail wrapped around the 224
take account mainly of 92
take account merely of 235
take account neither of 234
take account solely of 145
take average values of 51
take capital losses on 55
take careful charge of 55
take careful measure of 77
take careful notice of 657
take careful planning to 100
take careful thought to 64
take certain actions as 46
take certain actions at 69
take certain actions by 49
take certain actions if 75
take certain actions in 559
take certain actions on 195
take certain actions or 281
take certain actions to 1633
take certain amount of 62
take certain papers to 44
take certain powers of 47
take classes taught by 64
take control before the 67
take control instead of 57
take control through the 129
take control without the 41
take counsel whether he 402
take country drives in 66
take courage enough to 88
take courses covering the 49
take courses taught by 94
take courses through the 77
take decades before it 93
take decades before the 432
take decades before we 73
take decided ground on 48
take digital images of 47
take digital photos of 157
take drastic actions to 132
take emotions instead of 79
take especial charge of 141
take especial notice of 689
take eternal refuge in 59
take everything before it 63
take everything except the 73
take express notice of 65
take extreme actions to 47
take extreme caution in 86
take extreme caution to 57
take extreme stands on 60
take fifteen grains of 100
take forever before he 138
take forever before it 54
take forever before the 223
take forever before we 44
take general charge of 1130
take himself beyond the 50
take himself firmly in 41
take illegal methods to 68
take increasing charge of 51
take increasing notice of 132
take instant photos of 116
take instant refuge in 78
take integer values in 80
take judicial notice as 344
take judicial notice at 94
take judicial notice if 799
take judicial notice in 178
take judicial notice is 129
take judicial notice of 73669
take judicial notice on 182
take judicial notice or 76
take judicial notice the 47
take judicial notice to 64
take matters firmly in 56
take measures further to 81
take measures likely to 59
take measures needed to 96
take measures relating to 136
take measures suited to 81
take measures toward the 83
take medical charge of 191
take minutes instead of 71
take nominal charge of 63
take occasion hereby to 480
take occasion thereby to 118
take official charge of 257
take official notice of 2286
take official stands on 45
take overall charge of 461
take passage across the 79
take pleasure merely in 52
take position across the 154
take position around the 59
take position before the 61
take position behind the 641
take private pupils in 44
take regular charge of 55
take remedial actions to 85
take revealed itself to 46
take several actions to 259
take several copies of 99
take several cycles of 91
take several cycles to 189
take several drafts to 51
take several evenings to 48
take several groups of 47
take several layers of 63
take several meetings to 169
take several nights of 47
take several nights to 182
take several orders of 41
take several passes to 82
take several periods to 50
take several photos of 129
take several pieces of 229
take several rounds of 247
take several routes to 78
take several seasons of 54
take several seasons to 209
take several sheets of 126
take several visits to 218
take shelter amongst the 79
take shelter before the 68
take shelter behind an 251
take shelter behind it 154
take shelter behind the 6210
take shelter beyond the 47
take shelter inside the 501
take shelter without the 60
take showers instead of 383
take similar actions in 112
take similar actions to 74
take similar stands on 70
take soundings around the 48
take stronger actions to 46
take stronger stands on 69
take supreme charge of 138
take thirteen copies of 44
take towards canada the 51
take trouble enough to 143
take typical values of 51
take vantage ground of 44
taking account merely of 59
taking account neither of 76
taking account solely of 79
taking average values of 96
taking careful measure of 52
taking careful notice of 158
taking certain actions in 157
taking certain actions or 78
taking certain actions to 61
taking chances enough to 64
taking classes taught by 44
taking counsel whether or 59
taking courses taught by 52
taking courses through the 87
taking digital photos of 68
taking douglas around in 62
taking especial notice of 89
taking everything belonging to 68
taking fifteen grains of 54
taking general charge of 142
taking gradual effect in 63
taking increasing notice of 50
taking insulin should be 66
taking judicial notice in 131
taking judicial notice is 178
taking judicial notice of 4228
taking judicial notice on 63
taking measures likely to 48
taking measures therein to 139
taking medical advice as 40
taking moments around the 116
taking occasion thereby to 59
taking occasion through the 56
taking official notice of 320
taking overall charge of 79
taking position behind the 223
taking private pupils at 45
taking private pupils in 90
taking remedial actions to 90
taking sections through the 77
taking service amongst it 44
taking several actions to 41
taking several pieces of 109
taking several prizes on 47
taking shelter behind an 106
taking shelter behind the 998
taking shelter inside the 68
taking showers instead of 104
taking similar actions in 41
taking strolls through the 44
taking supreme office at 46
taking typical values of 64
taking western europe as 120
tale centers around the 47
tale resides indeed in 84
tale stopped square in 41
talk centers around the 172
talk circles around me 140
talk circles around the 98
talk drifted around to 94
talk finally turned to 122
talk herself through the 50
talk himself through the 54
talk quickly turned to 304
talk together across the 92
talk together before the 110
talk together through the 44
talk together without an 42
talk together without the 98
tall ancient forest to 54
tall athletic figure of 107
tall buildings across the 157
tall buildings around it 71
tall buildings around the 113
tall buildings seemed to 79
tall buildings should be 152
tall chimney marked the 43
tall chimney stacks of 58
tall clipped hedges of 50
tall columns across the 42
tall cypress seemed to 42
tall flowering spikes of 43
tall footman towering by 49
tall frosted shapes of 44
tall gateway before us 99
tall grasses around the 56
tall harpoon standing at 69
tall musician walked the 45
tall parents tended to 108
tall poplars before it 45
tall poplars before the 54
tall poplars looked at 45
tall pyramid shooting up 65
tall slender column of 57
tall slender figure in 75
tall slender figure of 245
tall soldier seemed to 153
tall stately figure of 61
tall upright building of 47
tall upright figure of 49
tall windows across the 98
tall windows behind the 63
tall windows draped in 61
tall windows framed by 67
tank circuit formed by 99
tank circuit should be 144
tank crashed through the 159
tank located behind the 48
tank located inside the 87
tank mounted behind the 56
tank smashed through the 54
tape applied across the 49
tape extending beyond the 46
tape extends beyond the 50
tape recording should be 342
tape recording system in 64
tape recording system is 60
tape several pieces of 58
tape several sheets of 72
tape tightly around the 272
tape wrapped around it 436
tape wrapped around the 2439
task demands exceed the 53
task demands placed on 119
task depends heavily on 53
task extends beyond the 43
task reduces itself to 40
task remaining before us 6409
task remains before us 52
task requiring recall of 60
taxi crawled through the 51
taxi drivers refuse to 113
taxi drivers seemed to 54
taxi drivers should be 41
taxi finally pulled up 142
taxing capital income at 136
taxing estates heavily at 189
taxing statute should be 51
taxi stopped before the 119
teach catholic theology in 42
teach diverse groups of 59
teach everything through the 47
teach grammar freely to 87
teach himself before he 40
teach language skills in 50
teach language skills to 137
teach library skills to 54
teach listening skills to 43
teach material points of 63
teach parenting skills to 193
teach refined habits to 47
teach research methods to 50
teach subject matter as 47
teach subject matter in 145
teach subject matter or 44
teach subject matter to 121
teams conduct drills to 70
tearing unhappy france to 68
tears dropped slowly on 55
