tact he adapted himself 44
tail is bluntly pointed 76
tail is brought forward 52
tail is sharply pointed 68
tail is usually carried 119
tail of general jackson 114
take an account between 231
take an adamant position 80
take an advance payment 41
take an adverse position 95
take an aesthetic delight 45
take an aesthetic pleasure 134
take an aimless holiday 83
take an animate subject 115
take an average between 98
take an average student 45
take an eminent example 75
take an endless variety 81
take an equally extreme 40
take an especial delight 220
take an especial pleasure 156
take an evident pleasure 59
take an example familiar 99
take an example involving 127
take an example outside 314
take an example similar 43
take an exposed position 61
take an extreme example 19743
take an extreme pleasure 122
take an extreme position 1658
take an immense delight 54
take an inferior article 73
take an inferior position 334
take an instant decision 51
take an instant dislike 826
take an instant picture 68
take an intense delight 79
take an intense dislike 107
take an intense pleasure 54
take an oblique position 131
take an occasion against 40
take an official position 1025
take an overall picture 101
take an unusual position 75
take an upright position 203
take in affairs foreign 63
take in distant objects 45
take in foreign affairs 119
take in national affairs 49
take in payment therefor 54
take in several hundred 82
take in several thousand 71
take is equally divided 157
take it anymore because 50
take it lightly because 54
take me fifteen minutes 319
take me several minutes 73
take my chances against 155
take my chances because 41
take my chances outside 133
take my journey towards 54
take my measures according 51
take my natural position 49
take my picture tonight 53
take my present position 56
take my thoughts captive 44
take no chances because 58
take no decision regarding 81
take no especial pleasure 47
take no foolish chances 69
take no hostile measures 44
take no measures against 344
take no official position 125
take no position regarding 85
take no regular measures 167
take no vengeance against 45
take no warlike measures 54
take of certain bloated 51
take on certain aspects 385
take on certain features 86
take on increasing amounts 113
take on popular culture 102
take on several hundred 61
take or destroy private 40
take the airport express 54
take the airport shuttle 59
take the analogy between 228
take the arduous journey 50
take the average between 144
take the average density 56
take the average diameter 41
take the average duration 68
take the average figures 95
take the average produce 51
take the average results 43
take the average student 128
take the beginning balance 154
take the british example 43
take the british position 55
take the canadian pacific 64
take the capital letters 56
take the central pacific 45
take the central position 328
take the central problem 45
take the chances against 52
take the chances offered 43
take the charges against 78
take the classic example 308
take the clearest example 162
take the college courses 91
take the command against 433
take the command himself 390
take the company forward 196
take the company private 2041
take the correct decision 173
take the correct measures 53
take the correct position 219
take the country forward 910
take the country towards 328
take the courses offered 125
take the creative process 42
take the current density 66
take the decision because 54
take the decision himself 165
take the decision lightly 60
take the decision regarding 83
take the desired position 52
take the disused bedstead 48
take the drastic measures 329
take the earliest measures 247
take the earliest occasion 284
take the economy forward 57
take the emperor charles 43
take the extreme example 374
take the extreme measures 99
take the extreme position 1106
take the familiar example 181
take the fateful decision 167
take the federal reserve 49
take the fifteen hundred 70
take the following account 1587
take the following amounts 78
take the following article 65
take the following aspects 142
take the following average 93
