abate the same from time 64
about an hour away from 1478
about an hour from here 506
about an hour from home 90
about an hour from their 42
about an hour from town 47
about an hour high when 69
about an hour past noon 98
about an hour there were 85
about an hour when there 99
about an inch away from 1286
about an inch back from 177
about an inch deep into 93
about an inch deep over 43
about an inch down from 147
about an inch from mine 128
about an inch from their 143
about an inch from your 135
about an inch thick from 48
about an inch thick over 89
about an inch wide from 49
about as many more from 63
about as many more were 294
about as much like what 51
about as much more from 125
about as well have been 352
about at some other time 44
about by some other means 165
about in many other ways 68
about in their bare feet 188
about in those days when 43
about in those early days 65
about in three main ways 63
about in very good health 42
about is only fair play 49
about it from some other 138
about it have been made 83
about it just last week 62
about it last week when 45
about it must have been 239
about it must have felt 58
about it only last week 96
about it some more when 75
about it some other time 5662
about it some time when 40
about it these three days 60
about it very much when 68
about it when riding home 47
about it will only make 131
about me must have been 55
about me worth your having 72
about my having been here 73
about my life away from 46
about my life back home 47
about my life came back 68
about my life these days 70
about my side upon some 46
about on their beds those 51
about on their four legs 200
about on their hind feet 62
about on their hind legs 443
about on their last legs 62
about so much these days 156
about the bank there were 148
about the bass rock told 40
about the body have been 48
about the body having been 44
about the camp took their 62
about the camp used these 48
about the case have been 51
about the city have been 60
about the city were ready 43
about the days when their 67
about the days when there 96
about the door fled into 72
about the early days when 290
about the early years when 40
about the eyes only made 51
about the fact there were 49
about the fame time from 45
about the fire next time 49
about the fire taking hold 67
about the foot like iron 64
about the girl back home 102
about the girl next door 124
about the gold rush days 45
about the good life from 45
about the good news from 50
about the good time coming 54
about the good work done 120
about the great days when 51
about the great salt lake 296
about the hall here when 48
about the heavy work load 55
about the high birth rate 42
about the high holy days 46
about the home rule bill 177
about the ideas have come 56
about the land having been 43
about the land over there 162
