absence been 48 accepts pays 43
account give 46 account help 133
account tell 64 account think 43
account give 51 account know 81
account think 42 account want 85
account pack 60 achieve more 424
achieving more 126 acquire more 232
acquiring more 239 address know 145
admitting know 78 adopted more 782
adopted very 54 affairs tell 56
affront upon 232 against tree 50
against tree 92 against wind 60
against having 60 against saying 44
against whom 180 against worth 57
against came 55 against held 71
against knew 55 against made 45
against took 62 against will 153
against only 44 against such 49
against whom 255 against more 118
against even 70 against blue 44
against will 41 against cent 106
allowed cent 48 allowed full 84
altered know 48 although from 133
although also 61 although from 55
although made 81 although more 190
although been 240 although also 46
although have 482 although have 52
although were 90 although ones 44
although have 40 although from 148
although been 79 although been 72
although have 378 although know 50
although call 108 although cite 72
although come 49 although deny 463
although even 110 although feel 109
although find 643 although give 441
although have 92 although help 1110
although here 102 although hope 235
although just 40 although keep 113
although know 141 although learn 58
although live 162 although make 351
although much 134 although name 109
although play 59 although reach 40
although rule 57 although seem 54
although speak 579 although stop 40
although swear 105 although take 134
although talk 64 although teach 49
although tell 767 although thank 43
although think 925 although walk 49
although well 44 although nothing 52
although nothing 44 although call 112
although care 861 although cease 57
although come 213 although dare 280
although even 313 although ever 42
although fail 56 although fall 53
although feel 2823 although find 740
although give 397 although have 2587
although hold 86 although join 78
although keep 58 although know 14954
although learn 289 although leave 72
although like 2786 although live 103
although look 275 although lose 77
although love 111 although make 445
although meet 197 although mind 168
although miss 40 although move 83
although much 1050 although need 306
although plan 114 although play 64
although reach 45 although seek 53
although seem 137 although send 54
although show 137 although speak 251
although stay 60 although step 57
although stop 74 although take 424
although talk 73 although tell 910
although think 2775 although vote 49
although want 1848 although wish 313
although work 73 although some 62
although will 48 although will 72
although have 48 although some 62
although many 43 although nothing 68
although only 43 although some 62
although been 80 although been 1515
although come 64 although done 160
although eaten 90 although even 174
although felt 68 although gone 53
although heard 403 although made 124
although meant 100 although much 361
although said 286 although seen 1378
although shed 67 although such 53
although time 57 although told 162
although been 71 although much 44
although been 64 although have 699
although know 148 although like 41
although live 92 although look 42
although very 46 although only 48
although from 480 although able 1195
although born 112 although clear 92
although even 121 although here 44
although keen 40 although much 316
although ready 112 although rich 76
although sent 55 although sure 2789
although there 566 although told 99
although trying 44 although used 43
although very 755 although well 95
although only 201 although very 180
although young 429 although know 75
amassed much 50 ambition have 66
animals know 41 answers have 190
answers know 101 answers want 40
anxiety must 71 anybody give 41
anybody know 71 anybody like 112
appeared want 48 appeared done 65
appoint hour 1141 appoint time 73
appoint hearing 1030 appoint taking 44
appoint their 106 appoint able 46
appoint will 59 arrival nothing 45
arrived late 158 arrived late 607
arrived soon 133 arrived have 48
arrived know 127 article care 63
ashamed know 84 ashamed think 97
assumed more 1497 assumed most 105
assumed much 85 assumed very 126
assumed have 79 assumed know 108
assumed need 48 assumed want 58
assumes more 618 assured need 63
attract will 53 awakening seen 43
