abject shame which had 49
aboard fresh water and 106
aboard ships bound for 438
aboard slave ships and 51
abound about people who 51
abound every where with 87
abroad after world war 348
abroad since world war 214
abroad until world war 50
abroad which costs him 49
abroad which could not 194
abroad which meets all 40
abroad which might not 193
abroad which would not 132
abroad while keeping its 46
abroad whose father was 59
absent ankle jerks and 361
absent eight months and 41
absent grand chief was 60
absent rather longer than 46
absent seven months and 43
absorb amino acids and 94
absorb every feeling and 58
absorb green light and 50
absorb light rather than 129
absorb shock loads and 41
absorb sound rather than 100
absorb sound waves and 69
absorb water easily and 58
absorb water vapor and 90
absurd story about his 62
absurd story never was 47
absurd story which has 46
absurd tales which they 60
absurd threats would not 186
absurd words quite out 107
abused uncle harry for 41
abuses grown stiff and 45
abuses under which they 225
abuses which arose out 57
abuses which could not 154
abuses which serve them 54
abuses which under his 49
abuses which would not 124
accent which could not 69
accept anything rather than 185
accept anything which can 73
accept anything which does 50
accept anything which has 51
accept anything which may 50
accept anything which they 60
accept anything which was 74
accept defeat rather than 171
accept gifts which are 43
accept goods which are 85
accept longer hours and 88
accept lower rates for 63
accept lower wages and 1342
accept lower wages for 272
accept lower wages than 1199
accept paper money and 74
accept paper money for 69
accept people where they 173
accept social change and 102
accept social norms and 58
accept social norms with 110
accept terms which are 119
accept terms which did 48
accept total blame for 44
accept wages lower than 215
accept wages which are 67
accept worse terms than 73
access lists allow you 83
access point rather than 52
access roads which are 42
access times which are 44
accruing thereof shall not 67
accusing party spoke with 42
acetic acids which are 47
acidic amino acids and 1344
acidic amino acids are 429
acidic amino acids may 82
acidic amino acids than 42
acidic amino acids that 180
acidic amino acids was 124
acidic amino acids with 54
acreage under crops and 457
acreage under crops was 68
acreage under glass and 72
acreage under paddy and 50
across caste lines and 163
across cedar creek and 118
across class lines and 1814
across class lines are 109
across class lines but 120
across class lines for 77
across class lines may 40
across class lines than 74
across class lines that 200
across class lines was 211
across class lines with 58
across color lines and 77
across craft lines and 65
across empty space and 169
across enemy lines and 106
across ethnic lines and 482
across ethnic lines are 89
across ethnic lines but 60
across ethnic lines for 67
across ethnic lines has 47
across ethnic lines was 85
across firms rather than 40
across firms within each 49
across front pages and 60
across grade level and 235
across grade lines and 43
across green lawns and 43
across group lines and 112
across lakes huron and 68
across party lines and 1925
across party lines are 95
across party lines but 58
across party lines for 182
across party lines has 60
across party lines that 296
across party lines was 128
across party lines with 93
across puget sound and 116
across racial lines and 644
across racial lines are 131
across racial lines but 84
across racial lines can 43
across racial lines did 42
across racial lines for 95
across racial lines has 79
across racial lines than 77
across racial lines that 218
across racial lines was 214
across racial lines with 43
across river mouths and 40
across rolling hills and 125
across saudi arabia and 88
across smoking ashes and 92
across smooth water with 58
across social class and 1132
across social lines and 94
across social space and 202
across space rather than 157
across spots where this 55
across state lines and 5858
across state lines any 53
across state lines are 350
across state lines but 151
across state lines can 115
across state lines did 56
across state lines for 6831
across state lines had 88
across state lines has 356
across state lines may 118
across state lines than 41
across state lines that 206
across state lines was 686
across state lines with 420
across steep hills and 134
across which strings are 60
actions about which they 129
actions after world war 91
actions alone could not 81
actions alone which are 44
actions alone would not 110
actions arising under any 108
actions arising under that 61
actions arising under this 533
actions falling under them 49
actions never cause any 124
actions passing round her 53
actions reason though you 48
actions reveal about his 91
actions shall arise out 54
actions since world war 89
actions taken rather than 80
actions taken under any 58
actions taken under its 74
actions taken under that 47
actions taken under them 98
actions taken under this 821
actions taken which are 281
actions taken within that 53
actions under state law 402
actions under title vii 972
actions which alone can 47
actions which arise out 282
actions which arose out 55
actions which cause and 52
actions which cause them 60
actions which change this 44
actions which could bring 52
actions which could lead 255
actions which could not 622
actions which exalt and 53
actions which makes them 99
actions which might bring 87
actions which might lead 352
actions which might not 147
actions which ought not 189
actions which stand out 43
actions which would bring 320
actions which would lead 638
actions which would not 1080
actions while others are 41
actions within which they 63
active after world war 307
active agent rather than 369
active agent which has 59
active amino acids and 104
active amino acids are 89
active binding sites for 65
active cells which are 103
active civic leader and 46
active enemy would not 158
active fault zones and 93
active fault zones are 73
active fishing fleet and 41
active force rather than 97
active force which can 54
active force which has 130
active force working for 43
active forms which are 50
active growing season and 57
active growth period and 64
active growth phase and 75
active labor force and 212
active labor force has 63
active labor force was 121
active learning rather than 212
active local trade with 158
active motion heated him 83
active motor units and 161
active older people are 58
active older people who 45
active parts which can 42
active plant growth and 71
active power within each 70
active power would not 82
active region rather than 90
active scene which was 108
active since world war 141
active sites rather than 49
active sites which are 204
active sites which can 44
active social force that 80
active social lives and 340
active social lives than 114
active social lives with 116
active trade links with 84
active trade unions and 136
active until world war 96
active verbs rather than 137
active verbs which are 69
active voice rather than 599
active voice shows that 69
active weapon which they 318
active while others are 326
active women under age 47
actors after world war 42
actors could enter and 53
actors could never get 40
actors whose lives are 43
actors whose names are 136
actors whose roles are 82
actors whose words and 47
actual cases rather than 94
actual cases shows that 122
actual cases where this 81
actual cases which are 114
actual change rather than 41
actual change which has 69
actual child abuse and 76
actual costs rather than 153
actual costs which are 102
actual count shows that 73
actual court cases and 124
actual court cases that 178
actual crime rates and 69
actual crime rates are 43
actual deeds which are 55
actual driving force for 148
actual earnings rather than 111
actual event rather than 111
actual event which has 55
actual facts about him 47
actual facts about this 42
actual facts could not 40
actual facts rather than 236
actual facts which are 163
actual facts which can 49
actual facts which she 58
actual facts which they 69
actual field tests are 48
actual forms which they 47
actual growth rates and 78
actual growth rates are 157
actual growth rates for 168
actual holding period for 49
actual horse power per 356
actual human needs and 119
actual items which are 42
actual labor costs and 67
actual labor costs are 107
actual labor costs for 104
actual labor force and 49
actual labor hours and 83
actual legal basis for 45
actual money lulls our 156
actual money spent for 46
actual money wages and 44
actual mother would not 184
actual motor change had 57
actual needs rather than 169
actual people rather than 104
actual place where our 78
actual place where she 51
actual place where they 93
actual place where you 49
actual power rather than 57
actual power rests with 40
actual power which they 70
actual price level and 672
actual price level are 114
actual price level was 94
actual rhythm shall not 108
actual rotor speed and 42
actual sales price and 136
actual sales price for 70
actual sales rather than 90
actual selling price and 306
actual selling price for 206
actual selling price may 69
actual selling price per 246
actual selling price was 116
actual share which she 109
actual social change and 86
actual social costs and 82
actual social needs and 80
actual social order and 150
actual social power and 84
actual social world and 88
actual tests which are 43
actual texts rather than 41
actual touch lifts one 90
actual trade flows and 78
actual turning point was 41
actual upper limit for 46
actual usage rather than 183
actual value could not 51
actual value found for 65
actual value rather than 134
actual value would not 102
actual water level and 98
actual words could not 50
actual words rather than 74
actual words which are 74
actual words which they 46
actual working hours and 104
actual working hours are 181
actual working hours for 103
actual working hours per 344
actual world about him 395
actual world about them 86
actual world could not 48
actual world rather than 190
actual world turns out 95
actual world which are 69
actual world would not 124
acuter moral sense than 54
adapting greek plays for 48
addled brain could not 164
adduce facts showing that 218
adhering party never had 86
adhering party would not 174
adjust every point that 115
adopting joint rules and 113
adults after world war 44
adults could still buy 41
adults looking after them 48
adults spend about one 133
adults under state law 173
adults which could not 47
adults whose lives are 215
adults whose needs are 43
adults would agree that 466
adults would agree with 92
adults would rather not 104
advice about anything that 45
advice about books and 97
advice about clothing and 40
advice about drugs and 52
advice about farming and 59
advice about feeding and 47
advice about finding and 42
advice about getting out 50
advice about getting rid 45
advice about healthy eating 149
advice about keeping his 54
advice about looking for 65
advice about money and 56
advice about running for 46
advice about safer sex 108
advice about smoking and 72
advice about staying out 132
advice about style and 79
advice about teaching and 49
advice about where and 131
advice about where they 91
advice about which way 46
advice about working with 160
advice about writing and 143
advice about writing for 55
advice given above and 52
advice given above for 77
advice right where you 82
advice which could not 126
advice which might not 63
advice which would lead 108
advice which would not 106
advice which would now 90
advise people about how 54
advising people about how 40
aerobic plate count and 106
affair about which she 47
affair about which they 62
affair about which you 61
affair right under her 49
affair which began with 52
affair which could not 274
affair which ended with 91
affair which would not 174
affair would never end 94
affect blood sugar and 328
affect brain growth and 83
affect child growth and 116
affect crime rates and 51
affect either party and 92
affect every human being 388
affect every nation and 92
affect every organ and 106
affect every right and 86
affect fetal growth and 304
affect fewer people than 65
affect growth rates and 115
affect human growth and 74
affect human lives and 83
affect labor costs and 65
affect older people and 78
affect others rather than 41
affect people every day 52
affect plant growth and 1070
affect plant growth are 87
affect plant growth for 40
affect social change and 200
affect sperm count and 60
affect trade flows and 107
affect tumor growth and 55
affect urban growth and 40
affect world trade and 100
afford ample basis for 99
afford ample cause for 41
afford ample field for 79
afford ample proof that 1020
afford ample reason for 70
afford ample scope for 1616
afford ample space and 49
afford ample space for 767
afford anything which can 43
afford large scope for 44
afford light rather than 118
afford nesting sites for 46
afford strong proof that 242
afford strong reason for 98
afford water power for 64
afford wider scope for 53
afraid colin might ask 64
afraid laura might hear 40
afraid mamma would not 108
afraid might burst out 124
afraid mother would not 90
afraid people might see 43
afraid people would get 104
afraid people would not 576
afraid people would say 348
afraid people would see 190
agency acted within its 86
agency action which has 207
agency after world war 53
agency basis rather than 129
agency could carry out 50
agency serving people with 60
agency shall begin any 42
agency shall carry out 99
agency shall draft its 42
agency shall grant any 78
agency still rules our 53
agency thereof which has 52
agency under state law 65
agency under which they 73
agency which cares for 64
agency which could act 45
agency which could bring 41
agency which could not 194
agency which loans out 41
agency which works with 68
agency which would act 118
agency which would bring 102
agency which would not 200
agency which would then 126
agency whose funds are 117
agency within which they 50
agency would carry out 136
agenda after world war 68
agenda items which are 75
agenda setting rather than 49
agenda since world war 48
agenda which calls for 45
agents cause nausea and 64
agents thereof under oath 125
agents thereof which may 57
agents which carry out 148
agents which cause them 85
agents which could not 47
agents which would not 444
agents whose lives are 41
agents whose names are 81
agents working under him 98
agents working under his 50
agents would stand near 102
agreed meeting place and 84
agreed while action was 63
alarming hints thrown out 46
aliens could apply for 112
alkali metal atoms and 463
alkali metal atoms are 379
alkali metal atoms with 239
alkali metal cation and 77
alkali metal salts and 392
alkali metal salts are 750
alkali metal salts with 63
alkali salts which are 229
allege facts showing that 1425
alleging facts showing that 140
allied fleet stood out 116
allied forms which are 167
allies after world war 452
allies could gather for 176
allies saudi arabia and 60
allies since world war 53
allowing ample scope for 133
allowing ample space for 408
allowing eight hours for 68
allowing extra space for 57
allows ample scope for 223
allows ample space for 471
allows every human being 111
allows extra space for 46
alloys which could not 82
alluring hopes which then 65
almost anything about him 104
almost anything about them 73
almost anything after his 51
almost anything could set 83
almost anything rather than 1820
almost anything right now 45
almost anything which can 170
almost anything which has 93
almost anything which may 89
almost anything which men 69
almost anything which they 122
almost anything which was 113
almost anything which you 42
almost anything within his 48
almost black above and 100
almost black color and 114
almost boiling water and 101
almost boiling water for 79
almost cried aloud for 67
almost cried aloud with 134
almost daily after his 41
almost daily after that 82
almost daily basis and 342
almost daily basis for 311
almost daily basis that 95
almost daily basis with 224
almost daily dealings with 43
almost daily rains and 44
almost daily since his 51
almost daily since she 52
almost daily since then 41
almost daily talks with 49
almost daily throwing off 59
almost daily thrown with 43
almost daily touch with 514
almost daily under one 45
almost daily until his 94
almost daily until she 60
almost daily walks with 122
almost drawn level with 128
almost eight hours and 78
almost eight miles long 41
almost eight months ago 323
almost eight months and 161
almost eight months for 45
almost eight months now 89
almost eight months old 125
almost eight times its 66
almost eight times that 728
almost eight weeks and 41
almost empty glass and 100
almost empty house for 46
almost empty parking lot 582
almost equal anything that 45
almost equal basis with 100
almost equal beauty and 41
almost equal billing with 54
almost equal footing with 528
almost equal force and 123
almost equal force for 40
almost equal level with 102
almost equal parts and 62
almost equal parts with 47
almost equal place with 74
almost equal power and 66
almost equal power with 92
almost equal terms and 63
almost equal terms with 606
almost equal thanks for 48
almost equal value and 54
almost equal value are 54
almost equal value for 83
almost equal value with 152
almost every action and 250
almost every action that 566
almost every action they 47
almost every action with 44
almost every actor and 46
