abet in her quarrels 90
able at his exercise 44
able at that juncture 83
able at this critical 42
able at this distance 156
able at this juncture 117
able by his industry 51
able by his personal 93
able by his precepts 61
able by his presence 64
able by his subtlety 106
able in all respects 211
able in any instance 61
able in each instance 50
able in his lifetime 127
able in his original 56
able in one campaign 116
able in one instance 97
able in that capacity 49
able in this exercise 43
able in this instance 166
able in this situation 75
able of his servants 42
able on all occasions 139
able on two occasions 98
able or not disposed 50
able or not prepared 66
able to act contrary 247
able to act directly 855
able to act entirely 170
able to act ethically 60
able to act flexibly 67
able to act globally 67
able to act normally 124
able to act otherwise 662
able to act promptly 650
able to act properly 187
able to act publicly 42
able to act sensibly 53
able to act somewhat 58
able to act speedily 65
able to act suddenly 48
able to act suitably 50
able to act unjustly 45
able to act wherever 53
able to add capacity 44
able to add comments 127
able to add elements 59
able to add examples 61
able to add fractions 81
able to add insights 46
able to add interest 51
able to add numerous 58
able to add personal 44
able to add somewhat 67
able to add valuable 83
able to aim straight 149
able to and actually 72
able to ask critical 55
able to ask detailed 42
able to ask directly 115
able to ask informed 157
able to ask questions 7992
able to ask relevant 142
able to ask sensible 57
able to ask somebody 50
able to ask specific 170
able to ask students 63
able to ask whatever 40
able to ask yourself 252
able to bear analysis 149
able to bear barbaric 164
able to bear children 4608
able to bear enormous 55
able to bear exposure 172
able to bear extremes 42
able to bear fatigues 85
able to bear financial 122
able to bear greatness 44
able to bear hardship 284
able to bear increased 49
able to bear injuries 43
able to bear laborious 52
able to bear personal 128
able to bear physical 88
able to bear pressure 258
able to bear privation 83
able to bear solitude 120
able to bear whatever 210
able to bid farewell 338
able to both describe 40
able to both generate 47
able to both identify 118
able to both maintain 79
able to bring american 82
able to bring attention 108
able to bring benefits 52
able to bring business 41
able to bring calamity 42
able to bring children 125
able to bring complete 43
able to bring criminal 55
able to bring economic 174
able to bring enormous 57
able to bring everyone 121
able to bring evidence 219
able to bring hundreds 40
able to bring immediate 79
able to bring increased 57
able to bring inflation 113
able to bring lawsuits 65
able to bring messages 66
able to bring military 92
able to bring personal 100
able to bring positive 75
able to bring powerful 79
able to bring pressure 7828
able to bring products 53
able to bring relevant 42
able to bring salvation 160
able to bring specific 57
able to bring students 59
able to bring supplies 142
able to bring thousands 67
able to bring valuable 58
able to bring whatever 110
able to bring yourself 395
able to buy adequate 63
able to buy american 1176
able to buy anywhere 46
able to buy articles 55
able to buy beautiful 57
able to buy consumer 422
able to buy coverage 59
able to buy directly 349
able to buy essential 46
able to buy exemption 57
able to buy gasoline 129
able to buy hundreds 44
able to buy immunity 82
able to buy imported 155
able to buy improved 49
able to buy luxuries 133
able to buy materials 234
able to buy medicine 122
able to buy munitions 57
able to buy outright 147
able to buy pictures 71
able to buy presents 89
able to buy products 395
able to buy property 563
able to buy services 105
able to buy slightly 52
able to buy software 42
able to buy suitable 62
able to buy supplies 373
able to buy tractors 68
able to buy valuable 53
able to buy whatever 816
able to buy yourself 283
able to cut directly 42
able to cut downward 49
able to cut expenses 100
able to cut interest 49
able to cut straight 132
able to cut yourself 47
able to deal directly 2159
able to deal flexibly 92
able to deal honestly 151
able to deal promptly 178
able to deal properly 354
able to deal sensibly 50
able to dial directly 131
able to dig yourself 53
able to earn abnormal 139
able to earn academic 42
able to earn adequate 111
able to earn economic 336
able to earn handsome 71
able to earn hundreds 73
able to earn interest 709
able to earn monopoly 250
able to earn positive 150
able to earn promotion 49
able to earn revenues 47
able to earn thereafter 230
able to earn whatever 49
able to fit yourself 59
able to fix attention 54
able to fix nitrogen 3406
able to fix problems 131
able to fix whatever 98
able to fix yourself 50
able to fly anywhere 157
able to fly backward 45
able to fly craftily 49
able to fly directly 251
able to fly properly 116
able to fly straight 360
able to fly tomorrow 40
able to fly wherever 67
able to get abortions 111
able to get absolute 53
able to get absorbed 42
able to get accepted 102
able to get accurate 472
able to get adequate 939
able to get admission 405
able to get admitted 112
able to get advances 95
able to get airborne 573
able to get alongside 470
able to get american 702
able to get anywhere 1905
able to get approval 1039
able to get approved 59
able to get articles 60
able to get assigned 45
able to get attention 226
able to get authentic 55
able to get authority 84
able to get benefits 145
able to get breakfast 126
able to get business 130
able to get children 259
able to get clearance 89
able to get complete 448
able to get concerning 54
able to get concrete 42
able to get coverage 258
able to get currency 85
able to get definite 153
able to get delivery 99
able to get detailed 267
able to get directly 210
able to get divorced 98
able to get domestic 54
able to get donations 51
able to get downtown 114
able to get economic 90
able to get education 147
able to get entirely 207
able to get erections 105
able to get essential 78
able to get everyone 545
able to get evidence 265
able to get exemption 56
able to get exercise 85
able to get feedback 684
able to get financial 1024
able to get finished 43
able to get firsthand 220
able to get gasoline 64
able to get glimpses 215
able to get guidance 69
able to get hundreds 62
able to get husbands 61
able to get immediate 384
able to get improved 47
able to get increased 207
able to get increases 43
able to get inserted 55
able to get insights 52
able to get interest 143
able to get involved 3109
able to get japanese 42
able to get licenses 45
able to get machines 48
able to get majority 76
able to get materials 169
able to get medicaid 44
able to get medicare 73
able to get medicine 144
able to get messages 247
able to get military 190
able to get multiple 66
able to get numerous 48
able to get otherwise 140
able to get outdoors 174
able to get patients 77
able to get personal 152
able to get physical 94
able to get pictures 309
able to get positions 99
able to get positive 143
able to get pregnant 2585
able to get products 84
able to get projects 53
able to get promoted 82
able to get properly 98
able to get punitive 51
able to get quarters 47
able to get security 146
able to get servants 64
able to get services 86
able to get slightly 51
able to get somebody 247
able to get somewhat 237
able to get specific 223
able to get straight 738
able to get students 285
able to get subjects 50
able to get suitable 178
able to get supplies 784
able to get thousands 90
able to get treatment 236
able to get underneath 223
able to get underway 774
able to get upstairs 388
able to get valuable 306
able to get whatever 776
able to get wherewith 149
able to get yourself 802
able to hang pictures 48
able to head directly 56
able to head straight 155
able to heal everyone 42
able to heal yourself 100
able to hear directly 125
able to hear everyone 68
able to hear evidence 85
able to hear firsthand 123
able to hear lectures 44
able to hear normally 109
able to hear ordinary 112
able to hear patterns 59
able to hear properly 168
able to hear snatches 49
able to hear somebody 40
able to hear whatever 141
able to hear yourself 432
able to lead children 75
able to lead evidence 41
able to lead fulfilling 52
able to lead humanity 134
able to lead satisfying 64
able to lead students 103
able to lead yourself 51
able to let everyone 66
able to let yourself 271
able to lie alongside 412
able to long maintain 57
able to mix business 65
able to out maneuver 98
able to own property 1042
able to pay adequate 265
able to pay annually 72
able to pay attention 4663
able to pay benefits 318
able to pay constant 56
able to pay directly 89
able to pay dividend 52
able to pay everyone 89
able to pay expenses 302
able to pay frequent 86
able to pay handsome 72
able to pay increased 86
able to pay interest 1596
able to pay moderate 43
able to pay personal 51
able to pay premiums 130
able to pay promptly 165
able to pay salaries 429
able to pay somebody 45
able to pay somewhat 77
able to pay whatever 220
able to pay yourself 136
able to put children 51
able to put distance 82
able to put everyone 67
able to put hundreds 52
able to put patients 77
able to put personal 69
able to put pressure 3836
able to put questions 408
able to put straight 114
able to put whatever 75
able to put yourself 1737
able to read accounts 48
able to read american 180
able to read articles 122
able to read children 63
able to read detailed 41
able to read directly 188
able to read everyone 53
able to read financial 178
able to read fluently 1497
able to read hundreds 55
able to read japanese 690
able to read lectures 83
able to read literary 59
able to read materials 132
able to read messages 258
able to read normally 59
able to read ordinary 304
able to read original 67
able to read passages 120
able to read placards 48
able to read programs 44
able to read properly 180
able to read religious 68
able to read sanskrit 159
able to read silently 286
able to read somewhat 76
able to read specific 42
able to read standard 264
able to read straight 197
able to read whatever 265
able to reap benefits 309
able to reap enormous 65
able to reap financial 80
able to reap monopoly 69
able to rear children 301
able to rear families 50
able to rid yourself 380
able to run alongside 264
able to run anywhere 86
able to run backward 69
able to run barefoot 44
able to run commands 54
able to run deficits 67
able to run directly 67
able to run marathons 50
able to run multiple 220
able to run normally 42
able to run parallel 68
able to run programs 389
able to run properly 105
able to run software 118
able to run straight 279
able to run upstairs 125
able to say casually 69
able to say concerning 220
able to say directly 145
able to say farewell 289
able to say hereafter 233
able to say honestly 600
able to say otherwise 140
able to say outright 56
able to say promptly 41
able to say publicly 195
able to say somewhat 67
able to say straight 182
able to say tomorrow 97
able to say whatever 735
able to see american 430
able to see anywhere 78
able to see beautiful 90
able to see children 163
able to see christian 40
able to see concrete 100
able to see daylight 278
able to see definite 47
able to see directly 574
able to see distinct 65
able to see distress 45
able to see elements 66
able to see entirely 45
able to see everyone 631
able to see evidence 435
able to see examples 206
able to see firsthand 1295
able to see glimpses 63
able to see grandeur 47
able to see hundreds 218
able to see immediate 126
able to see margaret 61
able to see mistakes 41
able to see movement 136
able to see multiple 131
able to see normally 152
able to see numerous 100
able to see original 45
able to see otherwise 161
able to see partially 64
able to see patients 278
able to see patterns 717
able to see physical 124
able to see pictures 318
able to see positive 172
able to see possible 143
able to see potential 430
able to see problems 412
able to see progress 547
able to see properly 661
able to see realities 122
able to see relations 70
able to see scarcely 71
able to see separate 51
able to see slightly 52
able to see solutions 88
able to see somebody 90
able to see somewhat 161
able to see specific 100
able to see straight 1730
able to see students 107
able to see sunlight 52
able to see thousands 72
able to see tomorrow 64
able to see underneath 123
able to see variations 44
able to see visitors 266
able to see whatever 371
able to see yourself 1709
able to set examples 110
able to set forwards 43
able to set interest 74
able to set personal 98
able to set policies 57
able to set realistic 470
able to set specific 132
able to set straight 105
able to set whatever 45
able to set yourself 134
able to sit alongside 118
able to sit anywhere 121
able to sit outdoors 91
able to sit properly 87
able to sit securely 54
able to sit silently 49
able to sit straight 216
able to sit wherever 62
able to swing elections 41
able to tap directly 137
able to tear yourself 620
able to tie shoelaces 71
able to use abstract 241
able to use accounting 58
able to use acquired 44
able to use advanced 344
able to use aircraft 59
able to use american 738
able to use ammonium 55
able to use analysis 51
able to use auditory 94
able to use authority 53
able to use business 89
able to use calculus 118
able to use chemical 238
able to use clinical 60
able to use complete 56
able to use computer 1016
able to use concepts 192
able to use concrete 183
able to use conflict 143
able to use conscious 74
able to use consumer 82
able to use contacts 66
able to use critical 111
able to use crutches 195
able to use cultural 85
able to use deception 44
able to use detailed 105
able to use directly 181
able to use domestic 102
able to use economic 490
able to use education 105
able to use electric 162
able to use elements 139
able to use equations 45
able to use everyday 42
able to use evidence 216
able to use examples 90
able to use exercise 40
able to use explicit 49
able to use extended 62
able to use external 204
able to use feedback 297
able to use financial 442
able to use flexible 66
able to use formulas 95
able to use fractions 50
able to use functions 66
able to use gestures 114
able to use graphics 81
able to use hydrogen 116
able to use hypnosis 249
able to use imitation 46
able to use imported 60
able to use improved 76
able to use increased 59
able to use indirect 83
able to use induction 40
able to use informal 129
able to use insights 50
able to use interest 147
able to use internal 157
able to use internet 163
able to use intuition 56
able to use japanese 227
able to use judgment 84
able to use leverage 79
able to use linguistic 120
able to use literacy 91
able to use literary 41
able to use machines 100
able to use magnetic 52
able to use materials 283
able to use metaphor 47
able to use military 510
able to use monetary 201
able to use movement 54
able to use multiple 651
able to use negative 114
able to use netscape 54
able to use networks 56
able to use nitrogen 254
able to use ordinary 225
able to use original 67
able to use parallel 52
able to use patterns 53
able to use personal 381
able to use phonetic 50
able to use physical 486
able to use pictures 132
able to use portable 44
able to use positive 140
able to use powerful 137
able to use pressure 246
able to use products 63
able to use programs 80
able to use pronouns 69
able to use properly 148
able to use property 74
able to use questions 101
able to use relative 55
able to use relevant 96
able to use religious 76
able to use schedule 50
able to use scissors 262
able to use selected 70
able to use semantic 108
able to use separate 60
able to use services 137
able to use software 223
able to use specific 318
able to use standard 1332
able to use straight 45
able to use students 47
able to use sunlight 116
able to use symbolic 182
able to use temporal 44
able to use thousands 47
able to use tractors 79
able to use variables 75
able to use vertical 51
able to use vouchers 44
able to use whatever 1007
able to use wireless 54
able to use yourself 45
able to wax eloquent 52
able to wear dentures 97
able to wear ordinary 108
able to wear trousers 52
able to wear whatever 304
able to win approval 655
able to win business 43
able to win complete 115
able to win converts 123
able to win decisive 75
able to win elections 622
able to win everyone 46
able to win majority 107
able to win military 86
able to win outright 42
able to win positions 46
able to win thousands 48
ably in that capacity 45
ache in her shoulder 594
ache in his shoulder 1224
ache of too constant 64
acid at his disposal 76
acid by this organism 110
acid do not dissolve 64
acid in any quantity 87
acid in dna synthesis 80
acid in his comments 208
acid in its chemical 196
acid in its molecule 46
acid in its relations 43
acid in lead chambers 56
acid in one operation 41
acid in our stomachs 265
acid in this condition 119
acid in this instance 101
acid in this operation 56
acid in this situation 42
acid in two patients 52
acid in weak solutions 46
acid is all expelled 135
acid is any compound 87
acid is any molecule 70
acid is being excreted 90
acid is being produced 283
acid is being secreted 121
acid is being titrated 118
acid is but slightly 243
acid is not absorbed 204
acid is not actually 59
acid is not adsorbed 46
acid is not affected 295
acid is not attacked 141
acid is not commonly 114
acid is not complete 241
acid is not confined 68
acid is not consumed 308
acid is not critical 164
acid is not detected 58
acid is not directly 169
acid is not effected 47
acid is not employed 93
acid is not entirely 205
acid is not essential 611
acid is not excreted 153
acid is not expelled 53
acid is not included 79
acid is not increased 184
acid is not injurious 53
acid is not involved 253
acid is not normally 293
acid is not observed 111
acid is not obtained 129
acid is not oxidized 525
acid is not possible 265
acid is not produced 506
acid is not properly 50
acid is not required 546
acid is not retained 47
acid is not secreted 120
acid is not specific 52
acid is not strictly 40
acid is not suitable 160
acid is not uncommon 100
acid is not utilized 71
acid is not volatile 373
acid is now commonly 42
acid is now obtained 172
acid is now prepared 188
acid is now produced 121
acid is now titrated 58
acid is then absorbed 66
acid is then decanted 89
acid is then excreted 56
acid is then expelled 56
acid is then filtered 277
acid is then injected 54
acid is then isolated 46
acid is then obtained 136
acid is then oxidized 601
acid is then produced 68
acid is then purified 91
acid is then titrated 594
acid is thus obtained 246
acid is thus produced 77
acid is thus rendered 48
acid is too unstable 49
acid it was possible 167
acid on his trousers 89
acid or any chloride 82
acid or heat treatment 46
acid or its ammonium 116
acid or too alkaline 3536
acid or with ammonium 210
acid or with hydrogen 100
acid to aid digestion 84
acid to its original 47
acid to its specific 259
acid to one molecule 80
acme of all possible 43
acme of her greatness 63
acme of his elevation 41
acme of its greatness 92
acre in this district 73
acre is not uncommon 249
acre of his property 87
acre of iowa farmland 49
acting as any promoter 41
acting as her attorney 550
acting as her chaperon 40
acting as her companion 62
acting as her godfather 49
acting as her godmother 47
acting as her literary 44
acting as her personal 153
acting as his adjutant 130
acting as his advisers 52
acting as his advocate 105
acting as his attorney 1060
acting as his business 74
acting as his cicerone 63
acting as his companion 101
acting as his delegate 49
acting as his deputies 126
acting as his diligent 55
acting as his domestic 61
acting as his emissary 135
acting as his executor 73
acting as his godfather 216
acting as his governor 61
acting as his guardians 55
acting as his literary 252
acting as his messenger 101
acting as his military 104
acting as his minister 64
acting as his personal 789
acting as his physician 101
acting as his servants 62
acting as his sponsors 124
acting as its attorney 84
acting as its chairman 552
acting as its director 352
acting as its treasurer 47
acting as lead managers 47
acting as our advocate 41
acting as our cicerone 90
acting as they believed 55
acting as they normally 57
acting as two separate 101
acting at any distance 56
acting at his direction 251
acting at this receptor 42
