abbey which contains the 225
about adult children of 167
about adult education as 208
about adult education in 310
about adult education is 67
about anything concerning the 360
about anything external to 60
about anything personal or 58
about anything pertaining to 467
about anything relevant to 81
about basic concepts in 59
about basic concepts of 122
about basic elements of 93
about basic patterns of 46
about basic problems of 90
about basic questions of 130
about bidding farewell to 80
about black children in 68
about black families in 61
about black identity in 44
about black soldiers in 87
about blood pressure in 124
about blood pressure or 86
about brain functioning in 55
about broad patterns of 142
about broad questions of 43
about calling attention to 496
about changing concepts of 64
about changing patterns in 54
about changing patterns of 490
about class conflict in 72
about class divisions in 84
about class formation in 59
about class relations in 120
about class struggle as 40
about class struggle in 146
about class struggle or 73
about crime problems in 50
about cruel treatment of 53
about drawing attention to 520
about eight children in 65
about eight hectares of 58
about eight students in 43
about either business or 40
about either directly by 102
about either directly or 308
about either education or 47
about either physical or 88
about either pictures or 53
about either politics or 206
about either positive or 55
about either yourself or 49
about enemy activity in 79
about engaging students in 55
about equal attention to 334
about equal emphasis on 216
about equal emphasis to 78
about equal interest in 121
about equal treatment in 46
about equal treatment of 310
about ethnic conflict in 79
about ethnic identity in 94
about ethnic identity is 62
about ethnic relations in 135
about every activity in 83
about every activity of 72
about every approach to 50
about every business in 105
about every category of 165
about every dimension of 145
about every incident of 59
about every industry in 60
about every ingredient of 42
about every instance of 94
about every magazine in 82
about every movement of 175
about every operation in 52
about every particle of 72
about every physician in 47
about every possible thing 119
about every sentence or 98
about every situation in 85
about every situation we 40
about facts relevant to 76
about false prophets in 124
about feeling worthless or 42
about fifty articles on 41
about fifty children in 183
about fifty children of 92
about fifty churches in 44
about fifty citizens of 44
about fifty examples of 60
about fifty families in 157
about fifty families of 296
about fifty families to 48
about fifty officers of 52
about fifty parishes in 50
about fifty patients in 51
about fifty pictures of 42
about fifty soldiers in 77
about fifty soldiers of 71
about fifty soldiers to 44
about fifty students in 240
about fifty villages in 50
about finding evidence of 63
about finding solutions to 441
about finding somebody to 76
about finding yourself in 79
about fixed positions in 162
about forcing yourself to 61
about forty children in 145
about forty children of 85
about forty children to 65
about forty churches in 75
about forty citizens of 42
about forty counties in 42
about forty examples of 49
about forty families in 181
about forty families of 192
about forty families on 41
about forty pictures of 40
about forty students in 293
about forty villages in 68
about fresh outrages by 94
about gaining admission to 42
about genes involved in 88
about george washington as 95
about george washington at 62
about george washington in 106
about george washington is 71
about george washington or 354
about getting addicted to 42
about getting admitted to 63
about getting attached to 54
about getting children to 142
about getting entangled in 52
about getting everyone to 73
about getting involved in 2804
about getting involved or 54
about getting pregnant by 41
about getting pregnant in 57
about getting pregnant is 111
about getting pregnant or 306
about getting somebody to 103
about getting students to 199
about gross violations of 112
about group decisions in 78
about group dynamics as 60
about group dynamics in 110
about group dynamics is 48
about group dynamics or 104
about group selection in 46
about harming yourself or 64
about harsh treatment by 46
about harsh treatment of 64
about helping children to 299
about helping students to 254
about helping yourself to 51
about holding elections in 55
about housing problems in 78
about human activity in 108
about human activity is 43
about human attempts to 55
about human capacity to 124
about human cognition in 85
about human cognition is 52
about human evolution in 166
about human evolution is 118
about human exposure to 136
about human functioning in 42
about human genetics is 43
about human genetics to 62
about human heredity to 66
about human identity in 65
about human potential in 46
about human problems in 91
about human problems of 43
about human products in 97
about human progress in 73
about human relations as 188
about human relations at 44
about human relations in 565
about human relations is 172
about human relations or 44
about human relations to 88
about human response to 193
about human survival in 60
about hungry children in 52
about hurting yourself or 191
about irish politics in 50
about joining yourself in 118
about joint ventures in 70
about killing hundreds of 54
about killing thousands of 40
about killing yourself or 72
about labor problems in 83
about labor relations in 191
about large increases in 673
about large segments of 166
about large variations in 41
about learning outcomes is 45
about legal education in 151
about legal problems in 51
about legal services to 221
about letting yourself be 46
about lines parallel to 51
about local chapters of 53
about local patterns of 57
about local politics in 266
about local politics or 116
about local politics to 122
about local variations in 122
about looking directly at 42
about louis philippe is 57
about lunch tomorrow at 43
about major advances in 160
about major increases in 77
about major problems in 110
about major problems of 57
about major revisions in 43
about miles northwest of 80
about miles southwest of 89
about minor questions of 45
about minor variations in 79
about missing children in 73
about mixed marriages in 72
about moral dilemmas in 162
about moral education in 112
about moral education is 54
about moral problems in 123
about moral problems is 56
about moral progress in 42
about moral questions in 99
about moral questions is 81
about motion pictures in 66
about motion pictures is 58
about music education in 96
about nearly everyone in 41
about negro churches in 46
about noise pollution in 47
about opening yourself to 40
about opening yourself up 79
about others involved in 119
about ozone depletion in 55
about paper extended to 60
about party politics in 360
about party politics or 96
about party positions on 47
about passing judgment on 172
about people attempting to 41
about people involved in 397
about people mentioned in 66
about people pretending to 41
about people struggling to 105
about placing children in 109
about placing students in 90
about playing baseball in 73
about playing football in 172
about power dynamics in 70
about power politics in 146
about power relations as 44
about power relations in 415
about press coverage of 291
about price controls in 41
about price increases in 79
about pulling yourself up 68
about pushing yourself to 46
about putting politics in 94
about putting pressure on 648
about putting yourself in 239
about putting yourself on 90
about queen elizabeth ii 93
about queen elizabeth in 64
about quite dangerous to 61
about racial conflict in 101
about racial equality in 219
about racial identity in 74
about racial patterns in 50
about racial politics in 161
about racial problems in 234
about racial relations in 135
about raising children as 109
about raising children by 44
about raising children in 341
about raising children is 100
about raising children or 49
about raising children to 86
about rapid advances in 70
about rapid expansion of 159
about rapid increases in 301
about rapid progress in 241
about rebel cruisers to 51
about relying entirely on 40
about ridding yourself of 54
about risks inherent in 42
about risks involved in 117
about roman catholics in 56
about saint catherine of 67
about seeking solutions to 49
about selling yourself to 55
about sending children to 212
about sending messages to 130
about sending supplies to 49
about setting yourself up 112
about seven children in 81
about seven hectares of 48
about sharp declines in 298
about sharp increases in 274
about showing affection in 51
about showing affection to 55
about showing yourself to 45
about sixty children in 86
about sixty children of 59
about sixty families in 122
about sixty families of 127
about sixty students in 102
about small business in 151
about small variations in 105
about social conflict in 86
about social equality in 182
about social evolution in 88
about social identity in 88
about social mobility in 363
about social policies in 66
about social problems as 578
about social problems at 92
about social problems by 94
about social problems in 1210
about social problems is 522
about social problems of 238
about social problems or 284
about social problems to 166
about social progress in 152
about social questions in 90
about social realities in 144
about social relations as 390
about social relations at 88
about social relations in 1224
about social relations is 224
about social relations of 238
about social relations or 142
about social security as 192
about social security in 548
about social security is 606
about social security or 366
about social services in 226
about solving problems by 92
about solving problems in 380
about solving problems is 50
about solving problems of 116
about solving problems or 138
about speaking directly to 54
about state formation in 82
about steady increases in 56
about stood hundreds of 49
about talking directly to 52
about teaching children the 104
about teaching children to 644
about teaching evolution in 88
about teaching students the 55
about teaching students to 383
about thirty articles in 44
about thirty branches in 60
about thirty buckshot in 74
about thirty chapters of 44
about thirty children in 153
about thirty children of 68
about thirty churches in 68
about thirty citizens of 42
about thirty examples of 53
about thirty families at 51
about thirty families in 254
about thirty families of 336
about thirty hectares of 53
about thirty heretics of 72
about thirty millionths of 41
about thirty officers of 111
about thirty patients in 45
about thirty pictures of 48
about thirty quarters to 52
about thirty returned to 41
about thirty servants to 330
about thirty soldiers in 77
about thirty students at 66
about thirty students in 289
about thirty students to 55
about thirty villages in 48
about trace elements in 74
about treating everyone the 46
about treating yourself to 63
about under pressure of 156
about urban politics in 54
about urban problems in 58
about vital questions of 40
about water pollution in 139
about water problems in 53
about water supplies in 45
about where everyone is 45
about which accuracy is 74
about which activity to 66
about which approach is 554
about which approach or 44
about which approach to 521
about which argument is 145
about which articles to 61
about which behaviors to 103
about which category is 89
about which category of 79
about which category the 58
about which category to 67
about which centered the 46
about which children to 83
about which colleges to 42
about which computer to 66
about which concepts to 52
about which database to 44
about which decisions to 45
about which direction he 130
about which direction is 74
about which direction it 89
about which direction the 416
about which direction to 1365
about which direction we 101
about which elements in 82
about which elements of 534
about which elements to 116
about which everyone in 108
about which everyone is 404
about which evidence is 242
about which functions to 72
about which hospital to 114
about which hundreds of 136
about which judgment is 85
about which languages to 85
about which materials to 113
about which messages to 51
about which operation to 43
about which outcomes to 58
about which patients to 107
about which patterns of 75
about which pictures to 53
about which policies to 113
about which problems to 180
about which products or 67
about which products to 538
about which programs to 344
about which projects to 358
about which questions of 162
about which questions to 271
about which response to 96
about which resulted in 44
about which revolved the 92
about which revolves the 40
about which segments of 116
about which segments to 48
about which services to 275
about which software to 59
about which standard to 92
about which strategy is 108
about which strategy to 309
about which students in 54
about which students of 104
about which students to 81
about which subjects to 95
about which supplier to 61
about which thousands of 125
about which tradition is 106
about which treatment is 222
about which treatment to 156
about which variables to 300
about whose business he 46
about whose business it 57
about whose capacity to 52
about whose condition he 48
about whose identity he 43
about whose identity the 122
about whose identity we 71
about whose presence in 56
about wives submitting to 101
about woman suffrage in 89
about women continue to 80
about women involved in 93
about women struggling to 53
about world politics as 184
about world politics in 312
about world politics is 102
about world politics or 120
about world religions in 43
about would probably be 244
above apply directly to 43
above brief analysis of 387
above brief overview of 106
above calls attention to 142
above cited examples of 121
above cited provision of 131
above could actually be 42
above could possibly be 178
above could probably be 174
above could scarcely be 47
above could therefore be 127
above draws attention to 275
above every accident of 132
above every suspicion of 230
above facts concerning the 184
above facts indicate the 156
above facts relative to 53
above fifty families of 55
above forty noblemen in 53
above given respecting the 53
above gives evidence of 42
above gives examples of 43
above holding disposes of 41
above human judgment we 69
above lines indicate the 82
above makes possible the 96
above method consists in 120
above might possibly be 44
above might therefore be 88
above named children of 108
above named officers to 40
above party politics as 86
above party politics in 342
above party politics or 102
above party politics to 112
above period amounted to 71
above shall continue to 156
above table compares the 45
above table contains the 79
above table exhibits the 55
above table includes the 82
above table indicate the 340
above table presents the 92
above table reflects the 119
above thesis concerning the 45
above thirty questions to 76
above twice mistaken in 91
above twice relieved by 50
above views concerning the 41
above which contains the 105
above which includes the 89
above which increases in 68
above which resulted in 148
above which sensation or 65
above which treatment is 60
above while discussing the 192
above would actually be 134
above would continue to 648
above would indicate the 286
above would normally be 390
above would obviously be 80
above would probably be 2056
above would therefore be 520
abuse cases referred to 73
abuse cases reported in 255
abuse cases reported to 446
abuse which occurred in 156
abuse which resulted in 64
abuse within families is 119
abyss which swallows me 50
abyss which swallows up 86
abyss which threatened to 71
acids which comprise the 98
acids which dissolve in 47
acids which dissolve the 187
acids which irritate the 44
acids whose presence in 54
acids whose sequence is 63
acids would probably be 88
acres still remained in 65
acres which comprise the 144
acres which included the 189
acres which includes the 45
acres which increased to 92
acres would probably be 110
acrid smell permeated the 54
acrid smoke produced by 47
acted quite contrary to 260
acted quite properly in 121
acted under authority of 315
acted under direction of 60
acted under pressure of 210
action above referred to 236
action aimed directly at 133
action arising therefrom is 47
action based directly on 77
action calls attention to 81
action could actually be 51
action could overcome the 48
action could possibly be 326
action could probably be 80
action could properly be 207
action could scarcely be 135
action could therefore be 115
action could usefully be 86
action draws attention to 78
action either directly or 200
action filed pursuant to 419
action group composed of 115
action group designed to 93
action items assigned to 50
action learning approach to 96
action makes possible the 130
action might actually be 42
action might otherwise be 70
action might possibly be 138
action might probably be 49
action might properly be 84
action might therefore be 77
action might usefully be 52
action never attaches to 91
action often involves the 61
action often resulted in 53
action ought therefore to 59
action plans designed to 1383
action plans intended to 44
action plans prepared by 71
action plans required by 161
action plans required to 52
action quite contrary to 67
action rests entirely on 52
action seeking recovery of 365
action seems unlikely to 55
action shall conflict or 493
action shall hereafter be 47
action shall thereafter be 116
action shall thereupon be 74
action steps designed to 110
action steps involved in 108
action steps outlined in 50
action steps required to 180
action still remained to 41
action taken concerning the 137
action taken contrary to 112
action taken directly by 40
action taken pursuant to 3477
action taken recently by 105
action taken relative to 99
action under authority of 54
action under pressure of 126
action which achieves the 77
action which advances the 48
action which affected the 124
action which amounted to 187
action which attaches to 48
action which attempts to 210
action which benefits the 78
action which combines the 52
action which concerns the 113
action which conduces to 167
action which conforms to 287
action which consists in 358
action which consists of 332
action which contains the 53
action which controls the 88
action which converts the 77
action which decreases the 67
action which deprived the 42
action which deprives the 46
action which deserves to 50
action which destroys the 148
action which develops in 58
action which directly or 98
action which disrupts the 59
action which disturbs the 101
action which embodies the 63
action which endangers the 48
action which enhances the 80
action which explains the 63
action which followed he 49
action which followed is 88
action which followed it 115
action which followed on 101
action which followed the 336
action which fulfills the 51
action which happened in 69
action which happened on 78
action which improves the 91
action which included the 226
action which includes the 191
action which increased the 69
action which increases the 421
action which indicate the 84
action which inhibits the 42
action which initiated the 56
action which initiates the 70
action which involved the 256
action which involves an 152
action which involves no 46
action which involves the 701
action which modifies the 180
action which occasions the 53
action which occurred at 57
action which occurred in 213
action which occurred on 55
action which operates to 147
action which pertains to 90
action which pervades the 45
action which preceded it 105
action which preceded the 165
action which precedes it 57
action which precedes the 113
action which prevails in 55
action which prevents the 327
action which produced it 122
action which produced the 368
action which produces an 154
action which produces it 216
action which produces the 976
action which promised to 99
action which promises the 55
action which promises to 116
action which promotes the 115
action which prompted the 101
action which protects the 51
action which provided the 54
action which provides the 194
action which provoked the 102
action which provokes the 40
action which purports to 113
action which reflects the 141
action which relieves the 50
action which rendered the 52
action which replaces the 48
action which required the 105
action which requires an 72
action which requires no 63
action which requires the 249
action which requires to 279
action which resolves the 44
action which responds to 90
action which restores the 46
action which resulted in 5260
action which singleness of 47
action which supports the 79
action which threatened the 138
action which threatened to 226
action which warrants the 276
action while attempting to 78
action while continuing to 87
action while preserving the 60
action while pretending to 40
action would actually be 210
action would alienate the 182
action would continue to 340
action would diminish the 286
action would indicate the 116
action would manifest the 98
action would normally be 548
action would obviously be 284
action would otherwise be 502
action would outweigh the 166
action would preserve the 86
action would probably be 2278
action would properly be 100
action would scarcely be 118
action would strengthen the 476
action would therefore be 1514
actor first requests the 114
actor never intended to 72
actor speaks directly to 49
actor under contract to 120
actor whose identity is 42
actor would otherwise be 260
acute ankle injuries in 83
acute brain syndrome in 175
acute brain syndrome is 191
acute brain syndrome or 190
acute cases consists of 44
acute cases symptoms of 42
acute chest syndrome in 561
acute chest syndrome is 173
acute chest syndrome of 163
acute chest syndrome or 114
acute class struggle in 141
acute fetal distress in 43
acute fetal distress is 46
acute fetal distress or 84
acute gouty arthritis by 53
acute gouty arthritis in 176
acute gouty arthritis is 300
acute gouty arthritis or 130
acute graft rejection by 57
acute graft rejection in 135
acute graft rejection is 57
acute housing problems in 64
acute housing problems of 55
acute housing shortage in 917
acute housing shortage is 74
acute housing shortage of 87
acute hunger depicted in 42
acute labor shortage in 418
acute labor shortage of 66
acute lethal toxicity of 248
acute lethal toxicity to 55
acute lobar pneumonia in 204
acute lobar pneumonia is 128
acute lobar pneumonia of 63
acute manic episodes in 67
acute onset followed by 76
acute optic neuritis is 83
acute optic neuritis on 213
acute organ rejection in 194
acute ozone exposure in 54
acute phase consists of 106
acute phase followed by 140
acute phase proteins as 55
acute phase proteins by 332
acute phase proteins il 60
acute phase proteins in 863
acute phase proteins is 153
acute phase proteins of 64
acute phase proteins or 88
acute phase reactants by 92
acute phase reactants in 352
acute phase reactants is 64
acute phase response as 111
acute phase response by 128
acute phase response in 842
acute phase response is 637
acute phase response of 306
acute phase response on 49
acute phase response or 62
acute phase response to 720
acute phase treatment of 69
acute power shortage in 249
acute renal infection in 98
acute serum sickness in 214
acute serum sickness is 65
acute social problems in 306
acute social problems of 452
acute stage consists in 108
acute stage consists of 110
acute stage followed by 63
acute viral infection in 120
acute viral infection is 117
acute viral infection of 583
acute viral infection or 126
acute virus infection of 75
acute water diuresis in 52
acute water scarcity in 95
acute water shortage in 273
acute world shortage of 70
adage above mentioned is 67
added anything essential to 119
added anything original to 51
added anything whatever to 79
added brief chapters on 42
added calling attention to 80
added costs incurred by 174
added costs incurred in 160
added costs involved in 330
added either directly or 162
added either directly to 92
added first followed by 57
added fresh elements to 118
added fresh injuries to 94
added fresh interest to 212
added human interest to 46
added labor involved in 40
added risks inherent in 41
added risks involved in 41
added seven buckshot to 50
added seven children to 55
added short accounts of 48
added small presents of 61
added strong evidence of 46
added under nitrogen to 56
added value compared to 414
added value produced by 288
added value provided by 608
added value relative to 200
added value services to 60
added water increases the 48
