abbey lands have fallen 142
abbot would have chosen 106
about after dark without 62
about after high school 54
about after these events 45
about after what pleases 74
about anything else before 122
about anything else except 995
about anything from anyone 40
about anything more serious 156
about anything much except 118
about binding down england 68
about black male sexual 104
about blood flow through 48
about breaking into houses 42
about changing into something 45
about changing their clothes 50
about changing their drinking 49
about changing your career 55
about changing your clothes 41
about child care issues 98
about child care options 72
about clearing their pieces 46
about cutting down slowly 47
about cutting their losses 42
about cutting your losses 56
about daily life without 42
about danger from indians 94
about drawing their swords 108
about easily from island 96
about eight city blocks 219
about eight days before 2167
about eight days earlier 99
about eight days without 43
about eight feet across 1476
about eight feet before 53
about eight feet behind 523
about eight feet beyond 95
about eight feet higher 187
about eight feet square 8448
about eight foot square 158
about eight rods square 642
about eight years before 4927
about eight years behind 109
about eight years earlier 954
about eight years without 55
about eight years younger 413
about every fifth person 48
about every four inches 104
about every half minute 321
about every high school 184
about every last detail 144
about every other animal 43
about every other aspect 698
about every other corner 44
about every other detail 41
about every other family 67
about every other letter 40
about every other matter 42
about every other member 149
about every other minute 217
about every other person 331
about every other second 55
about every other sunday 233
about every other system 42
about every single aspect 137
about every single detail 222
about every single member 57
about every single person 240
about every tenth person 42
about every third person 154
about every three inches 96
about every tiny detail 60
about every waking minute 94
about every waking moment 107
about every word before 98
about every young person 62
about feeding their babies 57
about feeling very humble 44
about felling some timber 46
about fifty days before 88
about fifty feet across 991
about fifty feet before 299
about fifty feet behind 1313
about fifty feet beyond 350
about fifty feet farther 110
about fifty feet further 154
about fifty feet higher 605
about fifty feet inside 40
about fifty feet square 2392
about fifty feet through 44
about fifty four english 65
about fifty other guests 40
about fifty tons burden 172
about fifty were killed 212
about fifty years before 10184
about fifty years behind 975
about fifty years earlier 2614
about fifty years without 54
about fifty years younger 271
about fifty young ladies 48
about finding your sister 43
about forty days before 210
about forty days without 45
about forty feet across 771
about forty feet before 72
about forty feet behind 285
about forty feet beyond 47
about forty feet higher 279
about forty feet square 4060
about forty foot square 644
about forty tons burden 149
about forty were killed 154
about forty years before 7312
about forty years behind 254
about forty years earlier 1618
about forty years without 76
about forty years younger 363
about getting along better 88
about getting along without 51
about getting back before 69
about getting good grades 639
about getting heart disease 54
about getting home before 143
about getting home safely 71
about getting into another 118
about getting into canton 55
about getting into fights 86
about getting into something 96
about getting laws passed 41
about getting left behind 56
about getting more salary 47
about getting some clothes 165
about getting some coffee 112
about getting some dinner 120
about getting some pension 106
about getting some training 42
about getting their clothes 64
about getting there before 40
about getting your clothes 61
about grief from normal 47
about helping poor widows 64
about hitting rock bottom 208
about honor among thieves 181
about human beings created 59
about human beings through 65
about human beings without 84
about human gene therapy 58
about human life itself 95
about human life through 41
about hurting their feelings 137
about hurting your feelings 125
about jelly roll morton 100
about jorge luis borges 115
about junior high school 399
