act shall include every 54
act which brought about 585
act which violates human 116
add space between lines 275
add space between words 93
age group between forty 53
age group between seven 57
age group between thirty 76
age minus schooling minus 184
age which brought about 86
age which usually feels 49
aging human diploid cells 72
ago judge douglas spoke 79
ago still applies today 44
aid which foreign trade 146
air force fighter pilot 380
air force general named 57
air force general staff 294
air force officer corps 104
air force officer named 60
air force officer whose 41
air power against japan 51
air raids against egypt 48
air raids against japan 77
air space between glass 96
air space between inner 134
air space between panes 158
air space between walls 80
air which produce sound 290
air which remains after 105
all about camelot within 41
all about everything later 86
all about factory hands 56
all about problem solving 83
all about seventy either 42
all acute diseases which 46
all adult african males 57
all adult smokers began 56
all alike crushed under 40
all armed british ships 51
all basic material needs 43
all basic matters which 87
all began disputing about 43
all began shortly after 77
all board members would 116
all books written about 119
all bound together under 60
all breast cancers arise 46
all breast cancers occur 301
all built exactly alike 85
all cases brought about 84
all cases brought under 261
all cases decided under 69
all cases involving child 40
all cases involving civil 47
all cases involving large 41
all cases involving state 133
all cases involving title 1114
all cases involving women 66
all cases objects which 53
all cases occurring after 46
all cases occurring under 43
all cases occurring within 99
all cases persons shall 71
all chief national deeds 159
all child custody cases 61
all child support cases 141
all child welfare cases 44
all civil matters arising 44
all civil matters where 103
all civil matters which 47
all civil matters within 83
all civil offices under 46
all civil service posts 141
all class members whose 169
all class members would 150
all crops damaged would 124
all curling natural about 66
all debts charged thereon 337
all doubt francis bacon 50
all drama towards poetry 43
all earthly friends could 85
all earthly majesty aside 49
all eight alabama cases 86
all facts hitherto known 46
all false modesty aside 50
all fines imposed under 189
all firms operate under 51
all firms operating under 56
all firms operating within 57
all fixed operating costs 53
all fixed overhead costs 63
all flesh together shall 96
all foods contain water 202
all gases contain equal 264
all gather together again 87
all getting excited about 80
all group members agree 258
all group members could 80
all group members might 45
all group members rather 63
all group members share 339
all group members would 308
all happy together again 40
all human affairs could 50
all human affairs which 54
all human affairs would 134
all human behavior could 398
all human behavior stems 258
all human behavior takes 80
all human behavior which 134
all human behavior would 80
all human conduct which 56
all human efforts after 51
all human follies still 42
all human history could 46
all human history shall 66
all human history since 63
all human history until 71
all human history which 52
all human history would 160
all human language about 93
all human society would 172
all human trouble appear 78
all kinds against women 42
all kinds brought about 42
all known factors which 62
all known material facts 105
all known objects which 47
all known persons holding 73
all known persons whose 88
all known tertiary birds 48
all known variable stars 42
all lands located within 48
all lands situate within 73
all latin america would 104
all legal matters arising 70
all legal matters which 77
all legal matters within 43
all legal measures which 74
all legal systems which 92
all lived happily until 48
all lived together again 52
all lived together under 202
all lived together until 104
all liver function tests 218
all local customs which 46
all local matters which 150
all looking exactly alike 237
all lower federal court 136
all major central banks 68
all major factors which 51
all major habitat types 94
all major product lines 69
all makes perfect sense 1226
all makings proceed either 65
all minor matters until 73
all mixed together under 46
all money payable under 55
all moral schools agree 57
all moral systems which 56
all motion picture films 109
all motion usually comes 61
all motor vehicle thefts 135
all moved forward again 45
all music written since 46
all newly planted trees 108
all night several times 94
all night wondering where 72
all night worried about 41
all noble natural lines 50
all others hitherto known 49
all parts utterly unfit 52
all party members could 77
all party members tending 52
all party members would 164
all passing vessels bound 184
all people deserve equal 101
all people including women 52
all people possess equal 41
all people praised paley 51
all petty offense cases 66
all plant species found 45
all plant species known 43
all pouring towards cuzco 74
all power derived under 40
all prime numbers which 72
all quite excited about 148
all quite worried about 41
all ranks counted about 61
all ranks flocked about 70
all really excited about 174
all really worried about 66
all right because people 57
all seems glorious again 85
all share certain basic 236
all ships outward bound 135
all short stories ought 59
all sides everything which 102
all slept soundly after 43
all slept soundly until 111
all slept together under 55
all small vessels could 76
all social classes began 208
all social classes could 660
all social classes found 114
all social classes lived 98
all social classes might 136
all social classes rather 102
all social classes share 134
