about adam clayton powell 110
about birth control before 170
about birth control methods 1027
about birth control options 109
about birth control should 144
about birth control through 58
about birth control without 43
about five degrees colder 40
about five degrees cooler 77
about five degrees higher 254
about five degrees warmer 130
about five dollars apiece 288
about five hundred active 45
about five hundred adults 47
about five hundred billion 202
about five hundred blacks 66
about five hundred braves 75
about five hundred camels 67
about five hundred cattle 78
about five hundred cities 54
about five hundred copies 378
about five hundred crowns 42
about five hundred drawings 49
about five hundred ducats 57
about five hundred english 398
about five hundred fathoms 205
about five hundred fighting 246
about five hundred francs 352
about five hundred french 510
about five hundred german 57
about five hundred grains 41
about five hundred guests 395
about five hundred guineas 95
about five hundred hearers 50
about five hundred horses 229
about five hundred houses 1391
about five hundred indians 1986
about five hundred italian 55
about five hundred jewish 87
about five hundred killed 209
about five hundred lances 91
about five hundred leagues 858
about five hundred lodges 74
about five hundred meters 2929
about five hundred militia 227
about five hundred million 6000
about five hundred miners 46
about five hundred native 74
about five hundred negroes 42
about five hundred papers 51
about five hundred picked 77
about five hundred pieces 175
about five hundred plants 119
about five hundred pounds 9981
about five hundred public 47
about five hundred pupils 219
about five hundred rebels 77
about five hundred rounds 132
about five hundred rubles 111
about five hundred rupees 451
about five hundred sheets 44
about five hundred slaves 139
about five hundred square 1465
about five hundred squaws 53
about five hundred titles 172
about five hundred troops 431
about five hundred twenty 46
about five hundred verses 151
about five hundred voters 98
about five hundred wagons 61
about five hundred weight 190
about five hundred whites 80
about five millions itself 51
about five millions sterling 1236
about five minutes another 53
about five minutes around 55
about five minutes before 15973
about five minutes behind 410
about five minutes earlier 486
about five minutes passed 50
about five minutes should 184
about five minutes sooner 45
about five minutes through 80
about five minutes without 493
about five percent higher 53
about five seconds before 765
about five shillings sterling 98
about five thousand blacks 44
about five thousand cattle 45
about five thousand copies 577
about five thousand english 48
about five thousand fighting 67
about five thousand francs 607
about five thousand french 180
about five thousand horses 40
about five thousand houses 94
about five thousand indians 425
about five thousand killed 116
about five thousand leagues 146
about five thousand meters 57
about five thousand militia 174
about five thousand million 1164
about five thousand native 40
about five thousand negroes 48
about five thousand pieces 86
about five thousand pounds 4003
about five thousand pupils 55
about five thousand rebels 50
about five thousand rubles 50
about five thousand rupees 147
about five thousand slaves 110
about five thousand square 1350
about five thousand troops 1539
about five thousand whites 54
about four decades before 76
about four decades earlier 115
about four degrees beyond 43
about four hundred billion 226
about four hundred blacks 51
about four hundred cattle 56
about four hundred cities 41
about four hundred clergy 315
about four hundred clerks 45
about four hundred copies 161
about four hundred drawings 43
about four hundred eighty 61
about four hundred english 371
about four hundred fathoms 185
about four hundred fighting 49
about four hundred francs 141
about four hundred french 380
about four hundred german 76
about four hundred guests 177
about four hundred guineas 93
about four hundred horses 281
about four hundred houses 832
about four hundred indians 761
about four hundred jewish 53
about four hundred killed 271
about four hundred leagues 599
about four hundred lodges 89
about four hundred meters 1390
about four hundred militia 252
about four hundred million 4946
about four hundred native 66
about four hundred negroes 64
about four hundred ounces 131
about four hundred pieces 154
about four hundred places 42
about four hundred plants 44
about four hundred pounds 8000
about four hundred pupils 205
about four hundred rebels 65
about four hundred rifles 50
about four hundred rounds 78
about four hundred rupees 283
about four hundred slaves 170
about four hundred square 1538
about four hundred titles 119
about four hundred troops 198
about four hundred twenty 88
about four hundred voters 76
about four hundred wagons 107
about four hundred weight 154
about four millions sterling 1200
about four minutes before 351
about four minutes earlier 766
about four minutes without 77
about four octaves higher 51
about four seconds before 97
about four shillings english 108
about four shillings sterling 102
about four thousand cattle 99
about four thousand copies 292
about four thousand crowns 118
about four thousand english 158
about four thousand fighting 125
about four thousand francs 307
about four thousand french 175
about four thousand german 43
about four thousand greeks 65
about four thousand horses 67
about four thousand houses 268
about four thousand indians 168
about four thousand killed 57
about four thousand leagues 41
about four thousand meters 90
about four thousand militia 87
about four thousand million 572
about four thousand pieces 70
about four thousand plants 53
about four thousand pounds 3804
about four thousand pupils 68
about four thousand rupees 85
about four thousand slaves 62
about four thousand square 833
about four thousand troops 594
about four thousand verses 47
about four thousand wagons 71
about four thousand whites 92
about from natural causes 58
about health related issues 83
about john maynard keynes 66
about leaving everything behind 45
about living together before 142
about living together without 42
about making culture without 122
about making drastic changes 54
about making herself useful 45
about making himself master 59
about making himself useful 47
about making radical changes 79
about many radical changes 81
about miss abigail struck 42
about more complex issues 77
about more distant places 46
about more general issues 232
about more general topics 92
about more radical changes 84
about nine hundred coffee 254
about nine hundred copies 40
about nine hundred english 52
about nine hundred fighting 123
about nine hundred francs 62
about nine hundred french 184
about nine hundred houses 227
about nine hundred indians 75
about nine hundred lances 85
about nine hundred leagues 77
about nine hundred meters 193
about nine hundred million 980
about nine hundred pounds 1505
about nine hundred pupils 64
about nine hundred square 596
about nine hundred troops 76
about nine millions sterling 320
about nine minutes before 74
about nine shillings sterling 373
about nine thousand cannon 68
about nine thousand copies 70
about nine thousand francs 150
about nine thousand pounds 708
about nine thousand square 135
about nine thousand troops 134
about other matters relating 62
about other national groups 122
about other related issues 53
about other subject matter 40
about peace between austria 74
about peace between england 167
about peace between france 178
about peace between nations 54
about radio listening habits 82
about side effects before 126
about soil organic matter 52
about some desired effect 61
about some desired result 110
about some distant future 40
about some drastic changes 66
about some material points 40
about some matters relating 54
about some private matter 47
about some radical changes 151
about some subject matter 415
about such central issues 49
about such complex issues 129
about such diverse issues 60
about such diverse topics 243
about such drastic changes 122
about such matters before 447
about such matters except 45
about such matters should 176
about such matters unless 74
about such matters without 335
about such radical changes 156
about their adopted status 45
about their affairs without 188
about their alcohol intake 79
about their ancient cities 81
about their answers before 67
about their average values 216
about their balance sheets 74
about their behavior before 130
about their behavior toward 504
about their behavior without 94
about their biggest luxury 68
about their carrier status 62
about their country without 41
about their culture through 58
about their current family 42
about their current feelings 95
about their current levels 100
about their current sexual 164
about their current skills 43
about their current status 317
about their deceased parent 94
about their deepest feelings 194
about their dietary habits 136
about their dietary intake 56
about their effects through 47
about their efforts toward 42
about their foreign policy 464
about their general feelings 80
about their general nature 66
about their genetic makeup 174
about their genetic status 83
about their history before 88
about their inferior status 110
about their journey through 60
about their language skills 100
about their lattice points 60
about their listening habits 90
about their logical status 49
about their marital status 1906
