ac potential is applied 49
ad agencies to develop 51
ad campaign in history 43
ad campaign to promote 275
ad campaign to support 89
am actuated by jealousy 68
am actuated by motives 108
am addicted to alcohol 47
am addressing my remarks 96
am addressing the question 88
am affected by everything 89
am affected by objects 123
am affirmed to corrupt 162
am ambitious of present 84
am assigned the position 46
am attempting to account 63
am attempting to achieve 88
am attempting to address 127
am attempting to analyze 85
am attempting to capture 108
am attempting to clarify 105
am attempting to develop 433
am attempting to discuss 95
am attempting to examine 74
am attempting to explain 491
am attempting to explore 114
am attempting to express 148
am attempting to isolate 61
am attempting to justify 63
am attempting to outline 225
am attempting to portray 95
am attempting to present 439
am attempting to provide 200
am attempting to resolve 40
am attempting to suggest 191
am benefiting the country 82
am besieged by demands 41
am collecting my thoughts 49
am composed of material 41
am concealed at stanton 98
am conscious of affecting 195
am conscious of certain 287
am conscious of deserving 54
am conscious of everything 42
am conscious of freedom 99
am conscious of receiving 62
am conscious of remaining 73
am conscious of several 114
am continuing my efforts 62
am continuing my research 49
am continuing my studies 67
am continuing to explore 46
am critical of affirming 47
am critical of certain 49
am debarred the benefit 85
am debarred the pleasure 56
am deceived in believing 47
am deprived of everything 46
am deprived of liberty 40
am describing the process 45
am desirous of acquiring 64
am desirous of advancing 46
am desirous of bespeaking 60
am desirous of confining 132
am desirous of conveying 47
am desirous of directing 201
am desirous of employing 66
am desirous of enlarging 81
am desirous of extending 45
am desirous of finishing 54
am desirous of improving 85
am desirous of informing 82
am desirous of obtaining 592
am desirous of procuring 135
am desirous of promoting 135
am desirous of proposing 47
am desirous of receiving 88
am desirous of recording 89
am desirous of rendering 83
am desirous of resigning 74
am desirous of retaining 80
am desirous of returning 148
am desirous to believe 81
am desirous to explain 82
am desirous to express 66
am desirous to gratify 50
am desirous to impress 82
am desirous to improve 125
am desirous to protect 130
am destined to achieve 53
am destined to perform 53
am destined to receive 90
am destined to survive 69
am destined to undergo 40
am destined to witness 102
am detained by matters 67
am devoured by anxiety 44
am directed by colonel 145
am directed by congress 186
am directed by general 376
am directed to address 105
am directed to deliver 97
am directed to enclose 2683
am directed to explain 40
am directed to express 294
am directed to forward 1415
am directed to furnish 49
am directed to inquire 49
am directed to observe 309
am directed to perform 55
am directed to present 105
am directed to protest 53
am directed to request 929
am directed to signify 88
am directed to suggest 46
am directed to suspend 66
am discussing the question 114
am discussing the subject 204
am disposed to account 104
am disposed to ascribe 591
am disposed to believe 9970
am disposed to concede 137
am disposed to confide 77
am disposed to connect 62
am disposed to contend 64
am disposed to dispute 60
am disposed to dissent 45
am disposed to embrace 56
am disposed to explain 92
am disposed to flatter 66
am disposed to forgive 103
am disposed to gratify 76
am disposed to harmony 214
am disposed to imagine 86
am disposed to include 43
am disposed to indulge 288
am disposed to quarrel 174
am disposed to question 1006
am disposed to receive 127
am disposed to respect 56
am disposed to sanction 52
am disposed to suggest 114
am disposed to support 86
am disposed to suspect 295
am disposed to venture 91
am doubtful of success 50
am employed at present 46
am endeavoring to account 52
am endeavoring to collect 130
am endeavoring to enforce 73
am endeavoring to explain 101
am endeavoring to impress 68
am endeavoring to improve 114
am endeavoring to prepare 63
am endeavoring to present 164
am endeavoring to prevent 52
am endeavoring to procure 94
am endeavoring to restore 49
am endeavoring to sustain 79
am entirely an admirer 40
am entirely at leisure 61
am entirely at liberty 69
am entirely at variance 218
am entirely in harmony 45
am entirely in sympathy 579
am entitled to address 54
am entitled to believe 227
am entitled to certain 97
am entitled to contend 86
am entitled to dispose 59
am entitled to everything 151
am entitled to examine 40
am entitled to express 253
am entitled to presume 97
am entitled to receive 438
am entitled to recover 91
am entitled to redress 438
am entitled to request 48
am entitled to respect 66
am entitled to suppose 95
am excelled by belinda 85
am exercising my freedom 43
am expected to achieve 50
am expected to believe 115
am expected to condemn 59
am expected to conform 53
am expected to declare 62
am expected to deliver 79
am expected to discuss 42
am expected to explain 43
am expected to perform 171
am expected to present 44
am expected to produce 203
am expected to provide 85
am expected to receive 48
am expected to respond 64
am explaining the position 78
am expressing the general 96
am forgetting my manners 242
am forgetting my promise 40
am forwarding my marriage 156
am fulfilling my destiny 110
am fulfilling my promise 101
am fulfilling my purpose 109
am grateful in addition 47
am grateful to abraham 46
am grateful to alberto 50
am grateful to allison 44
am grateful to america 158
am grateful to annette 213
am grateful to barbara 1130
am grateful to beatrice 70
am grateful to bernard 386
am grateful to beverly 78
am grateful to brendan 56
am grateful to bridget 62
am grateful to candace 84
am grateful to captain 160
am grateful to carolyn 469
am grateful to charles 1332
am grateful to charlie 64
am grateful to colleen 51
am grateful to colonel 194
am grateful to columbia 90
am grateful to cornell 77
am grateful to deborah 766
am grateful to deirdre 70
am grateful to desmond 49
am grateful to destiny 74
am grateful to dominic 49
am grateful to douglas 406
am grateful to editors 149
am grateful to eduardo 67
am grateful to estelle 63
am grateful to frances 271
am grateful to francis 225
am grateful to friends 510
am grateful to gabriel 81
am grateful to general 162
am grateful to geoffrey 653
am grateful to gilbert 79
am grateful to giovanni 46
am grateful to gregory 232
am grateful to harriet 90
am grateful to harvard 141
am grateful to herbert 233
am grateful to jacques 139
am grateful to jeffrey 363
am grateful to jessica 114
am grateful to jonathan 824
am grateful to kathleen 725
am grateful to kirsten 42
am grateful to kristin 74
am grateful to lindsay 102
am grateful to malcolm 335
am grateful to manfred 158
am grateful to margery 48
am grateful to marianne 236
am grateful to marilyn 216
am grateful to maureen 345
am grateful to maurice 159
am grateful to melanie 59
am grateful to melissa 104
am grateful to members 896
am grateful to meredith 53
am grateful to michele 159
am grateful to monique 41
am grateful to natalie 202
am grateful to nicolas 44
am grateful to norbert 95
am grateful to olivier 131
am grateful to patricia 1153
am grateful to patrick 542
am grateful to pauline 182
am grateful to phillip 123
am grateful to phyllis 119
am grateful to randall 71
am grateful to raymond 207
am grateful to rebecca 502
am grateful to receive 65
am grateful to richard 3077
am grateful to roberta 64
am grateful to roberto 80
am grateful to russell 159
am grateful to rutgers 96
am grateful to sanford 49
am grateful to senator 80
am grateful to several 1747
am grateful to shannon 49
am grateful to sheldon 69
am grateful to shelley 58
am grateful to shirley 138
am grateful to stanley 323
am grateful to stephan 53
am grateful to stephen 1294
am grateful to stewart 77
am grateful to susanne 136
am grateful to suzanne 430
am grateful to terence 208
am grateful to valerie 148
am grateful to vanessa 60
am grateful to victoria 138
am grateful to vincent 128
am grateful to virginia 228
am grateful to wallace 56
am grateful to willard 42
am grateful to wolfgang 280
am helpless to prevent 93
am helpless to protect 131
am hesitant to suggest 55
am ignorant of everything 162
am impelled to believe 86
am impelled to express 99
am impelled to request 41
am inclined at present 108
am inclined to abandon 40
am inclined to account 140
am inclined to address 45
am inclined to advance 52
am inclined to applaud 67
am inclined to approve 179
am inclined to ascribe 1675
am inclined to believe 94382
am inclined to beseech 48
am inclined to compare 238
am inclined to concede 122
am inclined to condemn 40
am inclined to confess 51
am inclined to connect 283
am inclined to declare 99
am inclined to despair 44
am inclined to discard 44
am inclined to dismiss 210
am inclined to dispute 126
am inclined to dissent 85
am inclined to embrace 45
am inclined to endorse 188
am inclined to exclaim 70
am inclined to exclude 44
am inclined to explain 402
am inclined to express 104
am inclined to flatter 93
am inclined to forgive 140
am inclined to imagine 512
am inclined to include 290
am inclined to indulge 78
am inclined to predict 150
am inclined to presume 87
am inclined to propose 205
am inclined to protest 68
am inclined to publish 58
am inclined to qualify 45
am inclined to quarrel 63
am inclined to question 1896
am inclined to receive 43
am inclined to relieve 52
am inclined to reserve 70
am inclined to respect 205
am inclined to respond 96
am inclined to reverse 164
am inclined to suggest 1319
am inclined to support 584
am inclined to suppose 2714
am inclined to surmise 168
am inclined to suspect 11490
am inclined to suspend 77
am inclined to venture 65
am inclined to welcome 142
am inclined to withdraw 58
am indebted as follows 43
am indebted at several 49
am indebted in earliest 83
am indebted in general 306
am indebted in several 44
am indebted to abraham 60
am indebted to admiral 138
am indebted to alberto 52
