am acquiring that sort 61
am advised that some 56
am advised that such 46
am advised that there 344
am advised that these 44
am advised that your 53
am affording you will 48
am against all such 48
am against all these 53
am against all those 71
am against any form 83
am against any kind 70
am against any such 128
am against this bill 208
am alarmed and wish 84
am ashamed and angry 57
am ashamed and weary 47
am ashamed for having 55
am ashamed not only 219
am ashamed that such 420
am ashamed that there 120
am ashamed that your 83
am asserting that there 125
am assisting you when 48
am assured god will 59
am assured has been 52
am assured hath more 41
am assured she will 46
am assured that during 79
am assured that even 301
am assured that lord 49
am assured that many 368
am assured that more 41
am assured that none 132
am assured that nothing 162
am assured that only 40
am assured that some 199
am assured that such 376
am assured that their 240
am assured that there 1418
am assured that these 248
am assured that those 91
am assured that very 56
am assured that what 210
am assured that when 182
am assured that your 300
am assured they have 80
am assured they will 178
am assured you have 176
am assured you will 413
am attaching too much 75
am beatrice who make 41
am because you have 58
am because you love 66
am beginning all over 45
am beginning this book 43
am between two great 65
am blessed with four 43
am blessed with good 199
am blessed with great 49
am blessed with having 67
am blessed with health 219
am blessed with many 231
am blessed with more 41
am blessed with some 52
am blessed with such 149
am blessed with three 88
am blessed with your 70
am blinded with tears 68
am borrowing this term 211
am branded with nothing 260
am bruised all over 187
am careful for nothing 50
am certain all will 61
am certain and sure 142
am certain god will 66
am certain she must 89
am certain she will 1386
am certain that among 71
am certain that during 167
am certain that even 1156
am certain that from 220
am certain that good 70
am certain that great 57
am certain that half 45
am certain that having 54
am certain that here 66
am certain that john 83
am certain that just 40
am certain that lady 55
am certain that lord 85
am certain that many 1963
am certain that mary 55
am certain that mine 44
am certain that miss 109
am certain that more 427
am certain that most 1472
am certain that much 459
am certain that nine 93
am certain that none 756
am certain that nothing 1144
am certain that once 378
am certain that only 458
am certain that other 203
am certain that some 1122
am certain that soon 46
am certain that such 1726
am certain that their 534
am certain that there 4914
am certain that these 1189
am certain that those 805
am certain that three 53
am certain that upon 55
am certain that very 306
am certain that were 132
am certain that what 1495
am certain that when 1426
am certain that will 99
am certain that young 55
am certain that your 1700
am certain they have 620
am certain they must 129
am certain they were 541
am certain they will 1812
am certain this book 76
am certain this must 48
am certain this will 198
am certain you feel 96
am certain you have 1542
am certain you know 575
am certain you must 556
am certain you were 122
am certain you will 11861
am charged with giving 52
am charged with having 790
am charged with making 156
am charged with many 52
am charged with saying 46
am charged with some 78
am charged with taking 67
am charged with these 43
am charged with your 48
am charmed with nothing 62
am charmed with their 72
am charmed with what 162
am charmed with your 1488
am complying with your 129
am content and have 69
am content and ready 47
am content for once 188
am content for your 51
am content not only 81
am content that such 41
am content that there 114
am content that these 50
am content that your 185
am content with having 153
am content with less 126
am content with life 89
am content with mine 172
am content with more 126
am content with nothing 57
am content with only 96
am content with such 109
am content with these 109
am content with what 3164
am content with your 322
am correct that there 41
am counted with those 61
am covered all over 63
am covered with dirt 50
am covered with dust 214
am covered with fine 170
am covered with sweat 112
am covered with warm 44
am crushed for want 56
am dazzled with your 51
am demanding too much 124
am detaining you from 134
am dictating this from 100
am dressed and ready 85
am enabled not only 64
am enclosing for your 518
am endowed with such 80
am equally far from 244
am eternal and defy 46
am everything and nothing 43
am expecting her back 43
am expecting him back 77
am expecting him here 123
am expecting him home 48
am expecting too much 616
am expecting you here 55
am faithful and just 55
am familiar has been 50
am familiar with from 149
am familiar with have 214
am familiar with here 46
am familiar with many 523
am familiar with most 817
am familiar with much 78
am familiar with only 497
am familiar with other 62
am familiar with some 426
am familiar with such 150
am familiar with their 390
am familiar with these 349
am familiar with those 239
am familiar with what 513
am familiar with your 1065
am favored with your 662
am finishing this book 238
am frankly not sure 67
am grieved for lady 66
am grieved for what 44
am grieved for your 154
am grieved that such 260
am grieved that there 48
am grieved that your 121
am happier and more 414
am happier than ever 802
am happier than most 70
am happier than when 96
am honored that your 61
am honored with your 1272
am honored you have 76
am hopeful she will 45
am hopeful that even 125
am hopeful that many 92
am hopeful that more 148
am hopeful that nothing 44
am hopeful that some 265
am hopeful that such 226
am hopeful that their 62
am hopeful that there 212
am hopeful that these 388
am hopeful that those 72
am hopeful that what 84
am hopeful that when 130
am hopeful that your 168
am hopeful they will 139
am hopeful you have 110
am hopeful you will 180
am however far from 372
am however too much 182
am hundred per cent 147
am husband and wife 92
am including not only 40
am including them here 125
am insisting that there 42
am jehovah and there 184
am laggard and cold 46
am listening for your 43
am luckier than many 58
am luckier than most 368
am married and have 1841
am married and live 116
am married and living 60
am married for life 54
am married with four 49
am married with three 104
am mentioning all these 107
am mentioning his name 51
am mentioning them here 67
am mentioning this fact 56
am mentioning this great 52
am mentioning this here 47
am mentioning this only 276
am mindful not only 82
am mindful that only 154
am mindful that some 49
am mindful that there 67
am mounted and riding 40
am nowhere near ready 59
am obliged for many 119
am obliged for some 73
am obliged for their 83
am obliged for these 116
am obliged for your 897
am obliged not only 79
am occupying too much 135
am orthodox and pray 51
am patient and kind 111
am peaceful and calm 109
am perhaps too much 199
am perishing for want 55
am perishing with cold 89
am polishing this tile 42
am precious for your 56
am preparing for your 54
am preparing with great 51
am pressed for time 4634
am presuming too much 234
am proposing that there 173
am proposing that these 110
am prouder than ever 194
am receiving you here 59
am referring are those 53
am referring not just 143
am referring not only 1136
am referring now only 62
am relaxed and calm 111
am reporting for duty 98
am retired and have 77
am reviled with having 46
am satiated with seeing 85
am scarred all over 40
am selfish and self 100
am settled and bend 112
am settled for life 78
am settled for some 68
am shivering all over 74
am shivering with cold 579
am smarter than most 46
am sorrier for your 175
am sorrier than ever 50
am stained all over 49
am starved for want 116
am stopped and told 55
am stronger and have 57
am stronger and more 323
am stronger than ever 418
am stronger than most 52
am stronger than when 91
am suffering and wearing 52
am suffering for want 104
am suffering now from 71
am suffering too much 510
am supposing all along 50
am supposing that there 254
am supposing you have 48
am supreme and give 51
am swamped with work 98
am thankful and glad 89
am thankful for even 72
am thankful for having 565
am thankful for life 42
am thankful for many 178
am thankful for such 218
am thankful for their 1046
am thankful for these 205
am thankful for those 262
am thankful for what 1624
am thankful for your 1443
am thankful not only 66
am thankful that even 45
am thankful that none 60
am thankful that some 66
am thankful that such 123
am thankful that there 418
am thankful that these 77
am thankful that when 60
am thankful that your 188
am thankful they were 47
am thankful you have 309
am thankful you were 72
am thrilled with your 41
am touched with your 46
am trembling all over 737
am trembling with cold 73
am trysted with your 61
am unaware that there 59
am unhappy with what 47
am unwilling that some 47
am unwilling that there 53
am unwilling that those 44
am usually too busy 84
am wandering far from 136
am witness for these 69
am wondering how many 343
am wondering how much 668
am wondering how your 53
am wondering now what 45
am wondering who will 81
am worried for your 62
am worried that some 84
am worried that there 125
am worried that when 42
am worried that your 52
am wounded all over 53
am wounded with love 150
an abandon that made 162
an ability and will 79
an ability for hard 44
an ability for making 62
an ability for self 627
an ability has been 113
an ability not just 72
an ability not only 610
an ability that came 43
an ability that even 46
an ability that gave 58
an ability that made 87
an ability that many 113
an ability that most 210
an ability that must 163
an ability that only 123
an ability that some 80
an ability that will 262
