am considerably older than 156
am individually working for 95
am particularly aware that 96
am particularly happy that 1446
am particularly happy with 72
am particularly proud that 298
am particularly sorry for 217
am particularly sorry that 291
am particularly taken with 169
am sufficiently aware that 213
an academically sound and 42
an accommodation could not 172
an accommodation house for 54
an accommodation maker and 138
an accommodation maker for 63
an accommodation party and 451
an accommodation party can 70
an accommodation party for 172
an accommodation party has 91
an accommodation party may 230
an accommodation party not 97
an accommodation party who 152
an accommodation rather than 190
an accommodation train for 52
an accommodation which had 77
an accommodation which has 48
an accommodation which may 47
an accommodation which was 153
an accommodation would not 118
an accomplished actor and 382
an accomplished actor who 179
an accomplished actor with 54
an accomplished angler and 68
an accomplished author and 383
an accomplished author who 123
an accomplished author with 72
an accomplished boxer and 49
an accomplished diver and 46
an accomplished greek and 116
an accomplished human being 119
an accomplished latin and 63
an accomplished latin poet 134
an accomplished lover and 45
an accomplished lyric poet 55
an accomplished mimic and 93
an accomplished pilot and 115
an accomplished rather than 52
an accomplished reader and 49
an accomplished reader who 49
an accomplished rider and 228
an accomplished seaman and 90
an accomplished skier and 83
an accomplished stage and 45
an accomplished weaver and 68
an accomplished woman and 199
an accomplished woman who 216
an accomplished woman with 119
an accumulative crime and 86
an acknowledged beauty and 63
an acknowledged leader and 240
an acknowledged leader not 88
an acknowledged leader who 46
an acknowledged model for 75
an acknowledged place for 80
an acquaintance about his 53
an acquaintance asked him 171
an acquaintance begun with 51
an acquaintance rather than 334
an acquaintance which had 806
an acquaintance which has 312
an acquaintance which his 42
an acquaintance which led 55
an acquaintance which may 65
an acquaintance which she 67
an acquaintance which they 63
an acquaintance which was 711
an acquaintance which you 50
an acquiescence under them 49
an acquiescence which was 51
an administered price and 63
an administered price for 55
an agricultural agent and 47
an agricultural agent for 46
an agricultural basis and 83
an agricultural basis for 92
an agricultural board was 42
an agricultural class and 58
an agricultural deity and 62
an agricultural deity who 56
an agricultural field and 101
an agricultural field with 45
an agricultural holding and 195
an agricultural holding for 120
an agricultural holding has 270
an agricultural holding may 148
an agricultural holding was 61
an agricultural holding who 64
an agricultural holding with 99
an agricultural nation and 407
an agricultural nation for 43
an agricultural nation that 164
an agricultural nation was 44
an agricultural nation with 259
an agricultural paper and 48
an agricultural paper had 87
an agricultural people and 848
an agricultural people are 115
an agricultural people but 72
an agricultural people can 62
an agricultural people for 53
an agricultural people than 67
an agricultural people that 47
an agricultural people they 91
an agricultural people was 43
an agricultural people who 1047
an agricultural people with 318
an agricultural pilot was 46
an agricultural rather than 1005
an agricultural region and 712
an agricultural region can 46
an agricultural region for 66
an agricultural region that 807
an agricultural region with 415
an agricultural setting and 48
an agricultural state and 553
an agricultural state that 57
an agricultural state was 44
an agricultural state with 332
an agricultural tribe and 72
an alphabetical author and 84
an alphabetical index and 361
an alphabetical index for 280
an alphabetical index that 190
an alphabetical index with 104
an alphabetical listing and 280
an alphabetical listing for 90
an alphabetical listing that 138
an alphabetical listing with 126
an alphabetical order and 162
an alphabetical order for 66
an alphabetical rather than 56
an alphanumeric pager with 47
an ambivalently loved and 40
an amplification rather than 58
an announcement about her 49
an announcement about his 157
an announcement about its 42
an announcement about our 59
an announcement about this 124
an announcement calling for 112
an announcement could not 102
an announcement rather than 124
an announcement stating that 672
an announcement which can 78
an announcement which did 41
an announcement which had 181
an announcement which has 84
an announcement which led 40
an announcement which may 41
an announcement which read 53
an announcement which they 63
an announcement which was 936
an announcement which you 51
an announcement would bring 80
an announcement would not 288
an antagonistic force that 43
an antagonistic glare that 57
an antagonistic rather than 100
an antibacterial action and 49
an antibacterial agent and 240
an antibacterial agent for 156
an antibacterial agent may 43
an antibacterial agent that 419
an antibacterial agent with 83
an anticipatory breach and 348
an anticipatory breach has 76
an anticipatory rather than 113
an anticipatory smile and 40
an antimicrobial agent and 276
an antimicrobial agent are 68
an antimicrobial agent can 82
an antimicrobial agent for 294
an antimicrobial agent has 53
an antimicrobial agent may 137
an antimicrobial agent that 882
an antimicrobial agent with 152
an apportionment under this 50
an apprehensive feeling that 148
an approachable human being 132
an appropriately sized and 142
an appropriations rider that 90
an approximation method and 47
an approximation method for 333
an approximation method that 283
an approximation rather than 529
an approximation valid for 427
an approximation which can 222
an approximation which does 95
an approximation which has 191
an approximation which may 283
an approximation which was 129
an approximation would not 98
an archaeologist digging for 40
an archaeologist looking for 51
an archaeologist rather than 129
an archaeologist working for 67
an archaeologist working with 45
an architecture where all 49
an architecture which can 233
an architecture which does 67
an architecture which had 219
an architecture which has 334
an architecture which may 52
an architecture which thus 45
an architecture which was 487
an aristocratic class and 164
an aristocratic class that 306
an aristocratic class was 55
an aristocratic class who 76
an aristocratic class with 94
an aristocratic elite and 155
an aristocratic elite that 156
an aristocratic elite who 86
an aristocratic father and 137
an aristocratic group who 41
an aristocratic house and 62
an aristocratic mother and 47
an aristocratic mother who 40
an aristocratic order that 45
an aristocratic party and 51
an aristocratic people are 125
an aristocratic people each 88
an aristocratic people may 260
an aristocratic rather than 429
an aristocratic scorn for 90
an aristocratic social and 46
an aristocratic style and 43
an aristocratic taste for 69
an aristocratic title and 82
an aristocratic woman and 119
an aristocratic woman was 60
an aristocratic woman who 244
an aristocratic woman with 53
an artificiality about his 57
an assassination loses its 78
an assassination rather than 77
an assassination which had 56
an assassination which was 58
an astonishment mingled with 166
an astonishment mixed with 56
an astonishment which had 117
an astonishment which her 49
an astonishment which she 72
an astonishment which was 198
an astrological chart and 58
an astrological chart for 114
an astronomical basis for 50
an astronomical clock and 142
an astronomical clock for 83
an astronomical clock that 144
an astronomical clock was 49
an astronomical clock with 111
an astronomical event and 52
an astronomical event that 166
an astronomical price for 112
an astronomical price tag 64
an astronomical rather than 62
an astronomical reason for 47
an asymmetrical rather than 44
an asymmetrical shape and 43
an asymmetrical shape with 61
an asymptomatic child with 111
an asymptomatic period that 106
an asymptomatic state and 40
an asymptomatic woman who 44
an asymptomatic woman with 83
an asynchronous event that 40
an asynchronous motor with 72
an authentically human and 47
an authentically human way 55
an authentication dialog box 86
an authentication method for 125
an authentication method that 315
an authentication token that 191
an authoritative basis and 40
an authoritative basis for 776
an authoritative denial that 50
an authoritative father and 80
an authoritative forum for 45
an authoritative guide and 94
an authoritative guide for 610
an authoritative guide that 90
an authoritative leader who 46
an authoritative leader with 48
an authoritative model for 158
an authoritative moral law 65
an authoritative organ for 48
an authoritative rather than 137
an authoritative reason for 92
an authoritative study and 50
an authoritative style and 44
an authoritative style that 99
an authoritative voice and 450
an authoritative voice for 279
an authoritative voice rang 56
an authoritative voice that 918
an authoritative voice was 114
an authoritative voice with 72
an autobiography about her 55
an autobiography about his 95
an autobiography rather than 107
an autobiography which has 92
an autobiography which she 57
an autobiography which was 315
an eccentricity rather than 58
an eccentricity which was 98
an ecologically healthy and 45
an ecologically sound and 367
an ecologically sound way 322
an ecologically valid and 43
an ecologically valid way 70
an economically healthy and 121
an economically sound and 556
an economically sound one 111
an economically sound way 139
an economically strong and 501
an economically strong but 50
an economically viable and 841
an economically viable area 51
an economically viable long 41
an economically viable one 180
an economically viable use 396
an economically viable way 306
an educationally sound and 180
an educationally sound way 42
an electrically heated air 224
an electrically heated and 129
an electrically heated bath 76
an electrically heated hot 212
an electrically heated oil 299
an electrically heated pad 102
an electrically heated pot 47
an electrically heated rod 73
an electrically heated thin 41
an electrolytic action that 46
an electrolytic lesion was 56
an electrolytic method for 177
an electrolytic plant for 77
an encapsulation method for 98
an encroachment which had 63
an entrenchment which they 55
an entrepreneur could not 128
an entrepreneur faced with 46
an entrepreneur looking for 87
an entrepreneur rather than 352
an entrepreneur would not 124
an epistemology rather than 43
an epistemology which can 83
an epistemology which does 56
an epistemology which has 90
an epistemology which was 61
an etymological basis for 65
an exceptionally acute and 87
an exceptionally alert and 121
an exceptionally brave and 180
an exceptionally brave man 211
an exceptionally broad and 184
an exceptionally close and 190
an exceptionally close one 57
an exceptionally cruel and 72
an exceptionally dense and 51
an exceptionally frank and 61
an exceptionally fresh and 43
an exceptionally happy and 134
an exceptionally happy one 1082
an exceptionally healthy and 138
an exceptionally healthy man 51
an exceptionally large and 1539
an exceptionally large area 278
an exceptionally large head 162
an exceptionally large man 98
an exceptionally large one 1546
an exceptionally large sum 330
an exceptionally light and 89
an exceptionally light one 97
an exceptionally loyal and 63
an exceptionally lucid and 170
an exceptionally lucky man 75
an exceptionally noble and 82
an exceptionally quick and 94
an exceptionally quiet and 127
an exceptionally quiet day 65
an exceptionally quiet one 42
an exceptionally rapid and 129
an exceptionally rigid and 62
an exceptionally sharp and 85
an exceptionally sharp boy 55
an exceptionally sharp eye 46
an exceptionally short and 40
an exceptionally small and 67
an exceptionally small head 51
an exceptionally small man 42
an exceptionally small one 199
an exceptionally smart and 51
an exceptionally smooth and 117
an exceptionally sound and 58
an exceptionally steep and 47
an exceptionally strong and 1104
an exceptionally strong arm 41
