aback pretty sharply from 55
about almost everything else 2270
about almost everything from 114
about another fifteen years 61
about another hundred feet 48
about another hundred years 112
about another occasion when 53
about another quarter mile 164
about another thousand feet 60
about another thousand years 90
about buried treasure from 122
about career decision making 372
about changes resulting from 67
about crimes against jews 40
about divine service when 126
about eastern european jews 60
about eighty persons were 130
about eighty thousand jews 51
about eighty thousand tons 103
about eighty thousand were 66
about eighty thousand years 130
about eleven degrees north 344
about eleven degrees south 64
about eleven hundred feet 746
about eleven hundred more 49
about eleven hundred tons 72
about eleven hundred were 132
about eleven hundred wood 81
about eleven hundred years 685
about eleven minutes less 99
about eleven thousand feet 1939
about eleven thousand five 210
about eleven thousand rank 77
about eleven thousand tons 69
about eleven thousand years 517
about english country life 143
about ethical decision making 432
about evenly between those 268
about evenly divided among 1179
about evenly divided into 391
about evenly divided over 328
about events affecting their 50
about events occurring during 69
about events outside their 111
about family decision making 120
about family members left 42
about family systems theory 57
about french colonial rule 47
about future exchange rate 245
about future medical care 236
about future returns from 66
about greater harmony among 48
about income derived from 47
about issues affecting their 218
about issues outside their 40
about jewish dietary laws 57
about little details like 193
about lonely forests like 94
about mental illness among 83
about mental illness from 77
about mental illness have 105
about mental illness held 69
about mental illness were 89
about midway between base 219
about midway between cape 349
about midway between fort 220
about midway between here 47
about midway between high 56
about midway between knee 42
about midway between lake 202
about midway between north 137
about midway between port 62
about midway between rome 123
about midway between south 195
about midway between their 287
about midway between these 1471
about midway between those 806
about midway between what 179
about midway between your 56
about mutual friends from 46
about myself against what 72
about myself between these 47
about nature derived from 40
about ninety degrees from 135
about ninety minutes away 251
about ninety minutes from 376
about ninety minutes north 66
about ninety minutes south 49
about ninety percent sure 77
about ninety percent were 42
about ninety persons were 53
about ninety thousand tons 64
about ninety thousand years 78
about norman vincent peale 70
about partly because there 52
about public affairs from 137
about public affairs must 41
about public affairs were 95
about public affairs when 45
about public matters have 51
about school library media 214
about serious matters like 109
about serious matters such 96
about settling himself into 62
about sexual behavior among 182
about sexual behavior during 116
about sexual behavior from 180
about sexual behavior have 152
about sexual behavior were 174
about sexual decision making 274
about sexual matters among 92
about sexual matters from 266
about sexual matters were 140
about sexual matters when 126
about sexual pleasure from 90
about shared decision making 244
about simply because there 111
about something besides food 42
about something besides their 69
about something besides what 120
about something besides work 47
about something besides your 59
about something outside their 44
about soviet decision making 45
about spending quality time 104
about spreading slander among 155
about through peaceful means 302
about trivial matters like 98
about trivial matters such 157
about twelve degrees north 58
about twelve degrees south 43
about twelve figures very 79
about twelve hundred feet 4133
about twelve hundred made 55
about twelve hundred more 123
about twelve hundred other 77
about twelve hundred rank 104
about twelve hundred tons 263
about twelve hundred well 478
about twelve hundred were 216
about twelve hundred years 2956
about twelve minutes from 105
about twelve minutes past 113
about twelve persons came 48
about twelve stories high 119
about twelve thousand feet 2360
about twelve thousand five 420
about twelve thousand foot 360
about twelve thousand jews 51
about twelve thousand more 78
about twelve thousand tons 160
about twelve thousand were 315
about twelve thousand years 2309
about twenty degrees from 287
about twenty degrees more 42
about twenty degrees north 168
about twenty degrees south 274
about twenty degrees west 88
about twenty dollars left 53
about twenty dollars more 126
about twenty dollars worth 118
about twenty furlongs from 165
about twenty letters from 139
about twenty members from 48
about twenty members were 161
about twenty millions more 117
about twenty minutes ahead 142
about twenty minutes along 173
about twenty minutes away 1479
about twenty minutes down 114
about twenty minutes during 170
about twenty minutes early 488
about twenty minutes from 5345
about twenty minutes into 1224
about twenty minutes just 52
about twenty minutes late 1292
about twenty minutes left 459
about twenty minutes more 718
about twenty minutes north 266
about twenty minutes once 43
about twenty minutes only 73
about twenty minutes over 328
about twenty minutes past 3712
about twenty minutes prior 91
about twenty minutes some 46
about twenty minutes south 259
about twenty minutes there 482
about twenty minutes three 89
about twenty minutes till 97
about twenty minutes time 140
about twenty minutes trying 68
about twenty minutes walk 191
about twenty minutes were 98
about twenty minutes west 137
about twenty minutes when 1623
about twenty minutes will 60
about twenty natives made 47
about twenty percent from 45
about twenty percent less 268
about twenty percent more 343
about twenty percent were 191
about twenty persons from 52
about twenty persons were 545
about twenty seconds from 63
about twenty seconds left 59
about twenty seconds only 44
about twenty seconds when 42
about twenty smaller ones 64
about twenty species have 74
about twenty stories high 53
about twenty thousand came 41
about twenty thousand feet 539
about twenty thousand foot 562
about twenty thousand free 54
about twenty thousand jews 187
about twenty thousand more 286
about twenty thousand other 61
about twenty thousand tons 323
about twenty thousand were 453
about twenty thousand years 2127
about whether america will 44
about whether animals have 110
about whether anybody sees 79
about whether congress will 40
about whether managed care 59
about whether medical care 82
about without visible means 78
above almost everything else 1008
above detail control from 100
above eleven hundred years 178
above eleven thousand feet 315
above ground storage tank 164
above mortal affairs just 40
above quoted excerpt from 40
above quoted extract from 136
above quoted language from 163
above quoted passage from 902
above reasoning applies only 59
above result follows from 83
above robust virtues were 74
above stated general rule 105
above twelve hundred feet 91
above twelve hundred years 480
above twelve thousand feet 363
above twenty persons were 52
above twenty thousand feet 787
above twenty thousand foot 156
above twenty thousand jews 65
above twenty thousand were 58
acids except glycine have 69
acids joined together form 44
acted without warrant from 74
action already decided upon 402
action became general along 340
action became general from 50
action claiming damages from 48
action merely because there 44
action seldom extends over 215
action should proceed among 634
action should proceed from 105
action should refrain from 94
action without enlisting more 130
action without support from 40
acute policy dictating these 166
acute versus chronic pain 154
acute yellow atrophy from 81
acute yellow atrophy have 61
acute yellow atrophy there 54
adapt itself equally well 40
added burden imposed upon 146
added credit charges paid 176
added further insight into 56
added income resulting from 160
added strength derived from 41
added through geologic time 62
added through gritted teeth 78
added twenty thousand more 109
added without affecting other 44
admit actions founded upon 55
adopt without entailing upon 75
adult beetle emerges from 106
adult family members have 108
adult family members living 70
adult family members were 169
adult family members will 40
adult family members work 95
adult female burrows into 49
adult female citizen from 63
adult female differs from 75
adult female workers were 48
adult insect emerges from 141
adult rhesus monkeys were 122
after almost everything else 99
after almost fifteen years 1111
after almost seventy years 325
after almost sixteen years 87
after almost thirteen years 140
after another adopted some 44
after another against their 43
after another arrived from 59
after another brought into 51
after another dropped away 77
after another dropped down 40
after another dropped from 117
after another dropped into 115
after another emerged from 198
after another emerges from 63
after another entered into 103
after another fifteen years 152
after another hundred years 429
after another marched down 41
after another seceded from 48
after another seventy years 55
after another slipped away 115
after another slipped from 47
after another slipped into 52
after another stepped into 64
after another thousand years 152
after another victory over 42
after another withdrew from 86
after another wrested from 72
after branch slipped from 73
after cardiac surgery have 75
after cardiac surgery were 45
after cardiac surgery when 52
after column against those 43
after curses against such 91
after demand therefor made 41
after devoting himself some 42
after devoting several days 57
after devoting several years 132
after dinner crossed back 102
after divine service into 162
after drinking himself into 47
after drinking several cups 79
after eleven hundred years 129
after enjoying respite from 59
after entering peaceably upon 62
after exacting tribute from 53
after excusing himself from 111
after family members have 88
after formal charges have 127
after formal schooling ends 138
after france withdrew from 82
after hitler marched into 177
after hovering between life 87
after ingenious thoughts will 55
after letter arrived from 44
after letter conveys their 154
after lyndon johnson took 45
after marrying charles kuhn 51
after milder measures have 45
after minute slipped away 99
