about aids among runaways 83
about among their branches 61
about among their children 49
about among your admirers 127
about asking good questions 74
about asking leading questions 91
about asking more questions 46
about asking such questions 87
about asking these questions 89
about bringing their children 81
about buying some property 70
about cash flow problems 45
about coming back tomorrow 141
about coming into hospital 116
about even more dramatic 45
about five feet distance 109
about five years thereafter 109
about four feet distance 180
about four feet straight 40
about four years thereafter 61
about giving their children 295
about giving their luckless 41
about giving your children 64
about half past midnight 311
about half their capacity 82
about half their children 70
about half their distance 59
about half their original 773
about half their patients 77
about half their potential 50
about half their thickness 77
about half these patients 180
about half those observed 93
about half those obtained 96
about half those reported 64
about half those required 40
about half were actually 68
about half were children 54
about half were employed 96
about half were reported 58
about having been arrested 71
about having been assigned 64
about having been attacked 81
about having been betrayed 55
about having been deceived 103
about having been deprived 55
about having been excluded 72
about having been involved 77
about having been mistaken 52
about having been molested 73
about having been rejected 57
about having been sexually 252
about having been shipmate 43
about having many children 47
about having more children 802
about having other children 102
about having their children 547
about having their husbands 55
about having their pictures 202
about having your children 78
about health care benefits 76
about health care concerns 42
about health care coverage 122
about health care decisions 139
about health care delivery 494
about health care policies 61
about health care problems 67
about health care products 44
about health care programs 45
about health care provision 79
about health care services 468
about health care treatment 93
about just what happened 448
about late rent payments 84
about leaving their children 887
about leaving their families 116
about leaving their homeland 59
about leaving their husbands 50
about leaving young children 45
about leaving your children 117
about like other children 193
about losing their autonomy 49
about losing their children 145
about losing their cultural 68
about losing their identity 116
about losing their positions 55
about losing their property 51
about losing your identity 44
about loving their children 66
about loving your neighbor 396
about making good decisions 210
about making such decisions 114
about making sure everyone 131
about making their children 66
about making their decisions 116
about making their presence 49
about making these decisions 157
about making those decisions 96
about making your business 55
about many other families 41
about many other problems 122
about many other questions 133
about many other subjects 547
about most other subjects 87
about moving your governor 45
about naming their children 41
about news media coverage 96
about nothing else american 124
about other health problems 108
about other living creatures 57
about over those beautiful 54
about paying more attention 106
about rearing their children 91
about seeing their children 66
about skin care products 100
about some more advanced 65
about some other activity 49
about some other business 1337
about some other children 40
about some other examples 46
about some other possible 58
about some other problems 106
about some other questions 58
about some other situation 66
about some south american 98
about some very personal 77
about some very specific 79
about taking their children 121
about taking your children 43
about taking your medicine 122
about their bank accounts 327
about their birth families 239
about their body functions 56
about their drug problems 104
about their early memories 63
about their fears concerning 42
about their food supplies 72
about their four children 45
about their grim business 113
about their health behaviors 65
about their health benefits 93
about their health concerns 193
about their health condition 208
about their health problems 1037
about their health services 54
about their health situation 61
about their heart condition 41
about their home situation 92
about their home villages 77
about their ideas concerning 136
about their life problems 66
about their life situation 239
about their living quarters 132
about their living situation 169
about their love problems 41
about their main concerns 42
about their main problems 40
about their main subjects 41
about their male identity 45
about their male partners 122
about their most immediate 44
about their most intimate 497
about their most personal 125
about their most valuable 52
about their next paycheck 48
about their only daughter 85
about their other business 351
about their other children 146
about their other concerns 42
about their other problems 54
about their past behaviors 56
about their past exploits 58
about their past failures 52
about their past mistakes 54
about their past relations 46
about their past sufferings 47
about their past treatment 46
about their peer relations 47
about their poor condition 47
about their poor treatment 149
about their rest positions 83
about their rich cultural 68
about their rich heritage 52
about their sick children 73
about their slow progress 47
about their soul concerns 80
about their south american 108
about their three children 76
about their true condition 95
about their true identity 229
about their true positions 50
about their true situation 195
about their very personal 47
about their very survival 97
about their vote intention 90
about their work problems 65
about their work schedule 52
about their work silently 96
about their work situation 296
about their young children 244
about these early american 84
about these early settlers 78
about these food processing 53
about these four elements 47
about these four questions 44
about these great problems 64
about these great questions 62
about these health problems 82
about these high questions 63
about these other children 62
about these other cultures 42
about these other problems 97
about these poor children 58
about these poor creatures 200
about these same children 46
about these same problems 86
about these same questions 86
about these same subjects 99
about these three children 50
about these three concepts 44
about these three elements 125
about these three examples 46
about these three questions 180
about these three subjects 68
about these tiny creatures 43
about these very personal 43
about these very prairies 43
about these very questions 100
about these young marriages 88
about those great concerns 61
about those great essential 57
about those other children 52
about those poor bastards 68
about those poor children 78
about those poor creatures 43
about those rare occasions 54
about three days straight 44
about three feet directly 47
about three feet distance 451
about three feet straight 92
about three years retarded 50
about three years thereafter 143
about town very ingeniously 47
about upon their pursuers 103
about very young children 760
about what else happened 74
about what ever happened 49
about what gets included 49
about what gets produced 44
about what health services 52
about what just happened 2705
about what just occurred 66
about what lies underneath 46
about what many consider 131
about what most concerns 57
about what most delights 46
about what once happened 67
about what other agencies 45
about what other children 171
about what other managers 57
about what other students 138
about what other variables 43
about what their attitude 177
about what their audience 46
