races been 43 races held 64
races were 47 rages your 78
railing arms 52 railing half 172
raise take 55 raise during 86
raise among 82 raise have 62
raising more 54 raising asking 124
raked fire 100 ranges snow 44
ranks back 47 ranks very 106
rated their 115 rates other 49
rates such 94 rates other 40
rates those 183 rates young 59
rates those 67 rates drug 82
rates much 103 rates young 69
rates single 95 rather stir 43
rather live 294 rather been 41
rather faith 59 rather hold 106
rather ones 55 rather ones 83
rather other 60 rather other 1229
rather other 72 rather other 76
rather feel 77 rather felt 70
rather have 1150 rather lack 85
rather like 44 rather must 47
rather need 96 rather pass 88
rather think 56 rather want 213
rather were 1817 rather have 91
rather want 73 rather ending 65
rather fact 45 rather edge 59
rather from 58 rather into 132
rather other 74 rather into 44
rather into 168 rather other 165
rather their 79 rather other 136
rather their 72 rather break 78
rather into 84 rather other 42
rather time 103 rather singly 90
rather ones 44 rather other 114
rather ones 119 rather last 64
rather been 44 rather other 40
rather other 249 rather from 94
rather other 50 rather from 140
rather away 46 rather other 43
rather back 49 rather wife 265
rather from 205 rather from 93
rather ones 92 rather into 42
rather ones 215 rather from 84
rather used 64 rather from 72
rather have 51 rather ones 47
rather from 142 rather their 49
rather been 74 rather from 60
rather from 137 rather from 100
rather other 107 rather other 52
rather from 77 rather into 58
rather wife 46 rather other 102
rather last 141 rather other 60
rather other 59 rather into 144
rather into 80 rather been 47
raven eggs 52 razor hair 64
reaching other 77 reader much 44
reader what 67 reader hall 224
reader what 266 reader just 86
reader much 175 reader these 108
reader book 81 really from 49
really there 82 really what 44
really were 91 really cent 50
reason have 51 reason were 93
reason truth 43 reason been 56
reason have 42 reason living 42
reason think 58 reason were 298
reason hast 316 reason much 180
reason theory 67 reason view 77
reason there 45 reason such 48
reason there 140 reason these 48
reason ideal 51 reason such 93
reason only 55 reason among 79
reason during 113 reason even 853
reason from 48 reason here 56
reason john 67 reason life 98
reason lord 96 reason many 650
reason more 233 reason most 310
reason much 251 reason none 57
reason only 118 reason other 162
reason paul 45 reason rare 64
reason some 669 reason such 2324
reason their 648 reason there 2760
reason these 1549 reason those 241
reason very 95 reason what 474
reason when 219 reason your 90
reason were 87 reason will 46
reason book 48 reason clue 43
reason name 103 reason other 91
reason wife 40 reason paying 113
reason from 44 reason from 87
reason from 245 reason from 941
reason rule 223 reason from 107
reason from 148 reason more 72
reason such 48 reason been 151
reason here 113 reason case 44
reason type 44 reason there 66
reason these 66 reason into 46
reason there 55 reason here 205
reason fact 43 reason here 59
reason there 44 reason book 52
reason stay 49 reason rent 52
reason some 83 reason such 56
reason those 49 reason good 53
reason mode 54 reason theory 54
reason view 106 reason other 81
reason case 40 reason date 41
reason site 49 reason type 50
reason such 49 reason even 114
reason from 56 reason here 51
reason many 112 reason more 164
reason most 53 reason only 159
reason other 122 reason paul 57
reason some 391 reason such 1508
reason their 504 reason there 1944
reason these 979 reason those 204
reason what 186 reason when 146
reason were 62 reason will 51
reason sway 42 reason sway 41
reason sway 49 reason sway 53
reason show 74 reason more 104
reason just 120 reason have 237
reason were 567 reason have 85
reason rely 95 reason have 111
reason their 141 reason been 62
reason were 209 reason less 46
reason been 45 reason wife 55
reason have 82 reason have 114
reason faith 50 reeds grew 113
region most 66 region those 82
reins whip 48 relax upon 89
relax give 41 relax much 79
renew foot 55 renew draw 46
rents life 108 repay their 72
repeat loss 169 repeat more 40
repeat time 48 repeat other 81
repeat more 70 repeat other 114
repel other 212 resting three 43
reveal wide 69 rider made 69
rifle told 44 rifle fire 7123
rifle firing 44 right will 43
right will 92 right good 74
right love 44 right truth 157
right been 75 right been 75
right side 54 right legs 53
right left 42 right left 100
right your 66 right legs 64
right left 164 right your 66
right have 123 right have 282
rinsing ether 40 risen cent 120
rises hand 109 rites have 57
rites have 43 rites have 56
rites were 56 rites been 46
river help 52 river thick 45
river their 131 river foam 65
river snow 54 river their 40
river thick 73 river bald 75
river rain 117 roads over 111
roads also 42 roads dams 45
roads other 462 roads their 42
roads kept 148 roads made 51
roads also 61 roads been 366
roads been 70 roads were 100
roads other 45 roads ones 42
roads other 60 roads other 74
roads snow 168 roads snow 113
roads other 47 roads from 57
roads many 48 robbing other 102
robes their 44 robes from 77
rocks into 41 rocks sand 66
rocks over 54 rocks moss 93
rocks snow 97 rocks soil 53
rocky sand 43 roles wife 305
roles wife 51 roles play 66
rolling hand 40 rolls ever 60
roofs snow 56 roofs sods 50
roofs thick 42 roofs turf 41
roofs palm 194 roofs snow 49
rooms thick 44 rooms less 110
rooms those 100 rooms airy 244
rooms clean 131 rooms have 318
rooms very 82 rooms well 828
rooms among 47 rooms wife 53
rooms wife 51 rooms cost 252
roots nuts 69 roots food 60
roots sale 61 roots from 45
roots soil 109 ropes many 51
rough hair 57 round home 93
round wild 172 round making 78
rubbing eyes 63 rubbing other 582
ruins went 163 ruled have 95
ruled were 173 ruled more 52
ruled over 44 ruler been 48
ruler over 54 rules have 112
rules were 54 rules into 296
rules work 45 rules these 48
rules from 154 rules from 48
running boxing 59 rusty dust 47
