rag face 55 ram gave 44
ran fast 59 rang like 95
rang said 51 rang york 46
rang bade 44 rang came 56
rang gave 768 rang heard 399
rang left 105 rang made 84
rang said 566 rang sent 518
rang soon 57 rang there 134
rang told 785 rang took 82
rang went 262 rang were 148
rang when 427 rang there 56
rang help 42 rang more 154
rang some 133 rang great 79
rang some 66 rang such 56
ran shop 48 ran forth 435
ran over 254 ran face 68
ran hair 116 ran lips 88
ran face 127 ran three 41
ran came 44 ran came 57
ran even 188 ran many 45
ran when 59 ran when 49
ran even 526 ran many 172
ran some 160 ran their 42
ran there 260 ran when 187
ran into 41 ran feet 264
ran width 71 ran when 104
ran took 71 ran only 214
ran some 52 ran their 70
ran risk 200 ran face 56
ran help 83 ran what 207
ran their 82 ran face 47
ran hand 67 ran hand 50
ran other 248 ran forth 44
ran when 110 ran from 739
ran five 101 ran four 114
ran half 102 ran three 232
ran life 58 ran wife 89
ran whom 63 ran arms 318
ran arms 43 ran down 448
ran flag 41 raw claw 117
raw great 88 ray there 102
ray faith 48 ray break 53
ray many 56 ray peace 128
ray some 49 ray their 187
ray these 47 ray those 198
ray been 127 ray come 72
ray been 97 ray fled 73
ray peace 54 ray some 67
ray their 81 ray there 85
ray these 46 ray gone 113
ray left 339 ray seen 72
ray shot 43 ray half 44
read there 82 read just 68
read their 165 read there 74
read their 50 read book 2954
read good 353 read hour 55
read more 101 read other 86
read page 52 read word 44
read work 119 read years 150
read ways 56 read pace 876
read rate 90 read pace 72
read risk 92 read have 124
read were 45 read will 78
read great 52 read more 184
read five 50 read half 231
read just 63 read three 153
read poor 66 read else 196
read have 115 read will 45
read whom 533 read care 69
read come 73 read feel 44
read have 1792 read knew 219
read know 535 read like 44
read look 43 read love 68
read most 41 read need 55
read seek 160 read take 133
read think 175 read want 155
read were 701 read will 158
read wish 1245 read what 40
read talk 40 read five 41
read book 89 read time 49
read time 285 read last 130
read there 114 read other 82
read clear 96 read more 99
read once 4100 read give 44
read made 76 read make 172
read over 26593 read said 191
read sign 119 read tell 59
read think 84 read more 54
read care 53 read great 201
read much 82 read will 62
read some 68 read time 111
read have 47 read were 103
read come 74 read have 468
read were 143 read know 43
read word 1938 read clear 191
read have 127 read will 51
read knew 78 read know 128
read said 122 read three 142
read half 124 read three 51
read have 53 read have 92
read have 86 read have 120
read were 113 read have 407
read were 112 read been 63
read last 53 read such 40
read high 63 read reading 103
read time 98 read there 63
read name 46 read heard 61
read been 87 read laws 44
read most 141 read also 52
read been 41 read come 58
read felt 61 read find 417
read gave 175 read give 84
read have 295 read knew 266
read know 66 read learn 69
read look 87 read made 289
read make 261 read said 137
read seen 177 read sent 40
read take 97 read tell 80
read think 67 read told 88
read took 71 read want 44
read were 308 read what 50
read will 52 read also 47
read some 54 read what 42
read years 115 read seen 40
read only 49 read time 44
read loud 282 read were 51
read will 62 read care 439
read great 1579 read keen 55
read more 88 read much 416
read some 83 read their 166
read true 106 read very 72
read your 62 read gave 77
read have 107 read sent 84
read will 595 read said 54
read loud 254 read time 93
read sixth 86 read line 64
read mind 89 read book 51
read acts 52 read knew 54
read loud 283 read heart 54
read will 55 read will 48
read date 100 read loud 288
read tenth 49 read gave 107
read said 157 read loud 588
read left 40 read came 44
read great 56 read left 67
read have 59 read some 309
read what 93 read says 55
read said 42 read loud 163
read will 54 read loud 230
read great 65 read cons 105
read fall 155 read ways 42
read over 200 read great 128
read loud 156 read said 64
read says 49 read find 162
read gave 83 read have 91
read look 256 read made 731
read make 201 read loud 534
read care 181 read great 104
read will 41 read date 122
read pray 214 read loud 170
read great 198 read much 83
read reads 158 read more 460
read what 2680 read find 227
read full 48 read were 183
read life 56 real more 52
real life 106 real ready 130
real have 405 real know 52
real live 91 real were 58
rear much 45 rear army 121
rear line 95 rear were 47
rear were 117 rear been 99
rear have 192 rear came 55
red heart 113 red blue 144
red tooth 41 red claw 41518
red want 102 red beard 96
red claw 596 red fire 56
red back 79 red vice 45
ref lots 94 rid dust 94
rid dirt 44 rid more 192
rid half 147 rid have 54
rid mice 231 rid wood 105
rid such 60 rid other 80
rid were 89 rid have 302
rid were 947 rid will 40
rid been 84 rid been 187
rid call 186 rid have 93
rid left 122 rid have 128
rid self 65 rim trod 237
ringing from 148 ringing like 62
ringing when 65 ringing from 50
ringing pans 76 ringing asking 162
ringing banging 49 ringing crying 64
ringing giving 58 ringing making 50
ringing time 41 ringing cold 90
rings arms 47 rings asks 65
rings says 67 rings upon 54
rings such 81 rip body 48
rip burn 45 rip your 47
rob land 41 rob give 249
rob help 64 rod much 214
rod break 49 rod dash 297
rot what 269 rot your 89
rot filth 139 row feet 50
row wheat 49 row just 105
row pull 64 row pans 56
row been 91 row along 87
row were 40 row want 124
rub forth 1123 rub fair 94
rub fine 239 rub skin 52
rub face 64 rub over 50
rub salt 169 rub silk 42
rub look 162 rub think 59
rub snow 40 rub salt 57
rub legs 64 rub over 193
rub want 62 rub snow 44
rub over 57 rub your 43
rub gums 79 rue ever 281
rue gave 48 rue ever 70
rug these 41 rug three 263
run land 43 run fast 74
run full 153 run half 158
run their 132 run pace 107
run pace 87 run nothing 88
run have 313 run show 43
run were 101 run work 56
rung been 61 rung some 41
run been 52 run such 317
run these 367 run july 115
run four 184 run three 46
run thread 99 run dust 91
run toil 73 run forth 326
run other 50 run once 62
run over 409 run work 119
run sure 42 run evil 118
run five 48 run four 103
run three 70 run three 129
run made 40 run there 48
run five 62 run four 110
run three 240 run whom 95
run luck 147 run tell 45
run their 50 run line 75
run type 177 run steam 47
run help 40 run even 88
run lose 49 run their 90
run fast 87 run there 46
run other 95 run care 42
run take 56 run just 42
run care 52 run look 52
run feet 47 run width 52
run more 50 run from 93
run when 372 run keep 110
run take 87 run only 934
run other 67 run some 428
run such 183 run their 1383
run there 107 run these 99
run those 83 run what 60
run when 53 run your 445
run make 42 run risk 1623
run when 56 run what 169
run only 86 run other 320
run when 189 run when 43
run five 148 run four 148
run half 149 run three 212
run ruin 189 run want 74
run life 385 run these 999
run down 337 run other 375
