rag from my coat and 77
ram home the fact that 42
ran ahead of ahab all 47
ran along it from east 57
ran along the back and 45
ran along the bank and 223
ran along the bank for 45
ran along the bank with 42
ran along the beach and 228
ran along the beach for 73
ran along the beach with 74
ran along the deck and 154
ran along the elbe and 41
ran along the hall and 103
ran along the line and 110
ran along the line that 224
ran along the north and 119
ran along the pier and 63
ran along the road and 215
ran along the road for 114
ran along the road that 88
ran along the road with 63
ran along the side and 79
ran along the south and 63
ran along the wall and 188
ran away in great fear 84
ran away of their own 40
ran away on seeing his 43
ran away on their own 60
ran away so fast that 322
ran away the next day 150
ran away the other day 164
ran away to call her 62
ran away to find her 64
ran away to find his 59
ran away to hide her 57
ran away to join her 68
ran away to join him 78
ran away to join his 87
ran away to join them 61
ran away to live with 545
ran away to look for 101
ran away to play with 245
ran away to save his 105
ran away to seek his 61
ran away to stay with 85
ran away to tell his 54
ran away to their own 82
ran back the other way 177
ran back the same way 60
ran back to camp and 141
ran back to camp for 67
ran back to camp with 47
ran back to find out 43
ran back to help her 57
ran back to help him 68
ran back to join her 94
ran back to join his 85
ran back to join them 41
ran back to look for 176
ran back to meet him 65
ran back to play with 48
ran back to tell her 103
ran back to tell his 176
ran back to tell them 51
ran back to their car 145
ran back to their own 199
ran back to throw her 43
ran back to town and 61
ran down it from end 55
ran down my arms and 108
ran down my back and 314
ran down my back with 51
ran down my body and 51
ran down my chin and 132
ran down my face and 821
ran down my legs and 81
ran down my neck and 199
ran down my nose and 60
ran down so fast that 176
ran down the bank and 507
ran down the bank with 207
ran down the beach and 451
ran down the beach with 123
ran down the deck and 49
ran down the dirt path 48
ran down the dock and 99
ran down the flying jib 42
ran down the hall and 2491
ran down the hall for 58
ran down the hall with 252
ran down the hill and 1597
ran down the hill for 61
ran down the hill with 389
ran down the lane and 182
ran down the last few 163
ran down the line and 76
ran down the line that 62
ran down the list and 61
ran down the page and 49
ran down the ramp and 189
ran down the road and 550
ran down the road for 76
ran down the road with 239
ran down the side and 45
ran down the tree and 99
ran down the walk and 182
ran down the wall and 117
ran down to help him 118
ran down to hunt him 58
ran down to join her 44
ran down to join him 64
ran down to join them 98
ran down to meet her 403
ran down to meet him 808
ran down to meet them 350
ran down to save her 49
ran down to tell her 41
ran down to thank her 120
ran face to face with 54
ran forth he wist not 57
ran forth to meet her 138
ran forth to meet him 203
ran forth to meet them 55
ran from my eyes and 44
ran from my mouth and 44
ran from my nose and 43
ran from the bank and 65
ran from the barn and 64
ran from the cave and 57
ran from the city did 73
ran from the door and 131
ran from the fire and 46
ran from the hall and 66
ran from the north end 45
ran from the other end 54
ran from the room and 2310
ran from the room with 429
ran from the shop and 54
ran from the south end 46
ran from the tent and 54
ran from the west and 131
ran from the west end 63
rang half an hour ago 64
rang true to those who 41
ran hand in hand with 332
ran here to tell you 42
ran home so fast that 102
ran home to show his 61
ran home to tell her 405
ran home to tell his 647
ran into at least one 42
ran into my arms and 162
ran into my arms with 42
ran into my eyes and 167
ran into my room and 565
ran into my room with 54
ran into no less than 79
ran into the back end 73
ran into the bank and 141
ran into the barn and 281
ran into the bush and 283
ran into the bush with 55
ran into the buzz saw 45
ran into the camp and 67
ran into the cave and 117
ran into the city and 121
ran into the city with 43
ran into the door and 48
ran into the fact that 160
ran into the fire and 67
ran into the fort and 56
ran into the hall and 935
ran into the hall for 97
ran into the hall with 124
ran into the hole and 49
ran into the huts and 109
ran into the lake and 99
ran into the next and 74
ran into the ocean and 60
ran into the open air 73
ran into the open and 99
ran into the other day 278
ran into the park and 59
ran into the road and 367
ran into the room and 2761
ran into the room she 76
ran into the room that 91
ran into the room with 578
ran into the same old 64
ran into the sand and 51
ran into the shed and 169
ran into the shop and 149
ran into the surf and 122
ran into the tail end 87
ran into the tent and 182
ran into the town and 86
ran into the wall and 106
ran into the wind and 72
ran into the wood and 183
ran into the yard and 463
ran into the yard with 91
ran into the young man 74
ran like the wind and 273
ran like the wind for 85
ran like the wind with 117
ran more or less due 41
ran north to south and 123
ran onto the road and 56
ran over me from head 54
ran over my face and 88
ran over the chin and 83
ran over the curb and 51
ran over the edge and 55
ran over the hill and 104
ran over the keys with 44
ran over the page and 41
ran over the road and 42
ran over the sand and 99
ran over the young man 51
ran over to cuba with 78
ran over to find out 55
ran over to give her 114
ran over to give him 84
ran over to help her 206
ran over to help him 330
ran over to help them 41
ran over to join her 61
ran over to join him 56
ran over to join them 117
ran over to meet her 44
ran over to meet him 73
ran over to meet them 47
ran over to tell her 46
ran over to tell you 42
ran past the fort and 60
ran side by side and 143
ran side by side for 330
ran side by side with 2894
ran true to form and 338
ran true to form with 48
ran unto the herd and 55
ran upon the boar with 114
ran upon the news that 50
rap upon the desk with 101
rap upon the door and 126
rat race is fair are 41
raw data to work with 43
ray from the great sun 44
ray from the rising sun 88
ray tube is used for 169
ray tube is used with 46
read bearing in mind that 217
read down the list and 267
read down the page and 67
read during the last few 93
read during the last ten 59
read during the last two 100
read during the last year 276
read during the next few 55
read during the past few 59
read during the past six 53
read during the past two 70
read during the past year 685
read even by those who 762
read even in their own 45
read from an early age 213
read from the book and 187
read from the book she 49
read from the book that 146
read from the card and 79
read from the data bus 305
read from the data set 660
read from the disc and 41
read from the disk and 681
read from the fact that 255
read from the file and 1166
read from the file are 156
read from the file using 82
read from the file with 98
read from the other end 95
read from the tape and 335
read from the text and 69
read from the third act 111
read half of what you 40
read here the other day 110
read into it more than 804
read into it their own 216
read into it what they 221
read into it what you 79
read into the fact that 884
read into the gift tax 80
read into the prior art 109
read into the text and 124
read just the other day 141
read like the last that 94
read line by line and 247
read line by line with 43
read more on their own 242
read more or less than 81
read more to find out 44
read most of what had 57
read most of what has 106
read most of what was 147
read most of what you 44
read much of what has 226
read much of what was 66
read only an hour and 54
read only by their own 93
read only by those few 73
read only by those who 1469
read only by those with 71
read only the other day 622
read only to those who 114
read over the last few 154
read over the list and 130
read over the next few 67
read over the past few 164
read over the past year 47
read over the radio and 235
read over the text and 45
read over the text with 53
read over the years and 115
read over the years that 56
read poems of their own 42
read ride ring rise run 45
read side by side with 3080
read some of their own 85
read some of these and 124
read some of these things 99
read some of what you 149
read some of your lion 41
read some of your own 56
read there of what has 147
read upon the book and 308
read what he gave her 44
read what he said and 105
read what it said and 46
read what it says and 89
read what the other had 84
read what the other has 43
read when it came out 127
read when the book was 41
read when the hand that 41
read word by word and 118
real aims of those who 50
real bond of union and 42
real bone to pick with 51
real boon to those who 53
real call to leave them 58
real care in making his 58
real cost of debt and 71
real cost of food and 83
real even to those who 54
real fact of life for 86
real fact of life that 50
real from the fact that 82
real germ of life out 54
real glad to have you 223
real glad to know you 50
real glad to meet you 109
real goal in life was 68
real good in your day 67
real good of those who 111
real good or evil that 157
real good or harm and 55
real good to know that 42
real good to those who 65
real help in dealing with 87
real help to those who 155
real home of their own 188
real hope of ever being 41
real land of milk and 62
real least or most may 55
real life in pain and 47
real life is like that 157
real life is your own 55
real life of love and 42
real life of their own 451
real life of those who 50
real life the ideas that 85
real life to mark him 42
real life we find not 76
real life we find that 137
real life we know that 151
real love of self and 82
real love of truth and 65
real mask we must add 53
real meaning of life and 343
real meaning of love and 108
real meaning of their own 118
real meaning of these things 50
real meaning of these two 189
real meaning of those who 81
real meaning of what had 87
real meaning of what has 142
real meaning of what she 59
real meaning of what they 360
real meaning of what was 197
real meaning of what you 78
real meaning to those who 86
real means of dealing with 45
real name or give any 41
real news of what was 44
real nice to have you 68
real nice to meet you 95
real only to those who 91
real pain to work with 53
real part is even and 53
real part of life and 86
real peace of mind and 115
real risk of losing his 46
real role to play and 45
real root of much that 209
real saving in time and 43
real saving of time and 41
real test is when you 48
real threat to life and 124
real threat to peace and 223
real threat to their own 167
real threat to those who 75
real treat to work with 40
real truth of what had 53
real wage is less than 96
real wealth of mind and 45
real will be those that 277
real will of their own 46
real wish to know how 47
real work in life was 44
real work is done and 81
real work is done with 60
real work of dealing with 42
real work to keep him 81
reap what we have not 40
rear from the west and 97
rear mass on mass for 45
rear rank in making and 40
rear rank the third man 93
red ball of fire that 94
red flag at their head 92
red flag is dyed with 40
red flag to those who 43
red from the cold air 52
red from the cold and 458
red from the crying she 49
red from the rising sun 52
red from the tears she 78
red from the wind and 146
red like the rising sun 167
red rays is true for 44
red rose to give her 105
red ruin on their foes 54
red tape in dealing with 67
red wine is good for 128
