saber shin deformity 59
sable three escallops 268
sacks were delivered 64
sacks were deposited 51
sacks were suspended 47
sadly among themselves 51
sadly been neglected 54
safer during pregnancy 86
safer from criticism 139
safer from discovery 64
safer from murderous 48
safer from predators 371
safer from temptation 58
safer from terrorism 247
safer from terrorist 53
safer living conditions 151
safer when performed 77
safer work conditions 147
safer work practices 138
sagas have preserved 48
sagas were committed 52
sagas were preserved 56
sages from aristotle 46
sages from different 65
sages give different 46
sages have attempted 43
sages have described 178
sages have explained 124
sages have expressed 85
sages have forbidden 94
sages have published 65
sages have repeatedly 46
sages have suggested 52
sages have themselves 44
sages like confucius 110
sages took advantage 110
sages were assembled 57
sages were concerned 178
sages were consulted 41
sages were convinced 56
sages were themselves 58
sagging from exhaustion 46
sailing along peacefully 44
sailing from alexandria 851
sailing from amsterdam 459
sailing from baltimore 793
sailing from barcelona 361
sailing from california 308
sailing from different 85
sailing from galveston 117
sailing from gibraltar 1074
sailing from greenland 606
sailing from hispaniola 122
sailing from kamchatka 49
sailing from liverpool 10954
sailing from manhattan 54
sailing from marseille 196
sailing from mauritius 153
sailing from melbourne 207
sailing from montevideo 85
sailing from nantucket 668
sailing from newcastle 408
sailing from portsmouth 2278
sailing from rotterdam 1354
sailing from stockholm 72
sailing from vancouver 461
sailing great distances 64
sailing into chesapeake 135
sailing into uncharted 913
sailing like mountains 53
sailing ship approaching 45
sailing ship companies 63
sailing ship developed 126
sailing were concerned 46
sails fell altogether 64
sails from alexandria 145
sails from amsterdam 59
sails from baltimore 60
sails from greenland 51
sails from liverpool 2012
sails from nantucket 61
sails from newcastle 90
sails from portsmouth 1122
sails from vancouver 67
sails hanging motionless 67
sails next wednesday 95
sails rise magically 49
sails were abandoned 42
sails were accordingly 85
sails were carefully 58
sails were connected 41
sails were destroyed 55
sails were developed 56
sails were discarded 48
sails were distended 54
sails were extremely 54
sails were generally 80
sails were gradually 84
sails were instantly 201
sails were motionless 61
sails were shortened 114
sails were sometimes 152
sails were stretched 221
sails were suspended 70
sails when necessary 50
saint mary magdalene 42
saint much venerated 70
saint were deposited 78
saint were enshrined 46
saint were preserved 297
saint will intercede 51
salad more interesting 43
sales among consumers 55
sales among different 107
sales among themselves 89
sales call frequency 100
sales call objective 970
sales data available 523
sales data collected 523
sales data collection 46
sales data generated 46
sales data indicated 69
sales data presented 133
sales data warehouse 151
sales during september 56
sales ending inventory 104
sales from advertising 304
sales from commercial 48
sales from companies 45
sales from consumers 65
sales from customers 376
sales from different 149
sales from inventory 264
sales from livestock 50
sales from operations 53
sales from producers 149
sales from production 111
sales from purchases 47
sales from retailers 70
sales from satisfied 83
sales from september 107
sales have accounted 100
sales have benefited 68
sales have continued 736
sales have developed 64
sales have flattened 76
sales have generally 149
sales have generated 98
sales have gradually 53
sales have plummeted 183
sales have rebounded 52
sales have recovered 47
sales have stagnated 126
sales have surpassed 122
sales jobs available 111
sales leads generated 670
sales less discounts 157
sales less purchases 210
sales line intersect 48
sales list medicines 63
sales made elsewhere 42
sales made regularly 62
sales made thereunder 45
sales made throughout 45
sales more difficult 178
sales more efficient 48
sales more precisely 48
sales over production 85
sales over purchases 432
sales plus inventory 125
sales ratio indicates 141
sales talk necessary 119
sales tend naturally 101
sales upon judgments 443
sales vice president 4549
sales were abandoned 56
sales were abolished 87
sales were accounted 572
sales were adversely 97
sales were allocated 60
sales were announced 214
sales were approaching 276
sales were associated 80
sales were attempted 44
sales were authorized 173
sales were available 234
sales were carefully 72
sales were certainly 76
sales were channeled 43
sales were collected 243
sales were completed 661
sales were concerned 1266
sales were concluded 184
sales were conducted 1087
sales were confirmed 95
sales were continued 148
sales were converted 68
sales were currently 59
sales were curtailed 71
sales were delivered 64
