sac always contains 49
sad affair happened 130
sad affair occurred 132
sad effect produced 47
sad estate returned 109
sad events happened 60
sad events occurred 92
sad events recorded 45
sad feelings awakened 46
sad little anecdote 45
sad little cemetery 57
sad little ceremony 169
sad little children 93
sad little creatures 61
sad little daughter 49
sad little farewell 43
sad little incident 131
sad little personal 56
sad little princess 84
sad little sentence 43
sad little subjects 53
sad mental condition 97
sad shrink underneath 84
sad thought occurred 43
sad thought pervades 63
sad thought suddenly 59
sad vulgar appetite 47
sad without apparent 40
sang french couplets 69
sang little snatches 187
sang onward christian 110
sap almost simmered 65
sat almost breathless 261
sat almost directly 236
sat almost entirely 53
sat almost immobile 63
sat almost opposite 196
sat almost silently 70
sat another passenger 50
sat around bonfires 53
sat around discussing 736
sat around silently 63
sat behind counters 129
sat beside caroline 77
sat beside catherine 101
sat beside elizabeth 99
sat beside margaret 115
sat blinking stupidly 109
sat brooding silently 55
sat calmly discussing 83
sat chatting cheerily 45
sat deeply absorbed 82
sat deeply engrossed 64
sat drinking lemonade 54
sat madame bertrand 44
sat oliver cromwell 45
sat ramrod straight 3566
sat silent opposite 110
sat silent therefore 43
sat spinning gloomily 71
sat through breakfast 61
sat through hundreds 254
sat through lectures 237
sat through methodist 41
sat through numerous 158
sat through speeches 53
sat through thousands 44
sat trivial questions 51
sat watching everyman 93
sat watching intently 189
sat watching silently 90
sat without ceremony 50
sat without movement 280
sat without responding 45
sat without testifying 93
saw active military 233
saw albert einstein 46
saw alfred tennyson 81
saw alight therefrom 72
saw almost complete 43
saw almost constant 130
saw almost everyone 137
saw almost immediate 62
saw another addressing 75
saw another aircraft 383
saw another airplane 59
saw another american 197
saw another antelope 47
saw another beautiful 140
saw another customer 86
saw another dimension 132
saw another dramatic 68
saw another elephant 165
saw another employee 41
saw another enormous 48
saw another envelope 45
saw another evidence 73
saw another explosion 56
saw another horseman 233
saw another incident 45
saw another instance 338
saw another japanese 109
saw another landmark 88
saw another messenger 99
saw another mountain 254
saw another movement 228
saw another neighbor 40
saw another outburst 105
saw another parallel 105
saw another passenger 51
saw another performing 42
saw another physician 293
saw another portrait 43
saw another possible 129
saw another potential 219
saw another powerful 64
saw another prisoner 281
saw another regiment 42
saw another schooner 63
saw another sentinel 54
saw another skeleton 42
saw another solitary 66
saw another specimen 219
saw another splendid 122
saw another squirrel 98
saw another terrible 40
saw another therapist 45
saw another universe 95
saw anyone actually 110
saw anyone approach 101
saw archie rutledge 53
saw before complete 89
saw before darkness 189
saw bright sunlight 76
saw bright sunshine 57
saw bumper stickers 228
saw calvin coolidge 46
saw christ descending 42
saw clearly outlined 54
saw darius intended 78
saw deeper distress 91
saw direct evidence 85
saw donald armstrong 56
saw english soldiers 98
saw enough evidence 133
saw enough potential 276
saw entire families 154
saw entire villages 59
saw flames flickering 61
saw fleeting glimpses 47
saw formal education 127
saw french intrigue 49
saw french officers 65
saw french soldiers 290
saw further additions 70
saw further advances 251
saw further attempts 97
saw further economic 42
saw further evidence 544
saw further examples 50
saw further expansion 679
saw further extension 46
saw further increases 137
saw further military 71
saw further progress 294
saw genius forsaken 237
saw german aircraft 73
saw german infantry 70
saw german officers 60
saw german soldiers 1871
saw german uniforms 42
saw greater activity 43
saw greater attention 59
saw greater benefits 41
saw greater confusion 50
saw greater economic 66
saw greater emphasis 68
saw greater potential 173
saw greater progress 47
saw greatly increased 243
saw grimes actually 60
saw hectic activity 66
saw higher education 384
saw honest industry 46
saw hubert humphrey 66
