babe breast 40 babe hands 54
baby frank 65 baby water 313
baby mother 44 baby woman 43
baby breast 46 baby months 48
baby mother 44 baby large 56
baby mother 73 baby sight 170
baby mother 156 baby breast 74
baby breathing 56 baby gaining 61
baby getting 95 baby hungry 60
baby water 15581 back taken 50
back piece 634 back touch 57
back worry 262 back again 119
back again 58 back again 234
back again 107 back looking 170
back right 43 back sitting 115
back smiling 105 back staring 84
back still 302 back taken 40
back hands 83 back piece 59
back really 43 back still 174
back could 207 back would 294
back sides 518 back woman 104
back shone 105 back sides 264
back women 42 back right 276
back start 95 back money 42
back chair 45 back weather 72
back truck 66 back wagon 56
back later 42 back drive 68
back guard 110 back skirt 56
back fight 96 back shine 101
back prime 52 back period 54
back point 148 back until 134
back paces 49 back steps 118
back point 50 back point 224
back stage 155 back keeping 85
back grave 42 back hands 48
back parking 109 back purse 56
back sight 135 back chair 191
back grasp 210 back grave 48
back hands 101 back parking 122
back sight 148 back motion 57
back sight 45 back truck 185
back drove 64 back father 165
back mother 47 back black 66
back buick 43 back chevy 66
back father 614 back mother 65
back rolls 53 back sedan 48
back truck 123 back could 57
back trace 62 back found 375
back given 93 back never 272
back taken 160 back quite 41
back sorry 60 back still 40
back willing 45 back could 48
back knows 87 back action 244
back facts 290 back force 129
back solid 102 back still 191
back chest 145 back found 71
back night 43 back evening 249
back hands 43 back people 87
back names 71 back lower 165
back resting 61 back thrown 62
back water 178 back woman 138
back guard 115 back girls 113
back until 42 bade fetch 44
bade worst 205 bade drink 46
bade fetch 169 bade which 83
bade drink 133 bade preach 47
bags hands 50 bail point 149
bail burning 53 bail plane 239
bail banks 121 bait could 110
baking plate 56 baking ashes 40
bald hands 69 ball known 54
ball hands 53 ball glove 269
ball hands 474 ball court 751
ball court 1068 ball hands 106
ball court 147 band cross 42
banging barring 51 bank place 74
bank option 51 bank place 43
bank times 81 bard close 133
bare would 43 bare awake 41
bare plunging 45 bare would 167
barn grove 64 barn built 55
base rates 84 base shall 50
base sides 52 base force 45
base trade 105 base state 71
base claim 95 base fixed 53
base world 567 base study 60
bathe round 132 bathe water 64
bathing round 161 bathing water 50
baths round 148 baths table 57
baths sexes 40 beach awake 96
beach miles 143 beard pride 40
beard waist 56 beard chest 46
beard grown 133 bearing round 102
bearing large 46 bearing pairs 121
bearing small 56 bears round 131
bears names 45 bears claws 48
bears pairs 341 bears small 56
bears adage 103 bears bosom 100
beast given 84 beast horns 211
beast horns 120 beast horns 64
beating knees 92 beating shore 42
beating wives 49 beating chest 104
beating chest 95 beating would 47
beating beater 113 beds angles 51
been hoped 45 been fault 78
been house 45 been nation 45
been piece 73 been miles 44
been round 186 been ought 40
been shall 172 been asked 56
been built 73 been given 235
been lived 96 been spent 102
been taken 138 been tried 69
been waged 75 been today 170
been which 103 been place 41
been point 47 been thirds 90
been bared 65 been sides 54
been piece 47 been terms 108
been parts 74 been sides 69
been sides 192 been shape 57
been thrown 40 been scrap 99
been quite 46 been voice 99
been price 115 been since 53
been hearts 46 been really 71
been spare 46 been lives 77
been house 105 been field 88
been working 170 been morning 65
been night 109 been about 738
been eight 167 been fifty 299
been forty 195 been hours 84
been longer 57 been months 422
been nearly 236 been quite 260
been seven 101 been thirty 546
been weeks 197 been whole 58
been whole 82 been about 233
been forty 51 been hours 41
been months 106 been nearly 130
been quite 147 been thirty 150
been weeks 53 been since 48
been cause 45 been change 75
been fault 77 been weather 49
been father 345 been feeling 55
been growing 42 been habit 42
been mother 80 been skill 53
been cause 70 been cause 686
been nation 49 been major 66
been sides 55 been water 42
been moved 52 been taken 104
been thrown 93 been since 56
been about 50 been about 81
been where 64 been since 72
been mother 43 been cases 59
been order 87 been woman 71
been would 133 been would 180
been might 47 been would 459
been under 327 been given 58
been which 42 been force 41
been weather 58 been period 50
been space 47 been sword 43
been woman 66 been cross 108
been months 52 been which 100
been would 44 been speed 91
been evening 78 been morning 241
been night 670 been right 50
been round 55 been where 73
been after 48 been longer 84
been about 8143 been close 343
been eight 762 been fifty 920
been forty 456 been fully 49
been hours 1063 been longer 441
been months 4038 been nearly 3590
been quite 5306 been rather 45
been seven 768 been sixty 198
been thirty 1858 been weeks 1969
been since 109 been months 44
been night 58 been evening 40
been morning 85 been season 58
been varying 107 been after 270
been house 51 been house 76
been about 95 been anything 93
been place 66 been after 61
been while 49 been known 47
been taken 80 been acted 184
been danger 51 been class 45
been house 48 been bombs 47
been trail 90 been place 49
been since 44 been under 48
been since 43 been father 42
been mother 41 been father 119
been mother 95 been study 117
been whose 41 been study 50
been habit 45 been change 59
been place 230 been point 129
been train 68 been leases 47
been perch 60 been place 135
been place 46 been grave 472
been hands 170 been house 74
been hands 52 been state 40
been happy 63 been nation 64
been place 227 been state 76
been world 55 been diego 65
been pedro 71 been thinking 74
been grave 49 been grave 224
been belly 75 been right 80
been table 83 been about 202
been since 41 been about 170
been about 58 been about 182
been world 60 been sides 48
been months 40 been weeks 121
been weeks 51 been right 46
been since 107 been tried 84
been place 44 been chief 858
been dreams 71 been father 592
been first 928 been goals 51
been heroes 45 been major 116
been mother 626 been prime 68
been strong 189 been wedding 121
been worst 72 been aides 116
been butts 42 been chief 2504
been close 261 been dreams 219
been father 1646 been first 1295
been gifts 56 been goals 121
been heroes 223 been idols 50
been jokes 42 been later 40
been major 612 been mother 215
been party 66 been prime 100
been staff 73 been strong 425
been themes 53 been vices 69
been wives 43 been women 70
been worst 163 been author 41
been basic 55 been chief 1469
been first 388 been major 539
been prime 115 been strong 90
been basic 68 been chief 513
been dreams 56 been first 161
been goals 86 been major 388
been nation 40 been party 127
been people 66 been ships 79
been strong 101 been worst 73
been class 253 been group 262
been large 131 been small 76
been since 52 been until 42
been class 96 been group 70
been nation 42 been kinds 43
been major 56 been people 54
been types 50 been brief 41
been cases 652 been hours 45
been large 74 been minor 412
been others 391 been people 133
been rather 89 been short 43
been small 305 been times 87
been women 80 been still 52
been hours 42 been since 57
been kinds 48 been sorts 40
been storm 67 been storm 42
been weather 145 been danger 76
been after 47 been since 365
been father 84 been hands 102
been house 288 been mother 49
been sight 453 been teens 46
been chair 47 been hands 240
been hotel 49 been house 374
been keeping 58 been league 76
been power 358 been right 69
been sight 637 been stall 46
been study 117 been teens 95
been place 73 been hands 97
been lives 73 been minds 331
been power 54 been sight 332
been house 53 been house 319
been place 188 been world 582
been since 242 been change 257
been house 49 been place 59
been edict 71 been cause 84
been order 43 been hands 125
been place 558 been hands 489
been place 1683 been power 43
been final 56 been place 2423
been right 52 been hands 278
been place 54 been place 81
been class 73 been place 130
