bacteria in its root nodules 54
baffled in all their efforts 68
baggage as had been brought 77
baggage to and from railway 44
bailiff to pay such damages 48
bailout of long term capital 45
balance in and among national 151
balance in her bank account 72
balance in her life between 60
balance in his bank account 200
balance in his life between 60
balance in his mind between 82
balance in his work between 60
balance in its bank account 66
balance in its cash account 65
balance in our bank account 48
balance of all these factors 169
balance of each such payment 63
balance of his bank account 55
balance of his mind against 47
balance of that very capital 126
balance the two great parties 82
balancing of all these factors 69
balancing of one need against 49
banquet of that most heavenly 206
baptism we are made members 94
barrels of oil were shipped 88
barrels of oil were spilled 135
barrier of any kind between 55
battles he had been scalped 88
bayonet to aid their comrade 44
beauties of this play impress 149
because as has been pointed 122
because at that time everything 115
because at that time germany 102
because at that time several 112
because at that very instant 172
because he and other members 51
because he can make himself 44
because he did blow himself 73
because he got into trouble 114
because he had been accused 873
because he had been adopted 180
because he had been advised 395
because he had been against 78
because he had been alarmed 44
because he had been alerted 49
because he had been allowed 266
because he had been annoyed 114
because he had been ashamed 49
because he had been assured 496
because he had been attending 61
because he had been awarded 122
because he had been blessed 129
because he had been blinded 73
because he had been briefed 56
because he had been briefly 44
because he had been brought 1677
because he had been bullied 46
because he had been careful 138
because he had been carried 124
because he had been certain 99
because he had been charged 357
because he had been closely 127
because he had been content 55
because he had been counsel 54
because he had been crowned 103
because he had been defeated 439
because he had been delayed 123
because he had been deposed 70
because he had been drafted 110
because he had been dragged 56
because he had been elected 1067
because he had been endowed 87
because he had been expecting 221
because he had been exposed 183
because he had been faithful 201
because he had been falsely 131
because he had been familiar 57
because he had been favored 64
because he had been following 97
because he had been foolish 119
because he had been foreman 139
because he had been granted 222
because he had been gripped 144
because he had been helpful 57
because he had been himself 139
because he had been ignored 76
because he had been imposed 46
because he had been induced 76
because he had been injured 241
because he had been invited 540
because he had been knocked 94
because he had been labeled 44
because he had been listening 153
because he had been married 369
because he had been naughty 123
because he had been obliged 539
because he had been observing 42
because he had been offered 482
because he had been opposed 113
because he had been ordered 904
because he had been outside 53
because he had been perhaps 49
because he had been praised 46
because he had been preparing 60
because he had been present 396
because he had been pressed 41
because he had been rebuked 52
because he had been receiving 105
because he had been reduced 50
because he had been refused 563
because he had been released 154
because he had been removed 182
because he had been seduced 87
because he had been shocked 197
because he had been sincere 50
because he had been spoiled 62
because he had been stopped 53
because he had been strongly 42
because he had been suffering 238
because he had been tempted 94
because he had been thwarted 81
because he had been touched 86
because he had been trained 671
because he had been trapped 48
because he had been traveling 82
because he had been tricked 131
because he had been tutored 106
because he had been unaware 112
because he had been uncivil 48
because he had been unhappy 48
because he had been unwilling 150
because he had been visited 52
because he had been whipped 55
because he had been witness 67
because he had been wondering 52
because he had been worried 126
because he had been wounded 587
because he had done everything 255
because he had done exactly 51
because he had even invited 60
because he had ever allowed 43
because he had felt himself 206
because he had felt obliged 62
because he had gone against 86
because he had good friends 44
because he had good manners 43
because he had great respect 80
because he had heard reports 49
because he had heard stories 73
because he had hurt himself 66
because he had just arrived 110
because he had just decided 46
because he had just escaped 62
because he had just married 105
because he had just noticed 48
because he had just realized 44
because he had just started 91
because he had just written 74
because he had kept company 85
because he had kept himself 110
because he had lost contact 55
because he had lost control 265
because he had lost everything 107
because he had lost several 58
because he had made enemies 41
because he had made friends 106
because he had made himself 1100
because he had made several 115
because he had many enemies 60
because he had many friends 142
because he had many thoughts 78
because he had none himself 242
because he had once belonged 46
because he had once written 110
because he had only written 52
because he had said everything 44
because he had seen himself 72
because he had seen several 54
because he had sold himself 65
because he had some friends 62
because he had some trouble 45
because he had some ulterior 41
because he had such sympathy 41
because he had told himself 47
because he has been accused 262
because he has been advised 88
because he has been allowed 205
because he has been assured 62
because he has been blessed 109
because he has been blinded 42
because he has been brought 700
because he has been careful 89
because he has been charged 182
because he has been content 43
because he has been defeated 127
because he has been delayed 52
because he has been ejected 51
because he has been elected 188
because he has been endowed 147
because he has been exposed 273
