bay were crowded with troops 44
bear arms against his former 94
bear arms against his native 148
bear arms against his prince 62
bear arms against one another 150
bear their flowers and fruits 50
bear these numbers and colors 43
beat more rapidly than normal 59
being best friends with someone 45
being duly emptied and washed 64
being five hundred and twenty 64
being four hundred and eighty 256
being four hundred and ninety 92
being four hundred and twenty 137
being made quietly and without 52
being made stronger and nobler 53
being more perfect than myself 332
being more skilful than antaeus 70
being much broader and larger 42
being some previous ill opinion 65
being three hundred and eighty 79
being three hundred and ninety 78
being three hundred and twenty 256
being torn between two opposing 41
being torn between two worlds 157
being well seasoned and spiced 59
being your relation and friend 46
big open portals that yawned 89
bit more aspirin per tablet 81
bit more complex than simply 100
both among ancient and modern 148
both among animals and plants 90
both among muslims and hindus 150
both among teachers and pupils 94
both arms forward and upward 67
both free persons and slaves 57
both from america and europe 80
both from ancient and modern 299
both from animals and plants 46
both from outside and inside 1000
both from private and public 174
both great britain and austria 136
both great britain and canada 237
both great britain and europe 48
both great britain and france 3809
both great britain and mexico 63
both great britain and soviet 51
both great britain and sweden 51
both great britain and turkey 46
both john kennedy and lyndon 138
both just writers and unjust 68
both kept silence and waited 49
both more comfort and greater 68
both nazi germany and soviet 212
both north america and africa 86
both north america and england 84
both north america and eurasia 1369
both north america and europe 3701
both sign language and spoken 162
both south america and africa 420
both south america and europe 93
both their ancient and modern 63
both their current and future 172
both their parents had issued 82
both their present and future 494
both their private and public 921
both their thoughts and actions 81
both their written and spoken 129
both these factors are likely 45
both these features are access 43
both these mammals and fishes 61
both these motives are joined 47
both time consuming and costly 563
both time consuming and tedious 77
both very noisome and tedious 73
both west germany and austria 46
both west germany and france 169
both west germany and sweden 47
both young persons and adults 52
both your current and future 89
both your outward and inward 40
both your present and future 188
both your private and public 46
bring down everything that exalts 110
bring forth flowers and fruits 72
bring forth flowers and plants 46
bring great britain and france 128
bring home thoughts and feelings 45
bring suit against any person 101
bring suit against his master 53
bring suit against one another 52
bring their friends and family 46
bring their thoughts and feelings 49
but also against any person 107
but also against one another 139
but also animals and plants 127
but also because each person 49
but also because his family 49
but also because its leaders 56
but also because she needed 86
but also because she seemed 56
but also because she thought 125
but also because she wanted 270
but also because she wished 61
but also because they affect 185
but also because they afford 123
but also because they always 69
but also because they assume 49
but also because they became 85
but also because they become 104
but also because they clearly 73
but also because they convey 49
but also because they created 63
but also because they depend 49
but also because they differ 72
but also because they embody 102
but also because they enable 157
but also because they expect 44
but also because they failed 91
but also because they formed 78
but also because they helped 138
but also because they lacked 121
but also because they looked 84
but also because they needed 115
but also because they occupy 53
but also because they permit 93
but also because they played 44
but also because they prefer 64
but also because they rarely 42
but also because they realize 75
but also because they reduce 85
but also because they regard 73
but also because they relate 65
but also because they remain 51
but also because they remind 48
but also because they retain 45
but also because they seemed 230
but also because they served 150
but also because they shared 174
but also because they should 75
but also because they showed 82
but also because they simply 93
but also because they sought 77
but also because they taught 57
but also because they tended 94
but also because they thought 300
but also because they viewed 57
but also because they wanted 487
but also because they wished 175
but also because they worked 65
but also because this system 42
but also britain and france 71
but also british and french 129
but also certify them beyond 47
but also chinese and indians 42
but also extends far beyond 63
but also friends and family 46
but also germany and austria 45
but also illegal and unjust 43
but also letters and papers 53
but also present and future 148
but also prevent his becoming 50
but also regional and global 43
but also thoughts and feelings 72
but also towards one another 386
but bill plucked his sleeve 47
but fell covered with wounds 83
but five hundred and eighty 41
but five hundred and twenty 73
but fond regrets and tender 655
but four hundred and eighty 78
but four hundred and ninety 100
but four hundred and twenty 146
but from justice and equity 76
but from southern and eastern 53
but great britain and france 642
but great reliance was placed 45
but lady russell was almost 118
but last tuesday she seemed 70
but less rapidly than before 140
but lets himself lie fallow 157
but live soberly and kindly 56
but many bishops and abbots 40
but more details are needed 44
but more efforts are needed 43
but more faintly than before 96
but more pensive and amiable 74
but more quietly than before 119
but more studies are needed 1591
but much stronger and thicker 70
but must suppose that something 57
but nine hundred and ninety 115
but none offered that seemed 47
but only because our fathers 102
but only because she thought 109
but only because she wanted 373
but only because that seemed 41
but only because they agreed 60
but only because they seemed 123
but only because they thought 217
but only because they wanted 279
but only briefly and without 59
but only combine and direct 62
but only confirm and ratify 144
but only dawdled and yawned 47
but only spiders and unclean 110
but other factors are likely 104
but pour himself out freely 47
but side effects are common 69
but some features are common 49
but soon resumed his wonted 46
but soon stopped and looked 49
but such attacks are seldom 128
but such details are beyond 45
but such effects are likely 41
but such efforts are likely 52
but such stories get packed 50
but such worthies can always 45
but their advance was halted 55
but their attempt was foiled 40
but their effects are likely 48
but their efforts are futile 71
but their efforts had failed 64
but their efforts had little 277
but their junction was already 52
but their manners and habits 44
but their numbers are greatly 80
but their petition was denied 91
but their position was always 46
but their position was clearly 43
but their request was denied 284
but their request was turned 121
but their thoughts and feelings 100
but their thoughts are engaged 56
but their tobacco for almost 272
but there appeared but little 47
but these effects are likely 58
but these effects are rarely 44
but these efforts had failed 58
but these efforts had little 162
but these matters are beyond 44
but these stories are always 62
but these thoughts and feelings 49
but three hundred and eighty 138
but three hundred and ninety 84
but three hundred and twenty 137
but very briefly and without 54
but very faintly and slowly 54
but very natural and touching 45
but were content with subduing 72
but were defeated and driven 259
but were defeated and forced 129
but were pursued and killed 74
but what decided her belief 98
but when features are already 83
but when showers are joined 46
but whom himself has chosen 71
but will confine our boasting 52
but will reserve for myself 73
but will sanction any abuses 81
but work remorse and regret 1130
but your chances are better 68
but your friends and family 61
but your history and writings 48
but your majesty may prefer 48
but your worship was pleased 51
buy their freedom and become 47
