bad ear would find themselves 95
bear the shame most patiently 89
bear the whole cost themselves 42
beat the child into submission 41
being in every case qualified 57
being of nursing home residents 206
being the first book published 94
being the solid angle subtended 82
bit of brass worth threepence 86
both be spent most preciously 236
both of which find expression 57
both of which have attempted 67
both of which have attracted 156
both of which have benefited 64
both of which have continued 121
both of which have developed 227
both of which have different 177
both of which have evidently 41
both of which have excellent 197
both of which have extensive 195
both of which have extremely 56
both of which have generally 67
both of which have generated 53
both of which have identical 68
both of which have important 421
both of which have interesting 61
both of which have outstanding 43
both of which have previously 112
both of which have published 45
both of which have reference 55
both of which have relevance 113
both of which have succeeded 46
both of which have supported 51
both of which have undergone 383
both of which lend themselves 172
both of which make excellent 50
both of which make extensive 49
both of which make reference 53
both of which play important 196
both of which seem reasonable 44
both of which take advantage 46
both of which were abandoned 97
both of which were abhorrent 44
both of which were abolished 110
both of which were addressed 146
both of which were admirably 61
both of which were affiliated 86
both of which were announced 62
both of which were associated 410
both of which were authorized 61
both of which were available 371
both of which were basically 59
both of which were broadcast 48
both of which were carefully 108
both of which were certainly 147
both of which were collected 143
both of which were commanded 65
both of which were committed 96
both of which were compelled 40
both of which were completed 406
both of which were conceived 131
both of which were concerned 358
both of which were concluded 49
both of which were condemned 104
both of which were conducted 244
both of which were conferred 40
both of which were confirmed 81
both of which were connected 267
both of which were conserved 44
both of which were contained 92
both of which were continued 50
both of which were converted 46
both of which were currently 41
both of which were decidedly 46
both of which were decorated 52
both of which were dedicated 254
both of which were delivered 195
both of which were dependent 137
both of which were deposited 49
both of which were described 414
both of which were destroyed 370
both of which were developed 564
both of which were different 40
both of which were difficult 121
both of which were discussed 708
both of which were dismissed 58
both of which were dissolved 54
both of which were dominated 245
both of which were doubtless 63
both of which were effective 79
both of which were especially 83
both of which were estimated 42
both of which were evidently 116
both of which were excavated 56
both of which were exceedingly 73
both of which were excellent 211
both of which were exhibited 137
both of which were expensive 71
both of which were explained 46
both of which were expressed 134
both of which were extremely 319
both of which were favorable 63
both of which were favorably 52
both of which were forbidden 166
both of which were foreknown 105
both of which were fortified 55
both of which were furnished 114
both of which were generally 186
both of which were generated 41
both of which were gradually 60
both of which were identical 47
both of which were illiberal 75
both of which were important 895
both of which were increasingly 102
both of which were inhabited 45
both of which were inherited 91
both of which were invariably 62
both of which were liberally 77
both of which were naturally 45
both of which were necessary 644
both of which were negatived 89
both of which were nominated 91
both of which were officially 73
both of which were organized 307
both of which were overruled 42
both of which were perceived 163
both of which were perfectly 159
both of which were performed 354
both of which were permitted 54
both of which were plentiful 116
both of which were presented 388
both of which were preserved 47
both of which were prevalent 63
both of which were previously 213
both of which were primarily 120
both of which were prominent 110
both of which were protected 59
both of which were published 2983
both of which were purchased 195
both of which were recovered 59
both of which were reflected 124
both of which were regularly 63
both of which were reprinted 147
both of which were sanctioned 52
both of which were scheduled 57
both of which were similarly 48
both of which were sometimes 67
both of which were sponsored 92
both of which were subjected 78
both of which were submitted 105
both of which were suggested 50
both of which were supported 214
both of which were suspended 47
both of which were themselves 49
both of which were thoroughly 51
both of which were unusually 77
both of which were virtually 105
both of which were widespread 50
both of which will influence 78
both the social work profession 42
bring the action here prevailed 40
bring the books into agreement 71
bring the court into disrepute 189
bring the edges into apposition 45
bring the field into production 45
bring the flesh into subjection 97
bring the house into disrepute 66
bring the method into disrepute 40
bring the model into agreement 46
bring the party into disrepute 117
bring the people into subjection 70
bring the plant into compliance 98
bring the stage into disrepute 89
bring the state into compliance 150
bring the state into existence 76
bring the study into unmerited 51
bring the world into existence 246
bring the world into subjection 137
bring the world more thoroughly 59
bring to light many important 71
bring to light many interesting 182
bring to light some important 157
bring to light some interesting 244
but he could also appreciate 55
but he could also recognize 41
but he could have conceived 41
but he could have prevented 41
but he could only speculate 58
but he looks very different 55
but he makes some interesting 49
but he might have prevented 61
but he might have succeeded 45
but he might very naturally 65
but he never once attempted 90
but he never took advantage 169
but he never took possession 101
but he seems more concerned 57
but he still felt compelled 71
but he still kept possession 94
but he would have certainly 71
but he would have consented 53
but he would have continued 135
but he would have convinced 117
but he would have expressed 51
but he would have preferred 1731
but he would have preserved 46
but he would have respected 49
but he would have succeeded 115
but he would make inquiries 132
but he would most certainly 142
but in broad busy abundance 55
but in either case dependent 49
but in either case multiplying 44
but in every free community 47
but in minds well implanted 108
but in others more important 42
but in others very different 52
but is often more difficult 86
but is often very difficult 116
but is rather more difficult 79
but is really very different 57
but is still more important 50
but is still very different 40
but is still very important 89
but it comes into existence 53
but it could also encourage 58
but it could also represent 268
but it could also undermine 45
but it could have prevented 61
but it feels like yesterday 42
but it feels your influence 50
but it gives some indication 286
but it looks very different 114
but it makes life difficult 49
but it makes more difficult 47
but it might also encourage 78
but it might also represent 122
but it might have prevented 73
but it might have succeeded 82
but it rests upon democracy 63
but it seems less astonishing 43
but it seems less important 46
but it seems like everybody 62
but it seems like yesterday 213
but it seems more difficult 118
but it seems more important 141
but it seems more plausible 339
but it seems more reasonable 828
but it seems most reasonable 91
but it seems only reasonable 110
but it seems only yesterday 90
but it seems very desirable 77
but it seems very difficult 293
but it seems very important 55
but it seems very plausible 40
but it seems worth considering 43
but it would also eliminate 183
but it would also encourage 150
but it would also establish 69
but it would also guarantee 63
but it would also introduce 65
but it would also represent 75
but it would also stimulate 56
but it would also undermine 128
but it would have attracted 46
but it would have benefited 51
but it would have certainly 82
but it would have continued 70
but it would have delighted 52
but it would have destroyed 213
but it would have endangered 44
but it would have indicated 78
but it would have occasioned 51
but it would have permitted 55
but it would have presented 68
but it would have preserved 59
but it would have prevented 271
but it would have satisfied 49
but it would have subjected 46
but it would have surprised 71
but it would have sustained 40
but it would more naturally 64
but it would most certainly 208
but it would seem advisable 153
but it would seem desirable 257
but it would seem difficult 175
but it would seem important 97
but it would seem necessary 119
but it would seem plausible 97
but it would seem reasonable 975
but it would seem worthwhile 66
but it would take centuries 41
but my fingers were powerless 43
but no faint throb responded 46
but no funds were allocated 47
but no funds were available 285
but no hands were stretched 53
but of which most englishmen 55
but of which only fragments 40
but of whose very existence 59
but on looking more carefully 69
but the amino acid sequences 66
but the author need sacrifice 53
but the blows were evidently 149
but the books much corruption 75
but the cases were dismissed 48
but the coast line continues 49
but the drums were instantly 43
but the files grew gradually 42
but the files were alternate 46
but the girls threw themselves 46
but the human hand discerned 49
but the lines were roughened 49
but the method here described 48
but the method just described 75
but the names were different 50
but the others were evidently 49
but the others were generally 40
but the others were sentenced 62
but the people took possession 70
but the people were clamorous 75
but the people were delighted 110
but the people were different 71
but the people were exceedingly 45
but the people were forbidden 41
but the people were generally 44
but the people were reluctant 43
but the people were satisfied 88
but the people were scattered 82
but the plans were abandoned 101
but the prize must doubtless 63
but the reader must recognize 56
but the reader soon discovers 41
but the reader will appreciate 131
but the reader will carefully 42
but the reader will doubtless 97
but the reader will recognize 149
but the reader will recollect 62
but the reins were abandoned 117
but the reins were decorated 45
but the rules were different 63
but the rules were suspended 56
but the scene will represent 85
but the seven great armaments 62
but the state also continues 174
but the still more difficult 40
but the still more important 166
but the storm only slackened 48
but the terms have different 41
but the times were different 84
but the times were difficult 47
but the usual grim cordiality 47
but the walls were decorated 44
but the whole body corporate 43
but the whole male population 68
but the women seem fictitious 43
but the words have different 55
but the words were different 140
but the words were inaudible 198
but the words were swallowed 63
but the words were unfamiliar 48
but the works were continued 50
but the world bank estimates 41
but to agree among themselves 61
but to allow their centuries 46
but to climb these blackened 40
but to feign these phenomena 46
but to quell open rebellions 71
but we could make ourselves 47
but we never know ourselves 53
but we often find ourselves 111
but we shall find ourselves 113
but we shall make ourselves 58
but we still find ourselves 85
but we would find ourselves 92
but we would have preferred 152
buy it under those conditions 53
